weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,Overall,0.82,0.68,0.52,0.89,-0.06,1092,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,Overall,0.84,0.69,0.49,0.88,-0.08,1092,31,NA
All,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.25,0.8,-0.11,1296,32,NA
All,EuroCOVIDhub-mean,inc case,1,Overall,0.82,0.67,0.52,0.91,-0.04,1181,32,NA
All,EuroCOVIDhub-median,inc case,1,Overall,0.86,0.71,0.5,0.88,-0.08,1181,32,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,Overall,0.95,0.8,0.43,0.82,-0.06,1057,32,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,Overall,0.95,0.8,0.41,0.8,-0.1,1057,32,NA
All,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.3,0.74,-0.13,1257,32,NA
All,EuroCOVIDhub-mean,inc case,2,Overall,0.94,0.78,0.43,0.83,-0.04,1146,32,NA
All,EuroCOVIDhub-median,inc case,2,Overall,0.93,0.78,0.38,0.8,-0.12,1146,32,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,Overall,1.13,0.98,0.35,0.76,-0.05,1026,32,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,Overall,1.03,0.89,0.33,0.74,-0.12,1026,32,NA
All,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,0.3,0.71,-0.13,1216,32,NA
All,EuroCOVIDhub-mean,inc case,3,Overall,1.13,0.96,0.35,0.76,-0.03,1103,32,NA
All,EuroCOVIDhub-median,inc case,3,Overall,0.93,0.81,0.33,0.72,-0.16,1103,32,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,Overall,1.53,1.31,0.31,0.72,-0.05,998,32,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,Overall,1.22,1.05,0.3,0.71,-0.13,998,32,NA
All,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.31,0.67,-0.14,1191,32,NA
All,EuroCOVIDhub-mean,inc case,4,Overall,1.56,1.33,0.33,0.71,-0.03,1078,32,NA
All,EuroCOVIDhub-median,inc case,4,Overall,0.96,0.86,0.29,0.69,-0.19,1078,32,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,Overall,0.76,0.7,0.52,0.91,0.13,986,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,Overall,0.66,0.59,0.5,0.92,0.04,986,30,NA
All,EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.59,0.87,-0.01,1171,30,NA
All,EuroCOVIDhub-mean,inc death,4,Overall,0.78,0.72,0.55,0.92,0.15,1069,30,NA
All,EuroCOVIDhub-median,inc death,4,Overall,0.65,0.57,0.51,0.92,-0.01,1069,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,Overall,0.67,0.63,0.64,0.96,0.06,1073,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,Overall,0.65,0.6,0.61,0.96,0.03,1073,30,NA
All,EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.45,0.95,-0.02,1267,32,NA
All,EuroCOVIDhub-mean,inc death,1,Overall,0.68,0.63,0.66,0.97,0.07,1160,31,NA
All,EuroCOVIDhub-median,inc death,1,Overall,0.63,0.59,0.62,0.96,0.01,1160,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,Overall,0.61,0.56,0.58,0.96,0.1,1041,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,Overall,0.59,0.52,0.57,0.95,0.05,1041,30,NA
All,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.55,0.92,-0.01,1226,30,NA
All,EuroCOVIDhub-mean,inc death,2,Overall,0.61,0.56,0.62,0.96,0.11,1126,30,NA
All,EuroCOVIDhub-median,inc death,2,Overall,0.58,0.51,0.58,0.95,0.02,1126,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,Overall,0.63,0.58,0.55,0.93,0.12,1012,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,Overall,0.59,0.52,0.52,0.94,0.05,1012,29,NA
All,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.59,0.89,-0.01,1199,29,NA
All,EuroCOVIDhub-mean,inc death,3,Overall,0.63,0.58,0.58,0.95,0.14,1095,29,NA
All,EuroCOVIDhub-median,inc death,3,Overall,0.58,0.5,0.54,0.94,0.01,1095,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,BE,0.88,0.69,0.45,0.82,-0.12,44,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,BE,0.88,0.72,0.43,0.82,-0.11,44,1,Belgium
All,EuroCOVIDhub-baseline,inc case,1,BE,1,1,0.35,0.81,-0.18,48,1,Belgium
All,EuroCOVIDhub-mean,inc case,1,BE,0.84,0.65,0.48,0.89,-0.11,44,1,Belgium
All,EuroCOVIDhub-median,inc case,1,BE,0.91,0.7,0.45,0.86,-0.1,44,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,BE,1.03,0.9,0.47,0.72,-0.1,43,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,BE,1.02,0.91,0.49,0.72,-0.11,43,1,Belgium
All,EuroCOVIDhub-baseline,inc case,2,BE,1,1,0.36,0.83,-0.12,47,1,Belgium
All,EuroCOVIDhub-mean,inc case,2,BE,0.97,0.82,0.51,0.79,-0.09,43,1,Belgium
All,EuroCOVIDhub-median,inc case,2,BE,1.03,0.84,0.51,0.77,-0.11,43,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,BE,0.9,0.88,0.43,0.69,-0.09,42,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,BE,0.91,0.88,0.48,0.71,-0.13,42,1,Belgium
All,EuroCOVIDhub-baseline,inc case,3,BE,1,1,0.37,0.74,-0.18,46,1,Belgium
All,EuroCOVIDhub-mean,inc case,3,BE,0.87,0.85,0.5,0.71,-0.08,42,1,Belgium
All,EuroCOVIDhub-median,inc case,3,BE,0.89,0.88,0.55,0.71,-0.15,42,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,BE,0.99,0.95,0.41,0.76,-0.11,41,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,BE,0.98,0.94,0.41,0.76,-0.17,41,1,Belgium
All,EuroCOVIDhub-baseline,inc case,4,BE,1,1,0.36,0.76,-0.19,45,1,Belgium
All,EuroCOVIDhub-mean,inc case,4,BE,0.98,0.94,0.39,0.71,-0.1,41,1,Belgium
All,EuroCOVIDhub-median,inc case,4,BE,0.95,0.93,0.46,0.73,-0.22,41,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,BE,0.83,0.66,0.75,0.98,-0.01,44,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,BE,0.82,0.64,0.64,0.98,-0.05,44,1,Belgium
All,EuroCOVIDhub-baseline,inc death,1,BE,1,1,0.71,1,-0.05,48,1,Belgium
All,EuroCOVIDhub-mean,inc death,1,BE,0.79,0.64,0.73,0.98,-0.02,44,1,Belgium
