weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,Overall,0.73,0.68,0.62,0.95,-0.02,684,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,Overall,0.73,0.66,0.6,0.95,-0.04,684,29,NA
All,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.34,0.94,0.01,854,32,NA
All,EuroCOVIDhub-mean,inc case,1,Overall,0.76,0.7,0.6,0.96,0.01,739,31,NA
All,EuroCOVIDhub-median,inc case,1,Overall,0.77,0.68,0.57,0.94,-0.03,739,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,Overall,0.82,0.79,0.51,0.91,0.04,654,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,Overall,0.79,0.75,0.51,0.91,-0.01,654,30,NA
All,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.4,0.89,0.02,821,31,NA
All,EuroCOVIDhub-mean,inc case,2,Overall,0.84,0.82,0.5,0.9,0.06,710,31,NA
All,EuroCOVIDhub-median,inc case,2,Overall,0.78,0.77,0.47,0.89,-0.03,710,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,Overall,0.97,0.95,0.42,0.85,0.1,623,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,Overall,0.88,0.84,0.42,0.86,0.02,623,30,NA
All,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,0.41,0.87,0.04,785,31,NA
All,EuroCOVIDhub-mean,inc case,3,Overall,0.99,0.98,0.42,0.84,0.12,672,31,NA
All,EuroCOVIDhub-median,inc case,3,Overall,0.85,0.85,0.41,0.83,-0.03,672,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,Overall,1.27,1.29,0.37,0.81,0.14,595,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,Overall,1.03,1.01,0.38,0.82,0.05,595,30,NA
All,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.41,0.85,0.06,759,31,NA
All,EuroCOVIDhub-mean,inc case,4,Overall,1.31,1.37,0.39,0.79,0.16,646,31,NA
All,EuroCOVIDhub-median,inc case,4,Overall,0.97,0.97,0.37,0.8,-0.01,646,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,Overall,0.55,0.51,0.67,0.97,0.05,639,28,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,Overall,0.54,0.49,0.64,0.97,0.02,639,28,NA
All,EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.54,0.96,0.05,815,32,NA
All,EuroCOVIDhub-mean,inc death,1,Overall,0.55,0.53,0.69,0.98,0.05,708,29,NA
All,EuroCOVIDhub-median,inc death,1,Overall,0.53,0.51,0.66,0.97,0.01,708,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,Overall,0.42,0.4,0.63,0.97,0.09,612,28,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,Overall,0.42,0.39,0.63,0.96,0.05,612,28,NA
All,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.65,0.94,0.06,778,29,NA
All,EuroCOVIDhub-mean,inc death,2,Overall,0.41,0.4,0.68,0.97,0.1,678,29,NA
All,EuroCOVIDhub-median,inc death,2,Overall,0.42,0.39,0.64,0.97,0.02,678,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,Overall,0.42,0.38,0.59,0.95,0.14,584,27,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,Overall,0.41,0.36,0.57,0.95,0.08,584,27,NA
All,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.68,0.91,0.07,752,29,NA
All,EuroCOVIDhub-mean,inc death,3,Overall,0.42,0.38,0.64,0.96,0.16,648,29,NA
All,EuroCOVIDhub-median,inc death,3,Overall,0.41,0.36,0.6,0.96,0.05,648,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,Overall,0.46,0.41,0.57,0.92,0.19,559,27,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,Overall,0.41,0.36,0.55,0.93,0.1,559,27,NA
All,EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.69,0.89,0.09,723,29,NA
All,EuroCOVIDhub-mean,inc death,4,Overall,0.47,0.43,0.6,0.94,0.2,621,29,NA
All,EuroCOVIDhub-median,inc death,4,Overall,0.4,0.35,0.58,0.94,0.05,621,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,BE,1.18,1.11,0.61,0.93,-0.12,28,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,BE,1.15,1.07,0.57,0.93,-0.11,28,1,Belgium
All,EuroCOVIDhub-baseline,inc case,1,BE,1,1,0.53,1,-0.03,32,1,Belgium
All,EuroCOVIDhub-mean,inc case,1,BE,1.17,1.08,0.61,0.96,-0.09,28,1,Belgium
All,EuroCOVIDhub-median,inc case,1,BE,1.13,1.02,0.61,0.96,-0.08,28,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,BE,0.95,0.99,0.63,0.93,-0.04,27,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,BE,0.93,0.97,0.67,0.93,-0.06,27,1,Belgium
All,EuroCOVIDhub-baseline,inc case,2,BE,1,1,0.52,1,0.01,31,1,Belgium
All,EuroCOVIDhub-mean,inc case,2,BE,0.93,0.95,0.7,0.93,-0.01,27,1,Belgium
All,EuroCOVIDhub-median,inc case,2,BE,0.86,0.92,0.7,0.89,-0.04,27,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,BE,0.95,1.04,0.54,0.85,0.03,26,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,BE,0.86,0.96,0.62,0.88,-0.05,26,1,Belgium
All,EuroCOVIDhub-baseline,inc case,3,BE,1,1,0.57,1,0.04,30,1,Belgium
All,EuroCOVIDhub-mean,inc case,3,BE,0.95,1.01,0.62,0.88,0.06,26,1,Belgium
All,EuroCOVIDhub-median,inc case,3,BE,0.8,0.91,0.73,0.88,-0.06,26,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,BE,1.07,1.22,0.52,0.88,0.07,25,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,BE,0.87,0.97,0.56,0.88,-0,25,1,Belgium
All,EuroCOVIDhub-baseline,inc case,4,BE,1,1,0.55,1,0.03,29,1,Belgium
All,EuroCOVIDhub-mean,inc case,4,BE,1.07,1.2,0.52,0.84,0.1,25,1,Belgium
All,EuroCOVIDhub-median,inc case,4,BE,0.8,0.92,0.64,0.84,-0.06,25,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,BE,0.8,0.53,0.82,1,-0.02,28,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,BE,0.78,0.5,0.79,1,-0.05,28,1,Belgium
All,EuroCOVIDhub-baseline,inc death,1,BE,1,1,0.91,1,0.07,32,1,Belgium
All,EuroCOVIDhub-mean,inc death,1,BE,0.77,0.51,0.79,1,-0.04,28,1,Belgium
All,EuroCOVIDhub-median,inc death,1,BE,0.73,0.48,0.79,1,-0.09,28,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,BE,0.57,0.38,0.74,0.96,0.01,27,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,BE,0.57,0.37,0.74,0.96,-0.02,27,1,Belgium
All,EuroCOVIDhub-baseline,inc death,2,BE,1,1,0.97,1,0.03,31,1,Belgium
All,EuroCOVIDhub-mean,inc death,2,BE,0.6,0.38,0.78,1,0.02,27,1,Belgium
All,EuroCOVIDhub-median,inc death,2,BE,0.57,0.37,0.7,1,-0.04,27,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,BE,0.57,0.37,0.69,0.96,0.03,26,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,BE,0.58,0.36,0.65,0.96,0.01,26,1,Belgium
All,EuroCOVIDhub-baseline,inc death,3,BE,1,1,0.97,1,0.03,30,1,Belgium
All,EuroCOVIDhub-mean,inc death,3,BE,0.58,0.37,0.73,0.96,0.03,26,1,Belgium
All,EuroCOVIDhub-median,inc death,3,BE,0.57,0.36,0.62,0.96,0.01,26,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,BE,0.57,0.36,0.68,1,0.06,25,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,BE,0.56,0.35,0.6,1,0,25,1,Belgium
All,EuroCOVIDhub-baseline,inc death,4,BE,1,1,1,1,0.04,29,1,Belgium
All,EuroCOVIDhub-mean,inc death,4,BE,0.52,0.35,0.68,1,0.09,25,1,Belgium
All,EuroCOVIDhub-median,inc death,4,BE,0.55,0.34,0.52,1,-0.02,25,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,BG,0.56,0.57,0.68,0.96,-0.1,28,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,BG,0.54,0.54,0.64,0.96,-0.1,28,1,Bulgaria
All,EuroCOVIDhub-baseline,inc case,1,BG,1,1,0.28,0.97,-0.01,32,1,Bulgaria
All,EuroCOVIDhub-mean,inc case,1,BG,0.58,0.57,0.68,1,-0.08,28,1,Bulgaria
All,EuroCOVIDhub-median,inc case,1,BG,0.59,0.54,0.57,1,-0.13,28,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,BG,0.65,0.6,0.56,0.93,-0.02,27,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,BG,0.6,0.57,0.52,0.93,-0.09,27,1,Bulgaria
All,EuroCOVIDhub-baseline,inc case,2,BG,1,1,0.35,0.84,-0.01,31,1,Bulgaria
All,EuroCOVIDhub-mean,inc case,2,BG,0.66,0.6,0.59,0.93,-0.02,27,1,Bulgaria
All,EuroCOVIDhub-median,inc case,2,BG,0.58,0.56,0.52,0.89,-0.1,27,1,Bulgaria
