weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,Overall,0.72,0.64,0.55,0.92,-0.05,945,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,Overall,0.71,0.63,0.53,0.91,-0.06,945,31,NA
All,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.28,0.88,-0.06,1136,32,NA
All,EuroCOVIDhub-mean,inc case,1,Overall,0.73,0.65,0.55,0.93,-0.01,1021,32,NA
All,EuroCOVIDhub-median,inc case,1,Overall,0.71,0.63,0.52,0.91,-0.05,1021,32,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,Overall,0.82,0.76,0.47,0.87,-0.01,910,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,Overall,0.8,0.75,0.45,0.86,-0.06,910,31,NA
All,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.33,0.82,-0.07,1098,32,NA
All,EuroCOVIDhub-mean,inc case,2,Overall,0.83,0.78,0.46,0.87,0.01,987,32,NA
All,EuroCOVIDhub-median,inc case,2,Overall,0.8,0.75,0.42,0.85,-0.08,987,32,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,Overall,0.92,0.86,0.38,0.82,0.01,878,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,Overall,0.88,0.81,0.37,0.81,-0.06,878,31,NA
All,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,0.34,0.78,-0.06,1058,32,NA
All,EuroCOVIDhub-mean,inc case,3,Overall,0.93,0.88,0.38,0.81,0.03,945,32,NA
All,EuroCOVIDhub-median,inc case,3,Overall,0.85,0.8,0.36,0.78,-0.1,945,32,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,Overall,1.13,1.07,0.34,0.78,0.03,850,31,NA
