weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,Overall,0.74,0.67,0.56,0.92,-0.05,918,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,Overall,0.73,0.66,0.54,0.92,-0.06,918,30,NA
All,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.29,0.89,-0.07,1107,32,NA
All,EuroCOVIDhub-mean,inc case,1,Overall,0.77,0.69,0.55,0.94,-0.01,992,32,NA
All,EuroCOVIDhub-median,inc case,1,Overall,0.75,0.67,0.53,0.91,-0.05,992,32,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,Overall,0.83,0.77,0.47,0.88,-0.01,885,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,Overall,0.8,0.75,0.45,0.87,-0.06,885,31,NA
All,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.34,0.83,-0.07,1071,32,NA
All,EuroCOVIDhub-mean,inc case,2,Overall,0.85,0.79,0.46,0.88,0.01,960,32,NA
All,EuroCOVIDhub-median,inc case,2,Overall,0.81,0.76,0.42,0.86,-0.08,960,32,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,Overall,0.95,0.89,0.38,0.82,0.02,852,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,Overall,0.89,0.83,0.37,0.82,-0.05,852,31,NA
All,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,0.35,0.79,-0.07,1030,32,NA
All,EuroCOVIDhub-mean,inc case,3,Overall,0.96,0.91,0.38,0.81,0.03,917,32,NA
All,EuroCOVIDhub-median,inc case,3,Overall,0.87,0.82,0.36,0.78,-0.1,917,32,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,Overall,1.16,1.11,0.34,0.78,0.03,823,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,Overall,1.02,0.96,0.34,0.78,-0.05,823,31,NA
All,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.35,0.77,-0.07,1003,32,NA
All,EuroCOVIDhub-mean,inc case,4,Overall,1.18,1.16,0.36,0.78,0.05,890,32,NA
All,EuroCOVIDhub-median,inc case,4,Overall,0.97,0.92,0.32,0.75,-0.11,890,32,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,Overall,0.58,0.54,0.65,0.97,0.03,887,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,Overall,0.56,0.52,0.62,0.96,-0,887,30,NA
All,EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.48,0.95,-0.02,1069,32,NA
All,EuroCOVIDhub-mean,inc death,1,Overall,0.59,0.55,0.67,0.98,0.04,962,30,NA
All,EuroCOVIDhub-median,inc death,1,Overall,0.55,0.53,0.64,0.96,-0.01,962,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,Overall,0.5,0.45,0.59,0.97,0.06,856,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,Overall,0.5,0.44,0.59,0.95,0.02,856,30,NA
All,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.58,0.92,-0.02,1031,30,NA
All,EuroCOVIDhub-mean,inc death,2,Overall,0.5,0.45,0.64,0.97,0.07,931,30,NA
All,EuroCOVIDhub-median,inc death,2,Overall,0.51,0.45,0.6,0.95,-0,931,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,Overall,0.53,0.46,0.56,0.94,0.09,825,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,Overall,0.52,0.45,0.53,0.94,0.03,825,29,NA
All,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.63,0.89,-0.02,1004,29,NA
All,EuroCOVIDhub-mean,inc death,3,Overall,0.52,0.46,0.6,0.96,0.1,900,29,NA
All,EuroCOVIDhub-median,inc death,3,Overall,0.53,0.45,0.55,0.94,-0,900,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,Overall,0.6,0.52,0.53,0.92,0.1,797,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,Overall,0.58,0.49,0.51,0.92,0.02,797,29,NA
All,EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.64,0.86,-0.03,975,29,NA
All,EuroCOVIDhub-mean,inc death,4,Overall,0.6,0.53,0.56,0.93,0.12,873,29,NA
All,EuroCOVIDhub-median,inc death,4,Overall,0.58,0.49,0.52,0.92,-0.02,873,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,BE,0.9,0.79,0.51,0.86,-0.08,37,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,BE,0.88,0.77,0.49,0.86,-0.07,37,1,Belgium
All,EuroCOVIDhub-baseline,inc case,1,BE,1,1,0.41,0.95,-0.14,41,1,Belgium
All,EuroCOVIDhub-mean,inc case,1,BE,0.85,0.72,0.54,0.95,-0.08,37,1,Belgium
All,EuroCOVIDhub-median,inc case,1,BE,0.82,0.71,0.51,0.92,-0.06,37,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,BE,0.86,0.81,0.56,0.83,-0.04,36,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,BE,0.82,0.78,0.58,0.83,-0.06,36,1,Belgium
All,EuroCOVIDhub-baseline,inc case,2,BE,1,1,0.4,0.92,-0.11,40,1,Belgium
All,EuroCOVIDhub-mean,inc case,2,BE,0.82,0.75,0.61,0.86,-0.03,36,1,Belgium
All,EuroCOVIDhub-median,inc case,2,BE,0.78,0.73,0.61,0.83,-0.06,36,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,BE,0.83,0.81,0.49,0.77,-0.04,35,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,BE,0.79,0.77,0.54,0.8,-0.09,35,1,Belgium
All,EuroCOVIDhub-baseline,inc case,3,BE,1,1,0.44,0.85,-0.13,39,1,Belgium
All,EuroCOVIDhub-mean,inc case,3,BE,0.82,0.79,0.54,0.8,-0.02,35,1,Belgium
All,EuroCOVIDhub-median,inc case,3,BE,0.73,0.7,0.63,0.8,-0.1,35,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,BE,0.79,0.8,0.5,0.82,-0.05,34,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,BE,0.73,0.73,0.5,0.82,-0.12,34,1,Belgium
All,EuroCOVIDhub-baseline,inc case,4,BE,1,1,0.42,0.87,-0.16,38,1,Belgium
All,EuroCOVIDhub-mean,inc case,4,BE,0.81,0.82,0.47,0.76,-0.03,34,1,Belgium
All,EuroCOVIDhub-median,inc case,4,BE,0.73,0.7,0.56,0.79,-0.19,34,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,BE,0.77,0.59,0.76,1,-0.05,37,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,BE,0.78,0.57,0.68,1,-0.08,37,1,Belgium
All,EuroCOVIDhub-baseline,inc death,1,BE,1,1,0.76,1,-0.07,41,1,Belgium
All,EuroCOVIDhub-mean,inc death,1,BE,0.75,0.58,0.76,1,-0.06,37,1,Belgium
All,EuroCOVIDhub-median,inc death,1,BE,0.79,0.56,0.73,1,-0.08,37,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,BE,0.58,0.46,0.72,0.97,-0.01,36,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,BE,0.63,0.47,0.72,0.97,-0.04,36,1,Belgium
All,EuroCOVIDhub-baseline,inc death,2,BE,1,1,0.82,1,-0.1,40,1,Belgium
All,EuroCOVIDhub-mean,inc death,2,BE,0.61,0.46,0.72,1,0,36,1,Belgium
All,EuroCOVIDhub-median,inc death,2,BE,0.67,0.48,0.67,1,-0.04,36,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,BE,0.56,0.44,0.66,0.97,-0.04,35,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,BE,0.6,0.45,0.63,0.94,-0.07,35,1,Belgium
All,EuroCOVIDhub-baseline,inc death,3,BE,1,1,0.87,1,-0.09,39,1,Belgium
All,EuroCOVIDhub-mean,inc death,3,BE,0.59,0.45,0.69,0.97,-0.02,35,1,Belgium
All,EuroCOVIDhub-median,inc death,3,BE,0.66,0.47,0.57,0.94,-0.05,35,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,BE,0.61,0.47,0.62,1,-0.05,34,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,BE,0.62,0.47,0.56,1,-0.11,34,1,Belgium
All,EuroCOVIDhub-baseline,inc death,4,BE,1,1,0.89,1,-0.09,38,1,Belgium
All,EuroCOVIDhub-mean,inc death,4,BE,0.6,0.47,0.62,1,-0.01,34,1,Belgium
All,EuroCOVIDhub-median,inc death,4,BE,0.67,0.49,0.44,1,-0.1,34,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,BG,0.64,0.61,0.65,0.95,-0.06,37,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,BG,0.62,0.6,0.62,0.95,-0.06,37,1,Bulgaria
All,EuroCOVIDhub-baseline,inc case,1,BG,1,1,0.22,0.93,0.09,41,1,Bulgaria
All,EuroCOVIDhub-mean,inc case,1,BG,0.65,0.62,0.65,1,-0.04,37,1,Bulgaria
All,EuroCOVIDhub-median,inc case,1,BG,0.68,0.62,0.54,0.97,-0.09,37,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,BG,0.76,0.68,0.53,0.86,-0.01,36,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,BG,0.73,0.66,0.5,0.86,-0.06,36,1,Bulgaria
All,EuroCOVIDhub-baseline,inc case,2,BG,1,1,0.28,0.75,0.06,40,1,Bulgaria
All,EuroCOVIDhub-mean,inc case,2,BG,0.78,0.69,0.56,0.89,-0,36,1,Bulgaria
All,EuroCOVIDhub-median,inc case,2,BG,0.75,0.68,0.5,0.86,-0.06,36,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,BG,0.9,0.81,0.4,0.77,0.04,35,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,BG,0.82,0.75,0.37,0.8,-0.01,35,1,Bulgaria
All,EuroCOVIDhub-baseline,inc case,3,BG,1,1,0.28,0.69,0.06,39,1,Bulgaria
All,EuroCOVIDhub-mean,inc case,3,BG,0.91,0.81,0.43,0.89,0.05,35,1,Bulgaria
All,EuroCOVIDhub-median,inc case,3,BG,0.8,0.75,0.43,0.8,-0.03,35,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,BG,1.1,1.01,0.26,0.76,0.1,34,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,BG,0.99,0.89,0.24,0.74,0.03,34,1,Bulgaria
All,EuroCOVIDhub-baseline,inc case,4,BG,1,1,0.24,0.66,0.02,38,1,Bulgaria
