weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,Overall,0.73,0.69,0.61,0.95,0.02,553,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,Overall,0.73,0.67,0.59,0.95,0,553,29,NA
All,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.33,0.95,0.04,714,32,NA
All,EuroCOVIDhub-mean,inc case,1,Overall,0.76,0.72,0.59,0.96,0.05,599,31,NA
All,EuroCOVIDhub-median,inc case,1,Overall,0.77,0.7,0.56,0.93,0.01,599,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,Overall,0.81,0.79,0.5,0.91,0.08,525,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,Overall,0.78,0.75,0.49,0.9,0.02,525,30,NA
All,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.39,0.9,0.05,683,31,NA
All,EuroCOVIDhub-mean,inc case,2,Overall,0.84,0.83,0.47,0.9,0.1,572,31,NA
All,EuroCOVIDhub-median,inc case,2,Overall,0.78,0.78,0.45,0.89,-0,572,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,Overall,0.97,0.97,0.41,0.83,0.11,495,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,Overall,0.87,0.86,0.4,0.84,0.04,495,30,NA
All,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,0.39,0.88,0.06,648,31,NA
All,EuroCOVIDhub-mean,inc case,3,Overall,1.01,1.01,0.39,0.83,0.13,535,31,NA
All,EuroCOVIDhub-median,inc case,3,Overall,0.85,0.86,0.39,0.81,-0.02,535,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,Overall,1.3,1.34,0.35,0.79,0.14,469,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,Overall,1.02,1.02,0.36,0.79,0.04,469,30,NA
All,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.4,0.85,0.08,620,31,NA
All,EuroCOVIDhub-mean,inc case,4,Overall,1.36,1.44,0.37,0.78,0.16,507,31,NA
