weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,Overall,0.74,0.68,0.6,0.94,-0.05,760,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,Overall,0.74,0.67,0.57,0.93,-0.07,760,29,NA
All,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.33,0.93,-0.04,935,32,NA
All,EuroCOVIDhub-mean,inc case,1,Overall,0.77,0.71,0.58,0.95,-0.02,820,31,NA
All,EuroCOVIDhub-median,inc case,1,Overall,0.78,0.69,0.55,0.92,-0.06,820,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,Overall,0.84,0.8,0.49,0.89,-0.01,729,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,Overall,0.82,0.77,0.48,0.88,-0.06,729,30,NA
All,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.39,0.87,-0.04,901,31,NA
All,EuroCOVIDhub-mean,inc case,2,Overall,0.86,0.82,0.48,0.89,0.01,790,31,NA
All,EuroCOVIDhub-median,inc case,2,Overall,0.81,0.79,0.44,0.87,-0.08,790,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,Overall,1,0.96,0.4,0.83,0.02,697,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,Overall,0.92,0.88,0.39,0.83,-0.05,697,30,NA
All,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,0.4,0.85,-0.02,864,31,NA
All,EuroCOVIDhub-mean,inc case,3,Overall,1.02,0.99,0.39,0.83,0.05,751,31,NA
All,EuroCOVIDhub-median,inc case,3,Overall,0.89,0.88,0.38,0.8,-0.09,751,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,Overall,1.28,1.28,0.36,0.8,0.06,668,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,Overall,1.07,1.04,0.36,0.8,-0.03,668,30,NA
All,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.4,0.83,-0.01,836,31,NA
All,EuroCOVIDhub-mean,inc case,4,Overall,1.31,1.34,0.37,0.79,0.09,723,31,NA
All,EuroCOVIDhub-median,inc case,4,Overall,1,0.99,0.34,0.78,-0.08,723,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,Overall,0.57,0.52,0.66,0.98,0.01,722,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,Overall,0.55,0.51,0.62,0.97,-0.02,722,29,NA
All,EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.52,0.96,0.01,900,32,NA
All,EuroCOVIDhub-mean,inc death,1,Overall,0.57,0.54,0.68,0.98,0.02,793,29,NA
All,EuroCOVIDhub-median,inc death,1,Overall,0.54,0.52,0.64,0.97,-0.03,793,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,Overall,0.46,0.41,0.6,0.97,0.04,692,28,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,Overall,0.45,0.4,0.6,0.95,-0.01,692,28,NA
All,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.64,0.94,0.01,863,29,NA
All,EuroCOVIDhub-mean,inc death,2,Overall,0.44,0.41,0.65,0.97,0.05,763,29,NA
All,EuroCOVIDhub-median,inc death,2,Overall,0.45,0.41,0.61,0.96,-0.03,763,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,Overall,0.46,0.41,0.57,0.95,0.08,662,28,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,Overall,0.46,0.39,0.54,0.95,0.02,662,28,NA
All,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.67,0.91,0.03,837,29,NA
All,EuroCOVIDhub-mean,inc death,3,Overall,0.46,0.4,0.61,0.96,0.1,733,29,NA
All,EuroCOVIDhub-median,inc death,3,Overall,0.45,0.38,0.57,0.95,-0.02,733,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,Overall,0.5,0.44,0.55,0.93,0.12,633,28,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,Overall,0.47,0.4,0.53,0.93,0.03,633,28,NA
All,EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.68,0.89,0.04,807,29,NA
All,EuroCOVIDhub-mean,inc death,4,Overall,0.51,0.45,0.58,0.94,0.14,705,29,NA
All,EuroCOVIDhub-median,inc death,4,Overall,0.46,0.4,0.56,0.94,-0.01,705,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,BE,1.04,0.96,0.58,0.9,-0.13,31,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,BE,1.03,0.94,0.55,0.9,-0.12,31,1,Belgium
