weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,Overall,0.72,0.63,0.54,0.9,-0.07,972,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,Overall,0.73,0.65,0.52,0.89,-0.08,972,31,NA
All,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.28,0.87,-0.08,1164,32,NA
All,EuroCOVIDhub-mean,inc case,1,Overall,0.73,0.64,0.54,0.92,-0.03,1049,32,NA
All,EuroCOVIDhub-median,inc case,1,Overall,0.74,0.66,0.51,0.89,-0.08,1049,32,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,Overall,0.82,0.74,0.46,0.86,-0.03,937,32,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,Overall,0.8,0.73,0.44,0.85,-0.08,937,32,NA
All,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.33,0.8,-0.08,1127,32,NA
All,EuroCOVIDhub-mean,inc case,2,Overall,0.82,0.73,0.45,0.87,-0.01,1016,32,NA
All,EuroCOVIDhub-median,inc case,2,Overall,0.79,0.72,0.41,0.84,-0.09,1016,32,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,Overall,0.91,0.85,0.37,0.81,-0,904,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,Overall,0.88,0.82,0.36,0.8,-0.07,904,31,NA
All,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,0.33,0.77,-0.07,1086,32,NA
All,EuroCOVIDhub-mean,inc case,3,Overall,0.92,0.85,0.37,0.8,0.02,973,32,NA
All,EuroCOVIDhub-median,inc case,3,Overall,0.85,0.8,0.35,0.77,-0.11,973,32,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,Overall,1.08,0.99,0.34,0.77,0.01,876,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,Overall,0.98,0.9,0.33,0.77,-0.07,876,31,NA
All,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.34,0.74,-0.07,1061,32,NA
All,EuroCOVIDhub-mean,inc case,4,Overall,1.09,1.01,0.35,0.77,0.04,948,32,NA
All,EuroCOVIDhub-median,inc case,4,Overall,0.94,0.87,0.31,0.74,-0.13,948,32,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,Overall,0.61,0.57,0.65,0.96,0.04,940,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,Overall,0.59,0.55,0.62,0.96,0.01,940,30,NA
All,EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.48,0.95,-0,1124,32,NA
All,EuroCOVIDhub-mean,inc death,1,Overall,0.61,0.57,0.67,0.97,0.05,1017,30,NA
All,EuroCOVIDhub-median,inc death,1,Overall,0.58,0.55,0.64,0.96,0.01,1017,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,Overall,0.52,0.47,0.59,0.96,0.07,909,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,Overall,0.52,0.46,0.58,0.95,0.03,909,30,NA
All,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.57,0.92,-0.01,1085,30,NA
All,EuroCOVIDhub-mean,inc death,2,Overall,0.51,0.46,0.63,0.97,0.09,985,30,NA
All,EuroCOVIDhub-median,inc death,2,Overall,0.52,0.46,0.59,0.95,0.01,985,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,Overall,0.54,0.48,0.56,0.94,0.11,880,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,Overall,0.54,0.47,0.53,0.94,0.04,880,29,NA
All,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.62,0.89,-0.01,1059,29,NA
All,EuroCOVIDhub-mean,inc death,3,Overall,0.54,0.48,0.59,0.95,0.12,955,29,NA
All,EuroCOVIDhub-median,inc death,3,Overall,0.55,0.47,0.55,0.94,0.01,955,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,Overall,0.64,0.57,0.52,0.92,0.12,853,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,Overall,0.62,0.53,0.5,0.92,0.04,853,29,NA
All,EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.63,0.86,-0.01,1032,29,NA
All,EuroCOVIDhub-mean,inc death,4,Overall,0.64,0.57,0.56,0.92,0.14,930,29,NA
All,EuroCOVIDhub-median,inc death,4,Overall,0.63,0.54,0.52,0.92,-0,930,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,BE,0.91,0.79,0.49,0.85,-0.08,39,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,BE,0.89,0.8,0.46,0.85,-0.07,39,1,Belgium
All,EuroCOVIDhub-baseline,inc case,1,BE,1,1,0.4,0.91,-0.13,43,1,Belgium
All,EuroCOVIDhub-mean,inc case,1,BE,0.86,0.73,0.51,0.92,-0.07,39,1,Belgium
All,EuroCOVIDhub-median,inc case,1,BE,0.84,0.77,0.49,0.9,-0.06,39,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,BE,0.91,0.85,0.53,0.82,-0.04,38,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,BE,0.88,0.82,0.55,0.82,-0.05,38,1,Belgium
All,EuroCOVIDhub-baseline,inc case,2,BE,1,1,0.4,0.9,-0.06,42,1,Belgium
All,EuroCOVIDhub-mean,inc case,2,BE,0.86,0.78,0.58,0.84,-0.02,38,1,Belgium
All,EuroCOVIDhub-median,inc case,2,BE,0.84,0.76,0.58,0.82,-0.05,38,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,BE,0.85,0.81,0.46,0.76,0.01,37,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,BE,0.82,0.78,0.51,0.78,-0.04,37,1,Belgium
All,EuroCOVIDhub-baseline,inc case,3,BE,1,1,0.41,0.83,-0.08,41,1,Belgium
