weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,Overall,0.59,0.57,0.66,0.96,0.13,313,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,Overall,0.6,0.56,0.64,0.96,0.13,313,29,NA
All,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.29,0.94,0.22,449,32,NA
All,EuroCOVIDhub-mean,inc case,1,Overall,0.64,0.62,0.62,0.96,0.17,334,31,NA
All,EuroCOVIDhub-median,inc case,1,Overall,0.68,0.59,0.61,0.95,0.15,334,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,Overall,0.54,0.52,0.55,0.92,0.25,288,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,Overall,0.53,0.51,0.54,0.93,0.22,288,30,NA
All,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.34,0.88,0.24,419,31,NA
All,EuroCOVIDhub-mean,inc case,2,Overall,0.58,0.57,0.51,0.92,0.25,308,31,NA
All,EuroCOVIDhub-median,inc case,2,Overall,0.57,0.55,0.49,0.94,0.21,308,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,Overall,0.59,0.57,0.44,0.85,0.37,263,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,Overall,0.57,0.54,0.46,0.87,0.33,263,30,NA
All,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,0.34,0.84,0.3,389,31,NA
All,EuroCOVIDhub-mean,inc case,3,Overall,0.63,0.62,0.42,0.87,0.39,276,31,NA
All,EuroCOVIDhub-median,inc case,3,Overall,0.58,0.57,0.47,0.9,0.3,276,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,Overall,0.63,0.64,0.34,0.79,0.47,238,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,Overall,0.61,0.6,0.38,0.82,0.42,238,30,NA
All,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.34,0.81,0.35,364,31,NA
All,EuroCOVIDhub-mean,inc case,4,Overall,0.67,0.68,0.35,0.78,0.47,251,31,NA
All,EuroCOVIDhub-median,inc case,4,Overall,0.63,0.62,0.39,0.85,0.37,251,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,Overall,0.51,0.51,0.64,0.96,0.15,291,25,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,Overall,0.5,0.49,0.63,0.96,0.13,291,25,NA
All,EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.42,0.95,0.19,431,32,NA
All,EuroCOVIDhub-mean,inc death,1,Overall,0.5,0.53,0.7,0.97,0.15,324,29,NA
All,EuroCOVIDhub-median,inc death,1,Overall,0.48,0.52,0.68,0.96,0.12,324,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,Overall,0.39,0.4,0.58,0.95,0.25,270,24,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,Overall,0.39,0.39,0.59,0.94,0.22,270,24,NA
All,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.53,0.91,0.23,401,29,NA
All,EuroCOVIDhub-mean,inc death,2,Overall,0.38,0.4,0.64,0.96,0.25,301,29,NA
All,EuroCOVIDhub-median,inc death,2,Overall,0.38,0.39,0.63,0.96,0.2,301,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,Overall,0.38,0.37,0.49,0.9,0.38,247,24,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,Overall,0.37,0.35,0.48,0.93,0.34,247,24,NA
All,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.53,0.86,0.26,379,29,NA
All,EuroCOVIDhub-mean,inc death,3,Overall,0.38,0.37,0.57,0.93,0.38,275,29,NA
All,EuroCOVIDhub-median,inc death,3,Overall,0.37,0.35,0.55,0.95,0.31,275,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,Overall,0.41,0.38,0.42,0.87,0.5,222,24,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,Overall,0.37,0.34,0.43,0.88,0.44,222,24,NA
All,EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.55,0.82,0.29,349,29,NA
All,EuroCOVIDhub-mean,inc death,4,Overall,0.42,0.39,0.49,0.89,0.47,247,29,NA
All,EuroCOVIDhub-median,inc death,4,Overall,0.36,0.34,0.53,0.91,0.38,247,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,BE,1.02,0.93,0.38,0.92,0.15,13,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,BE,1.04,0.93,0.31,0.92,0.18,13,1,Belgium
All,EuroCOVIDhub-baseline,inc case,1,BE,1,1,0.29,1,0.19,17,1,Belgium
All,EuroCOVIDhub-mean,inc case,1,BE,1.06,0.94,0.38,1,0.18,13,1,Belgium
All,EuroCOVIDhub-median,inc case,1,BE,1.07,0.91,0.38,1,0.16,13,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,BE,0.72,0.79,0.58,1,0.27,12,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,BE,0.75,0.79,0.58,1,0.28,12,1,Belgium
All,EuroCOVIDhub-baseline,inc case,2,BE,1,1,0.25,1,0.29,16,1,Belgium
All,EuroCOVIDhub-mean,inc case,2,BE,0.73,0.76,0.58,1,0.27,12,1,Belgium
All,EuroCOVIDhub-median,inc case,2,BE,0.66,0.74,0.58,0.92,0.28,12,1,Belgium
