weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,Overall,0.73,0.68,0.62,0.95,-0.01,657,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,Overall,0.73,0.66,0.6,0.95,-0.02,657,29,NA
All,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.34,0.94,0.03,826,32,NA
All,EuroCOVIDhub-mean,inc case,1,Overall,0.76,0.7,0.6,0.96,0.03,711,31,NA
All,EuroCOVIDhub-median,inc case,1,Overall,0.77,0.68,0.57,0.94,-0.02,711,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,Overall,0.81,0.78,0.51,0.91,0.06,628,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,Overall,0.77,0.74,0.5,0.9,0.01,628,30,NA
All,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.4,0.9,0.03,793,31,NA
All,EuroCOVIDhub-mean,inc case,2,Overall,0.83,0.81,0.5,0.9,0.08,682,31,NA
All,EuroCOVIDhub-median,inc case,2,Overall,0.77,0.76,0.47,0.89,-0.01,682,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,Overall,0.97,0.95,0.42,0.84,0.12,598,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,Overall,0.88,0.85,0.42,0.85,0.04,598,30,NA
All,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,0.4,0.87,0.06,759,31,NA
All,EuroCOVIDhub-mean,inc case,3,Overall,0.99,0.99,0.41,0.84,0.14,646,31,NA
All,EuroCOVIDhub-median,inc case,3,Overall,0.85,0.85,0.41,0.83,-0.01,646,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,Overall,1.29,1.32,0.36,0.8,0.15,569,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,Overall,1.04,1.02,0.37,0.81,0.06,569,30,NA
All,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.41,0.85,0.07,732,31,NA
All,EuroCOVIDhub-mean,inc case,4,Overall,1.33,1.4,0.39,0.79,0.18,619,31,NA
All,EuroCOVIDhub-median,inc case,4,Overall,0.97,0.98,0.36,0.79,0,619,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,Overall,0.55,0.51,0.67,0.97,0.05,613,28,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,Overall,0.54,0.49,0.64,0.97,0.02,613,28,NA
All,EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.54,0.96,0.06,786,32,NA
All,EuroCOVIDhub-mean,inc death,1,Overall,0.55,0.53,0.69,0.98,0.06,679,29,NA
All,EuroCOVIDhub-median,inc death,1,Overall,0.53,0.51,0.66,0.97,0.02,679,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,Overall,0.42,0.4,0.63,0.97,0.09,586,27,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,Overall,0.42,0.39,0.62,0.96,0.06,586,27,NA
All,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.65,0.94,0.07,749,29,NA
All,EuroCOVIDhub-mean,inc death,2,Overall,0.41,0.4,0.68,0.97,0.11,649,29,NA
All,EuroCOVIDhub-median,inc death,2,Overall,0.42,0.4,0.64,0.97,0.04,649,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,Overall,0.42,0.39,0.58,0.94,0.15,560,27,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,Overall,0.41,0.37,0.56,0.95,0.09,560,27,NA
All,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.68,0.91,0.09,724,29,NA
All,EuroCOVIDhub-mean,inc death,3,Overall,0.42,0.39,0.63,0.96,0.17,620,29,NA
All,EuroCOVIDhub-median,inc death,3,Overall,0.41,0.36,0.6,0.96,0.06,620,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,Overall,0.46,0.42,0.56,0.92,0.2,536,27,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,Overall,0.42,0.37,0.55,0.93,0.11,536,27,NA
All,EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.69,0.89,0.1,696,29,NA
All,EuroCOVIDhub-mean,inc death,4,Overall,0.47,0.43,0.6,0.93,0.21,594,29,NA
All,EuroCOVIDhub-median,inc death,4,Overall,0.41,0.36,0.58,0.94,0.06,594,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,BE,1.18,1.11,0.63,0.93,-0.09,27,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,BE,1.15,1.08,0.59,0.93,-0.08,27,1,Belgium
All,EuroCOVIDhub-baseline,inc case,1,BE,1,1,0.55,1,-0.01,31,1,Belgium
All,EuroCOVIDhub-mean,inc case,1,BE,1.18,1.08,0.63,0.96,-0.06,27,1,Belgium
All,EuroCOVIDhub-median,inc case,1,BE,1.14,1.02,0.63,0.96,-0.05,27,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,BE,0.93,0.98,0.65,0.92,-0.01,26,1,Belgium
