"","scenario","forecast_date","target","target_end_date","location","type","quantile","value","location_name"
"80","forecast",2021-01-06,"4 wk ahead inc death",2021-02-06,"BE","quantile",0.9,464,"Belgium"
"81","forecast",2021-01-06,"1 wk ahead inc death",2021-01-16,"BE","quantile",0.95,432,"Belgium"
"82","forecast",2021-01-06,"2 wk ahead inc death",2021-01-23,"BE","quantile",0.95,439,"Belgium"
"83","forecast",2021-01-06,"3 wk ahead inc death",2021-01-30,"BE","quantile",0.95,481,"Belgium"
"84","forecast",2021-01-06,"4 wk ahead inc death",2021-02-06,"BE","quantile",0.95,530,"Belgium"
"85","forecast",2021-01-06,"1 wk ahead inc death",2021-01-16,"BE","quantile",0.975,455,"Belgium"
"86","forecast",2021-01-06,"2 wk ahead inc death",2021-01-23,"BE","quantile",0.975,473,"Belgium"
"87","forecast",2021-01-06,"3 wk ahead inc death",2021-01-30,"BE","quantile",0.975,530,"Belgium"
"88","forecast",2021-01-06,"4 wk ahead inc death",2021-02-06,"BE","quantile",0.975,591,"Belgium"
"89","forecast",2021-01-06,"1 wk ahead inc death",2021-01-16,"BE","quantile",0.99,491,"Belgium"
"90","forecast",2021-01-06,"2 wk ahead inc death",2021-01-23,"BE","quantile",0.99,519,"Belgium"
"91","forecast",2021-01-06,"3 wk ahead inc death",2021-01-30,"BE","quantile",0.99,588,"Belgium"
"92","forecast",2021-01-06,"4 wk ahead inc death",2021-02-06,"BE","quantile",0.99,668,"Belgium"
"93","forecast",2021-01-06,"1 wk ahead inc death",2021-01-16,"BE","point",NA,342,"Belgium"
"94","forecast",2021-01-06,"2 wk ahead inc death",2021-01-23,"BE","point",NA,315,"Belgium"
"95","forecast",2021-01-06,"3 wk ahead inc death",2021-01-30,"BE","point",NA,304,"Belgium"
"96","forecast",2021-01-06,"4 wk ahead inc death",2021-02-06,"BE","point",NA,295,"Belgium"
"97","forecast",2021-01-06,"1 wk ahead inc case",2021-01-16,"BE","quantile",0.01,3862,"Belgium"
"98","forecast",2021-01-06,"2 wk ahead inc case",2021-01-23,"BE","quantile",0.01,4176,"Belgium"
"99","forecast",2021-01-06,"3 wk ahead inc case",2021-01-30,"BE","quantile",0.01,3948,"Belgium"
"100","forecast",2021-01-06,"4 wk ahead inc case",2021-02-06,"BE","quantile",0.01,3281,"Belgium"
"101","forecast",2021-01-06,"1 wk ahead inc case",2021-01-16,"BE","quantile",0.025,4818,"Belgium"
"102","forecast",2021-01-06,"2 wk ahead inc case",2021-01-23,"BE","quantile",0.025,5006,"Belgium"
"103","forecast",2021-01-06,"3 wk ahead inc case",2021-01-30,"BE","quantile",0.025,4732,"Belgium"
"104","forecast",2021-01-06,"4 wk ahead inc case",2021-02-06,"BE","quantile",0.025,4344,"Belgium"
"105","forecast",2021-01-06,"1 wk ahead inc case",2021-01-16,"BE","quantile",0.05,5715,"Belgium"
"106","forecast",2021-01-06,"2 wk ahead inc case",2021-01-23,"BE","quantile",0.05,5936,"Belgium"
"107","forecast",2021-01-06,"3 wk ahead inc case",2021-01-30,"BE","quantile",0.05,5858,"Belgium"
"108","forecast",2021-01-06,"4 wk ahead inc case",2021-02-06,"BE","quantile",0.05,5386,"Belgium"
"109","forecast",2021-01-06,"1 wk ahead inc case",2021-01-16,"BE","quantile",0.1,6920,"Belgium"
"110","forecast",2021-01-06,"2 wk ahead inc case",2021-01-23,"BE","quantile",0.1,7333,"Belgium"
"111","forecast",2021-01-06,"3 wk ahead inc case",2021-01-30,"BE","quantile",0.1,7168,"Belgium"
"112","forecast",2021-01-06,"4 wk ahead inc case",2021-02-06,"BE","quantile",0.1,6793,"Belgium"
"113","forecast",2021-01-06,"1 wk ahead inc case",2021-01-16,"BE","quantile",0.15,7796,"Belgium"
"114","forecast",2021-01-06,"2 wk ahead inc case",2021-01-23,"BE","quantile",0.15,8286,"Belgium"
"115","forecast",2021-01-06,"3 wk ahead inc case",2021-01-30,"BE","quantile",0.15,8326,"Belgium"
"116","forecast",2021-01-06,"4 wk ahead inc case",2021-02-06,"BE","quantile",0.15,7937,"Belgium"
"117","forecast",2021-01-06,"1 wk ahead inc case",2021-01-16,"BE","quantile",0.2,8573,"Belgium"
"118","forecast",2021-01-06,"2 wk ahead inc case",2021-01-23,"BE","quantile",0.2,9086,"Belgium"
"119","forecast",2021-01-06,"3 wk ahead inc case",2021-01-30,"BE","quantile",0.2,9151,"Belgium"
"120","forecast",2021-01-06,"4 wk ahead inc case",2021-02-06,"BE","quantile",0.2,8948,"Belgium"
"121","forecast",2021-01-06,"1 wk ahead inc case",2021-01-16,"BE","quantile",0.25,9335,"Belgium"
"122","forecast",2021-01-06,"2 wk ahead inc case",2021-01-23,"BE","quantile",0.25,9887,"Belgium"
"123","forecast",2021-01-06,"3 wk ahead inc case",2021-01-30,"BE","quantile",0.25,10123,"Belgium"
"124","forecast",2021-01-06,"4 wk ahead inc case",2021-02-06,"BE","quantile",0.25,10003,"Belgium"
"125","forecast",2021-01-06,"1 wk ahead inc case",2021-01-16,"BE","quantile",0.3,9903,"Belgium"
"126","forecast",2021-01-06,"2 wk ahead inc case",2021-01-23,"BE","quantile",0.3,10626,"Belgium"
"127","forecast",2021-01-06,"3 wk ahead inc case",2021-01-30,"BE","quantile",0.3,10975,"Belgium"
"128","forecast",2021-01-06,"4 wk ahead inc case",2021-02-06,"BE","quantile",0.3,10985,"Belgium"
"129","forecast",2021-01-06,"1 wk ahead inc case",2021-01-16,"BE","quantile",0.35,10536,"Belgium"
"130","forecast",2021-01-06,"2 wk ahead inc case",2021-01-23,"BE","quantile",0.35,11370,"Belgium"
"131","forecast",2021-01-06,"3 wk ahead inc case",2021-01-30,"BE","quantile",0.35,11757,"Belgium"
"132","forecast",2021-01-06,"4 wk ahead inc case",2021-02-06,"BE","quantile",0.35,11949,"Belgium"
"133","forecast",2021-01-06,"1 wk ahead inc case",2021-01-16,"BE","quantile",0.4,11126,"Belgium"
"134","forecast",2021-01-06,"2 wk ahead inc case",2021-01-23,"BE","quantile",0.4,12101,"Belgium"
"135","forecast",2021-01-06,"3 wk ahead inc case",2021-01-30,"BE","quantile",0.4,12546,"Belgium"
"136","forecast",2021-01-06,"4 wk ahead inc case",2021-02-06,"BE","quantile",0.4,12873,"Belgium"
"137","forecast",2021-01-06,"1 wk ahead inc case",2021-01-16,"BE","quantile",0.45,11762,"Belgium"
"138","forecast",2021-01-06,"2 wk ahead inc case",2021-01-23,"BE","quantile",0.45,12778,"Belgium"
"139","forecast",2021-01-06,"3 wk ahead inc case",2021-01-30,"BE","quantile",0.45,13411,"Belgium"
"140","forecast",2021-01-06,"4 wk ahead inc case",2021-02-06,"BE","quantile",0.45,13812,"Belgium"
"141","forecast",2021-01-06,"1 wk ahead inc case",2021-01-16,"BE","quantile",0.5,12464,"Belgium"
"142","forecast",2021-01-06,"2 wk ahead inc case",2021-01-23,"BE","quantile",0.5,13454,"Belgium"
"143","forecast",2021-01-06,"3 wk ahead inc case",2021-01-30,"BE","quantile",0.5,14235,"Belgium"
"144","forecast",2021-01-06,"4 wk ahead inc case",2021-02-06,"BE","quantile",0.5,14760,"Belgium"
"145","forecast",2021-01-06,"1 wk ahead inc case",2021-01-16,"BE","quantile",0.55,13110,"Belgium"
"146","forecast",2021-01-06,"2 wk ahead inc case",2021-01-23,"BE","quantile",0.55,14122,"Belgium"
"147","forecast",2021-01-06,"3 wk ahead inc case",2021-01-30,"BE","quantile",0.55,15008,"Belgium"
"148","forecast",2021-01-06,"4 wk ahead inc case",2021-02-06,"BE","quantile",0.55,15793,"Belgium"
"149","forecast",2021-01-06,"1 wk ahead inc case",2021-01-16,"BE","quantile",0.6,13803,"Belgium"
"150","forecast",2021-01-06,"2 wk ahead inc case",2021-01-23,"BE","quantile",0.6,14920,"Belgium"
"151","forecast",2021-01-06,"3 wk ahead inc case",2021-01-30,"BE","quantile",0.6,15866,"Belgium"
"152","forecast",2021-01-06,"4 wk ahead inc case",2021-02-06,"BE","quantile",0.6,16838,"Belgium"
"153","forecast",2021-01-06,"1 wk ahead inc case",2021-01-16,"BE","quantile",0.65,14543,"Belgium"
"154","forecast",2021-01-06,"2 wk ahead inc case",2021-01-23,"BE","quantile",0.65,15744,"Belgium"
"155","forecast",2021-01-06,"3 wk ahead inc case",2021-01-30,"BE","quantile",0.65,16952,"Belgium"
"156","forecast",2021-01-06,"4 wk ahead inc case",2021-02-06,"BE","quantile",0.65,17795,"Belgium"
"157","forecast",2021-01-06,"1 wk ahead inc case",2021-01-16,"BE","quantile",0.7,15333,"Belgium"
"158","forecast",2021-01-06,"2 wk ahead inc case",2021-01-23,"BE","quantile",0.7,16767,"Belgium"
"159","forecast",2021-01-06,"3 wk ahead inc case",2021-01-30,"BE","quantile",0.7,17907,"Belgium"
"160","forecast",2021-01-06,"4 wk ahead inc case",2021-02-06,"BE","quantile",0.7,19193,"Belgium"
"161","forecast",2021-01-06,"1 wk ahead inc case",2021-01-16,"BE","quantile",0.75,16271,"Belgium"
"162","forecast",2021-01-06,"2 wk ahead inc case",2021-01-23,"BE","quantile",0.75,17667,"Belgium"
"163","forecast",2021-01-06,"3 wk ahead inc case",2021-01-30,"BE","quantile",0.75,18941,"Belgium"
"164","forecast",2021-01-06,"4 wk ahead inc case",2021-02-06,"BE","quantile",0.75,20473,"Belgium"
"165","forecast",2021-01-06,"1 wk ahead inc case",2021-01-16,"BE","quantile",0.8,17384,"Belgium"
"166","forecast",2021-01-06,"2 wk ahead inc case",2021-01-23,"BE","quantile",0.8,18830,"Belgium"
"167","forecast",2021-01-06,"3 wk ahead inc case",2021-01-30,"BE","quantile",0.8,20209,"Belgium"
"168","forecast",2021-01-06,"4 wk ahead inc case",2021-02-06,"BE","quantile",0.8,21809,"Belgium"
"169","forecast",2021-01-06,"1 wk ahead inc case",2021-01-16,"BE","quantile",0.85,18489,"Belgium"
"170","forecast",2021-01-06,"2 wk ahead inc case",2021-01-23,"BE","quantile",0.85,20297,"Belgium"
"171","forecast",2021-01-06,"3 wk ahead inc case",2021-01-30,"BE","quantile",0.85,21862,"Belgium"
"172","forecast",2021-01-06,"4 wk ahead inc case",2021-02-06,"BE","quantile",0.85,23684,"Belgium"
"173","forecast",2021-01-06,"1 wk ahead inc case",2021-01-16,"BE","quantile",0.9,20251,"Belgium"
"174","forecast",2021-01-06,"2 wk ahead inc case",2021-01-23,"BE","quantile",0.9,22099,"Belgium"
"175","forecast",2021-01-06,"3 wk ahead inc case",2021-01-30,"BE","quantile",0.9,23929,"Belgium"
"176","forecast",2021-01-06,"4 wk ahead inc case",2021-02-06,"BE","quantile",0.9,25829,"Belgium"
"177","forecast",2021-01-06,"1 wk ahead inc case",2021-01-16,"BE","quantile",0.95,22911,"Belgium"
"178","forecast",2021-01-06,"2 wk ahead inc case",2021-01-23,"BE","quantile",0.95,25017,"Belgium"
"179","forecast",2021-01-06,"3 wk ahead inc case",2021-01-30,"BE","quantile",0.95,27238,"Belgium"
"180","forecast",2021-01-06,"4 wk ahead inc case",2021-02-06,"BE","quantile",0.95,29713,"Belgium"
"181","forecast",2021-01-06,"1 wk ahead inc case",2021-01-16,"BE","quantile",0.975,25590,"Belgium"
"182","forecast",2021-01-06,"2 wk ahead inc case",2021-01-23,"BE","quantile",0.975,27795,"Belgium"
"183","forecast",2021-01-06,"3 wk ahead inc case",2021-01-30,"BE","quantile",0.975,30422,"Belgium"
"184","forecast",2021-01-06,"4 wk ahead inc case",2021-02-06,"BE","quantile",0.975,33257,"Belgium"
"185","forecast",2021-01-06,"1 wk ahead inc case",2021-01-16,"BE","quantile",0.99,28162,"Belgium"
"186","forecast",2021-01-06,"2 wk ahead inc case",2021-01-23,"BE","quantile",0.99,31107,"Belgium"
"187","forecast",2021-01-06,"3 wk ahead inc case",2021-01-30,"BE","quantile",0.99,33927,"Belgium"
"188","forecast",2021-01-06,"4 wk ahead inc case",2021-02-06,"BE","quantile",0.99,37349,"Belgium"
"189","forecast",2021-01-06,"1 wk ahead inc case",2021-01-16,"BE","point",NA,12464,"Belgium"
"190","forecast",2021-01-06,"2 wk ahead inc case",2021-01-23,"BE","point",NA,13454,"Belgium"
"191","forecast",2021-01-06,"3 wk ahead inc case",2021-01-30,"BE","point",NA,14235,"Belgium"
"192","forecast",2021-01-06,"4 wk ahead inc case",2021-02-06,"BE","point",NA,14760,"Belgium"
"193","forecast",2021-01-06,"1 wk ahead inc death",2021-01-16,"BG","quantile",0.01,23,"Bulgaria"
"194","forecast",2021-01-06,"2 wk ahead inc death",2021-01-23,"BG","quantile",0.01,16,"Bulgaria"
"195","forecast",2021-01-06,"3 wk ahead inc death",2021-01-30,"BG","quantile",0.01,14,"Bulgaria"
"196","forecast",2021-01-06,"4 wk ahead inc death",2021-02-06,"BG","quantile",0.01,12,"Bulgaria"
"197","forecast",2021-01-06,"1 wk ahead inc death",2021-01-16,"BG","quantile",0.025,68,"Bulgaria"
"198","forecast",2021-01-06,"2 wk ahead inc death",2021-01-23,"BG","quantile",0.025,51,"Bulgaria"
"199","forecast",2021-01-06,"3 wk ahead inc death",2021-01-30,"BG","quantile",0.025,42,"Bulgaria"
"200","forecast",2021-01-06,"4 wk ahead inc death",2021-02-06,"BG","quantile",0.025,35,"Bulgaria"
"201","forecast",2021-01-06,"1 wk ahead inc death",2021-01-16,"BG","quantile",0.05,132,"Bulgaria"
"202","forecast",2021-01-06,"2 wk ahead inc death",2021-01-23,"BG","quantile",0.05,95,"Bulgaria"
"203","forecast",2021-01-06,"3 wk ahead inc death",2021-01-30,"BG","quantile",0.05,75,"Bulgaria"
"204","forecast",2021-01-06,"4 wk ahead inc death",2021-02-06,"BG","quantile",0.05,61,"Bulgaria"
"205","forecast",2021-01-06,"1 wk ahead inc death",2021-01-16,"BG","quantile",0.1,185,"Bulgaria"
"206","forecast",2021-01-06,"2 wk ahead inc death",2021-01-23,"BG","quantile",0.1,138,"Bulgaria"
"207","forecast",2021-01-06,"3 wk ahead inc death",2021-01-30,"BG","quantile",0.1,103,"Bulgaria"
"208","forecast",2021-01-06,"4 wk ahead inc death",2021-02-06,"BG","quantile",0.1,75,"Bulgaria"
"209","forecast",2021-01-06,"1 wk ahead inc death",2021-01-16,"BG","quantile",0.15,198,"Bulgaria"
"210","forecast",2021-01-06,"2 wk ahead inc death",2021-01-23,"BG","quantile",0.15,148,"Bulgaria"
"211","forecast",2021-01-06,"3 wk ahead inc death",2021-01-30,"BG","quantile",0.15,111,"Bulgaria"
"212","forecast",2021-01-06,"4 wk ahead inc death",2021-02-06,"BG","quantile",0.15,82,"Bulgaria"
"213","forecast",2021-01-06,"1 wk ahead inc death",2021-01-16,"BG","quantile",0.2,204,"Bulgaria"
"214","forecast",2021-01-06,"2 wk ahead inc death",2021-01-23,"BG","quantile",0.2,154,"Bulgaria"
"215","forecast",2021-01-06,"3 wk ahead inc death",2021-01-30,"BG","quantile",0.2,116,"Bulgaria"
"216","forecast",2021-01-06,"4 wk ahead inc death",2021-02-06,"BG","quantile",0.2,87,"Bulgaria"
"217","forecast",2021-01-06,"1 wk ahead inc death",2021-01-16,"BG","quantile",0.25,209,"Bulgaria"
"218","forecast",2021-01-06,"2 wk ahead inc death",2021-01-23,"BG","quantile",0.25,156,"Bulgaria"
"219","forecast",2021-01-06,"3 wk ahead inc death",2021-01-30,"BG","quantile",0.25,119,"Bulgaria"
"220","forecast",2021-01-06,"4 wk ahead inc death",2021-02-06,"BG","quantile",0.25,91,"Bulgaria"
"221","forecast",2021-01-06,"1 wk ahead inc death",2021-01-16,"BG","quantile",0.3,213,"Bulgaria"
"222","forecast",2021-01-06,"2 wk ahead inc death",2021-01-23,"BG","quantile",0.3,160,"Bulgaria"
"223","forecast",2021-01-06,"3 wk ahead inc death",2021-01-30,"BG","quantile",0.3,122,"Bulgaria"
"224","forecast",2021-01-06,"4 wk ahead inc death",2021-02-06,"BG","quantile",0.3,95,"Bulgaria"
"225","forecast",2021-01-06,"1 wk ahead inc death",2021-01-16,"BG","quantile",0.35,216,"Bulgaria"
"226","forecast",2021-01-06,"2 wk ahead inc death",2021-01-23,"BG","quantile",0.35,162,"Bulgaria"
"227","forecast",2021-01-06,"3 wk ahead inc death",2021-01-30,"BG","quantile",0.35,123,"Bulgaria"
"228","forecast",2021-01-06,"4 wk ahead inc death",2021-02-06,"BG","quantile",0.35,98,"Bulgaria"
"229","forecast",2021-01-06,"1 wk ahead inc death",2021-01-16,"BG","quantile",0.4,219,"Bulgaria"
"230","forecast",2021-01-06,"2 wk ahead inc death",2021-01-23,"BG","quantile",0.4,163,"Bulgaria"
"231","forecast",2021-01-06,"3 wk ahead inc death",2021-01-30,"BG","quantile",0.4,127,"Bulgaria"
"232","forecast",2021-01-06,"4 wk ahead inc death",2021-02-06,"BG","quantile",0.4,102,"Bulgaria"
"233","forecast",2021-01-06,"1 wk ahead inc death",2021-01-16,"BG","quantile",0.45,222,"Bulgaria"
"234","forecast",2021-01-06,"2 wk ahead inc death",2021-01-23,"BG","quantile",0.45,165,"Bulgaria"
"235","forecast",2021-01-06,"3 wk ahead inc death",2021-01-30,"BG","quantile",0.45,129,"Bulgaria"
"236","forecast",2021-01-06,"4 wk ahead inc death",2021-02-06,"BG","quantile",0.45,107,"Bulgaria"
"237","forecast",2021-01-06,"1 wk ahead inc death",2021-01-16,"BG","quantile",0.5,226,"Bulgaria"
"238","forecast",2021-01-06,"2 wk ahead inc death",2021-01-23,"BG","quantile",0.5,166,"Bulgaria"
"239","forecast",2021-01-06,"3 wk ahead inc death",2021-01-30,"BG","quantile",0.5,132,"Bulgaria"
"240","forecast",2021-01-06,"4 wk ahead inc death",2021-02-06,"BG","quantile",0.5,110,"Bulgaria"
"241","forecast",2021-01-06,"1 wk ahead inc death",2021-01-16,"BG","quantile",0.55,228,"Bulgaria"
"242","forecast",2021-01-06,"2 wk ahead inc death",2021-01-23,"BG","quantile",0.55,168,"Bulgaria"
"243","forecast",2021-01-06,"3 wk ahead inc death",2021-01-30,"BG","quantile",0.55,134,"Bulgaria"
"244","forecast",2021-01-06,"4 wk ahead inc death",2021-02-06,"BG","quantile",0.55,114,"Bulgaria"
"245","forecast",2021-01-06,"1 wk ahead inc death",2021-01-16,"BG","quantile",0.6,231,"Bulgaria"
"246","forecast",2021-01-06,"2 wk ahead inc death",2021-01-23,"BG","quantile",0.6,170,"Bulgaria"
"247","forecast",2021-01-06,"3 wk ahead inc death",2021-01-30,"BG","quantile",0.6,136,"Bulgaria"
"248","forecast",2021-01-06,"4 wk ahead inc death",2021-02-06,"BG","quantile",0.6,120,"Bulgaria"
"249","forecast",2021-01-06,"1 wk ahead inc death",2021-01-16,"BG","quantile",0.65,233,"Bulgaria"
"250","forecast",2021-01-06,"2 wk ahead inc death",2021-01-23,"BG","quantile",0.65,174,"Bulgaria"
"251","forecast",2021-01-06,"3 wk ahead inc death",2021-01-30,"BG","quantile",0.65,141,"Bulgaria"
"252","forecast",2021-01-06,"4 wk ahead inc death",2021-02-06,"BG","quantile",0.65,125,"Bulgaria"
"253","forecast",2021-01-06,"1 wk ahead inc death",2021-01-16,"BG","quantile",0.7,237,"Bulgaria"
"254","forecast",2021-01-06,"2 wk ahead inc death",2021-01-23,"BG","quantile",0.7,176,"Bulgaria"
