"","scenario","forecast_date","target","target_end_date","location","type","quantile","value","location_name"
"1","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BE","quantile",0.01,207,"Belgium"
"2","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BE","quantile",0.01,191,"Belgium"
"3","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BE","quantile",0.01,164,"Belgium"
"4","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BE","quantile",0.01,139,"Belgium"
"5","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BE","quantile",0.025,252,"Belgium"
"6","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BE","quantile",0.025,220,"Belgium"
"7","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BE","quantile",0.025,195,"Belgium"
"8","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BE","quantile",0.025,163,"Belgium"
"9","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BE","quantile",0.05,270,"Belgium"
"10","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BE","quantile",0.05,238,"Belgium"
"11","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BE","quantile",0.05,210,"Belgium"
"12","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BE","quantile",0.05,180,"Belgium"
"13","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BE","quantile",0.1,289,"Belgium"
"14","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BE","quantile",0.1,256,"Belgium"
"15","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BE","quantile",0.1,232,"Belgium"
"16","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BE","quantile",0.1,204,"Belgium"
"17","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BE","quantile",0.15,301,"Belgium"
"18","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BE","quantile",0.15,274,"Belgium"
"19","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BE","quantile",0.15,248,"Belgium"
"20","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BE","quantile",0.15,220,"Belgium"
"21","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BE","quantile",0.2,312,"Belgium"
"22","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BE","quantile",0.2,287,"Belgium"
"23","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BE","quantile",0.2,261,"Belgium"
"24","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BE","quantile",0.2,235,"Belgium"
"25","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BE","quantile",0.25,323,"Belgium"
"26","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BE","quantile",0.25,299,"Belgium"
"27","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BE","quantile",0.25,273,"Belgium"
"28","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BE","quantile",0.25,250,"Belgium"
"29","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BE","quantile",0.3,336,"Belgium"
"30","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BE","quantile",0.3,311,"Belgium"
"31","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BE","quantile",0.3,286,"Belgium"
"32","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BE","quantile",0.3,265,"Belgium"
"33","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BE","quantile",0.35,348,"Belgium"
"34","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BE","quantile",0.35,320,"Belgium"
"35","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BE","quantile",0.35,298,"Belgium"
"36","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BE","quantile",0.35,279,"Belgium"
"37","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BE","quantile",0.4,360,"Belgium"
"38","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BE","quantile",0.4,331,"Belgium"
"39","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BE","quantile",0.4,311,"Belgium"
"40","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BE","quantile",0.4,295,"Belgium"
"41","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BE","quantile",0.45,371,"Belgium"
"42","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BE","quantile",0.45,341,"Belgium"
"43","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BE","quantile",0.45,324,"Belgium"
"44","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BE","quantile",0.45,311,"Belgium"
"45","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BE","quantile",0.5,381,"Belgium"
"46","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BE","quantile",0.5,350,"Belgium"
"47","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BE","quantile",0.5,338,"Belgium"
"48","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BE","quantile",0.5,328,"Belgium"
"49","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BE","quantile",0.55,388,"Belgium"
"50","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BE","quantile",0.55,360,"Belgium"
"51","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BE","quantile",0.55,352,"Belgium"
"52","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BE","quantile",0.55,345,"Belgium"
"53","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BE","quantile",0.6,395,"Belgium"
"54","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BE","quantile",0.6,369,"Belgium"
"55","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BE","quantile",0.6,365,"Belgium"
"56","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BE","quantile",0.6,361,"Belgium"
"57","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BE","quantile",0.65,403,"Belgium"
"58","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BE","quantile",0.65,378,"Belgium"
"59","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BE","quantile",0.65,381,"Belgium"
"60","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BE","quantile",0.65,380,"Belgium"
"61","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BE","quantile",0.7,409,"Belgium"
"62","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BE","quantile",0.7,388,"Belgium"
"63","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BE","quantile",0.7,397,"Belgium"
"64","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BE","quantile",0.7,400,"Belgium"
"65","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BE","quantile",0.75,418,"Belgium"
"66","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BE","quantile",0.75,399,"Belgium"
"67","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BE","quantile",0.75,411,"Belgium"
"68","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BE","quantile",0.75,426,"Belgium"
"69","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BE","quantile",0.8,427,"Belgium"
"70","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BE","quantile",0.8,411,"Belgium"
"71","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BE","quantile",0.8,429,"Belgium"
"72","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BE","quantile",0.8,447,"Belgium"
"73","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BE","quantile",0.85,437,"Belgium"
"74","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BE","quantile",0.85,427,"Belgium"
"75","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BE","quantile",0.85,451,"Belgium"
"76","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BE","quantile",0.85,475,"Belgium"
"77","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BE","quantile",0.9,451,"Belgium"
"78","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BE","quantile",0.9,450,"Belgium"
"79","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BE","quantile",0.9,483,"Belgium"
"80","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BE","quantile",0.9,516,"Belgium"
"81","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BE","quantile",0.95,481,"Belgium"
"82","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BE","quantile",0.95,487,"Belgium"
"83","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BE","quantile",0.95,534,"Belgium"
"84","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BE","quantile",0.95,589,"Belgium"
"85","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BE","quantile",0.975,506,"Belgium"
"86","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BE","quantile",0.975,526,"Belgium"
"87","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BE","quantile",0.975,590,"Belgium"
"88","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BE","quantile",0.975,657,"Belgium"
"89","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BE","quantile",0.99,545,"Belgium"
"90","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BE","quantile",0.99,576,"Belgium"
"91","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BE","quantile",0.99,653,"Belgium"
"92","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BE","quantile",0.99,741,"Belgium"
"93","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BE","point",NA,381,"Belgium"
"94","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BE","point",NA,350,"Belgium"
"95","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BE","point",NA,338,"Belgium"
"96","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BE","point",NA,328,"Belgium"
"97","forecast",2021-01-13,"1 wk ahead inc case",2021-01-23,"BE","quantile",0.01,4292,"Belgium"
"98","forecast",2021-01-13,"2 wk ahead inc case",2021-01-30,"BE","quantile",0.01,4639,"Belgium"
"99","forecast",2021-01-13,"3 wk ahead inc case",2021-02-06,"BE","quantile",0.01,4387,"Belgium"
"100","forecast",2021-01-13,"4 wk ahead inc case",2021-02-13,"BE","quantile",0.01,3645,"Belgium"
"101","forecast",2021-01-13,"1 wk ahead inc case",2021-01-23,"BE","quantile",0.025,5353,"Belgium"
"102","forecast",2021-01-13,"2 wk ahead inc case",2021-01-30,"BE","quantile",0.025,5562,"Belgium"
"103","forecast",2021-01-13,"3 wk ahead inc case",2021-02-06,"BE","quantile",0.025,5258,"Belgium"
"104","forecast",2021-01-13,"4 wk ahead inc case",2021-02-13,"BE","quantile",0.025,4826,"Belgium"
"105","forecast",2021-01-13,"1 wk ahead inc case",2021-01-23,"BE","quantile",0.05,6349,"Belgium"
"106","forecast",2021-01-13,"2 wk ahead inc case",2021-01-30,"BE","quantile",0.05,6595,"Belgium"
"107","forecast",2021-01-13,"3 wk ahead inc case",2021-02-06,"BE","quantile",0.05,6508,"Belgium"
"108","forecast",2021-01-13,"4 wk ahead inc case",2021-02-13,"BE","quantile",0.05,5984,"Belgium"
"109","forecast",2021-01-13,"1 wk ahead inc case",2021-01-23,"BE","quantile",0.1,7689,"Belgium"
"110","forecast",2021-01-13,"2 wk ahead inc case",2021-01-30,"BE","quantile",0.1,8148,"Belgium"
"111","forecast",2021-01-13,"3 wk ahead inc case",2021-02-06,"BE","quantile",0.1,7964,"Belgium"
"112","forecast",2021-01-13,"4 wk ahead inc case",2021-02-13,"BE","quantile",0.1,7547,"Belgium"
"113","forecast",2021-01-13,"1 wk ahead inc case",2021-01-23,"BE","quantile",0.15,8662,"Belgium"
"114","forecast",2021-01-13,"2 wk ahead inc case",2021-01-30,"BE","quantile",0.15,9207,"Belgium"
"115","forecast",2021-01-13,"3 wk ahead inc case",2021-02-06,"BE","quantile",0.15,9251,"Belgium"
"116","forecast",2021-01-13,"4 wk ahead inc case",2021-02-13,"BE","quantile",0.15,8818,"Belgium"
"117","forecast",2021-01-13,"1 wk ahead inc case",2021-01-23,"BE","quantile",0.2,9526,"Belgium"
"118","forecast",2021-01-13,"2 wk ahead inc case",2021-01-30,"BE","quantile",0.2,10095,"Belgium"
"119","forecast",2021-01-13,"3 wk ahead inc case",2021-02-06,"BE","quantile",0.2,10167,"Belgium"
"120","forecast",2021-01-13,"4 wk ahead inc case",2021-02-13,"BE","quantile",0.2,9943,"Belgium"
"121","forecast",2021-01-13,"1 wk ahead inc case",2021-01-23,"BE","quantile",0.25,10372,"Belgium"
"122","forecast",2021-01-13,"2 wk ahead inc case",2021-01-30,"BE","quantile",0.25,10985,"Belgium"
"123","forecast",2021-01-13,"3 wk ahead inc case",2021-02-06,"BE","quantile",0.25,11248,"Belgium"
"124","forecast",2021-01-13,"4 wk ahead inc case",2021-02-13,"BE","quantile",0.25,11114,"Belgium"
"125","forecast",2021-01-13,"1 wk ahead inc case",2021-01-23,"BE","quantile",0.3,11003,"Belgium"
"126","forecast",2021-01-13,"2 wk ahead inc case",2021-01-30,"BE","quantile",0.3,11806,"Belgium"
"127","forecast",2021-01-13,"3 wk ahead inc case",2021-02-06,"BE","quantile",0.3,12195,"Belgium"
"128","forecast",2021-01-13,"4 wk ahead inc case",2021-02-13,"BE","quantile",0.3,12205,"Belgium"
"129","forecast",2021-01-13,"1 wk ahead inc case",2021-01-23,"BE","quantile",0.35,11706,"Belgium"
"130","forecast",2021-01-13,"2 wk ahead inc case",2021-01-30,"BE","quantile",0.35,12633,"Belgium"
"131","forecast",2021-01-13,"3 wk ahead inc case",2021-02-06,"BE","quantile",0.35,13063,"Belgium"
"132","forecast",2021-01-13,"4 wk ahead inc case",2021-02-13,"BE","quantile",0.35,13277,"Belgium"
"133","forecast",2021-01-13,"1 wk ahead inc case",2021-01-23,"BE","quantile",0.4,12363,"Belgium"
"134","forecast",2021-01-13,"2 wk ahead inc case",2021-01-30,"BE","quantile",0.4,13445,"Belgium"
"135","forecast",2021-01-13,"3 wk ahead inc case",2021-02-06,"BE","quantile",0.4,13939,"Belgium"
"136","forecast",2021-01-13,"4 wk ahead inc case",2021-02-13,"BE","quantile",0.4,14304,"Belgium"
"137","forecast",2021-01-13,"1 wk ahead inc case",2021-01-23,"BE","quantile",0.45,13069,"Belgium"
"138","forecast",2021-01-13,"2 wk ahead inc case",2021-01-30,"BE","quantile",0.45,14197,"Belgium"
"139","forecast",2021-01-13,"3 wk ahead inc case",2021-02-06,"BE","quantile",0.45,14902,"Belgium"
"140","forecast",2021-01-13,"4 wk ahead inc case",2021-02-13,"BE","quantile",0.45,15347,"Belgium"
"141","forecast",2021-01-13,"1 wk ahead inc case",2021-01-23,"BE","quantile",0.5,13849,"Belgium"
"142","forecast",2021-01-13,"2 wk ahead inc case",2021-01-30,"BE","quantile",0.5,14950,"Belgium"
"143","forecast",2021-01-13,"3 wk ahead inc case",2021-02-06,"BE","quantile",0.5,15817,"Belgium"
"144","forecast",2021-01-13,"4 wk ahead inc case",2021-02-13,"BE","quantile",0.5,16400,"Belgium"
"145","forecast",2021-01-13,"1 wk ahead inc case",2021-01-23,"BE","quantile",0.55,14567,"Belgium"
"146","forecast",2021-01-13,"2 wk ahead inc case",2021-01-30,"BE","quantile",0.55,15691,"Belgium"
"147","forecast",2021-01-13,"3 wk ahead inc case",2021-02-06,"BE","quantile",0.55,16676,"Belgium"
"148","forecast",2021-01-13,"4 wk ahead inc case",2021-02-13,"BE","quantile",0.55,17547,"Belgium"
"149","forecast",2021-01-13,"1 wk ahead inc case",2021-01-23,"BE","quantile",0.6,15337,"Belgium"
"150","forecast",2021-01-13,"2 wk ahead inc case",2021-01-30,"BE","quantile",0.6,16578,"Belgium"
"151","forecast",2021-01-13,"3 wk ahead inc case",2021-02-06,"BE","quantile",0.6,17630,"Belgium"
"152","forecast",2021-01-13,"4 wk ahead inc case",2021-02-13,"BE","quantile",0.6,18709,"Belgium"
"153","forecast",2021-01-13,"1 wk ahead inc case",2021-01-23,"BE","quantile",0.65,16159,"Belgium"
"154","forecast",2021-01-13,"2 wk ahead inc case",2021-01-30,"BE","quantile",0.65,17493,"Belgium"
"155","forecast",2021-01-13,"3 wk ahead inc case",2021-02-06,"BE","quantile",0.65,18835,"Belgium"
"156","forecast",2021-01-13,"4 wk ahead inc case",2021-02-13,"BE","quantile",0.65,19772,"Belgium"
"157","forecast",2021-01-13,"1 wk ahead inc case",2021-01-23,"BE","quantile",0.7,17037,"Belgium"
"158","forecast",2021-01-13,"2 wk ahead inc case",2021-01-30,"BE","quantile",0.7,18630,"Belgium"
"159","forecast",2021-01-13,"3 wk ahead inc case",2021-02-06,"BE","quantile",0.7,19896,"Belgium"
"160","forecast",2021-01-13,"4 wk ahead inc case",2021-02-13,"BE","quantile",0.7,21325,"Belgium"
"161","forecast",2021-01-13,"1 wk ahead inc case",2021-01-23,"BE","quantile",0.75,18079,"Belgium"
"162","forecast",2021-01-13,"2 wk ahead inc case",2021-01-30,"BE","quantile",0.75,19631,"Belgium"
"163","forecast",2021-01-13,"3 wk ahead inc case",2021-02-06,"BE","quantile",0.75,21045,"Belgium"
"164","forecast",2021-01-13,"4 wk ahead inc case",2021-02-13,"BE","quantile",0.75,22749,"Belgium"
"165","forecast",2021-01-13,"1 wk ahead inc case",2021-01-23,"BE","quantile",0.8,19316,"Belgium"
"166","forecast",2021-01-13,"2 wk ahead inc case",2021-01-30,"BE","quantile",0.8,20922,"Belgium"
"167","forecast",2021-01-13,"3 wk ahead inc case",2021-02-06,"BE","quantile",0.8,22454,"Belgium"
"168","forecast",2021-01-13,"4 wk ahead inc case",2021-02-13,"BE","quantile",0.8,24232,"Belgium"
"169","forecast",2021-01-13,"1 wk ahead inc case",2021-01-23,"BE","quantile",0.85,20543,"Belgium"
"170","forecast",2021-01-13,"2 wk ahead inc case",2021-01-30,"BE","quantile",0.85,22552,"Belgium"
"171","forecast",2021-01-13,"3 wk ahead inc case",2021-02-06,"BE","quantile",0.85,24292,"Belgium"
"172","forecast",2021-01-13,"4 wk ahead inc case",2021-02-13,"BE","quantile",0.85,26316,"Belgium"
"173","forecast",2021-01-13,"1 wk ahead inc case",2021-01-23,"BE","quantile",0.9,22501,"Belgium"
"174","forecast",2021-01-13,"2 wk ahead inc case",2021-01-30,"BE","quantile",0.9,24554,"Belgium"
"175","forecast",2021-01-13,"3 wk ahead inc case",2021-02-06,"BE","quantile",0.9,26588,"Belgium"
"176","forecast",2021-01-13,"4 wk ahead inc case",2021-02-13,"BE","quantile",0.9,28699,"Belgium"
"177","forecast",2021-01-13,"1 wk ahead inc case",2021-01-23,"BE","quantile",0.95,25457,"Belgium"
"178","forecast",2021-01-13,"2 wk ahead inc case",2021-01-30,"BE","quantile",0.95,27798,"Belgium"
"179","forecast",2021-01-13,"3 wk ahead inc case",2021-02-06,"BE","quantile",0.95,30265,"Belgium"
"180","forecast",2021-01-13,"4 wk ahead inc case",2021-02-13,"BE","quantile",0.95,33014,"Belgium"
"181","forecast",2021-01-13,"1 wk ahead inc case",2021-01-23,"BE","quantile",0.975,28434,"Belgium"
"182","forecast",2021-01-13,"2 wk ahead inc case",2021-01-30,"BE","quantile",0.975,30883,"Belgium"
"183","forecast",2021-01-13,"3 wk ahead inc case",2021-02-06,"BE","quantile",0.975,33801,"Belgium"
"184","forecast",2021-01-13,"4 wk ahead inc case",2021-02-13,"BE","quantile",0.975,36952,"Belgium"
"185","forecast",2021-01-13,"1 wk ahead inc case",2021-01-23,"BE","quantile",0.99,31292,"Belgium"
"186","forecast",2021-01-13,"2 wk ahead inc case",2021-01-30,"BE","quantile",0.99,34563,"Belgium"
"187","forecast",2021-01-13,"3 wk ahead inc case",2021-02-06,"BE","quantile",0.99,37697,"Belgium"
"188","forecast",2021-01-13,"4 wk ahead inc case",2021-02-13,"BE","quantile",0.99,41499,"Belgium"
"189","forecast",2021-01-13,"1 wk ahead inc case",2021-01-23,"BE","point",NA,13849,"Belgium"
"190","forecast",2021-01-13,"2 wk ahead inc case",2021-01-30,"BE","point",NA,14950,"Belgium"
"191","forecast",2021-01-13,"3 wk ahead inc case",2021-02-06,"BE","point",NA,15817,"Belgium"
"192","forecast",2021-01-13,"4 wk ahead inc case",2021-02-13,"BE","point",NA,16400,"Belgium"
"193","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BG","quantile",0.01,25,"Bulgaria"
"194","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BG","quantile",0.01,19,"Bulgaria"
"195","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BG","quantile",0.01,15,"Bulgaria"
"196","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BG","quantile",0.01,13,"Bulgaria"
"197","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BG","quantile",0.025,76,"Bulgaria"
"198","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BG","quantile",0.025,56,"Bulgaria"
"199","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BG","quantile",0.025,46,"Bulgaria"
"200","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BG","quantile",0.025,38,"Bulgaria"
"201","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BG","quantile",0.05,146,"Bulgaria"
"202","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BG","quantile",0.05,105,"Bulgaria"
"203","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BG","quantile",0.05,82,"Bulgaria"
"204","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BG","quantile",0.05,67,"Bulgaria"
"205","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BG","quantile",0.1,206,"Bulgaria"
"206","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BG","quantile",0.1,153,"Bulgaria"
"207","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BG","quantile",0.1,114,"Bulgaria"
"208","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BG","quantile",0.1,84,"Bulgaria"
"209","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BG","quantile",0.15,220,"Bulgaria"
"210","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BG","quantile",0.15,165,"Bulgaria"
"211","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BG","quantile",0.15,123,"Bulgaria"
"212","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BG","quantile",0.15,91,"Bulgaria"
"213","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BG","quantile",0.2,227,"Bulgaria"
"214","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BG","quantile",0.2,170,"Bulgaria"
"215","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BG","quantile",0.2,129,"Bulgaria"
"216","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BG","quantile",0.2,97,"Bulgaria"
"217","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BG","quantile",0.25,232,"Bulgaria"
"218","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BG","quantile",0.25,174,"Bulgaria"
"219","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BG","quantile",0.25,132,"Bulgaria"
"220","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BG","quantile",0.25,101,"Bulgaria"
"221","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BG","quantile",0.3,237,"Bulgaria"
"222","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BG","quantile",0.3,177,"Bulgaria"
"223","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BG","quantile",0.3,135,"Bulgaria"
"224","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BG","quantile",0.3,106,"Bulgaria"
"225","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BG","quantile",0.35,240,"Bulgaria"
"226","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BG","quantile",0.35,179,"Bulgaria"
"227","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BG","quantile",0.35,138,"Bulgaria"
"228","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BG","quantile",0.35,109,"Bulgaria"
"229","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BG","quantile",0.4,243,"Bulgaria"
"230","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BG","quantile",0.4,182,"Bulgaria"
"231","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BG","quantile",0.4,141,"Bulgaria"
"232","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BG","quantile",0.4,113,"Bulgaria"
"233","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BG","quantile",0.45,248,"Bulgaria"
"234","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BG","quantile",0.45,184,"Bulgaria"
"235","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BG","quantile",0.45,143,"Bulgaria"
"236","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BG","quantile",0.45,119,"Bulgaria"
"237","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BG","quantile",0.5,251,"Bulgaria"
"238","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BG","quantile",0.5,185,"Bulgaria"
"239","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BG","quantile",0.5,146,"Bulgaria"
"240","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BG","quantile",0.5,122,"Bulgaria"
"241","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BG","quantile",0.55,253,"Bulgaria"
"242","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BG","quantile",0.55,187,"Bulgaria"
"243","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BG","quantile",0.55,148,"Bulgaria"
"244","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BG","quantile",0.55,128,"Bulgaria"
"245","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BG","quantile",0.6,256,"Bulgaria"
"246","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BG","quantile",0.6,189,"Bulgaria"
"247","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BG","quantile",0.6,152,"Bulgaria"
"248","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BG","quantile",0.6,133,"Bulgaria"
"249","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BG","quantile",0.65,260,"Bulgaria"
"250","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BG","quantile",0.65,193,"Bulgaria"
"251","forecast",2021-01-13,"3 wk ahead inc death",2021-02-06,"BG","quantile",0.65,156,"Bulgaria"
"252","forecast",2021-01-13,"4 wk ahead inc death",2021-02-13,"BG","quantile",0.65,140,"Bulgaria"
"253","forecast",2021-01-13,"1 wk ahead inc death",2021-01-23,"BG","quantile",0.7,263,"Bulgaria"
"254","forecast",2021-01-13,"2 wk ahead inc death",2021-01-30,"BG","quantile",0.7,196,"Bulgaria"
