forecast_date,target,target_end_date,location,type,quantile,value,scenario_id
2024-01-01,1 wk ahead inc case,2024-01-06,PL,point,NA,9126,forecast
2024-01-01,1 wk ahead inc case,2024-01-06,PL,quantile,0.01,6098,forecast
2024-01-01,1 wk ahead inc case,2024-01-06,PL,quantile,0.025,6546,forecast
2024-01-01,1 wk ahead inc case,2024-01-06,PL,quantile,0.05,6940,forecast
2024-01-01,1 wk ahead inc case,2024-01-06,PL,quantile,0.1,7404,forecast
2024-01-01,1 wk ahead inc case,2024-01-06,PL,quantile,0.15,7723,forecast
2024-01-01,1 wk ahead inc case,2024-01-06,PL,quantile,0.2,7980,forecast
2024-01-01,1 wk ahead inc case,2024-01-06,PL,quantile,0.25,8203,forecast
2024-01-01,1 wk ahead inc case,2024-01-06,PL,quantile,0.3,8405,forecast
2024-01-01,1 wk ahead inc case,2024-01-06,PL,quantile,0.35,8594,forecast
2024-01-01,1 wk ahead inc case,2024-01-06,PL,quantile,0.4,8775,forecast
2024-01-01,1 wk ahead inc case,2024-01-06,PL,quantile,0.45,8951,forecast
2024-01-01,1 wk ahead inc case,2024-01-06,PL,quantile,0.5,9126,forecast
2024-01-01,1 wk ahead inc case,2024-01-06,PL,quantile,0.55,9301,forecast
2024-01-01,1 wk ahead inc case,2024-01-06,PL,quantile,0.6,9478,forecast
2024-01-01,1 wk ahead inc case,2024-01-06,PL,quantile,0.65,9661,forecast
2024-01-01,1 wk ahead inc case,2024-01-06,PL,quantile,0.7,9855,forecast
2024-01-01,1 wk ahead inc case,2024-01-06,PL,quantile,0.75,10063,forecast
2024-01-01,1 wk ahead inc case,2024-01-06,PL,quantile,0.8,10296,forecast
2024-01-01,1 wk ahead inc case,2024-01-06,PL,quantile,0.85,10567,forecast
2024-01-01,1 wk ahead inc case,2024-01-06,PL,quantile,0.9,10908,forecast
2024-01-01,1 wk ahead inc case,2024-01-06,PL,quantile,0.95,11414,forecast
2024-01-01,1 wk ahead inc case,2024-01-06,PL,quantile,0.975,11853,forecast
2024-01-01,1 wk ahead inc case,2024-01-06,PL,quantile,0.99,12365,forecast
2024-01-01,2 wk ahead inc case,2024-01-13,PL,point,NA,10215,forecast
2024-01-01,2 wk ahead inc case,2024-01-13,PL,quantile,0.01,5012,forecast
2024-01-01,2 wk ahead inc case,2024-01-13,PL,quantile,0.025,5674,forecast
2024-01-01,2 wk ahead inc case,2024-01-13,PL,quantile,0.05,6286,forecast
