location_name,location,date,value,source,snapshot_date
Cyprus,CY,2021-08-07,231,OWID,2022-07-18
Cyprus,CY,2021-08-14,203,OWID,2022-07-18
Cyprus,CY,2021-08-21,148,OWID,2022-07-18
Cyprus,CY,2021-08-28,125,OWID,2022-07-18
Cyprus,CY,2021-09-04,92,OWID,2022-07-18
Cyprus,CY,2021-09-11,92,OWID,2022-07-18
Cyprus,CY,2021-09-18,73,OWID,2022-07-18
Cyprus,CY,2021-09-25,55,OWID,2022-07-18
Cyprus,CY,2021-10-02,40,OWID,2022-07-18
Cyprus,CY,2021-10-09,32,OWID,2022-07-18
Cyprus,CY,2021-10-16,30,OWID,2022-07-18
Cyprus,CY,2021-10-23,37,OWID,2022-07-18
Cyprus,CY,2021-10-30,36,OWID,2022-07-18
Cyprus,CY,2021-11-06,45,OWID,2022-07-18
Cyprus,CY,2021-11-13,39,OWID,2022-07-18
Cyprus,CY,2021-11-20,59,OWID,2022-07-18
Cyprus,CY,2021-11-27,68,OWID,2022-07-18
Cyprus,CY,2021-12-04,74,OWID,2022-07-18
Cyprus,CY,2021-12-11,83,OWID,2022-07-18
Cyprus,CY,2021-12-18,107,OWID,2022-07-18
Cyprus,CY,2021-12-25,123,OWID,2022-07-18
Cyprus,CY,2022-01-01,106,OWID,2022-07-18
Cyprus,CY,2022-01-08,136,OWID,2022-07-18
Cyprus,CY,2022-01-15,207,OWID,2022-07-18
Cyprus,CY,2022-01-22,205,OWID,2022-07-18
Cyprus,CY,2022-01-29,168,OWID,2022-07-18
Cyprus,CY,2022-02-05,149,OWID,2022-07-18
Cyprus,CY,2022-02-12,164,OWID,2022-07-18
Cyprus,CY,2022-02-19,144,OWID,2022-07-18
Cyprus,CY,2022-02-26,148,OWID,2022-07-18
Cyprus,CY,2022-03-05,115,OWID,2022-07-18
Cyprus,CY,2022-03-12,112,OWID,2022-07-18
Cyprus,CY,2022-03-19,100,OWID,2022-07-18
Cyprus,CY,2022-03-26,163,OWID,2022-07-18
Cyprus,CY,2022-04-02,179,OWID,2022-07-18
Cyprus,CY,2022-04-09,182,OWID,2022-07-18
Cyprus,CY,2022-04-16,160,OWID,2022-07-18
Cyprus,CY,2022-04-23,90,OWID,2022-07-18
Cyprus,CY,2022-04-30,60,OWID,2022-07-18
Cyprus,CY,2022-05-07,54,OWID,2022-07-18
Cyprus,CY,2022-05-14,61,OWID,2022-07-18
Cyprus,CY,2022-05-21,51,OWID,2022-07-18
Cyprus,CY,2022-05-28,56,OWID,2022-07-18
Cyprus,CY,2022-06-04,40,OWID,2022-07-18
Cyprus,CY,2022-06-11,34,OWID,2022-07-18
Cyprus,CY,2022-06-18,25,OWID,2022-07-18
Cyprus,CY,2022-06-25,26,OWID,2022-07-18
Cyprus,CY,2022-07-02,72,OWID,2022-07-22
Cyprus,CY,2022-07-09,91,OWID,2022-07-22
Cyprus,CY,2022-07-16,119,OWID,2022-07-22
Cyprus,CY,2022-07-23,92,OWID,2022-07-22
Cyprus,CY,2022-07-30,1,OWID,2022-07-28
Cyprus,CY,2022-08-06,69,OWID,2022-08-05
Cyprus,CY,2022-08-13,4,OWID,2022-08-12
Cyprus,CY,2022-08-20,53,OWID,2022-08-25
Cyprus,CY,2022-08-27,47,OWID,2022-08-25
Cyprus,CY,2022-09-03,80,OWID,2022-09-08
Cyprus,CY,2022-09-10,23,OWID,2022-09-08
Cyprus,CY,2022-09-17,28,OWID,2022-09-15
Cyprus,CY,2022-09-24,43,OWID,2022-09-23
Cyprus,CY,2022-10-01,42,OWID,2022-12-02
Cyprus,CY,2022-10-08,38,OWID,2022-12-02
Cyprus,CY,2022-10-15,43,OWID,2022-12-02
Cyprus,CY,2022-10-22,48,OWID,2022-12-02
Cyprus,CY,2022-10-29,39,OWID,2022-12-02
Cyprus,CY,2022-11-05,65,OWID,2022-12-02
Cyprus,CY,2022-11-12,57,OWID,2022-12-02
Cyprus,CY,2022-11-19,16,OWID,2023-01-13
Cyprus,CY,2022-11-26,21,OWID,2023-01-13
Cyprus,CY,2022-12-03,22,OWID,2023-01-13
Cyprus,CY,2022-12-10,22,OWID,2023-01-13
Cyprus,CY,2022-12-17,16,OWID,2023-01-13
Cyprus,CY,2022-12-24,18,OWID,2023-01-13
Cyprus,CY,2022-12-31,14,OWID,2023-01-13
Cyprus,CY,2023-01-07,9,OWID,2023-01-13
Cyprus,CY,2023-01-14,11,OWID,2023-01-13
Cyprus,CY,2023-01-21,8,OWID,2023-01-20
Cyprus,CY,2023-01-28,7,OWID,2023-01-27
Cyprus,CY,2023-02-04,3,OWID,2023-02-02
Cyprus,CY,2023-02-11,4,OWID,2023-02-10
Cyprus,CY,2023-02-18,7,OWID,2023-02-18
Cyprus,CY,2023-02-25,2,OWID,2023-02-24
Czechia,CZ,2020-03-14,6,OWID,2022-07-18
Czechia,CZ,2020-03-21,96,OWID,2022-07-18
Czechia,CZ,2020-03-28,255,OWID,2022-07-18
Czechia,CZ,2020-04-04,251,OWID,2022-07-18
Czechia,CZ,2020-04-11,235,OWID,2022-07-18
Czechia,CZ,2020-04-18,129,OWID,2022-07-18
Czechia,CZ,2020-04-25,170,OWID,2022-07-18
Czechia,CZ,2020-05-02,83,OWID,2022-07-18
Czechia,CZ,2020-05-09,70,OWID,2022-07-18
Czechia,CZ,2020-05-16,40,OWID,2022-07-18
Czechia,CZ,2020-05-23,44,OWID,2022-07-18
Czechia,CZ,2020-05-30,36,OWID,2022-07-18
Czechia,CZ,2020-06-06,30,OWID,2022-07-18
Czechia,CZ,2020-06-13,33,OWID,2022-07-18
Czechia,CZ,2020-06-20,52,OWID,2022-07-18
Czechia,CZ,2020-06-27,35,OWID,2022-07-18
Czechia,CZ,2020-07-04,40,OWID,2022-07-18
Czechia,CZ,2020-07-11,46,OWID,2022-07-18
Czechia,CZ,2020-07-18,45,OWID,2022-07-18
Czechia,CZ,2020-07-25,62,OWID,2022-07-18
Czechia,CZ,2020-08-01,87,OWID,2022-07-18
Czechia,CZ,2020-08-08,64,OWID,2022-07-18
Czechia,CZ,2020-08-15,94,OWID,2022-07-18
Czechia,CZ,2020-08-22,110,OWID,2022-07-18
Czechia,CZ,2020-08-29,122,OWID,2022-07-18
Czechia,CZ,2020-09-05,182,OWID,2022-07-18
Czechia,CZ,2020-09-12,267,OWID,2022-07-18
Czechia,CZ,2020-09-19,549,OWID,2022-07-18
Czechia,CZ,2020-09-26,804,OWID,2022-07-18
Czechia,CZ,2020-10-03,1184,OWID,2022-07-18
Czechia,CZ,2020-10-10,2123,OWID,2022-07-18
Czechia,CZ,2020-10-17,3373,OWID,2022-07-18
Czechia,CZ,2020-10-24,5395,OWID,2022-07-18
Czechia,CZ,2020-10-31,6877,OWID,2022-07-18
Czechia,CZ,2020-11-07,6279,OWID,2022-07-18
Czechia,CZ,2020-11-14,5091,OWID,2022-07-18
Czechia,CZ,2020-11-21,3787,OWID,2022-07-18
Czechia,CZ,2020-11-28,3293,OWID,2022-07-18
Czechia,CZ,2020-12-05,3224,OWID,2022-07-18
Czechia,CZ,2020-12-12,3351,OWID,2022-07-18
Czechia,CZ,2020-12-19,3488,OWID,2022-07-18
Czechia,CZ,2020-12-26,3738,OWID,2022-07-18
Czechia,CZ,2021-01-02,5589,OWID,2022-07-18
Czechia,CZ,2021-01-09,6396,OWID,2022-07-18
Czechia,CZ,2021-01-16,5202,OWID,2022-07-18
Czechia,CZ,2021-01-23,4532,OWID,2022-07-18
Czechia,CZ,2021-01-30,4165,OWID,2022-07-18
Czechia,CZ,2021-02-06,4353,OWID,2022-07-18
Czechia,CZ,2021-02-13,4363,OWID,2022-07-18
Czechia,CZ,2021-02-20,5118,OWID,2022-07-18
Czechia,CZ,2021-02-27,6096,OWID,2022-07-18
Czechia,CZ,2021-03-06,6630,OWID,2022-07-18
Czechia,CZ,2021-03-13,6745,OWID,2022-07-18
Czechia,CZ,2021-03-20,6069,OWID,2022-07-18
Czechia,CZ,2021-03-27,5345,OWID,2022-07-18
Czechia,CZ,2021-04-03,4454,OWID,2022-07-18
Czechia,CZ,2021-04-10,3753,OWID,2022-07-18
Czechia,CZ,2021-04-17,2644,OWID,2022-07-18
Czechia,CZ,2021-04-24,2186,OWID,2022-07-18
Czechia,CZ,2021-05-01,1655,OWID,2022-07-18
Czechia,CZ,2021-05-08,1330,OWID,2022-07-18
Czechia,CZ,2021-05-15,924,OWID,2022-07-18
Czechia,CZ,2021-05-22,596,OWID,2022-07-18
Czechia,CZ,2021-05-29,353,OWID,2022-07-18
Czechia,CZ,2021-06-05,242,OWID,2022-07-18
Czechia,CZ,2021-06-12,124,OWID,2022-07-18
Czechia,CZ,2021-06-19,90,OWID,2022-07-18
Czechia,CZ,2021-06-26,44,OWID,2022-07-18
Czechia,CZ,2021-07-03,38,OWID,2022-07-18
Czechia,CZ,2021-07-10,32,OWID,2022-07-18
Czechia,CZ,2021-07-17,40,OWID,2022-07-18
Czechia,CZ,2021-07-24,49,OWID,2022-07-18
Czechia,CZ,2021-07-31,57,OWID,2022-07-18
Czechia,CZ,2021-08-07,54,OWID,2022-07-18
Czechia,CZ,2021-08-14,50,OWID,2022-07-18
Czechia,CZ,2021-08-21,67,OWID,2022-07-18
Czechia,CZ,2021-08-28,61,OWID,2022-07-18
Czechia,CZ,2021-09-04,71,OWID,2022-07-18
Czechia,CZ,2021-09-11,108,OWID,2022-07-18
Czechia,CZ,2021-09-18,157,OWID,2022-07-18
Czechia,CZ,2021-09-25,150,OWID,2022-07-18
Czechia,CZ,2021-10-02,201,OWID,2022-07-18
Czechia,CZ,2021-10-09,318,OWID,2022-07-18
Czechia,CZ,2021-10-16,480,OWID,2022-07-18
Czechia,CZ,2021-10-23,906,OWID,2022-07-18
Czechia,CZ,2021-10-30,1498,OWID,2022-07-18
Czechia,CZ,2021-11-06,2547,OWID,2022-07-18
Czechia,CZ,2021-11-13,3372,OWID,2022-07-18
Czechia,CZ,2021-11-20,4274,OWID,2022-07-18
Czechia,CZ,2021-11-27,5069,OWID,2022-07-18
Czechia,CZ,2021-12-04,4955,OWID,2022-07-18
Czechia,CZ,2021-12-11,4371,OWID,2022-07-18
Czechia,CZ,2021-12-18,3484,OWID,2022-07-18
Czechia,CZ,2021-12-25,2439,OWID,2022-07-18
Czechia,CZ,2022-01-01,2267,OWID,2022-07-18
Czechia,CZ,2022-01-08,1642,OWID,2022-07-18
Czechia,CZ,2022-01-15,1080,OWID,2022-07-18
Czechia,CZ,2022-01-22,1448,OWID,2022-07-18
Czechia,CZ,2022-01-29,2513,OWID,2022-07-18
Czechia,CZ,2022-02-05,3715,OWID,2022-07-18
Czechia,CZ,2022-02-12,4151,OWID,2022-07-18
Czechia,CZ,2022-02-19,3629,OWID,2022-07-18
Czechia,CZ,2022-02-26,3042,OWID,2022-07-18
Czechia,CZ,2022-03-05,2358,OWID,2022-07-18
Czechia,CZ,2022-03-12,2290,OWID,2022-07-18
Czechia,CZ,2022-03-19,2250,OWID,2022-07-18
Czechia,CZ,2022-03-26,1900,OWID,2022-07-18
Czechia,CZ,2022-04-02,1784,OWID,2022-07-18
Czechia,CZ,2022-04-09,1451,OWID,2022-07-18
Czechia,CZ,2022-04-16,1073,OWID,2022-07-18
Czechia,CZ,2022-04-23,953,OWID,2022-07-18
Czechia,CZ,2022-04-30,713,OWID,2022-07-18
Czechia,CZ,2022-05-07,449,OWID,2022-07-18
Czechia,CZ,2022-05-14,243,OWID,2022-07-18
Czechia,CZ,2022-05-21,197,OWID,2022-07-18
Czechia,CZ,2022-05-28,122,OWID,2022-07-18
Czechia,CZ,2022-06-04,102,OWID,2022-07-18
Czechia,CZ,2022-06-11,107,OWID,2022-07-18
Czechia,CZ,2022-06-18,106,OWID,2022-07-18
Czechia,CZ,2022-06-25,149,OWID,2022-07-18
Czechia,CZ,2022-07-02,298,OWID,2022-07-18
Czechia,CZ,2022-07-09,320,OWID,2022-07-18
Czechia,CZ,2022-07-16,476,OWID,2022-07-18
Czechia,CZ,2022-07-23,813,OWID,2022-07-25
Czechia,CZ,2022-07-30,1160,OWID,2022-08-03
Czechia,CZ,2022-08-06,1003,OWID,2022-08-07
Czechia,CZ,2022-08-13,935,OWID,2022-08-14
Czechia,CZ,2022-08-20,835,OWID,2022-08-21
Czechia,CZ,2022-08-27,657,OWID,2022-08-28
Czechia,CZ,2022-09-03,630,OWID,2022-09-04
Czechia,CZ,2022-09-10,688,OWID,2022-09-11
Czechia,CZ,2022-09-17,822,OWID,2022-09-18
Czechia,CZ,2022-09-24,931,OWID,2022-09-25
Czechia,CZ,2022-10-01,1489,OWID,2022-10-02
Czechia,CZ,2022-10-08,1599,OWID,2022-10-09
Czechia,CZ,2022-10-15,1361,OWID,2022-10-16
Czechia,CZ,2022-10-22,1069,OWID,2022-10-23
Czechia,CZ,2022-10-29,687,OWID,2022-10-30
Czechia,CZ,2022-11-05,628,OWID,2022-11-06
Czechia,CZ,2022-11-12,466,OWID,2022-11-13
Czechia,CZ,2022-11-19,382,OWID,2022-11-20
Czechia,CZ,2022-11-26,521,OWID,2022-11-27
Czechia,CZ,2022-12-03,683,OWID,2022-12-04
Czechia,CZ,2022-12-10,789,OWID,2022-12-11
Czechia,CZ,2022-12-17,736,OWID,2022-12-18
Czechia,CZ,2022-12-24,733,OWID,2022-12-25
Czechia,CZ,2022-12-31,626,OWID,2023-01-01
Czechia,CZ,2023-01-07,549,OWID,2023-01-08
Czechia,CZ,2023-01-14,361,OWID,2023-01-15
Czechia,CZ,2023-01-21,265,OWID,2023-01-22
Czechia,CZ,2023-01-28,272,OWID,2023-01-29
Czechia,CZ,2023-02-04,335,OWID,2023-02-05
Czechia,CZ,2023-02-11,419,OWID,2023-02-12
Czechia,CZ,2023-02-18,609,OWID,2023-02-19
Czechia,CZ,2023-02-25,828,OWID,2023-02-26
Denmark,DK,2020-03-21,320,OWID,2022-07-18
Denmark,DK,2020-03-28,544,OWID,2022-07-18
Denmark,DK,2020-04-04,417,OWID,2022-07-18
Denmark,DK,2020-04-11,267,OWID,2022-07-18
Denmark,DK,2020-04-18,218,OWID,2022-07-18
Denmark,DK,2020-04-25,214,OWID,2022-07-18
Denmark,DK,2020-05-02,133,OWID,2022-07-18
Denmark,DK,2020-05-09,87,OWID,2022-07-18
Denmark,DK,2020-05-16,67,OWID,2022-07-18
Denmark,DK,2020-05-23,63,OWID,2022-07-18
Denmark,DK,2020-05-30,47,OWID,2022-07-18
Denmark,DK,2020-06-06,35,OWID,2022-07-18
Denmark,DK,2020-06-13,22,OWID,2022-07-18
Denmark,DK,2020-06-20,31,OWID,2022-07-18
Denmark,DK,2020-06-27,30,OWID,2022-07-18
Denmark,DK,2020-07-11,21,OWID,2022-07-18
Denmark,DK,2020-07-25,21,OWID,2022-07-18
Denmark,DK,2020-08-01,27,OWID,2022-07-18
Denmark,DK,2020-08-08,33,OWID,2022-07-18
Denmark,DK,2020-08-15,23,OWID,2022-07-18
Denmark,DK,2020-08-22,35,OWID,2022-07-18
Denmark,DK,2020-08-29,24,OWID,2022-07-18
Denmark,DK,2020-09-05,39,OWID,2022-07-18
Denmark,DK,2020-09-12,77,OWID,2022-07-18
Denmark,DK,2020-09-19,105,OWID,2022-07-18
Denmark,DK,2020-09-26,133,OWID,2022-07-18
Denmark,DK,2020-10-03,127,OWID,2022-07-18
Denmark,DK,2020-10-10,113,OWID,2022-07-18
Denmark,DK,2020-10-17,129,OWID,2022-07-18
Denmark,DK,2020-10-24,157,OWID,2022-07-18
Denmark,DK,2020-10-31,230,OWID,2022-07-18
Denmark,DK,2020-11-07,274,OWID,2022-07-18
Denmark,DK,2020-11-14,279,OWID,2022-07-18
Denmark,DK,2020-11-21,301,OWID,2022-07-18
Denmark,DK,2020-11-28,278,OWID,2022-07-18
Denmark,DK,2020-12-05,355,OWID,2022-07-18
Denmark,DK,2020-12-12,571,OWID,2022-07-18
Denmark,DK,2020-12-19,961,OWID,2022-07-18
Denmark,DK,2020-12-26,1041,OWID,2022-07-18
Denmark,DK,2021-01-02,1022,OWID,2022-07-18
Denmark,DK,2021-01-09,880,OWID,2022-07-18
Denmark,DK,2021-01-16,701,OWID,2022-07-18
Denmark,DK,2021-01-23,608,OWID,2022-07-18
Denmark,DK,2021-01-30,371,OWID,2022-07-18
Denmark,DK,2021-02-06,250,OWID,2022-07-18
Denmark,DK,2021-02-13,223,OWID,2022-07-18
Denmark,DK,2021-02-20,184,OWID,2022-07-18
Denmark,DK,2021-02-27,200,OWID,2022-07-18
Denmark,DK,2021-03-06,213,OWID,2022-07-18
Denmark,DK,2021-03-13,204,OWID,2022-07-18
Denmark,DK,2021-03-20,194,OWID,2022-07-18
Denmark,DK,2021-03-27,250,OWID,2022-07-18
Denmark,DK,2021-04-03,268,OWID,2022-07-18
Denmark,DK,2021-04-10,225,OWID,2022-07-18
Denmark,DK,2021-04-17,214,OWID,2022-07-18
Denmark,DK,2021-04-24,236,OWID,2022-07-18
Denmark,DK,2021-05-01,200,OWID,2022-07-18
Denmark,DK,2021-05-08,207,OWID,2022-07-18
Denmark,DK,2021-05-15,249,OWID,2022-07-18
Denmark,DK,2021-05-22,206,OWID,2022-07-18
Denmark,DK,2021-05-29,206,OWID,2022-07-18
Denmark,DK,2021-06-05,172,OWID,2022-07-18
Denmark,DK,2021-06-12,126,OWID,2022-07-18
Denmark,DK,2021-06-19,90,OWID,2022-07-18
Denmark,DK,2021-06-26,57,OWID,2022-07-18
Denmark,DK,2021-07-03,39,OWID,2022-07-18
Denmark,DK,2021-07-10,57,OWID,2022-07-18
Denmark,DK,2021-07-17,102,OWID,2022-07-18
Denmark,DK,2021-07-24,93,OWID,2022-07-18
Denmark,DK,2021-07-31,123,OWID,2022-07-18
Denmark,DK,2021-08-07,117,OWID,2022-07-18
Denmark,DK,2021-08-14,172,OWID,2022-07-18
Denmark,DK,2021-08-21,220,OWID,2022-07-18
Denmark,DK,2021-08-28,216,OWID,2022-07-18
Denmark,DK,2021-09-04,184,OWID,2022-07-18
Denmark,DK,2021-09-11,161,OWID,2022-07-18
Denmark,DK,2021-09-18,98,OWID,2022-07-18
Denmark,DK,2021-09-25,83,OWID,2022-07-18
Denmark,DK,2021-10-02,96,OWID,2022-07-18
Denmark,DK,2021-10-09,105,OWID,2022-07-18
Denmark,DK,2021-10-16,159,OWID,2022-07-18
Denmark,DK,2021-10-23,224,OWID,2022-07-18
Denmark,DK,2021-10-30,301,OWID,2022-07-18
Denmark,DK,2021-11-06,367,OWID,2022-07-18
Denmark,DK,2021-11-13,445,OWID,2022-07-18
Denmark,DK,2021-11-20,555,OWID,2022-07-18
Denmark,DK,2021-11-27,557,OWID,2022-07-18
Denmark,DK,2021-12-04,616,OWID,2022-07-18
Denmark,DK,2021-12-11,671,OWID,2022-07-18
Denmark,DK,2021-12-18,807,OWID,2022-07-18
Denmark,DK,2021-12-25,847,OWID,2022-07-18
Denmark,DK,2022-01-01,1112,OWID,2022-07-18
Denmark,DK,2022-01-08,1202,OWID,2022-07-18
Denmark,DK,2022-01-15,1318,OWID,2022-07-18
Denmark,DK,2022-01-22,1621,OWID,2022-07-18
Denmark,DK,2022-01-29,1962,OWID,2022-07-18
Denmark,DK,2022-02-05,2326,OWID,2022-07-18
Denmark,DK,2022-02-12,2739,OWID,2022-07-18
Denmark,DK,2022-02-19,2902,OWID,2022-07-18
Denmark,DK,2022-02-26,2624,OWID,2022-07-18
Denmark,DK,2022-03-05,2201,OWID,2022-07-18
Denmark,DK,2022-03-12,1806,OWID,2022-07-18
Denmark,DK,2022-03-19,1519,OWID,2022-07-18
Denmark,DK,2022-03-26,1225,OWID,2022-07-18
Denmark,DK,2022-04-02,977,OWID,2022-07-18
Denmark,DK,2022-04-09,855,OWID,2022-07-18
Denmark,DK,2022-04-16,676,OWID,2022-07-18
Denmark,DK,2022-04-23,602,OWID,2022-07-18
Denmark,DK,2022-04-30,475,OWID,2022-07-18
Denmark,DK,2022-05-07,364,OWID,2022-07-18
Denmark,DK,2022-05-14,286,OWID,2022-07-18
Denmark,DK,2022-05-21,262,OWID,2022-07-18
Denmark,DK,2022-05-28,191,OWID,2022-07-18
Denmark,DK,2022-06-04,190,OWID,2022-07-18
Denmark,DK,2022-06-11,223,OWID,2022-07-18
Denmark,DK,2022-06-18,301,OWID,2022-07-18
Denmark,DK,2022-06-25,435,OWID,2022-07-18
Denmark,DK,2022-07-02,502,OWID,2022-07-18
Denmark,DK,2022-07-09,574,OWID,2022-07-18
Denmark,DK,2022-07-16,721,OWID,2022-07-19
Denmark,DK,2022-07-23,781,OWID,2022-07-26
Denmark,DK,2022-07-30,570,OWID,2022-08-03
Denmark,DK,2022-08-06,533,OWID,2022-08-09
Denmark,DK,2022-08-13,528,OWID,2022-08-16
Denmark,DK,2022-08-20,525,OWID,2022-08-23
Denmark,DK,2022-08-27,374,OWID,2022-08-30
Denmark,DK,2022-09-03,292,OWID,2022-09-06
Denmark,DK,2022-09-10,309,OWID,2022-09-13
Denmark,DK,2022-09-17,319,OWID,2022-09-20
Denmark,DK,2022-09-24,426,OWID,2022-09-27
Denmark,DK,2022-10-01,569,OWID,2022-10-04
Denmark,DK,2022-10-08,628,OWID,2022-10-11
Denmark,DK,2022-10-15,738,OWID,2022-10-18
Denmark,DK,2022-10-22,629,OWID,2022-10-25
Denmark,DK,2022-10-29,498,OWID,2022-11-01
Denmark,DK,2022-11-05,321,OWID,2022-11-08
Denmark,DK,2022-11-12,277,OWID,2022-11-15
Denmark,DK,2022-11-19,244,OWID,2022-11-22
Denmark,DK,2022-11-26,287,OWID,2022-11-29
Denmark,DK,2022-12-03,432,OWID,2022-12-06
Denmark,DK,2022-12-10,481,OWID,2022-12-13
Denmark,DK,2022-12-17,658,OWID,2022-12-20
Denmark,DK,2022-12-24,822,OWID,2022-12-30
Denmark,DK,2022-12-31,807,OWID,2023-01-05
Denmark,DK,2023-01-07,672,OWID,2023-01-10
Denmark,DK,2023-01-14,392,OWID,2023-01-18
Denmark,DK,2023-01-21,244,OWID,2023-01-24
Denmark,DK,2023-01-28,150,OWID,2023-01-31
Denmark,DK,2023-02-04,169,OWID,2023-02-07
Denmark,DK,2023-02-11,186,OWID,2023-02-14
Denmark,DK,2023-02-18,185,OWID,2023-02-21
Estonia,EE,2020-03-14,0,OWID,2022-07-18
Estonia,EE,2020-03-21,7,OWID,2022-07-18
Estonia,EE,2020-03-28,41,OWID,2022-07-18
Estonia,EE,2020-04-04,79,OWID,2022-07-18
Estonia,EE,2020-04-11,92,OWID,2022-07-18
Estonia,EE,2020-04-18,66,OWID,2022-07-18
Estonia,EE,2020-04-25,37,OWID,2022-07-18
Estonia,EE,2020-05-02,24,OWID,2022-07-18
Estonia,EE,2020-05-09,22,OWID,2022-07-18
Estonia,EE,2020-05-16,7,OWID,2022-07-18
Estonia,EE,2020-05-23,16,OWID,2022-07-18
Estonia,EE,2020-05-30,17,OWID,2022-07-18
Estonia,EE,2020-06-06,7,OWID,2022-07-18
Estonia,EE,2020-06-13,4,OWID,2022-07-18
Estonia,EE,2020-06-20,10,OWID,2022-07-18
Estonia,EE,2020-06-27,4,OWID,2022-07-18
Estonia,EE,2020-07-04,2,OWID,2022-07-18
Estonia,EE,2020-07-11,1,OWID,2022-07-18
Estonia,EE,2020-07-18,2,OWID,2022-07-18
Estonia,EE,2020-07-25,0,OWID,2022-07-18
Estonia,EE,2020-08-01,0,OWID,2022-07-18
Estonia,EE,2020-08-08,6,OWID,2022-07-18
Estonia,EE,2020-08-15,3,OWID,2022-07-18
Estonia,EE,2020-08-22,2,OWID,2022-07-18
Estonia,EE,2020-08-29,8,OWID,2022-07-18
Estonia,EE,2020-09-05,6,OWID,2022-07-18
Estonia,EE,2020-09-12,5,OWID,2022-07-18
Estonia,EE,2020-09-19,16,OWID,2022-07-18
Estonia,EE,2020-09-26,24,OWID,2022-07-18
Estonia,EE,2020-10-03,29,OWID,2022-07-18
Estonia,EE,2020-10-10,27,OWID,2022-07-18
Estonia,EE,2020-10-17,13,OWID,2022-07-18
Estonia,EE,2020-10-24,24,OWID,2022-07-18
Estonia,EE,2020-10-31,23,OWID,2022-07-18
Estonia,EE,2020-11-07,29,OWID,2022-07-18
Estonia,EE,2020-11-14,58,OWID,2022-07-18
Estonia,EE,2020-11-21,75,OWID,2022-07-18
Estonia,EE,2020-11-28,141,OWID,2022-07-18
Estonia,EE,2020-12-05,168,OWID,2022-07-18
Estonia,EE,2020-12-12,178,OWID,2022-07-18
Estonia,EE,2020-12-19,199,OWID,2022-07-18
Estonia,EE,2020-12-26,233,OWID,2022-07-18
Estonia,EE,2021-01-02,279,OWID,2022-07-18
Estonia,EE,2021-01-09,243,OWID,2022-07-18
Estonia,EE,2021-01-16,268,OWID,2022-07-18
Estonia,EE,2021-01-23,294,OWID,2022-07-18
Estonia,EE,2021-01-30,280,OWID,2022-07-18
Estonia,EE,2021-02-06,301,OWID,2022-07-18
Estonia,EE,2021-02-13,282,OWID,2022-07-18
Estonia,EE,2021-02-20,316,OWID,2022-07-18
Estonia,EE,2021-02-27,324,OWID,2022-07-18
Estonia,EE,2021-03-06,422,OWID,2022-07-18
Estonia,EE,2021-03-13,529,OWID,2022-07-18
Estonia,EE,2021-03-20,531,OWID,2022-07-18
Estonia,EE,2021-03-27,528,OWID,2022-07-18
Estonia,EE,2021-04-03,554,OWID,2022-07-18
Estonia,EE,2021-04-10,481,OWID,2022-07-18
Estonia,EE,2021-04-17,349,OWID,2022-07-18
Estonia,EE,2021-04-24,281,OWID,2022-07-18
Estonia,EE,2021-05-01,244,OWID,2022-07-18
Estonia,EE,2021-05-08,201,OWID,2022-07-18
Estonia,EE,2021-05-15,173,OWID,2022-07-18
Estonia,EE,2021-05-22,155,OWID,2022-07-18
Estonia,EE,2021-05-29,114,OWID,2022-07-18
Estonia,EE,2021-06-05,70,OWID,2022-07-18
Estonia,EE,2021-06-12,44,OWID,2022-07-18
Estonia,EE,2021-06-19,42,OWID,2022-07-18
Estonia,EE,2021-06-26,34,OWID,2022-07-18
Estonia,EE,2021-07-03,18,OWID,2022-07-18
Estonia,EE,2021-07-10,21,OWID,2022-07-18
Estonia,EE,2021-07-17,17,OWID,2022-07-18
Estonia,EE,2021-07-24,12,OWID,2022-07-18
Estonia,EE,2021-07-31,34,OWID,2022-07-18
Estonia,EE,2021-08-07,38,OWID,2022-07-18
Estonia,EE,2021-08-14,52,OWID,2022-07-18
Estonia,EE,2021-08-21,74,OWID,2022-07-18
Estonia,EE,2021-08-28,73,OWID,2022-07-18
Estonia,EE,2021-09-04,113,OWID,2022-07-18
Estonia,EE,2021-09-11,104,OWID,2022-07-18
Estonia,EE,2021-09-18,127,OWID,2022-07-18
Estonia,EE,2021-09-25,140,OWID,2022-07-18
Estonia,EE,2021-10-02,151,OWID,2022-07-18
Estonia,EE,2021-10-09,200,OWID,2022-07-18
Estonia,EE,2021-10-16,242,OWID,2022-07-18
Estonia,EE,2021-10-23,339,OWID,2022-07-18
Estonia,EE,2021-10-30,433,OWID,2022-07-18
Estonia,EE,2021-11-06,448,OWID,2022-07-18
Estonia,EE,2021-11-13,408,OWID,2022-07-18
Estonia,EE,2021-11-20,325,OWID,2022-07-18
Estonia,EE,2021-11-27,235,OWID,2022-07-18
Estonia,EE,2021-12-04,198,OWID,2022-07-18
Estonia,EE,2021-12-11,135,OWID,2022-07-18
Estonia,EE,2021-12-18,212,OWID,2022-07-18
Estonia,EE,2021-12-25,162,OWID,2022-07-18
Estonia,EE,2022-01-01,176,OWID,2022-07-18
Estonia,EE,2022-01-08,196,OWID,2022-07-18
Estonia,EE,2022-01-15,203,OWID,2022-07-18
Estonia,EE,2022-01-22,264,OWID,2022-07-18
Estonia,EE,2022-01-29,273,OWID,2022-07-18
Estonia,EE,2022-02-05,320,OWID,2022-07-18
