location_name,location,date,value,source,snapshot_date
Bulgaria,BG,2020-07-11,3080,OWID,2022-10-21
Bulgaria,BG,2020-07-18,3467,OWID,2022-10-21
Bulgaria,BG,2020-07-25,3965,OWID,2022-10-21
Bulgaria,BG,2020-08-01,4506,OWID,2022-10-21
Bulgaria,BG,2020-08-08,5088,OWID,2022-10-21
Bulgaria,BG,2020-08-15,5885,OWID,2022-10-21
Bulgaria,BG,2020-08-22,5818,OWID,2022-10-21
Bulgaria,BG,2020-08-29,5328,OWID,2022-10-21
Bulgaria,BG,2020-09-05,5053,OWID,2022-10-21
Bulgaria,BG,2020-09-12,5207,OWID,2022-10-21
Bulgaria,BG,2020-09-19,5248,OWID,2022-10-21
Bulgaria,BG,2020-09-26,5120,OWID,2022-10-21
Bulgaria,BG,2020-10-03,5168,OWID,2022-10-21
Bulgaria,BG,2020-10-10,5855,OWID,2022-10-21
Bulgaria,BG,2020-10-17,7202,OWID,2022-10-21
Bulgaria,BG,2020-10-24,9431,OWID,2022-10-21
Bulgaria,BG,2020-10-31,12027,OWID,2022-10-21
Bulgaria,BG,2020-11-07,16062,OWID,2022-10-21
Bulgaria,BG,2020-11-14,22237,OWID,2022-10-21
Bulgaria,BG,2020-11-21,31224,OWID,2022-10-21
Bulgaria,BG,2020-11-28,39529,OWID,2022-10-21
Bulgaria,BG,2020-12-05,45462,OWID,2022-10-21
Bulgaria,BG,2020-12-12,47181,OWID,2022-10-21
Bulgaria,BG,2020-12-19,48899,OWID,2022-10-21
Bulgaria,BG,2020-12-26,48180,OWID,2022-10-21
Bulgaria,BG,2021-01-02,41359,OWID,2022-10-21
Bulgaria,BG,2021-01-09,35069,OWID,2022-10-21
Bulgaria,BG,2021-01-16,30134,OWID,2022-10-21
Bulgaria,BG,2021-01-23,26375,OWID,2022-10-21
Bulgaria,BG,2021-01-30,21888,OWID,2022-10-21
Bulgaria,BG,2021-02-06,19855,OWID,2022-10-21
Bulgaria,BG,2021-02-13,20750,OWID,2022-10-21
Bulgaria,BG,2021-02-20,22431,OWID,2022-10-21
Bulgaria,BG,2021-02-27,25185,OWID,2022-10-21
Bulgaria,BG,2021-03-06,29465,OWID,2022-10-21
Bulgaria,BG,2021-03-13,35862,OWID,2022-10-21
Bulgaria,BG,2021-03-20,44264,OWID,2022-10-21
Bulgaria,BG,2021-03-27,54490,OWID,2022-10-21
Bulgaria,BG,2021-04-03,63503,OWID,2022-10-21
Bulgaria,BG,2021-04-10,70164,OWID,2022-10-21
Bulgaria,BG,2021-04-17,72552,OWID,2022-10-21
Bulgaria,BG,2021-04-24,67457,OWID,2022-10-21
Bulgaria,BG,2021-05-01,59301,OWID,2022-10-21
Bulgaria,BG,2021-05-08,50690,OWID,2022-10-21
Bulgaria,BG,2021-05-15,43967,OWID,2022-10-21
Bulgaria,BG,2021-05-22,36764,OWID,2022-10-21
Bulgaria,BG,2021-05-29,29637,OWID,2022-10-21
Bulgaria,BG,2021-06-05,24090,OWID,2022-10-21
Bulgaria,BG,2021-06-12,19977,OWID,2022-10-21
Bulgaria,BG,2021-06-19,16841,OWID,2022-10-21
Bulgaria,BG,2021-06-26,13775,OWID,2022-10-21
Bulgaria,BG,2021-07-03,11369,OWID,2022-10-21
Bulgaria,BG,2021-07-10,10070,OWID,2022-10-21
Bulgaria,BG,2021-07-17,6810,OWID,2022-10-21
Bulgaria,BG,2021-07-24,5232,OWID,2022-10-21
Bulgaria,BG,2021-07-31,5067,OWID,2022-10-21
Bulgaria,BG,2021-08-07,5296,OWID,2022-10-21
Bulgaria,BG,2021-08-14,6436,OWID,2022-10-21
Bulgaria,BG,2021-08-21,8747,OWID,2022-10-21
Bulgaria,BG,2021-08-28,13861,OWID,2022-10-21
Bulgaria,BG,2021-09-04,20707,OWID,2022-10-21
Bulgaria,BG,2021-09-11,26705,OWID,2022-10-21
Bulgaria,BG,2021-09-18,30555,OWID,2022-10-21
Bulgaria,BG,2021-09-25,32198,OWID,2022-10-21
Bulgaria,BG,2021-10-02,34328,OWID,2022-10-21
Bulgaria,BG,2021-10-09,35890,OWID,2022-10-21
Bulgaria,BG,2021-10-16,37138,OWID,2022-10-21
Bulgaria,BG,2021-10-23,40021,OWID,2022-10-21
Bulgaria,BG,2021-10-30,45087,OWID,2022-10-21
Bulgaria,BG,2021-11-06,51621,OWID,2022-10-21
Bulgaria,BG,2021-11-13,57093,OWID,2022-10-21
Bulgaria,BG,2021-11-20,58334,OWID,2022-10-21
Bulgaria,BG,2021-11-27,53218,OWID,2022-10-21
Bulgaria,BG,2021-12-04,48195,OWID,2022-10-21
Bulgaria,BG,2021-12-11,44150,OWID,2022-10-21
Bulgaria,BG,2021-12-18,38927,OWID,2022-10-21
Bulgaria,BG,2021-12-25,33986,OWID,2022-10-21
Bulgaria,BG,2022-01-01,29648,OWID,2022-10-21
Bulgaria,BG,2022-01-08,28430,OWID,2022-10-21
Bulgaria,BG,2022-01-15,32141,OWID,2022-10-21
Bulgaria,BG,2022-01-22,36334,OWID,2022-10-21
Bulgaria,BG,2022-01-29,36373,OWID,2022-10-21
Bulgaria,BG,2022-02-05,37851,OWID,2022-10-21
Bulgaria,BG,2022-02-12,41458,OWID,2022-10-21
Bulgaria,BG,2022-02-19,43426,OWID,2022-10-21
Bulgaria,BG,2022-02-26,39754,OWID,2022-10-21
Bulgaria,BG,2022-03-05,32998,OWID,2022-10-21
Bulgaria,BG,2022-03-12,24962,OWID,2022-10-21
Bulgaria,BG,2022-03-19,19494,OWID,2022-10-21
Bulgaria,BG,2022-03-26,16190,OWID,2022-10-21
Bulgaria,BG,2022-04-02,14407,OWID,2022-10-21
Bulgaria,BG,2022-04-09,13529,OWID,2022-10-21
Bulgaria,BG,2022-04-16,10156,OWID,2022-10-21
Bulgaria,BG,2022-04-23,7952,OWID,2022-10-21
Bulgaria,BG,2022-04-30,6639,OWID,2022-10-21
Bulgaria,BG,2022-05-07,6318,OWID,2022-10-21
Bulgaria,BG,2022-05-14,5530,OWID,2022-10-21
Bulgaria,BG,2022-05-21,4491,OWID,2022-10-21
Bulgaria,BG,2022-05-28,3886,OWID,2022-10-21
Bulgaria,BG,2022-06-04,3177,OWID,2022-10-21
Bulgaria,BG,2022-06-11,2540,OWID,2022-10-21
Bulgaria,BG,2022-06-18,2137,OWID,2022-10-21
Bulgaria,BG,2022-06-25,1815,OWID,2022-10-21
Bulgaria,BG,2022-07-02,1999,OWID,2022-10-21
Bulgaria,BG,2022-07-09,2414,OWID,2022-10-21
Bulgaria,BG,2022-07-16,2933,OWID,2022-10-21
Bulgaria,BG,2022-07-23,3513,OWID,2022-10-21
Bulgaria,BG,2022-07-30,5538,OWID,2022-10-21
Bulgaria,BG,2022-08-06,6627,OWID,2022-10-21
Bulgaria,BG,2022-08-13,7299,OWID,2022-10-21
Bulgaria,BG,2022-08-20,7449,OWID,2022-10-21
Bulgaria,BG,2022-08-27,7092,OWID,2022-10-21
Bulgaria,BG,2022-09-03,6426,OWID,2022-10-21
Bulgaria,BG,2022-09-10,5751,OWID,2022-10-21
Bulgaria,BG,2022-09-17,4877,OWID,2022-10-21
Bulgaria,BG,2022-09-24,4165,OWID,2022-10-21
Bulgaria,BG,2022-10-01,3715,OWID,2022-10-21
Bulgaria,BG,2022-10-08,3802,OWID,2022-10-21
Bulgaria,BG,2022-10-15,4276,OWID,2022-10-21
Bulgaria,BG,2022-10-22,4667,OWID,2022-10-21
Bulgaria,BG,2022-10-29,4789,OWID,2022-10-28
Bulgaria,BG,2022-11-05,4903,OWID,2022-11-05
Bulgaria,BG,2022-11-12,4565,OWID,2022-11-11
Bulgaria,BG,2022-11-19,4004,OWID,2022-11-22
Croatia,HR,2020-05-02,103,OWID,2022-07-18
Croatia,HR,2020-05-09,24,OWID,2022-07-18
Croatia,HR,2020-05-16,40,OWID,2022-07-18
Croatia,HR,2020-05-23,15,OWID,2022-07-18
Croatia,HR,2020-05-30,15,OWID,2022-07-18
Croatia,HR,2020-06-06,1,OWID,2022-07-18
Croatia,HR,2020-06-13,0,OWID,2022-07-18
Croatia,HR,2020-06-20,3,OWID,2022-07-18
Croatia,HR,2020-06-27,6,OWID,2022-07-18
Croatia,HR,2020-07-04,57,OWID,2022-07-18
Croatia,HR,2020-07-11,67,OWID,2022-07-18
Croatia,HR,2020-07-18,96,OWID,2022-07-18
Croatia,HR,2020-07-25,101,OWID,2022-07-18
Croatia,HR,2020-08-01,82,OWID,2022-07-18
Croatia,HR,2020-08-08,76,OWID,2022-07-18
Croatia,HR,2020-08-15,64,OWID,2022-07-18
Croatia,HR,2020-08-22,70,OWID,2022-07-18
Croatia,HR,2020-08-29,99,OWID,2022-07-18
Croatia,HR,2020-09-05,190,OWID,2022-07-18
Croatia,HR,2020-09-12,235,OWID,2022-07-18
Croatia,HR,2020-09-19,220,OWID,2022-07-18
Croatia,HR,2020-09-26,172,OWID,2022-07-18
Croatia,HR,2020-10-03,206,OWID,2022-07-18
Croatia,HR,2020-10-10,233,OWID,2022-07-18
Croatia,HR,2020-10-17,341,OWID,2022-07-18
Croatia,HR,2020-10-24,526,OWID,2022-07-18
Croatia,HR,2020-10-31,826,OWID,2022-07-18
Croatia,HR,2020-11-07,1090,OWID,2022-07-18
Croatia,HR,2020-11-14,1308,OWID,2022-07-18
Croatia,HR,2020-11-21,1524,OWID,2022-07-18
Croatia,HR,2020-11-28,1616,OWID,2022-07-18
Croatia,HR,2020-12-05,1814,OWID,2022-07-18
Croatia,HR,2020-12-12,2205,OWID,2022-07-18
Croatia,HR,2020-12-19,2348,OWID,2022-07-18
Croatia,HR,2020-12-26,2180,OWID,2022-07-18
Croatia,HR,2021-01-02,1695,OWID,2022-07-18
Croatia,HR,2021-01-09,1529,OWID,2022-07-18
Croatia,HR,2021-01-16,1210,OWID,2022-07-18
Croatia,HR,2021-01-23,978,OWID,2022-07-18
Croatia,HR,2021-01-30,825,OWID,2022-07-18
Croatia,HR,2021-02-06,719,OWID,2022-07-18
Croatia,HR,2021-02-13,650,OWID,2022-07-18
Croatia,HR,2021-02-20,470,OWID,2022-07-18
Croatia,HR,2021-02-27,469,OWID,2022-07-18
Croatia,HR,2021-03-06,467,OWID,2022-07-18
Croatia,HR,2021-03-13,521,OWID,2022-07-18
Croatia,HR,2021-03-20,610,OWID,2022-07-18
Croatia,HR,2021-03-27,713,OWID,2022-07-18
Croatia,HR,2021-04-03,942,OWID,2022-07-18
Croatia,HR,2021-04-10,1262,OWID,2022-07-18
Croatia,HR,2021-04-17,1524,OWID,2022-07-18
Croatia,HR,2021-04-24,1628,OWID,2022-07-18
Croatia,HR,2021-05-01,1727,OWID,2022-07-18
Croatia,HR,2021-05-08,1547,OWID,2022-07-18
Croatia,HR,2021-05-15,1252,OWID,2022-07-18
Croatia,HR,2021-05-22,998,OWID,2022-07-18
Croatia,HR,2021-05-29,638,OWID,2022-07-18
Croatia,HR,2021-06-05,462,OWID,2022-07-18
Croatia,HR,2021-06-12,270,OWID,2022-07-18
Croatia,HR,2021-06-19,206,OWID,2022-07-18
Croatia,HR,2021-06-26,160,OWID,2022-07-18
Croatia,HR,2021-07-03,95,OWID,2022-07-18
Croatia,HR,2021-07-10,86,OWID,2022-07-18
Croatia,HR,2021-07-17,80,OWID,2022-07-18
Croatia,HR,2021-07-24,89,OWID,2022-07-18
Croatia,HR,2021-07-31,94,OWID,2022-07-18
Croatia,HR,2021-08-07,127,OWID,2022-07-18
Croatia,HR,2021-08-14,147,OWID,2022-07-18
Croatia,HR,2021-08-21,176,OWID,2022-07-18
Croatia,HR,2021-08-28,242,OWID,2022-07-18
Croatia,HR,2021-09-04,340,OWID,2022-07-18
Croatia,HR,2021-09-11,406,OWID,2022-07-18
Croatia,HR,2021-09-18,442,OWID,2022-07-18
Croatia,HR,2021-09-25,518,OWID,2022-07-18
Croatia,HR,2021-10-02,510,OWID,2022-07-18
Croatia,HR,2021-10-09,564,OWID,2022-07-18
Croatia,HR,2021-10-16,624,OWID,2022-07-18
Croatia,HR,2021-10-23,659,OWID,2022-07-18
Croatia,HR,2021-10-30,816,OWID,2022-07-18
Croatia,HR,2021-11-06,1127,OWID,2022-07-18
Croatia,HR,2021-11-13,1621,OWID,2022-07-18
Croatia,HR,2021-11-20,1686,OWID,2022-07-18
Croatia,HR,2021-11-27,1885,OWID,2022-07-18
Croatia,HR,2021-12-04,1731,OWID,2022-07-18
Croatia,HR,2021-12-11,1504,OWID,2022-07-18
Croatia,HR,2021-12-18,1444,OWID,2022-07-18
Croatia,HR,2021-12-25,1283,OWID,2022-07-18
Croatia,HR,2022-01-01,1031,OWID,2022-07-18
Croatia,HR,2022-01-08,1124,OWID,2022-07-18
Croatia,HR,2022-01-15,1195,OWID,2022-07-18
Croatia,HR,2022-01-22,1143,OWID,2022-07-18
Croatia,HR,2022-01-29,1414,OWID,2022-07-18
Croatia,HR,2022-02-05,1642,OWID,2022-07-18
Croatia,HR,2022-02-12,1687,OWID,2022-07-18
Croatia,HR,2022-02-19,1594,OWID,2022-07-18
Croatia,HR,2022-02-26,1156,OWID,2022-07-18
Croatia,HR,2022-03-05,882,OWID,2022-07-18
Croatia,HR,2022-03-12,571,OWID,2022-07-18
Croatia,HR,2022-03-19,497,OWID,2022-07-18
Croatia,HR,2022-03-26,471,OWID,2022-07-18
Croatia,HR,2022-04-02,490,OWID,2022-07-18
Croatia,HR,2022-04-09,495,OWID,2022-07-18
Croatia,HR,2022-04-16,376,OWID,2022-07-18
Croatia,HR,2022-04-23,337,OWID,2022-07-18
Croatia,HR,2022-04-30,365,OWID,2022-07-18
Croatia,HR,2022-05-07,358,OWID,2022-07-18
Croatia,HR,2022-05-14,308,OWID,2022-07-18
Croatia,HR,2022-05-21,248,OWID,2022-07-18
Croatia,HR,2022-05-28,172,OWID,2022-07-18
Croatia,HR,2022-06-04,143,OWID,2022-07-18
Croatia,HR,2022-06-11,138,OWID,2022-07-18
Croatia,HR,2022-06-18,117,OWID,2022-07-18
Croatia,HR,2022-06-25,118,OWID,2022-07-18
Croatia,HR,2022-07-02,173,OWID,2022-07-18
Croatia,HR,2022-07-09,245,OWID,2022-07-22
Croatia,HR,2022-07-16,349,OWID,2022-07-22
Croatia,HR,2022-07-23,461,OWID,2022-07-22
Croatia,HR,2022-07-30,570,OWID,2022-08-05
Croatia,HR,2022-08-06,500,OWID,2022-08-18
Croatia,HR,2022-08-13,386,OWID,2022-08-18
Croatia,HR,2022-08-20,590,OWID,2022-08-25
Croatia,HR,2022-08-27,519,OWID,2022-09-01
Cyprus,CY,2020-03-14,1,OWID,2022-07-18
Cyprus,CY,2020-03-21,8,OWID,2022-07-18
Cyprus,CY,2020-03-28,23,OWID,2022-07-18
Cyprus,CY,2020-04-04,53,OWID,2022-07-18
Cyprus,CY,2020-04-11,37,OWID,2022-07-18
Cyprus,CY,2020-04-18,20,OWID,2022-07-18
Cyprus,CY,2020-04-25,11,OWID,2022-07-18
Cyprus,CY,2020-05-02,6,OWID,2022-07-18
Cyprus,CY,2020-05-09,6,OWID,2022-07-18
Cyprus,CY,2020-05-16,6,OWID,2022-07-18
Cyprus,CY,2020-05-23,1,OWID,2022-07-18
Cyprus,CY,2020-05-30,1,OWID,2022-07-18
Cyprus,CY,2020-06-06,1,OWID,2022-07-18
Cyprus,CY,2020-06-13,1,OWID,2022-07-18
Cyprus,CY,2020-06-20,1,OWID,2022-07-18
Cyprus,CY,2020-06-27,1,OWID,2022-07-18
Cyprus,CY,2020-07-04,2,OWID,2022-07-18
Cyprus,CY,2020-07-25,1,OWID,2022-07-18
Cyprus,CY,2020-08-01,1,OWID,2022-07-18
Cyprus,CY,2020-08-08,8,OWID,2022-07-18
Cyprus,CY,2020-08-15,4,OWID,2022-07-18
Cyprus,CY,2020-08-22,2,OWID,2022-07-18
Cyprus,CY,2020-08-29,4,OWID,2022-07-18
Cyprus,CY,2020-09-05,5,OWID,2022-07-18
Cyprus,CY,2020-09-12,1,OWID,2022-07-18
Cyprus,CY,2020-09-19,2,OWID,2022-07-18
Cyprus,CY,2020-09-26,6,OWID,2022-07-18
Cyprus,CY,2020-10-03,15,OWID,2022-07-18
Cyprus,CY,2020-10-10,4,OWID,2022-07-18
Cyprus,CY,2020-10-17,7,OWID,2022-07-18
Cyprus,CY,2020-10-24,29,OWID,2022-07-18
Cyprus,CY,2020-10-31,33,OWID,2022-07-18
Cyprus,CY,2020-11-07,40,OWID,2022-07-18
Cyprus,CY,2020-11-14,64,OWID,2022-07-18
Cyprus,CY,2020-11-21,60,OWID,2022-07-18
Cyprus,CY,2020-11-28,72,OWID,2022-07-18
Cyprus,CY,2020-12-05,83,OWID,2022-07-18
Cyprus,CY,2020-12-12,76,OWID,2022-07-18
Cyprus,CY,2020-12-19,79,OWID,2022-07-18
Cyprus,CY,2020-12-26,105,OWID,2022-07-18
Cyprus,CY,2021-01-02,102,OWID,2022-07-18
Cyprus,CY,2021-01-09,124,OWID,2022-07-18
Cyprus,CY,2021-01-16,137,OWID,2022-07-18
Cyprus,CY,2021-01-23,117,OWID,2022-07-18
Cyprus,CY,2021-01-30,95,OWID,2022-07-18
Cyprus,CY,2021-02-06,70,OWID,2022-07-18
Cyprus,CY,2021-02-13,70,OWID,2022-07-18
Cyprus,CY,2021-02-20,54,OWID,2022-07-18
Cyprus,CY,2021-02-27,66,OWID,2022-07-18
Cyprus,CY,2021-03-06,60,OWID,2022-07-18
Cyprus,CY,2021-03-13,107,OWID,2022-07-18
Cyprus,CY,2021-03-20,178,OWID,2022-07-18
Cyprus,CY,2021-03-27,167,OWID,2022-07-18
Cyprus,CY,2021-04-03,146,OWID,2022-07-18
Cyprus,CY,2021-04-10,151,OWID,2022-07-18
Cyprus,CY,2021-04-17,176,OWID,2022-07-18
Cyprus,CY,2021-04-24,204,OWID,2022-07-18
Cyprus,CY,2021-05-01,249,OWID,2022-07-18
Cyprus,CY,2021-05-08,227,OWID,2022-07-18
Cyprus,CY,2021-05-15,186,OWID,2022-07-18
Cyprus,CY,2021-05-22,111,OWID,2022-07-18
Cyprus,CY,2021-05-29,67,OWID,2022-07-18
Cyprus,CY,2021-06-05,35,OWID,2022-07-18
Cyprus,CY,2021-06-12,22,OWID,2022-07-18
Cyprus,CY,2021-06-19,21,OWID,2022-07-18
Cyprus,CY,2021-06-26,35,OWID,2022-07-18
Cyprus,CY,2021-07-03,33,OWID,2022-07-18
Cyprus,CY,2021-07-10,77,OWID,2022-07-18
Cyprus,CY,2021-07-17,131,OWID,2022-07-18
Cyprus,CY,2021-07-24,201,OWID,2022-07-18
Cyprus,CY,2021-07-31,234,OWID,2022-07-18
