forecast_date,location,target,target_end_date,type,scenario_id,quantile,value
2021-10-11,AT,1 wk ahead inc death,2021-10-16,point,forecast,NA,65
2021-10-11,AT,2 wk ahead inc death,2021-10-23,point,forecast,NA,62
2021-10-11,AT,3 wk ahead inc death,2021-10-30,point,forecast,NA,59
2021-10-11,AT,4 wk ahead inc death,2021-11-06,point,forecast,NA,55
2021-10-11,BE,1 wk ahead inc death,2021-10-16,point,forecast,NA,65
2021-10-11,BE,2 wk ahead inc death,2021-10-23,point,forecast,NA,65
2021-10-11,BE,3 wk ahead inc death,2021-10-30,point,forecast,NA,63
2021-10-11,BE,4 wk ahead inc death,2021-11-06,point,forecast,NA,61
2021-10-11,BG,1 wk ahead inc death,2021-10-16,point,forecast,NA,575
2021-10-11,BG,2 wk ahead inc death,2021-10-23,point,forecast,NA,547
2021-10-11,BG,3 wk ahead inc death,2021-10-30,point,forecast,NA,505
2021-10-11,BG,4 wk ahead inc death,2021-11-06,point,forecast,NA,460
2021-10-11,CH,1 wk ahead inc death,2021-10-16,point,forecast,NA,25
2021-10-11,CH,2 wk ahead inc death,2021-10-23,point,forecast,NA,19
2021-10-11,CH,3 wk ahead inc death,2021-10-30,point,forecast,NA,15
2021-10-11,CH,4 wk ahead inc death,2021-11-06,point,forecast,NA,12
2021-10-11,CY,1 wk ahead inc death,2021-10-16,point,forecast,NA,5
2021-10-11,CY,2 wk ahead inc death,2021-10-23,point,forecast,NA,6
2021-10-11,CY,3 wk ahead inc death,2021-10-30,point,forecast,NA,5
2021-10-11,CY,4 wk ahead inc death,2021-11-06,point,forecast,NA,5
2021-10-11,CZ,1 wk ahead inc death,2021-10-16,point,forecast,NA,24
2021-10-11,CZ,2 wk ahead inc death,2021-10-23,point,forecast,NA,23
2021-10-11,CZ,3 wk ahead inc death,2021-10-30,point,forecast,NA,23
2021-10-11,CZ,4 wk ahead inc death,2021-11-06,point,forecast,NA,20
2021-10-11,DE,1 wk ahead inc death,2021-10-16,point,forecast,NA,439
2021-10-11,DE,2 wk ahead inc death,2021-10-23,point,forecast,NA,473
2021-10-11,DE,3 wk ahead inc death,2021-10-30,point,forecast,NA,488
2021-10-11,DE,4 wk ahead inc death,2021-11-06,point,forecast,NA,483
2021-10-11,DK,1 wk ahead inc death,2021-10-16,point,forecast,NA,6
2021-10-11,DK,2 wk ahead inc death,2021-10-23,point,forecast,NA,3
2021-10-11,DK,3 wk ahead inc death,2021-10-30,point,forecast,NA,2
2021-10-11,DK,4 wk ahead inc death,2021-11-06,point,forecast,NA,1
2021-10-11,EE,1 wk ahead inc death,2021-10-16,point,forecast,NA,32
2021-10-11,EE,2 wk ahead inc death,2021-10-23,point,forecast,NA,32
2021-10-11,EE,3 wk ahead inc death,2021-10-30,point,forecast,NA,31
2021-10-11,EE,4 wk ahead inc death,2021-11-06,point,forecast,NA,29
2021-10-11,ES,1 wk ahead inc death,2021-10-16,point,forecast,NA,277
2021-10-11,ES,2 wk ahead inc death,2021-10-23,point,forecast,NA,249
2021-10-11,ES,3 wk ahead inc death,2021-10-30,point,forecast,NA,228
2021-10-11,ES,4 wk ahead inc death,2021-11-06,point,forecast,NA,210
2021-10-11,FI,1 wk ahead inc death,2021-10-16,point,forecast,NA,18
2021-10-11,FI,2 wk ahead inc death,2021-10-23,point,forecast,NA,19
2021-10-11,FI,3 wk ahead inc death,2021-10-30,point,forecast,NA,19
2021-10-11,FI,4 wk ahead inc death,2021-11-06,point,forecast,NA,18
2021-10-11,FR,1 wk ahead inc death,2021-10-16,point,forecast,NA,194
2021-10-11,FR,2 wk ahead inc death,2021-10-23,point,forecast,NA,170
2021-10-11,FR,3 wk ahead inc death,2021-10-30,point,forecast,NA,145
2021-10-11,FR,4 wk ahead inc death,2021-11-06,point,forecast,NA,145
2021-10-11,GB,1 wk ahead inc death,2021-10-16,point,forecast,NA,782
2021-10-11,GB,2 wk ahead inc death,2021-10-23,point,forecast,NA,740
