forecast_date,location,target,target_end_date,type,scenario_id,quantile,value
2021-06-14,AT,1 wk ahead inc death,2021-06-19,point,forecast,NA,6
2021-06-14,AT,2 wk ahead inc death,2021-06-26,point,forecast,NA,0
2021-06-14,AT,3 wk ahead inc death,2021-07-03,point,forecast,NA,0
2021-06-14,AT,4 wk ahead inc death,2021-07-10,point,forecast,NA,0
2021-06-14,BE,1 wk ahead inc death,2021-06-19,point,forecast,NA,37
2021-06-14,BE,2 wk ahead inc death,2021-06-26,point,forecast,NA,13
2021-06-14,BE,3 wk ahead inc death,2021-07-03,point,forecast,NA,1
2021-06-14,BE,4 wk ahead inc death,2021-07-10,point,forecast,NA,0
2021-06-14,BG,1 wk ahead inc death,2021-06-19,point,forecast,NA,57
2021-06-14,BG,2 wk ahead inc death,2021-06-26,point,forecast,NA,38
2021-06-14,BG,3 wk ahead inc death,2021-07-03,point,forecast,NA,26
2021-06-14,BG,4 wk ahead inc death,2021-07-10,point,forecast,NA,18
2021-06-14,CH,1 wk ahead inc death,2021-06-19,point,forecast,NA,19
2021-06-14,CH,2 wk ahead inc death,2021-06-26,point,forecast,NA,14
2021-06-14,CH,3 wk ahead inc death,2021-07-03,point,forecast,NA,8
2021-06-14,CH,4 wk ahead inc death,2021-07-10,point,forecast,NA,4
2021-06-14,CY,1 wk ahead inc death,2021-06-19,point,forecast,NA,8
2021-06-14,CY,2 wk ahead inc death,2021-06-26,point,forecast,NA,7
2021-06-14,CY,3 wk ahead inc death,2021-07-03,point,forecast,NA,6
2021-06-14,CY,4 wk ahead inc death,2021-07-10,point,forecast,NA,4
2021-06-14,CZ,1 wk ahead inc death,2021-06-19,point,forecast,NA,44
2021-06-14,CZ,2 wk ahead inc death,2021-06-26,point,forecast,NA,28
2021-06-14,CZ,3 wk ahead inc death,2021-07-03,point,forecast,NA,17
2021-06-14,CZ,4 wk ahead inc death,2021-07-10,point,forecast,NA,9
2021-06-14,DE,1 wk ahead inc death,2021-06-19,point,forecast,NA,420
2021-06-14,DE,2 wk ahead inc death,2021-06-26,point,forecast,NA,302
2021-06-14,DE,3 wk ahead inc death,2021-07-03,point,forecast,NA,195
2021-06-14,DE,4 wk ahead inc death,2021-07-10,point,forecast,NA,107
2021-06-14,DK,1 wk ahead inc death,2021-06-19,point,forecast,NA,7
2021-06-14,DK,2 wk ahead inc death,2021-06-26,point,forecast,NA,6
2021-06-14,DK,3 wk ahead inc death,2021-07-03,point,forecast,NA,4
2021-06-14,DK,4 wk ahead inc death,2021-07-10,point,forecast,NA,2
2021-06-14,EE,1 wk ahead inc death,2021-06-19,point,forecast,NA,1
2021-06-14,EE,2 wk ahead inc death,2021-06-26,point,forecast,NA,0
2021-06-14,EE,3 wk ahead inc death,2021-07-03,point,forecast,NA,0
2021-06-14,EE,4 wk ahead inc death,2021-07-10,point,forecast,NA,0
2021-06-14,ES,1 wk ahead inc death,2021-06-19,point,forecast,NA,259
2021-06-14,ES,2 wk ahead inc death,2021-06-26,point,forecast,NA,174
2021-06-14,ES,3 wk ahead inc death,2021-07-03,point,forecast,NA,96
2021-06-14,ES,4 wk ahead inc death,2021-07-10,point,forecast,NA,10
2021-06-14,FI,1 wk ahead inc death,2021-06-19,point,forecast,NA,6
2021-06-14,FI,2 wk ahead inc death,2021-06-26,point,forecast,NA,5
2021-06-14,FI,3 wk ahead inc death,2021-07-03,point,forecast,NA,4
2021-06-14,FI,4 wk ahead inc death,2021-07-10,point,forecast,NA,3
2021-06-14,FR,1 wk ahead inc death,2021-06-19,point,forecast,NA,293
2021-06-14,FR,2 wk ahead inc death,2021-06-26,point,forecast,NA,184
2021-06-14,FR,3 wk ahead inc death,2021-07-03,point,forecast,NA,108
2021-06-14,FR,4 wk ahead inc death,2021-07-10,point,forecast,NA,55
2021-06-14,GB,1 wk ahead inc death,2021-06-19,point,forecast,NA,48
2021-06-14,GB,2 wk ahead inc death,2021-06-26,point,forecast,NA,23
2021-06-14,GB,3 wk ahead inc death,2021-07-03,point,forecast,NA,0
2021-06-14,GB,4 wk ahead inc death,2021-07-10,point,forecast,NA,0
2021-06-14,GR,1 wk ahead inc death,2021-06-19,point,forecast,NA,108
2021-06-14,GR,2 wk ahead inc death,2021-06-26,point,forecast,NA,80
2021-06-14,GR,3 wk ahead inc death,2021-07-03,point,forecast,NA,58
2021-06-14,GR,4 wk ahead inc death,2021-07-10,point,forecast,NA,39
2021-06-14,HR,1 wk ahead inc death,2021-06-19,point,forecast,NA,36
2021-06-14,HR,2 wk ahead inc death,2021-06-26,point,forecast,NA,25
2021-06-14,HR,3 wk ahead inc death,2021-07-03,point,forecast,NA,19
2021-06-14,HR,4 wk ahead inc death,2021-07-10,point,forecast,NA,15
2021-06-14,HU,1 wk ahead inc death,2021-06-19,point,forecast,NA,14
2021-06-14,HU,2 wk ahead inc death,2021-06-26,point,forecast,NA,3
2021-06-14,HU,3 wk ahead inc death,2021-07-03,point,forecast,NA,0
2021-06-14,HU,4 wk ahead inc death,2021-07-10,point,forecast,NA,0
2021-06-14,IE,1 wk ahead inc death,2021-06-19,point,forecast,NA,1
2021-06-14,IE,2 wk ahead inc death,2021-06-26,point,forecast,NA,1
2021-06-14,IE,3 wk ahead inc death,2021-07-03,point,forecast,NA,2
2021-06-14,IE,4 wk ahead inc death,2021-07-10,point,forecast,NA,4
2021-06-14,IS,1 wk ahead inc death,2021-06-19,point,forecast,NA,0
2021-06-14,IS,2 wk ahead inc death,2021-06-26,point,forecast,NA,0
2021-06-14,IS,3 wk ahead inc death,2021-07-03,point,forecast,NA,0
2021-06-14,IS,4 wk ahead inc death,2021-07-10,point,forecast,NA,0
2021-06-14,IT,1 wk ahead inc death,2021-06-19,point,forecast,NA,391
2021-06-14,IT,2 wk ahead inc death,2021-06-26,point,forecast,NA,280
2021-06-14,IT,3 wk ahead inc death,2021-07-03,point,forecast,NA,201
2021-06-14,IT,4 wk ahead inc death,2021-07-10,point,forecast,NA,144
2021-06-14,LI,1 wk ahead inc death,2021-06-19,point,forecast,NA,1
2021-06-14,LI,2 wk ahead inc death,2021-06-26,point,forecast,NA,1
2021-06-14,LI,3 wk ahead inc death,2021-07-03,point,forecast,NA,0
2021-06-14,LI,4 wk ahead inc death,2021-07-10,point,forecast,NA,0
2021-06-14,LT,1 wk ahead inc death,2021-06-19,point,forecast,NA,24
2021-06-14,LT,2 wk ahead inc death,2021-06-26,point,forecast,NA,16
2021-06-14,LT,3 wk ahead inc death,2021-07-03,point,forecast,NA,11
2021-06-14,LT,4 wk ahead inc death,2021-07-10,point,forecast,NA,9
2021-06-14,LU,1 wk ahead inc death,2021-06-19,point,forecast,NA,0
2021-06-14,LU,2 wk ahead inc death,2021-06-26,point,forecast,NA,0
2021-06-14,LU,3 wk ahead inc death,2021-07-03,point,forecast,NA,0
2021-06-14,LU,4 wk ahead inc death,2021-07-10,point,forecast,NA,1
2021-06-14,LV,1 wk ahead inc death,2021-06-19,point,forecast,NA,34
2021-06-14,LV,2 wk ahead inc death,2021-06-26,point,forecast,NA,26
2021-06-14,LV,3 wk ahead inc death,2021-07-03,point,forecast,NA,19
2021-06-14,LV,4 wk ahead inc death,2021-07-10,point,forecast,NA,14
2021-06-14,MT,1 wk ahead inc death,2021-06-19,point,forecast,NA,0
2021-06-14,MT,2 wk ahead inc death,2021-06-26,point,forecast,NA,0
2021-06-14,MT,3 wk ahead inc death,2021-07-03,point,forecast,NA,0
2021-06-14,MT,4 wk ahead inc death,2021-07-10,point,forecast,NA,0
2021-06-14,NL,1 wk ahead inc death,2021-06-19,point,forecast,NA,13
2021-06-14,NL,2 wk ahead inc death,2021-06-26,point,forecast,NA,1
2021-06-14,NL,3 wk ahead inc death,2021-07-03,point,forecast,NA,0
2021-06-14,NL,4 wk ahead inc death,2021-07-10,point,forecast,NA,0
2021-06-14,NO,1 wk ahead inc death,2021-06-19,point,forecast,NA,5
2021-06-14,NO,2 wk ahead inc death,2021-06-26,point,forecast,NA,3
2021-06-14,NO,3 wk ahead inc death,2021-07-03,point,forecast,NA,2
2021-06-14,NO,4 wk ahead inc death,2021-07-10,point,forecast,NA,1
2021-06-14,PL,1 wk ahead inc death,2021-06-19,point,forecast,NA,324
2021-06-14,PL,2 wk ahead inc death,2021-06-26,point,forecast,NA,237
2021-06-14,PL,3 wk ahead inc death,2021-07-03,point,forecast,NA,176
2021-06-14,PL,4 wk ahead inc death,2021-07-10,point,forecast,NA,132
2021-06-14,PT,1 wk ahead inc death,2021-06-19,point,forecast,NA,12
2021-06-14,PT,2 wk ahead inc death,2021-06-26,point,forecast,NA,11
2021-06-14,PT,3 wk ahead inc death,2021-07-03,point,forecast,NA,9
2021-06-14,PT,4 wk ahead inc death,2021-07-10,point,forecast,NA,6
2021-06-14,RO,1 wk ahead inc death,2021-06-19,point,forecast,NA,996
2021-06-14,RO,2 wk ahead inc death,2021-06-26,point,forecast,NA,858
2021-06-14,RO,3 wk ahead inc death,2021-07-03,point,forecast,NA,718
2021-06-14,RO,4 wk ahead inc death,2021-07-10,point,forecast,NA,596
2021-06-14,SE,1 wk ahead inc death,2021-06-19,point,forecast,NA,43
2021-06-14,SE,2 wk ahead inc death,2021-06-26,point,forecast,NA,41
2021-06-14,SE,3 wk ahead inc death,2021-07-03,point,forecast,NA,49
2021-06-14,SE,4 wk ahead inc death,2021-07-10,point,forecast,NA,62
2021-06-14,SI,1 wk ahead inc death,2021-06-19,point,forecast,NA,12
2021-06-14,SI,2 wk ahead inc death,2021-06-26,point,forecast,NA,9
2021-06-14,SI,3 wk ahead inc death,2021-07-03,point,forecast,NA,6
2021-06-14,SI,4 wk ahead inc death,2021-07-10,point,forecast,NA,4
2021-06-14,SK,1 wk ahead inc death,2021-06-19,point,forecast,NA,20
2021-06-14,SK,2 wk ahead inc death,2021-06-26,point,forecast,NA,7
2021-06-14,SK,3 wk ahead inc death,2021-07-03,point,forecast,NA,0
2021-06-14,SK,4 wk ahead inc death,2021-07-10,point,forecast,NA,0
