forecast_date,location,target,target_end_date,type,scenario_id,quantile,value
2021-08-30,AT,1 wk ahead inc death,2021-09-04,point,forecast,NA,26
2021-08-30,AT,2 wk ahead inc death,2021-09-11,point,forecast,NA,33
2021-08-30,AT,3 wk ahead inc death,2021-09-18,point,forecast,NA,37
2021-08-30,AT,4 wk ahead inc death,2021-09-25,point,forecast,NA,38
2021-08-30,BE,1 wk ahead inc death,2021-09-04,point,forecast,NA,48
2021-08-30,BE,2 wk ahead inc death,2021-09-11,point,forecast,NA,53
2021-08-30,BE,3 wk ahead inc death,2021-09-18,point,forecast,NA,58
2021-08-30,BE,4 wk ahead inc death,2021-09-25,point,forecast,NA,60
2021-08-30,BG,1 wk ahead inc death,2021-09-04,point,forecast,NA,264
2021-08-30,BG,2 wk ahead inc death,2021-09-11,point,forecast,NA,284
2021-08-30,BG,3 wk ahead inc death,2021-09-18,point,forecast,NA,290
2021-08-30,BG,4 wk ahead inc death,2021-09-25,point,forecast,NA,287
2021-08-30,CH,1 wk ahead inc death,2021-09-04,point,forecast,NA,40
2021-08-30,CH,2 wk ahead inc death,2021-09-11,point,forecast,NA,50
2021-08-30,CH,3 wk ahead inc death,2021-09-18,point,forecast,NA,56
2021-08-30,CH,4 wk ahead inc death,2021-09-25,point,forecast,NA,58
2021-08-30,CY,1 wk ahead inc death,2021-09-04,point,forecast,NA,17
2021-08-30,CY,2 wk ahead inc death,2021-09-11,point,forecast,NA,15
2021-08-30,CY,3 wk ahead inc death,2021-09-18,point,forecast,NA,13
2021-08-30,CY,4 wk ahead inc death,2021-09-25,point,forecast,NA,12
2021-08-30,CZ,1 wk ahead inc death,2021-09-04,point,forecast,NA,21
2021-08-30,CZ,2 wk ahead inc death,2021-09-11,point,forecast,NA,23
2021-08-30,CZ,3 wk ahead inc death,2021-09-18,point,forecast,NA,24
2021-08-30,CZ,4 wk ahead inc death,2021-09-25,point,forecast,NA,24
2021-08-30,DE,1 wk ahead inc death,2021-09-04,point,forecast,NA,164
2021-08-30,DE,2 wk ahead inc death,2021-09-11,point,forecast,NA,358
2021-08-30,DE,3 wk ahead inc death,2021-09-18,point,forecast,NA,399
2021-08-30,DE,4 wk ahead inc death,2021-09-25,point,forecast,NA,486
2021-08-30,DK,1 wk ahead inc death,2021-09-04,point,forecast,NA,15
2021-08-30,DK,2 wk ahead inc death,2021-09-11,point,forecast,NA,16
2021-08-30,DK,3 wk ahead inc death,2021-09-18,point,forecast,NA,17
2021-08-30,DK,4 wk ahead inc death,2021-09-25,point,forecast,NA,17
2021-08-30,EE,1 wk ahead inc death,2021-09-04,point,forecast,NA,7
2021-08-30,EE,2 wk ahead inc death,2021-09-11,point,forecast,NA,8
2021-08-30,EE,3 wk ahead inc death,2021-09-18,point,forecast,NA,8
2021-08-30,EE,4 wk ahead inc death,2021-09-25,point,forecast,NA,8
2021-08-30,ES,1 wk ahead inc death,2021-09-04,point,forecast,NA,889
2021-08-30,ES,2 wk ahead inc death,2021-09-11,point,forecast,NA,825
2021-08-30,ES,3 wk ahead inc death,2021-09-18,point,forecast,NA,703
2021-08-30,ES,4 wk ahead inc death,2021-09-25,point,forecast,NA,619
2021-08-30,FI,1 wk ahead inc death,2021-09-04,point,forecast,NA,11
2021-08-30,FI,2 wk ahead inc death,2021-09-11,point,forecast,NA,14
2021-08-30,FI,3 wk ahead inc death,2021-09-18,point,forecast,NA,17
2021-08-30,FI,4 wk ahead inc death,2021-09-25,point,forecast,NA,20
2021-08-30,FR,1 wk ahead inc death,2021-09-04,point,forecast,NA,865
2021-08-30,FR,2 wk ahead inc death,2021-09-11,point,forecast,NA,910
2021-08-30,FR,3 wk ahead inc death,2021-09-18,point,forecast,NA,939
2021-08-30,FR,4 wk ahead inc death,2021-09-25,point,forecast,NA,940
2021-08-30,GB,1 wk ahead inc death,2021-09-04,point,forecast,NA,896
2021-08-30,GB,2 wk ahead inc death,2021-09-11,point,forecast,NA,961
2021-08-30,GB,3 wk ahead inc death,2021-09-18,point,forecast,NA,987
2021-08-30,GB,4 wk ahead inc death,2021-09-25,point,forecast,NA,990
2021-08-30,GR,1 wk ahead inc death,2021-09-04,point,forecast,NA,240
2021-08-30,GR,2 wk ahead inc death,2021-09-11,point,forecast,NA,238
2021-08-30,GR,3 wk ahead inc death,2021-09-18,point,forecast,NA,221
2021-08-30,GR,4 wk ahead inc death,2021-09-25,point,forecast,NA,203
2021-08-30,HR,1 wk ahead inc death,2021-09-04,point,forecast,NA,31
2021-08-30,HR,2 wk ahead inc death,2021-09-11,point,forecast,NA,35
2021-08-30,HR,3 wk ahead inc death,2021-09-18,point,forecast,NA,37
2021-08-30,HR,4 wk ahead inc death,2021-09-25,point,forecast,NA,37
2021-08-30,HU,1 wk ahead inc death,2021-09-04,point,forecast,NA,10
2021-08-30,HU,2 wk ahead inc death,2021-09-11,point,forecast,NA,9
2021-08-30,HU,3 wk ahead inc death,2021-09-18,point,forecast,NA,8
2021-08-30,HU,4 wk ahead inc death,2021-09-25,point,forecast,NA,8
2021-08-30,IE,1 wk ahead inc death,2021-09-04,point,forecast,NA,23
2021-08-30,IE,2 wk ahead inc death,2021-09-11,point,forecast,NA,26
2021-08-30,IE,3 wk ahead inc death,2021-09-18,point,forecast,NA,28
2021-08-30,IE,4 wk ahead inc death,2021-09-25,point,forecast,NA,29
2021-08-30,IS,1 wk ahead inc death,2021-09-04,point,forecast,NA,3
2021-08-30,IS,2 wk ahead inc death,2021-09-11,point,forecast,NA,4
2021-08-30,IS,3 wk ahead inc death,2021-09-18,point,forecast,NA,3
2021-08-30,IS,4 wk ahead inc death,2021-09-25,point,forecast,NA,3
2021-08-30,IT,1 wk ahead inc death,2021-09-04,point,forecast,NA,370
2021-08-30,IT,2 wk ahead inc death,2021-09-11,point,forecast,NA,390
2021-08-30,IT,3 wk ahead inc death,2021-09-18,point,forecast,NA,399
2021-08-30,IT,4 wk ahead inc death,2021-09-25,point,forecast,NA,401
2021-08-30,LI,1 wk ahead inc death,2021-09-04,point,forecast,NA,0
2021-08-30,LI,2 wk ahead inc death,2021-09-11,point,forecast,NA,0
2021-08-30,LI,3 wk ahead inc death,2021-09-18,point,forecast,NA,0
2021-08-30,LI,4 wk ahead inc death,2021-09-25,point,forecast,NA,0
2021-08-30,LT,1 wk ahead inc death,2021-09-04,point,forecast,NA,60
2021-08-30,LT,2 wk ahead inc death,2021-09-11,point,forecast,NA,63
2021-08-30,LT,3 wk ahead inc death,2021-09-18,point,forecast,NA,64
2021-08-30,LT,4 wk ahead inc death,2021-09-25,point,forecast,NA,63
2021-08-30,LU,1 wk ahead inc death,2021-09-04,point,forecast,NA,0
2021-08-30,LU,2 wk ahead inc death,2021-09-11,point,forecast,NA,1
2021-08-30,LU,3 wk ahead inc death,2021-09-18,point,forecast,NA,1
2021-08-30,LU,4 wk ahead inc death,2021-09-25,point,forecast,NA,1
2021-08-30,LV,1 wk ahead inc death,2021-09-04,point,forecast,NA,6
2021-08-30,LV,2 wk ahead inc death,2021-09-11,point,forecast,NA,7
2021-08-30,LV,3 wk ahead inc death,2021-09-18,point,forecast,NA,7
2021-08-30,LV,4 wk ahead inc death,2021-09-25,point,forecast,NA,7
2021-08-30,MT,1 wk ahead inc death,2021-09-04,point,forecast,NA,5
2021-08-30,MT,2 wk ahead inc death,2021-09-11,point,forecast,NA,4
2021-08-30,MT,3 wk ahead inc death,2021-09-18,point,forecast,NA,3
2021-08-30,MT,4 wk ahead inc death,2021-09-25,point,forecast,NA,2
2021-08-30,NL,1 wk ahead inc death,2021-09-04,point,forecast,NA,63
2021-08-30,NL,2 wk ahead inc death,2021-09-11,point,forecast,NA,66
2021-08-30,NL,3 wk ahead inc death,2021-09-18,point,forecast,NA,67
2021-08-30,NL,4 wk ahead inc death,2021-09-25,point,forecast,NA,67
2021-08-30,NO,1 wk ahead inc death,2021-09-04,point,forecast,NA,4
2021-08-30,NO,2 wk ahead inc death,2021-09-11,point,forecast,NA,4
2021-08-30,NO,3 wk ahead inc death,2021-09-18,point,forecast,NA,5
2021-08-30,NO,4 wk ahead inc death,2021-09-25,point,forecast,NA,5
2021-08-30,PL,1 wk ahead inc death,2021-09-04,point,forecast,NA,27
2021-08-30,PL,2 wk ahead inc death,2021-09-11,point,forecast,NA,31
2021-08-30,PL,3 wk ahead inc death,2021-09-18,point,forecast,NA,32
2021-08-30,PL,4 wk ahead inc death,2021-09-25,point,forecast,NA,33
2021-08-30,PT,1 wk ahead inc death,2021-09-04,point,forecast,NA,81
2021-08-30,PT,2 wk ahead inc death,2021-09-11,point,forecast,NA,84
2021-08-30,PT,3 wk ahead inc death,2021-09-18,point,forecast,NA,84
2021-08-30,PT,4 wk ahead inc death,2021-09-25,point,forecast,NA,84
2021-08-30,RO,1 wk ahead inc death,2021-09-04,point,forecast,NA,121
2021-08-30,RO,2 wk ahead inc death,2021-09-11,point,forecast,NA,128
2021-08-30,RO,3 wk ahead inc death,2021-09-18,point,forecast,NA,129
2021-08-30,RO,4 wk ahead inc death,2021-09-25,point,forecast,NA,126
2021-08-30,SE,1 wk ahead inc death,2021-09-04,point,forecast,NA,30
2021-08-30,SE,2 wk ahead inc death,2021-09-11,point,forecast,NA,39
2021-08-30,SE,3 wk ahead inc death,2021-09-18,point,forecast,NA,45
2021-08-30,SE,4 wk ahead inc death,2021-09-25,point,forecast,NA,47
2021-08-30,SI,1 wk ahead inc death,2021-09-04,point,forecast,NA,12
2021-08-30,SI,2 wk ahead inc death,2021-09-11,point,forecast,NA,14
2021-08-30,SI,3 wk ahead inc death,2021-09-18,point,forecast,NA,15
2021-08-30,SI,4 wk ahead inc death,2021-09-25,point,forecast,NA,15
2021-08-30,SK,1 wk ahead inc death,2021-09-04,point,forecast,NA,1
2021-08-30,SK,2 wk ahead inc death,2021-09-11,point,forecast,NA,2
2021-08-30,SK,3 wk ahead inc death,2021-09-18,point,forecast,NA,2
2021-08-30,SK,4 wk ahead inc death,2021-09-25,point,forecast,NA,2
2021-08-30,BE,1 wk ahead inc hosp,2021-09-04,point,forecast,NA,390
2021-08-30,BE,2 wk ahead inc hosp,2021-09-11,point,forecast,NA,376
2021-08-30,BE,3 wk ahead inc hosp,2021-09-18,point,forecast,NA,364
2021-08-30,BE,4 wk ahead inc hosp,2021-09-25,point,forecast,NA,357
2021-08-30,DK,1 wk ahead inc hosp,2021-09-04,point,forecast,NA,220
2021-08-30,DK,2 wk ahead inc hosp,2021-09-11,point,forecast,NA,213
2021-08-30,DK,3 wk ahead inc hosp,2021-09-18,point,forecast,NA,202
2021-08-30,DK,4 wk ahead inc hosp,2021-09-25,point,forecast,NA,190
2021-08-30,EE,1 wk ahead inc hosp,2021-09-04,point,forecast,NA,51
2021-08-30,EE,2 wk ahead inc hosp,2021-09-11,point,forecast,NA,44
2021-08-30,EE,3 wk ahead inc hosp,2021-09-18,point,forecast,NA,42
2021-08-30,EE,4 wk ahead inc hosp,2021-09-25,point,forecast,NA,41
2021-08-30,ES,1 wk ahead inc hosp,2021-09-04,point,forecast,NA,1927
2021-08-30,ES,2 wk ahead inc hosp,2021-09-11,point,forecast,NA,1734
2021-08-30,ES,3 wk ahead inc hosp,2021-09-18,point,forecast,NA,1604
2021-08-30,ES,4 wk ahead inc hosp,2021-09-25,point,forecast,NA,1565
2021-08-30,FR,1 wk ahead inc hosp,2021-09-04,point,forecast,NA,6875
2021-08-30,FR,2 wk ahead inc hosp,2021-09-11,point,forecast,NA,6714
2021-08-30,FR,3 wk ahead inc hosp,2021-09-18,point,forecast,NA,6381
2021-08-30,FR,4 wk ahead inc hosp,2021-09-25,point,forecast,NA,5973
2021-08-30,HR,1 wk ahead inc hosp,2021-09-04,point,forecast,NA,307
2021-08-30,HR,2 wk ahead inc hosp,2021-09-11,point,forecast,NA,327
2021-08-30,HR,3 wk ahead inc hosp,2021-09-18,point,forecast,NA,332
2021-08-30,HR,4 wk ahead inc hosp,2021-09-25,point,forecast,NA,329
2021-08-30,IE,1 wk ahead inc hosp,2021-09-04,point,forecast,NA,227
2021-08-30,IE,2 wk ahead inc hosp,2021-09-11,point,forecast,NA,217
2021-08-30,IE,3 wk ahead inc hosp,2021-09-18,point,forecast,NA,210
2021-08-30,IE,4 wk ahead inc hosp,2021-09-25,point,forecast,NA,195
2021-08-30,NL,1 wk ahead inc hosp,2021-09-04,point,forecast,NA,328
2021-08-30,NL,2 wk ahead inc hosp,2021-09-11,point,forecast,NA,317
2021-08-30,NL,3 wk ahead inc hosp,2021-09-18,point,forecast,NA,315
2021-08-30,NL,4 wk ahead inc hosp,2021-09-25,point,forecast,NA,311
2021-08-30,NO,1 wk ahead inc hosp,2021-09-04,point,forecast,NA,56
2021-08-30,NO,2 wk ahead inc hosp,2021-09-11,point,forecast,NA,57
2021-08-30,NO,3 wk ahead inc hosp,2021-09-18,point,forecast,NA,54
2021-08-30,NO,4 wk ahead inc hosp,2021-09-25,point,forecast,NA,52
2021-08-30,SI,1 wk ahead inc hosp,2021-09-04,point,forecast,NA,103
2021-08-30,SI,2 wk ahead inc hosp,2021-09-11,point,forecast,NA,113
2021-08-30,SI,3 wk ahead inc hosp,2021-09-18,point,forecast,NA,113
2021-08-30,SI,4 wk ahead inc hosp,2021-09-25,point,forecast,NA,110
