forecast_date,location,target,target_end_date,type,scenario_id,quantile,value
2021-07-12,AT,1 wk ahead inc death,2021-07-17,point,forecast,NA,10
2021-07-12,AT,2 wk ahead inc death,2021-07-24,point,forecast,NA,8
2021-07-12,AT,3 wk ahead inc death,2021-07-31,point,forecast,NA,6
2021-07-12,AT,4 wk ahead inc death,2021-08-07,point,forecast,NA,5
2021-07-12,BE,1 wk ahead inc death,2021-07-17,point,forecast,NA,5
2021-07-12,BE,2 wk ahead inc death,2021-07-24,point,forecast,NA,2
2021-07-12,BE,3 wk ahead inc death,2021-07-31,point,forecast,NA,0
2021-07-12,BE,4 wk ahead inc death,2021-08-07,point,forecast,NA,0
2021-07-12,BG,1 wk ahead inc death,2021-07-17,point,forecast,NA,41
2021-07-12,BG,2 wk ahead inc death,2021-07-24,point,forecast,NA,34
2021-07-12,BG,3 wk ahead inc death,2021-07-31,point,forecast,NA,28
2021-07-12,BG,4 wk ahead inc death,2021-08-07,point,forecast,NA,24
2021-07-12,CH,1 wk ahead inc death,2021-07-17,point,forecast,NA,4
2021-07-12,CH,2 wk ahead inc death,2021-07-24,point,forecast,NA,4
2021-07-12,CH,3 wk ahead inc death,2021-07-31,point,forecast,NA,4
2021-07-12,CH,4 wk ahead inc death,2021-08-07,point,forecast,NA,4
2021-07-12,CY,1 wk ahead inc death,2021-07-17,point,forecast,NA,2
2021-07-12,CY,2 wk ahead inc death,2021-07-24,point,forecast,NA,2
2021-07-12,CY,3 wk ahead inc death,2021-07-31,point,forecast,NA,1
2021-07-12,CY,4 wk ahead inc death,2021-08-07,point,forecast,NA,0
2021-07-12,CZ,1 wk ahead inc death,2021-07-17,point,forecast,NA,18
2021-07-12,CZ,2 wk ahead inc death,2021-07-24,point,forecast,NA,17
2021-07-12,CZ,3 wk ahead inc death,2021-07-31,point,forecast,NA,15
2021-07-12,CZ,4 wk ahead inc death,2021-08-07,point,forecast,NA,13
2021-07-12,DE,1 wk ahead inc death,2021-07-17,point,forecast,NA,164
2021-07-12,DE,2 wk ahead inc death,2021-07-24,point,forecast,NA,124
2021-07-12,DE,3 wk ahead inc death,2021-07-31,point,forecast,NA,99
2021-07-12,DE,4 wk ahead inc death,2021-08-07,point,forecast,NA,78
2021-07-12,DK,1 wk ahead inc death,2021-07-17,point,forecast,NA,2
2021-07-12,DK,2 wk ahead inc death,2021-07-24,point,forecast,NA,1
2021-07-12,DK,3 wk ahead inc death,2021-07-31,point,forecast,NA,1
2021-07-12,DK,4 wk ahead inc death,2021-08-07,point,forecast,NA,1
2021-07-12,EE,1 wk ahead inc death,2021-07-17,point,forecast,NA,0
2021-07-12,EE,2 wk ahead inc death,2021-07-24,point,forecast,NA,0
2021-07-12,EE,3 wk ahead inc death,2021-07-31,point,forecast,NA,0
2021-07-12,EE,4 wk ahead inc death,2021-08-07,point,forecast,NA,0
2021-07-12,ES,1 wk ahead inc death,2021-07-17,point,forecast,NA,136
2021-07-12,ES,2 wk ahead inc death,2021-07-24,point,forecast,NA,206
2021-07-12,ES,3 wk ahead inc death,2021-07-31,point,forecast,NA,295
2021-07-12,ES,4 wk ahead inc death,2021-08-07,point,forecast,NA,338
2021-07-12,FI,1 wk ahead inc death,2021-07-17,point,forecast,NA,7
2021-07-12,FI,2 wk ahead inc death,2021-07-24,point,forecast,NA,8
2021-07-12,FI,3 wk ahead inc death,2021-07-31,point,forecast,NA,9
2021-07-12,FI,4 wk ahead inc death,2021-08-07,point,forecast,NA,11
2021-07-12,FR,1 wk ahead inc death,2021-07-17,point,forecast,NA,135
2021-07-12,FR,2 wk ahead inc death,2021-07-24,point,forecast,NA,99
2021-07-12,FR,3 wk ahead inc death,2021-07-31,point,forecast,NA,64
