forecast_date,location,target,target_end_date,type,scenario_id,quantile,value
2021-05-24,AT,1 wk ahead inc death,2021-05-29,point,forecast,NA,47
2021-05-24,AT,2 wk ahead inc death,2021-06-05,point,forecast,NA,31
2021-05-24,AT,3 wk ahead inc death,2021-06-12,point,forecast,NA,18
2021-05-24,AT,4 wk ahead inc death,2021-06-19,point,forecast,NA,16
2021-05-24,BE,1 wk ahead inc death,2021-05-29,point,forecast,NA,84
2021-05-24,BE,2 wk ahead inc death,2021-06-05,point,forecast,NA,34
2021-05-24,BE,3 wk ahead inc death,2021-06-12,point,forecast,NA,0
2021-05-24,BE,4 wk ahead inc death,2021-06-19,point,forecast,NA,0
2021-05-24,BG,1 wk ahead inc death,2021-05-29,point,forecast,NA,163
2021-05-24,BG,2 wk ahead inc death,2021-06-05,point,forecast,NA,120
2021-05-24,BG,3 wk ahead inc death,2021-06-12,point,forecast,NA,98
2021-05-24,BG,4 wk ahead inc death,2021-06-19,point,forecast,NA,83
2021-05-24,CH,1 wk ahead inc death,2021-05-29,point,forecast,NA,34
2021-05-24,CH,2 wk ahead inc death,2021-06-05,point,forecast,NA,27
2021-05-24,CH,3 wk ahead inc death,2021-06-12,point,forecast,NA,18
2021-05-24,CH,4 wk ahead inc death,2021-06-19,point,forecast,NA,8
2021-05-24,CY,1 wk ahead inc death,2021-05-29,point,forecast,NA,5
2021-05-24,CY,2 wk ahead inc death,2021-06-05,point,forecast,NA,3
2021-05-24,CY,3 wk ahead inc death,2021-06-12,point,forecast,NA,2
2021-05-24,CY,4 wk ahead inc death,2021-06-19,point,forecast,NA,2
2021-05-24,CZ,1 wk ahead inc death,2021-05-29,point,forecast,NA,70
2021-05-24,CZ,2 wk ahead inc death,2021-06-05,point,forecast,NA,36
2021-05-24,CZ,3 wk ahead inc death,2021-06-12,point,forecast,NA,25
2021-05-24,CZ,4 wk ahead inc death,2021-06-19,point,forecast,NA,18
2021-05-24,DE,1 wk ahead inc death,2021-05-29,point,forecast,NA,924
2021-05-24,DE,2 wk ahead inc death,2021-06-05,point,forecast,NA,627
2021-05-24,DE,3 wk ahead inc death,2021-06-12,point,forecast,NA,421
2021-05-24,DE,4 wk ahead inc death,2021-06-19,point,forecast,NA,209
2021-05-24,DK,1 wk ahead inc death,2021-05-29,point,forecast,NA,1
2021-05-24,DK,2 wk ahead inc death,2021-06-05,point,forecast,NA,0
2021-05-24,DK,3 wk ahead inc death,2021-06-12,point,forecast,NA,0
2021-05-24,DK,4 wk ahead inc death,2021-06-19,point,forecast,NA,0
2021-05-24,EE,1 wk ahead inc death,2021-05-29,point,forecast,NA,14
2021-05-24,EE,2 wk ahead inc death,2021-06-05,point,forecast,NA,11
2021-05-24,EE,3 wk ahead inc death,2021-06-12,point,forecast,NA,7
2021-05-24,EE,4 wk ahead inc death,2021-06-19,point,forecast,NA,5
2021-05-24,ES,1 wk ahead inc death,2021-05-29,point,forecast,NA,118
2021-05-24,ES,2 wk ahead inc death,2021-06-05,point,forecast,NA,24
2021-05-24,ES,3 wk ahead inc death,2021-06-12,point,forecast,NA,0
2021-05-24,ES,4 wk ahead inc death,2021-06-19,point,forecast,NA,0
2021-05-24,FI,1 wk ahead inc death,2021-05-29,point,forecast,NA,3
2021-05-24,FI,2 wk ahead inc death,2021-06-05,point,forecast,NA,3
2021-05-24,FI,3 wk ahead inc death,2021-06-12,point,forecast,NA,2
2021-05-24,FI,4 wk ahead inc death,2021-06-19,point,forecast,NA,0
2021-05-24,FR,1 wk ahead inc death,2021-05-29,point,forecast,NA,152
2021-05-24,FR,2 wk ahead inc death,2021-06-05,point,forecast,NA,95
2021-05-24,FR,3 wk ahead inc death,2021-06-12,point,forecast,NA,77
2021-05-24,FR,4 wk ahead inc death,2021-06-19,point,forecast,NA,166
2021-05-24,GB,1 wk ahead inc death,2021-05-29,point,forecast,NA,0
2021-05-24,GB,2 wk ahead inc death,2021-06-05,point,forecast,NA,0
2021-05-24,GB,3 wk ahead inc death,2021-06-12,point,forecast,NA,0
2021-05-24,GB,4 wk ahead inc death,2021-06-19,point,forecast,NA,0
2021-05-24,GR,1 wk ahead inc death,2021-05-29,point,forecast,NA,284
2021-05-24,GR,2 wk ahead inc death,2021-06-05,point,forecast,NA,216
2021-05-24,GR,3 wk ahead inc death,2021-06-12,point,forecast,NA,139
