forecast_date,location,target,target_end_date,type,quantile,value
2021-05-31,GB,3 wk ahead inc death,2021-06-19,point,NA,26
2021-05-31,GB,4 wk ahead inc death,2021-06-26,point,NA,2
2021-05-31,GR,1 wk ahead inc death,2021-06-05,point,NA,228
2021-05-31,GR,2 wk ahead inc death,2021-06-12,point,NA,169
2021-05-31,GR,3 wk ahead inc death,2021-06-19,point,NA,112
2021-05-31,GR,4 wk ahead inc death,2021-06-26,point,NA,62
2021-05-31,HR,1 wk ahead inc death,2021-06-05,point,NA,85
2021-05-31,HR,2 wk ahead inc death,2021-06-12,point,NA,59
2021-05-31,HR,3 wk ahead inc death,2021-06-19,point,NA,48
2021-05-31,HR,4 wk ahead inc death,2021-06-26,point,NA,27
2021-05-31,HU,1 wk ahead inc death,2021-06-05,point,NA,120
2021-05-31,HU,2 wk ahead inc death,2021-06-12,point,NA,60
2021-05-31,HU,3 wk ahead inc death,2021-06-19,point,NA,18
2021-05-31,HU,4 wk ahead inc death,2021-06-26,point,NA,0
2021-05-31,IE,1 wk ahead inc death,2021-06-05,point,NA,0
2021-05-31,IE,2 wk ahead inc death,2021-06-12,point,NA,0
2021-05-31,IE,3 wk ahead inc death,2021-06-19,point,NA,0
2021-05-31,IE,4 wk ahead inc death,2021-06-26,point,NA,0
2021-05-31,IS,1 wk ahead inc death,2021-06-05,point,NA,0
2021-05-31,IS,2 wk ahead inc death,2021-06-12,point,NA,0
2021-05-31,IS,3 wk ahead inc death,2021-06-19,point,NA,0
2021-05-31,IS,4 wk ahead inc death,2021-06-26,point,NA,0
2021-05-31,IT,1 wk ahead inc death,2021-06-05,point,NA,618
2021-05-31,IT,2 wk ahead inc death,2021-06-12,point,NA,454
2021-05-31,IT,3 wk ahead inc death,2021-06-19,point,NA,324
2021-05-31,IT,4 wk ahead inc death,2021-06-26,point,NA,237
2021-05-31,LI,1 wk ahead inc death,2021-06-05,point,NA,0
2021-05-31,LI,2 wk ahead inc death,2021-06-12,point,NA,0
2021-05-31,LI,3 wk ahead inc death,2021-06-19,point,NA,0
2021-05-31,LI,4 wk ahead inc death,2021-06-26,point,NA,0
2021-05-31,LT,1 wk ahead inc death,2021-06-05,point,NA,57
2021-05-31,LT,2 wk ahead inc death,2021-06-12,point,NA,42
2021-05-31,LT,3 wk ahead inc death,2021-06-19,point,NA,29
2021-05-31,LT,4 wk ahead inc death,2021-06-26,point,NA,16
2021-05-31,LU,1 wk ahead inc death,2021-06-05,point,NA,2
2021-05-31,LU,2 wk ahead inc death,2021-06-12,point,NA,2
2021-05-31,LU,3 wk ahead inc death,2021-06-19,point,NA,1
2021-05-31,LU,4 wk ahead inc death,2021-06-26,point,NA,2
2021-05-31,LV,1 wk ahead inc death,2021-06-05,point,NA,35
2021-05-31,LV,2 wk ahead inc death,2021-06-12,point,NA,25
2021-05-31,LV,3 wk ahead inc death,2021-06-19,point,NA,18
2021-05-31,LV,4 wk ahead inc death,2021-06-26,point,NA,13
2021-05-31,MT,1 wk ahead inc death,2021-06-05,point,NA,2
2021-05-31,MT,2 wk ahead inc death,2021-06-12,point,NA,1
2021-05-31,MT,3 wk ahead inc death,2021-06-19,point,NA,0
2021-05-31,MT,4 wk ahead inc death,2021-06-26,point,NA,0
2021-05-31,NL,1 wk ahead inc death,2021-06-05,point,NA,34
2021-05-31,NL,2 wk ahead inc death,2021-06-12,point,NA,23
2021-05-31,NL,3 wk ahead inc death,2021-06-19,point,NA,15
2021-05-31,NL,4 wk ahead inc death,2021-06-26,point,NA,21
2021-05-31,NO,1 wk ahead inc death,2021-06-05,point,NA,0
2021-05-31,NO,2 wk ahead inc death,2021-06-12,point,NA,0
2021-05-31,NO,3 wk ahead inc death,2021-06-19,point,NA,0
2021-05-31,NO,4 wk ahead inc death,2021-06-26,point,NA,0
2021-05-31,PL,1 wk ahead inc death,2021-06-05,point,NA,556
2021-05-31,PL,2 wk ahead inc death,2021-06-12,point,NA,369
2021-05-31,PL,3 wk ahead inc death,2021-06-19,point,NA,265
2021-05-31,PL,4 wk ahead inc death,2021-06-26,point,NA,180
2021-05-31,PT,1 wk ahead inc death,2021-06-05,point,NA,5
2021-05-31,PT,2 wk ahead inc death,2021-06-12,point,NA,4
2021-05-31,PT,3 wk ahead inc death,2021-06-19,point,NA,4
2021-05-31,PT,4 wk ahead inc death,2021-06-26,point,NA,4
2021-05-31,RO,1 wk ahead inc death,2021-06-05,point,NA,308
2021-05-31,RO,2 wk ahead inc death,2021-06-12,point,NA,254
2021-05-31,RO,3 wk ahead inc death,2021-06-19,point,NA,207
2021-05-31,RO,4 wk ahead inc death,2021-06-26,point,NA,165
2021-05-31,SE,1 wk ahead inc death,2021-06-05,point,NA,63
2021-05-31,SE,2 wk ahead inc death,2021-06-12,point,NA,48
2021-05-31,SE,3 wk ahead inc death,2021-06-19,point,NA,38
2021-05-31,SE,4 wk ahead inc death,2021-06-26,point,NA,59
2021-05-31,SI,1 wk ahead inc death,2021-06-05,point,NA,14
2021-05-31,SI,2 wk ahead inc death,2021-06-12,point,NA,9
2021-05-31,SI,3 wk ahead inc death,2021-06-19,point,NA,6
2021-05-31,SI,4 wk ahead inc death,2021-06-26,point,NA,5
2021-05-31,SK,1 wk ahead inc death,2021-06-05,point,NA,17
2021-05-31,SK,2 wk ahead inc death,2021-06-12,point,NA,15
2021-05-31,SK,3 wk ahead inc death,2021-06-19,point,NA,6
2021-05-31,SK,4 wk ahead inc death,2021-06-26,point,NA,8
