forecast_date,location,target,target_end_date,type,quantile,value
2021-05-31,AT,1 wk ahead inc death,2021-06-05,point,NA,33
2021-05-31,AT,2 wk ahead inc death,2021-06-12,point,NA,19
2021-05-31,AT,3 wk ahead inc death,2021-06-19,point,NA,16
2021-05-31,AT,4 wk ahead inc death,2021-06-26,point,NA,12
2021-05-31,BE,1 wk ahead inc death,2021-06-05,point,NA,66
2021-05-31,BE,2 wk ahead inc death,2021-06-12,point,NA,41
2021-05-31,BE,3 wk ahead inc death,2021-06-19,point,NA,34
2021-05-31,BE,4 wk ahead inc death,2021-06-26,point,NA,18
2021-05-31,BG,1 wk ahead inc death,2021-06-05,point,NA,133
2021-05-31,BG,2 wk ahead inc death,2021-06-12,point,NA,105
2021-05-31,BG,3 wk ahead inc death,2021-06-19,point,NA,92
2021-05-31,BG,4 wk ahead inc death,2021-06-26,point,NA,85
2021-05-31,CH,1 wk ahead inc death,2021-06-05,point,NA,29
2021-05-31,CH,2 wk ahead inc death,2021-06-12,point,NA,24
2021-05-31,CH,3 wk ahead inc death,2021-06-19,point,NA,13
2021-05-31,CH,4 wk ahead inc death,2021-06-26,point,NA,4
2021-05-31,CY,1 wk ahead inc death,2021-06-05,point,NA,4
2021-05-31,CY,2 wk ahead inc death,2021-06-12,point,NA,2
2021-05-31,CY,3 wk ahead inc death,2021-06-19,point,NA,2
2021-05-31,CY,4 wk ahead inc death,2021-06-26,point,NA,1
2021-05-31,CZ,1 wk ahead inc death,2021-06-05,point,NA,54
2021-05-31,CZ,2 wk ahead inc death,2021-06-12,point,NA,40
2021-05-31,CZ,3 wk ahead inc death,2021-06-19,point,NA,29
2021-05-31,CZ,4 wk ahead inc death,2021-06-26,point,NA,27
2021-05-31,DE,1 wk ahead inc death,2021-06-05,point,NA,785
2021-05-31,DE,2 wk ahead inc death,2021-06-12,point,NA,521
2021-05-31,DE,3 wk ahead inc death,2021-06-19,point,NA,350
2021-05-31,DE,4 wk ahead inc death,2021-06-26,point,NA,201
2021-05-31,DK,1 wk ahead inc death,2021-06-05,point,NA,8
2021-05-31,DK,2 wk ahead inc death,2021-06-12,point,NA,9
2021-05-31,DK,3 wk ahead inc death,2021-06-19,point,NA,7
2021-05-31,DK,4 wk ahead inc death,2021-06-26,point,NA,6
2021-05-31,EE,1 wk ahead inc death,2021-06-05,point,NA,10
2021-05-31,EE,2 wk ahead inc death,2021-06-12,point,NA,8
2021-05-31,EE,3 wk ahead inc death,2021-06-19,point,NA,8
2021-05-31,EE,4 wk ahead inc death,2021-06-26,point,NA,7
2021-05-31,ES,1 wk ahead inc death,2021-06-05,point,NA,169
2021-05-31,ES,2 wk ahead inc death,2021-06-12,point,NA,90
2021-05-31,ES,3 wk ahead inc death,2021-06-19,point,NA,0
2021-05-31,ES,4 wk ahead inc death,2021-06-26,point,NA,0
2021-05-31,FI,1 wk ahead inc death,2021-06-05,point,NA,12
2021-05-31,FI,2 wk ahead inc death,2021-06-12,point,NA,8
2021-05-31,FI,3 wk ahead inc death,2021-06-19,point,NA,5
2021-05-31,FI,4 wk ahead inc death,2021-06-26,point,NA,3
2021-05-31,FR,1 wk ahead inc death,2021-06-05,point,NA,625
2021-05-31,FR,2 wk ahead inc death,2021-06-12,point,NA,490
2021-05-31,FR,3 wk ahead inc death,2021-06-19,point,NA,382
2021-05-31,FR,4 wk ahead inc death,2021-06-26,point,NA,308
2021-05-31,GB,1 wk ahead inc death,2021-06-05,point,NA,58
2021-05-31,GB,2 wk ahead inc death,2021-06-12,point,NA,47
