forecast_date,location,target,target_end_date,type,scenario_id,quantile,value
2021-10-18,AT,1 wk ahead inc death,2021-10-23,point,forecast,NA,70
2021-10-18,AT,2 wk ahead inc death,2021-10-30,point,forecast,NA,68
2021-10-18,AT,3 wk ahead inc death,2021-11-06,point,forecast,NA,66
2021-10-18,AT,4 wk ahead inc death,2021-11-13,point,forecast,NA,60
2021-10-18,BE,1 wk ahead inc death,2021-10-23,point,forecast,NA,68
2021-10-18,BE,2 wk ahead inc death,2021-10-30,point,forecast,NA,65
2021-10-18,BE,3 wk ahead inc death,2021-11-06,point,forecast,NA,63
2021-10-18,BE,4 wk ahead inc death,2021-11-13,point,forecast,NA,58
2021-10-18,BG,1 wk ahead inc death,2021-10-23,point,forecast,NA,601
2021-10-18,BG,2 wk ahead inc death,2021-10-30,point,forecast,NA,569
2021-10-18,BG,3 wk ahead inc death,2021-11-06,point,forecast,NA,528
2021-10-18,BG,4 wk ahead inc death,2021-11-13,point,forecast,NA,496
2021-10-18,CH,1 wk ahead inc death,2021-10-23,point,forecast,NA,32
2021-10-18,CH,2 wk ahead inc death,2021-10-30,point,forecast,NA,29
2021-10-18,CH,3 wk ahead inc death,2021-11-06,point,forecast,NA,26
2021-10-18,CH,4 wk ahead inc death,2021-11-13,point,forecast,NA,24
2021-10-18,CY,1 wk ahead inc death,2021-10-23,point,forecast,NA,5
2021-10-18,CY,2 wk ahead inc death,2021-10-30,point,forecast,NA,5
2021-10-18,CY,3 wk ahead inc death,2021-11-06,point,forecast,NA,5
2021-10-18,CY,4 wk ahead inc death,2021-11-13,point,forecast,NA,5
2021-10-18,CZ,1 wk ahead inc death,2021-10-23,point,forecast,NA,49
2021-10-18,CZ,2 wk ahead inc death,2021-10-30,point,forecast,NA,55
2021-10-18,CZ,3 wk ahead inc death,2021-11-06,point,forecast,NA,55
2021-10-18,CZ,4 wk ahead inc death,2021-11-13,point,forecast,NA,55
2021-10-18,DE,1 wk ahead inc death,2021-10-23,point,forecast,NA,460
2021-10-18,DE,2 wk ahead inc death,2021-10-30,point,forecast,NA,502
2021-10-18,DE,3 wk ahead inc death,2021-11-06,point,forecast,NA,514
2021-10-18,DE,4 wk ahead inc death,2021-11-13,point,forecast,NA,509
2021-10-18,DK,1 wk ahead inc death,2021-10-23,point,forecast,NA,9
2021-10-18,DK,2 wk ahead inc death,2021-10-30,point,forecast,NA,9
2021-10-18,DK,3 wk ahead inc death,2021-11-06,point,forecast,NA,9
2021-10-18,DK,4 wk ahead inc death,2021-11-13,point,forecast,NA,8
2021-10-18,EE,1 wk ahead inc death,2021-10-23,point,forecast,NA,35
2021-10-18,EE,2 wk ahead inc death,2021-10-30,point,forecast,NA,35
2021-10-18,EE,3 wk ahead inc death,2021-11-06,point,forecast,NA,35
2021-10-18,EE,4 wk ahead inc death,2021-11-13,point,forecast,NA,33
2021-10-18,ES,1 wk ahead inc death,2021-10-23,point,forecast,NA,202
2021-10-18,ES,2 wk ahead inc death,2021-10-30,point,forecast,NA,189
2021-10-18,ES,3 wk ahead inc death,2021-11-06,point,forecast,NA,181
2021-10-18,ES,4 wk ahead inc death,2021-11-13,point,forecast,NA,167
2021-10-18,FI,1 wk ahead inc death,2021-10-23,point,forecast,NA,22
2021-10-18,FI,2 wk ahead inc death,2021-10-30,point,forecast,NA,24
2021-10-18,FI,3 wk ahead inc death,2021-11-06,point,forecast,NA,24
2021-10-18,FI,4 wk ahead inc death,2021-11-13,point,forecast,NA,24
2021-10-18,FR,1 wk ahead inc death,2021-10-23,point,forecast,NA,168
2021-10-18,FR,2 wk ahead inc death,2021-10-30,point,forecast,NA,142
2021-10-18,FR,3 wk ahead inc death,2021-11-06,point,forecast,NA,146
2021-10-18,FR,4 wk ahead inc death,2021-11-13,point,forecast,NA,133
2021-10-18,GB,1 wk ahead inc death,2021-10-23,point,forecast,NA,859
2021-10-18,GB,2 wk ahead inc death,2021-10-30,point,forecast,NA,856
2021-10-18,GB,3 wk ahead inc death,2021-11-06,point,forecast,NA,839
2021-10-18,GB,4 wk ahead inc death,2021-11-13,point,forecast,NA,796
2021-10-18,GR,1 wk ahead inc death,2021-10-23,point,forecast,NA,242
2021-10-18,GR,2 wk ahead inc death,2021-10-30,point,forecast,NA,234
2021-10-18,GR,3 wk ahead inc death,2021-11-06,point,forecast,NA,233
2021-10-18,GR,4 wk ahead inc death,2021-11-13,point,forecast,NA,216
2021-10-18,HR,1 wk ahead inc death,2021-10-23,point,forecast,NA,116
2021-10-18,HR,2 wk ahead inc death,2021-10-30,point,forecast,NA,114
2021-10-18,HR,3 wk ahead inc death,2021-11-06,point,forecast,NA,111
2021-10-18,HR,4 wk ahead inc death,2021-11-13,point,forecast,NA,104
2021-10-18,HU,1 wk ahead inc death,2021-10-23,point,forecast,NA,74
2021-10-18,HU,2 wk ahead inc death,2021-10-30,point,forecast,NA,70
2021-10-18,HU,3 wk ahead inc death,2021-11-06,point,forecast,NA,67
2021-10-18,HU,4 wk ahead inc death,2021-11-13,point,forecast,NA,63
2021-10-18,IE,1 wk ahead inc death,2021-10-23,point,forecast,NA,29
2021-10-18,IE,2 wk ahead inc death,2021-10-30,point,forecast,NA,35
2021-10-18,IE,3 wk ahead inc death,2021-11-06,point,forecast,NA,35
2021-10-18,IE,4 wk ahead inc death,2021-11-13,point,forecast,NA,35
2021-10-18,IS,1 wk ahead inc death,2021-10-23,point,forecast,NA,0
2021-10-18,IS,2 wk ahead inc death,2021-10-30,point,forecast,NA,0
2021-10-18,IS,3 wk ahead inc death,2021-11-06,point,forecast,NA,0
2021-10-18,IS,4 wk ahead inc death,2021-11-13,point,forecast,NA,1
2021-10-18,IT,1 wk ahead inc death,2021-10-23,point,forecast,NA,195
2021-10-18,IT,2 wk ahead inc death,2021-10-30,point,forecast,NA,171
2021-10-18,IT,3 wk ahead inc death,2021-11-06,point,forecast,NA,153
2021-10-18,IT,4 wk ahead inc death,2021-11-13,point,forecast,NA,137
2021-10-18,LI,1 wk ahead inc death,2021-10-23,point,forecast,NA,2
2021-10-18,LI,2 wk ahead inc death,2021-10-30,point,forecast,NA,2
2021-10-18,LI,3 wk ahead inc death,2021-11-06,point,forecast,NA,2
