forecast_date,location,target,target_end_date,type,scenario_id,quantile,value
2021-11-29,AT,1 wk ahead inc death,2021-12-04,point,forecast,NA,419
2021-11-29,AT,2 wk ahead inc death,2021-12-11,point,forecast,NA,428
2021-11-29,AT,3 wk ahead inc death,2021-12-18,point,forecast,NA,418
2021-11-29,AT,4 wk ahead inc death,2021-12-25,point,forecast,NA,394
2021-11-29,BE,1 wk ahead inc death,2021-12-04,point,forecast,NA,361
2021-11-29,BE,2 wk ahead inc death,2021-12-11,point,forecast,NA,416
2021-11-29,BE,3 wk ahead inc death,2021-12-18,point,forecast,NA,457
2021-11-29,BE,4 wk ahead inc death,2021-12-25,point,forecast,NA,472
2021-11-29,BG,1 wk ahead inc death,2021-12-04,point,forecast,NA,723
2021-11-29,BG,2 wk ahead inc death,2021-12-11,point,forecast,NA,619
2021-11-29,BG,3 wk ahead inc death,2021-12-18,point,forecast,NA,543
2021-11-29,BG,4 wk ahead inc death,2021-12-25,point,forecast,NA,487
2021-11-29,CH,1 wk ahead inc death,2021-12-04,point,forecast,NA,101
2021-11-29,CH,2 wk ahead inc death,2021-12-11,point,forecast,NA,111
2021-11-29,CH,3 wk ahead inc death,2021-12-18,point,forecast,NA,115
2021-11-29,CH,4 wk ahead inc death,2021-12-25,point,forecast,NA,115
2021-11-29,CY,1 wk ahead inc death,2021-12-04,point,forecast,NA,1
2021-11-29,CY,2 wk ahead inc death,2021-12-11,point,forecast,NA,1
2021-11-29,CY,3 wk ahead inc death,2021-12-18,point,forecast,NA,1
2021-11-29,CY,4 wk ahead inc death,2021-12-25,point,forecast,NA,1
2021-11-29,CZ,1 wk ahead inc death,2021-12-04,point,forecast,NA,788
2021-11-29,CZ,2 wk ahead inc death,2021-12-11,point,forecast,NA,800
2021-11-29,CZ,3 wk ahead inc death,2021-12-18,point,forecast,NA,789
2021-11-29,CZ,4 wk ahead inc death,2021-12-25,point,forecast,NA,751
2021-11-29,DE,1 wk ahead inc death,2021-12-04,point,forecast,NA,2562
2021-11-29,DE,2 wk ahead inc death,2021-12-11,point,forecast,NA,3093
2021-11-29,DE,3 wk ahead inc death,2021-12-18,point,forecast,NA,3457
2021-11-29,DE,4 wk ahead inc death,2021-12-25,point,forecast,NA,3648
2021-11-29,DK,1 wk ahead inc death,2021-12-04,point,forecast,NA,74
2021-11-29,DK,2 wk ahead inc death,2021-12-11,point,forecast,NA,81
2021-11-29,DK,3 wk ahead inc death,2021-12-18,point,forecast,NA,84
2021-11-29,DK,4 wk ahead inc death,2021-12-25,point,forecast,NA,82
2021-11-29,EE,1 wk ahead inc death,2021-12-04,point,forecast,NA,55
2021-11-29,EE,2 wk ahead inc death,2021-12-11,point,forecast,NA,50
2021-11-29,EE,3 wk ahead inc death,2021-12-18,point,forecast,NA,46
2021-11-29,EE,4 wk ahead inc death,2021-12-25,point,forecast,NA,42
2021-11-29,ES,1 wk ahead inc death,2021-12-04,point,forecast,NA,155
2021-11-29,ES,2 wk ahead inc death,2021-12-11,point,forecast,NA,164
2021-11-29,ES,3 wk ahead inc death,2021-12-18,point,forecast,NA,187
2021-11-29,ES,4 wk ahead inc death,2021-12-25,point,forecast,NA,197
2021-11-29,FI,1 wk ahead inc death,2021-12-04,point,forecast,NA,62
2021-11-29,FI,2 wk ahead inc death,2021-12-11,point,forecast,NA,61
2021-11-29,FI,3 wk ahead inc death,2021-12-18,point,forecast,NA,57
2021-11-29,FI,4 wk ahead inc death,2021-12-25,point,forecast,NA,53
2021-11-29,FR,1 wk ahead inc death,2021-12-04,point,forecast,NA,453
2021-11-29,FR,2 wk ahead inc death,2021-12-11,point,forecast,NA,502
2021-11-29,FR,3 wk ahead inc death,2021-12-18,point,forecast,NA,550
2021-11-29,FR,4 wk ahead inc death,2021-12-25,point,forecast,NA,566
2021-11-29,GB,1 wk ahead inc death,2021-12-04,point,forecast,NA,902
2021-11-29,GB,2 wk ahead inc death,2021-12-11,point,forecast,NA,951
2021-11-29,GB,3 wk ahead inc death,2021-12-18,point,forecast,NA,1002
2021-11-29,GB,4 wk ahead inc death,2021-12-25,point,forecast,NA,1030
2021-11-29,GR,1 wk ahead inc death,2021-12-04,point,forecast,NA,618
2021-11-29,GR,2 wk ahead inc death,2021-12-11,point,forecast,NA,587
2021-11-29,GR,3 wk ahead inc death,2021-12-18,point,forecast,NA,547
2021-11-29,GR,4 wk ahead inc death,2021-12-25,point,forecast,NA,505
2021-11-29,HR,1 wk ahead inc death,2021-12-04,point,forecast,NA,415
2021-11-29,HR,2 wk ahead inc death,2021-12-11,point,forecast,NA,384
2021-11-29,HR,3 wk ahead inc death,2021-12-18,point,forecast,NA,346
2021-11-29,HR,4 wk ahead inc death,2021-12-25,point,forecast,NA,312
2021-11-29,HU,1 wk ahead inc death,2021-12-04,point,forecast,NA,1039
2021-11-29,HU,2 wk ahead inc death,2021-12-11,point,forecast,NA,1009
2021-11-29,HU,3 wk ahead inc death,2021-12-18,point,forecast,NA,957
2021-11-29,HU,4 wk ahead inc death,2021-12-25,point,forecast,NA,894
2021-11-29,IE,1 wk ahead inc death,2021-12-04,point,forecast,NA,66
2021-11-29,IE,2 wk ahead inc death,2021-12-11,point,forecast,NA,76
2021-11-29,IE,3 wk ahead inc death,2021-12-18,point,forecast,NA,90
2021-11-29,IE,4 wk ahead inc death,2021-12-25,point,forecast,NA,93
2021-11-29,IS,1 wk ahead inc death,2021-12-04,point,forecast,NA,2
2021-11-29,IS,2 wk ahead inc death,2021-12-11,point,forecast,NA,2
2021-11-29,IS,3 wk ahead inc death,2021-12-18,point,forecast,NA,2
2021-11-29,IS,4 wk ahead inc death,2021-12-25,point,forecast,NA,2
2021-11-29,IT,1 wk ahead inc death,2021-12-04,point,forecast,NA,538
2021-11-29,IT,2 wk ahead inc death,2021-12-11,point,forecast,NA,567
2021-11-29,IT,3 wk ahead inc death,2021-12-18,point,forecast,NA,581
2021-11-29,IT,4 wk ahead inc death,2021-12-25,point,forecast,NA,571
