forecast_date,location,target,target_end_date,type,scenario_id,quantile,value
2021-11-08,AT,1 wk ahead inc death,2021-11-13,point,forecast,NA,308
2021-11-08,AT,2 wk ahead inc death,2021-11-20,point,forecast,NA,512
2021-11-08,AT,3 wk ahead inc death,2021-11-27,point,forecast,NA,663
2021-11-08,AT,4 wk ahead inc death,2021-12-04,point,forecast,NA,775
2021-11-08,BE,1 wk ahead inc death,2021-11-13,point,forecast,NA,271
2021-11-08,BE,2 wk ahead inc death,2021-11-20,point,forecast,NA,460
2021-11-08,BE,3 wk ahead inc death,2021-11-27,point,forecast,NA,600
2021-11-08,BE,4 wk ahead inc death,2021-12-04,point,forecast,NA,692
2021-11-08,BG,1 wk ahead inc death,2021-11-13,point,forecast,NA,1104
2021-11-08,BG,2 wk ahead inc death,2021-11-20,point,forecast,NA,1099
2021-11-08,BG,3 wk ahead inc death,2021-11-27,point,forecast,NA,1052
2021-11-08,BG,4 wk ahead inc death,2021-12-04,point,forecast,NA,972
2021-11-08,CH,1 wk ahead inc death,2021-11-13,point,forecast,NA,51
2021-11-08,CH,2 wk ahead inc death,2021-11-20,point,forecast,NA,56
2021-11-08,CH,3 wk ahead inc death,2021-11-27,point,forecast,NA,66
2021-11-08,CH,4 wk ahead inc death,2021-12-04,point,forecast,NA,72
2021-11-08,CY,1 wk ahead inc death,2021-11-13,point,forecast,NA,3
2021-11-08,CY,2 wk ahead inc death,2021-11-20,point,forecast,NA,3
2021-11-08,CY,3 wk ahead inc death,2021-11-27,point,forecast,NA,3
2021-11-08,CY,4 wk ahead inc death,2021-12-04,point,forecast,NA,4
2021-11-08,CZ,1 wk ahead inc death,2021-11-13,point,forecast,NA,402
2021-11-08,CZ,2 wk ahead inc death,2021-11-20,point,forecast,NA,542
2021-11-08,CZ,3 wk ahead inc death,2021-11-27,point,forecast,NA,638
2021-11-08,CZ,4 wk ahead inc death,2021-12-04,point,forecast,NA,706
2021-11-08,DE,1 wk ahead inc death,2021-11-13,point,forecast,NA,1708
2021-11-08,DE,2 wk ahead inc death,2021-11-20,point,forecast,NA,2861
2021-11-08,DE,3 wk ahead inc death,2021-11-27,point,forecast,NA,3700
2021-11-08,DE,4 wk ahead inc death,2021-12-04,point,forecast,NA,4389
2021-11-08,DK,1 wk ahead inc death,2021-11-13,point,forecast,NA,48
2021-11-08,DK,2 wk ahead inc death,2021-11-20,point,forecast,NA,73
2021-11-08,DK,3 wk ahead inc death,2021-11-27,point,forecast,NA,90
2021-11-08,DK,4 wk ahead inc death,2021-12-04,point,forecast,NA,100
2021-11-08,EE,1 wk ahead inc death,2021-11-13,point,forecast,NA,89
2021-11-08,EE,2 wk ahead inc death,2021-11-20,point,forecast,NA,88
2021-11-08,EE,3 wk ahead inc death,2021-11-27,point,forecast,NA,84
2021-11-08,EE,4 wk ahead inc death,2021-12-04,point,forecast,NA,77
2021-11-08,ES,1 wk ahead inc death,2021-11-13,point,forecast,NA,126
2021-11-08,ES,2 wk ahead inc death,2021-11-20,point,forecast,NA,129
2021-11-08,ES,3 wk ahead inc death,2021-11-27,point,forecast,NA,157
2021-11-08,ES,4 wk ahead inc death,2021-12-04,point,forecast,NA,174
2021-11-08,FI,1 wk ahead inc death,2021-11-13,point,forecast,NA,43
2021-11-08,FI,2 wk ahead inc death,2021-11-20,point,forecast,NA,53
2021-11-08,FI,3 wk ahead inc death,2021-11-27,point,forecast,NA,61
2021-11-08,FI,4 wk ahead inc death,2021-12-04,point,forecast,NA,69
2021-11-08,FR,1 wk ahead inc death,2021-11-13,point,forecast,NA,285
2021-11-08,FR,2 wk ahead inc death,2021-11-20,point,forecast,NA,354
2021-11-08,FR,3 wk ahead inc death,2021-11-27,point,forecast,NA,422
2021-11-08,FR,4 wk ahead inc death,2021-12-04,point,forecast,NA,482
2021-11-08,GB,1 wk ahead inc death,2021-11-13,point,forecast,NA,1409
2021-11-08,GB,2 wk ahead inc death,2021-11-20,point,forecast,NA,1490
2021-11-08,GB,3 wk ahead inc death,2021-11-27,point,forecast,NA,1492
2021-11-08,GB,4 wk ahead inc death,2021-12-04,point,forecast,NA,1550
2021-11-08,GR,1 wk ahead inc death,2021-11-13,point,forecast,NA,432
2021-11-08,GR,2 wk ahead inc death,2021-11-20,point,forecast,NA,541
2021-11-08,GR,3 wk ahead inc death,2021-11-27,point,forecast,NA,610
2021-11-08,GR,4 wk ahead inc death,2021-12-04,point,forecast,NA,676
2021-11-08,HR,1 wk ahead inc death,2021-11-13,point,forecast,NA,305
2021-11-08,HR,2 wk ahead inc death,2021-11-20,point,forecast,NA,360
2021-11-08,HR,3 wk ahead inc death,2021-11-27,point,forecast,NA,395
2021-11-08,HR,4 wk ahead inc death,2021-12-04,point,forecast,NA,413
2021-11-08,HU,1 wk ahead inc death,2021-11-13,point,forecast,NA,553
2021-11-08,HU,2 wk ahead inc death,2021-11-20,point,forecast,NA,614
2021-11-08,HU,3 wk ahead inc death,2021-11-27,point,forecast,NA,651
