forecast_date,location,target,target_end_date,type,scenario_id,quantile,value
2021-12-13,AT,1 wk ahead inc death,2021-12-18,point,forecast,NA,363
2021-12-13,AT,2 wk ahead inc death,2021-12-25,point,forecast,NA,333
2021-12-13,AT,3 wk ahead inc death,2022-01-01,point,forecast,NA,305
2021-12-13,AT,4 wk ahead inc death,2022-01-08,point,forecast,NA,282
2021-12-13,BE,1 wk ahead inc death,2021-12-18,point,forecast,NA,316
2021-12-13,BE,2 wk ahead inc death,2021-12-25,point,forecast,NA,306
2021-12-13,BE,3 wk ahead inc death,2022-01-01,point,forecast,NA,304
2021-12-13,BE,4 wk ahead inc death,2022-01-08,point,forecast,NA,308
2021-12-13,BG,1 wk ahead inc death,2021-12-18,point,forecast,NA,597
2021-12-13,BG,2 wk ahead inc death,2021-12-25,point,forecast,NA,527
2021-12-13,BG,3 wk ahead inc death,2022-01-01,point,forecast,NA,471
2021-12-13,BG,4 wk ahead inc death,2022-01-08,point,forecast,NA,428
2021-12-13,CH,1 wk ahead inc death,2021-12-18,point,forecast,NA,168
2021-12-13,CH,2 wk ahead inc death,2021-12-25,point,forecast,NA,177
2021-12-13,CH,3 wk ahead inc death,2022-01-01,point,forecast,NA,179
2021-12-13,CH,4 wk ahead inc death,2022-01-08,point,forecast,NA,177
2021-12-13,CY,1 wk ahead inc death,2021-12-18,point,forecast,NA,9
2021-12-13,CY,2 wk ahead inc death,2021-12-25,point,forecast,NA,9
2021-12-13,CY,3 wk ahead inc death,2022-01-01,point,forecast,NA,9
2021-12-13,CY,4 wk ahead inc death,2022-01-08,point,forecast,NA,9
2021-12-13,CZ,1 wk ahead inc death,2021-12-18,point,forecast,NA,784
2021-12-13,CZ,2 wk ahead inc death,2021-12-25,point,forecast,NA,721
2021-12-13,CZ,3 wk ahead inc death,2022-01-01,point,forecast,NA,666
2021-12-13,CZ,4 wk ahead inc death,2022-01-08,point,forecast,NA,606
2021-12-13,DE,1 wk ahead inc death,2021-12-18,point,forecast,NA,2642
2021-12-13,DE,2 wk ahead inc death,2021-12-25,point,forecast,NA,2446
2021-12-13,DE,3 wk ahead inc death,2022-01-01,point,forecast,NA,2125
2021-12-13,DE,4 wk ahead inc death,2022-01-08,point,forecast,NA,1871
2021-12-13,DK,1 wk ahead inc death,2021-12-18,point,forecast,NA,68
2021-12-13,DK,2 wk ahead inc death,2021-12-25,point,forecast,NA,64
2021-12-13,DK,3 wk ahead inc death,2022-01-01,point,forecast,NA,62
2021-12-13,DK,4 wk ahead inc death,2022-01-08,point,forecast,NA,60
2021-12-13,EE,1 wk ahead inc death,2021-12-18,point,forecast,NA,25
2021-12-13,EE,2 wk ahead inc death,2021-12-25,point,forecast,NA,22
2021-12-13,EE,3 wk ahead inc death,2022-01-01,point,forecast,NA,19
2021-12-13,EE,4 wk ahead inc death,2022-01-08,point,forecast,NA,18
2021-12-13,ES,1 wk ahead inc death,2021-12-18,point,forecast,NA,258
2021-12-13,ES,2 wk ahead inc death,2021-12-25,point,forecast,NA,191
2021-12-13,ES,3 wk ahead inc death,2022-01-01,point,forecast,NA,173
2021-12-13,ES,4 wk ahead inc death,2022-01-08,point,forecast,NA,129
2021-12-13,FI,1 wk ahead inc death,2021-12-18,point,forecast,NA,54
2021-12-13,FI,2 wk ahead inc death,2021-12-25,point,forecast,NA,49
2021-12-13,FI,3 wk ahead inc death,2022-01-01,point,forecast,NA,42
2021-12-13,FI,4 wk ahead inc death,2022-01-08,point,forecast,NA,37
2021-12-13,FR,1 wk ahead inc death,2021-12-18,point,forecast,NA,1144
2021-12-13,FR,2 wk ahead inc death,2021-12-25,point,forecast,NA,1328
2021-12-13,FR,3 wk ahead inc death,2022-01-01,point,forecast,NA,1447
2021-12-13,FR,4 wk ahead inc death,2022-01-08,point,forecast,NA,1471
2021-12-13,GB,1 wk ahead inc death,2021-12-18,point,forecast,NA,859
2021-12-13,GB,2 wk ahead inc death,2021-12-25,point,forecast,NA,882
2021-12-13,GB,3 wk ahead inc death,2022-01-01,point,forecast,NA,911
2021-12-13,GB,4 wk ahead inc death,2022-01-08,point,forecast,NA,927
2021-12-13,GR,1 wk ahead inc death,2021-12-18,point,forecast,NA,590
2021-12-13,GR,2 wk ahead inc death,2021-12-25,point,forecast,NA,531
2021-12-13,GR,3 wk ahead inc death,2022-01-01,point,forecast,NA,477
2021-12-13,GR,4 wk ahead inc death,2022-01-08,point,forecast,NA,427
2021-12-13,HR,1 wk ahead inc death,2021-12-18,point,forecast,NA,384
2021-12-13,HR,2 wk ahead inc death,2021-12-25,point,forecast,NA,340
2021-12-13,HR,3 wk ahead inc death,2022-01-01,point,forecast,NA,299
2021-12-13,HR,4 wk ahead inc death,2022-01-08,point,forecast,NA,262
2021-12-13,HU,1 wk ahead inc death,2021-12-18,point,forecast,NA,1209
2021-12-13,HU,2 wk ahead inc death,2021-12-25,point,forecast,NA,1128
2021-12-13,HU,3 wk ahead inc death,2022-01-01,point,forecast,NA,1033
2021-12-13,HU,4 wk ahead inc death,2022-01-08,point,forecast,NA,941
2021-12-13,IE,1 wk ahead inc death,2021-12-18,point,forecast,NA,73
2021-12-13,IE,2 wk ahead inc death,2021-12-25,point,forecast,NA,70
2021-12-13,IE,3 wk ahead inc death,2022-01-01,point,forecast,NA,68
2021-12-13,IE,4 wk ahead inc death,2022-01-08,point,forecast,NA,66
2021-12-13,IS,1 wk ahead inc death,2021-12-18,point,forecast,NA,0
2021-12-13,IS,2 wk ahead inc death,2021-12-25,point,forecast,NA,1
2021-12-13,IS,3 wk ahead inc death,2022-01-01,point,forecast,NA,1
2021-12-13,IS,4 wk ahead inc death,2022-01-08,point,forecast,NA,1
2021-12-13,IT,1 wk ahead inc death,2021-12-18,point,forecast,NA,689
2021-12-13,IT,2 wk ahead inc death,2021-12-25,point,forecast,NA,753
2021-12-13,IT,3 wk ahead inc death,2022-01-01,point,forecast,NA,784
2021-12-13,IT,4 wk ahead inc death,2022-01-08,point,forecast,NA,795
2021-12-13,LI,1 wk ahead inc death,2021-12-18,point,forecast,NA,7
2021-12-13,LI,2 wk ahead inc death,2021-12-25,point,forecast,NA,7
2021-12-13,LI,3 wk ahead inc death,2022-01-01,point,forecast,NA,7
2021-12-13,LI,4 wk ahead inc death,2022-01-08,point,forecast,NA,7
2021-12-13,LT,1 wk ahead inc death,2021-12-18,point,forecast,NA,120
2021-12-13,LT,2 wk ahead inc death,2021-12-25,point,forecast,NA,107
2021-12-13,LT,3 wk ahead inc death,2022-01-01,point,forecast,NA,98
2021-12-13,LT,4 wk ahead inc death,2022-01-08,point,forecast,NA,91
2021-12-13,LU,1 wk ahead inc death,2021-12-18,point,forecast,NA,9
2021-12-13,LU,2 wk ahead inc death,2021-12-25,point,forecast,NA,8
2021-12-13,LU,3 wk ahead inc death,2022-01-01,point,forecast,NA,8
2021-12-13,LU,4 wk ahead inc death,2022-01-08,point,forecast,NA,8
2021-12-13,LV,1 wk ahead inc death,2021-12-18,point,forecast,NA,90
2021-12-13,LV,2 wk ahead inc death,2021-12-25,point,forecast,NA,84
2021-12-13,LV,3 wk ahead inc death,2022-01-01,point,forecast,NA,77
2021-12-13,LV,4 wk ahead inc death,2022-01-08,point,forecast,NA,72
2021-12-13,MT,1 wk ahead inc death,2021-12-18,point,forecast,NA,3
2021-12-13,MT,2 wk ahead inc death,2021-12-25,point,forecast,NA,4
2021-12-13,MT,3 wk ahead inc death,2022-01-01,point,forecast,NA,4
2021-12-13,MT,4 wk ahead inc death,2022-01-08,point,forecast,NA,5
2021-12-13,NL,1 wk ahead inc death,2021-12-18,point,forecast,NA,453
2021-12-13,NL,2 wk ahead inc death,2021-12-25,point,forecast,NA,452
2021-12-13,NL,3 wk ahead inc death,2022-01-01,point,forecast,NA,435
2021-12-13,NL,4 wk ahead inc death,2022-01-08,point,forecast,NA,418
2021-12-13,NO,1 wk ahead inc death,2021-12-18,point,forecast,NA,48
2021-12-13,NO,2 wk ahead inc death,2021-12-25,point,forecast,NA,53
2021-12-13,NO,3 wk ahead inc death,2022-01-01,point,forecast,NA,56
2021-12-13,NO,4 wk ahead inc death,2022-01-08,point,forecast,NA,56
2021-12-13,PL,1 wk ahead inc death,2021-12-18,point,forecast,NA,2993
2021-12-13,PL,2 wk ahead inc death,2021-12-25,point,forecast,NA,2957
2021-12-13,PL,3 wk ahead inc death,2022-01-01,point,forecast,NA,2838
2021-12-13,PL,4 wk ahead inc death,2022-01-08,point,forecast,NA,2661
2021-12-13,PT,1 wk ahead inc death,2021-12-18,point,forecast,NA,148
2021-12-13,PT,2 wk ahead inc death,2021-12-25,point,forecast,NA,158
2021-12-13,PT,3 wk ahead inc death,2022-01-01,point,forecast,NA,165
2021-12-13,PT,4 wk ahead inc death,2022-01-08,point,forecast,NA,164
2021-12-13,RO,1 wk ahead inc death,2021-12-18,point,forecast,NA,343
2021-12-13,RO,2 wk ahead inc death,2021-12-25,point,forecast,NA,210
2021-12-13,RO,3 wk ahead inc death,2022-01-01,point,forecast,NA,163
2021-12-13,RO,4 wk ahead inc death,2022-01-08,point,forecast,NA,127
2021-12-13,SE,1 wk ahead inc death,2021-12-18,point,forecast,NA,34
2021-12-13,SE,2 wk ahead inc death,2021-12-25,point,forecast,NA,45
2021-12-13,SE,3 wk ahead inc death,2022-01-01,point,forecast,NA,53
2021-12-13,SE,4 wk ahead inc death,2022-01-08,point,forecast,NA,59
2021-12-13,SI,1 wk ahead inc death,2021-12-18,point,forecast,NA,87
2021-12-13,SI,2 wk ahead inc death,2021-12-25,point,forecast,NA,75
2021-12-13,SI,3 wk ahead inc death,2022-01-01,point,forecast,NA,66
