forecast_date,location,target,target_end_date,type,scenario_id,quantile,value
2021-11-15,AT,1 wk ahead inc death,2021-11-20,point,forecast,NA,365
2021-11-15,AT,2 wk ahead inc death,2021-11-27,point,forecast,NA,497
2021-11-15,AT,3 wk ahead inc death,2021-12-04,point,forecast,NA,592
2021-11-15,AT,4 wk ahead inc death,2021-12-11,point,forecast,NA,654
2021-11-15,BE,1 wk ahead inc death,2021-11-20,point,forecast,NA,341
2021-11-15,BE,2 wk ahead inc death,2021-11-27,point,forecast,NA,425
2021-11-15,BE,3 wk ahead inc death,2021-12-04,point,forecast,NA,498
2021-11-15,BE,4 wk ahead inc death,2021-12-11,point,forecast,NA,537
2021-11-15,BG,1 wk ahead inc death,2021-11-20,point,forecast,NA,1120
2021-11-15,BG,2 wk ahead inc death,2021-11-27,point,forecast,NA,998
2021-11-15,BG,3 wk ahead inc death,2021-12-04,point,forecast,NA,859
2021-11-15,BG,4 wk ahead inc death,2021-12-11,point,forecast,NA,725
2021-11-15,CH,1 wk ahead inc death,2021-11-20,point,forecast,NA,63
2021-11-15,CH,2 wk ahead inc death,2021-11-27,point,forecast,NA,75
2021-11-15,CH,3 wk ahead inc death,2021-12-04,point,forecast,NA,82
2021-11-15,CH,4 wk ahead inc death,2021-12-11,point,forecast,NA,87
2021-11-15,CY,1 wk ahead inc death,2021-11-20,point,forecast,NA,13
2021-11-15,CY,2 wk ahead inc death,2021-11-27,point,forecast,NA,16
2021-11-15,CY,3 wk ahead inc death,2021-12-04,point,forecast,NA,16
2021-11-15,CY,4 wk ahead inc death,2021-12-11,point,forecast,NA,16
2021-11-15,CZ,1 wk ahead inc death,2021-11-20,point,forecast,NA,609
2021-11-15,CZ,2 wk ahead inc death,2021-11-27,point,forecast,NA,752
2021-11-15,CZ,3 wk ahead inc death,2021-12-04,point,forecast,NA,843
2021-11-15,CZ,4 wk ahead inc death,2021-12-11,point,forecast,NA,899
2021-11-15,DE,1 wk ahead inc death,2021-11-20,point,forecast,NA,2582
2021-11-15,DE,2 wk ahead inc death,2021-11-27,point,forecast,NA,3976
2021-11-15,DE,3 wk ahead inc death,2021-12-04,point,forecast,NA,5063
2021-11-15,DE,4 wk ahead inc death,2021-12-11,point,forecast,NA,5831
2021-11-15,DK,1 wk ahead inc death,2021-11-20,point,forecast,NA,52
2021-11-15,DK,2 wk ahead inc death,2021-11-27,point,forecast,NA,72
2021-11-15,DK,3 wk ahead inc death,2021-12-04,point,forecast,NA,87
2021-11-15,DK,4 wk ahead inc death,2021-12-11,point,forecast,NA,97
2021-11-15,EE,1 wk ahead inc death,2021-11-20,point,forecast,NA,61
2021-11-15,EE,2 wk ahead inc death,2021-11-27,point,forecast,NA,53
2021-11-15,EE,3 wk ahead inc death,2021-12-04,point,forecast,NA,45
2021-11-15,EE,4 wk ahead inc death,2021-12-11,point,forecast,NA,38
2021-11-15,ES,1 wk ahead inc death,2021-11-20,point,forecast,NA,175
2021-11-15,ES,2 wk ahead inc death,2021-11-27,point,forecast,NA,177
2021-11-15,ES,3 wk ahead inc death,2021-12-04,point,forecast,NA,184
2021-11-15,ES,4 wk ahead inc death,2021-12-11,point,forecast,NA,198
2021-11-15,FI,1 wk ahead inc death,2021-11-20,point,forecast,NA,31
2021-11-15,FI,2 wk ahead inc death,2021-11-27,point,forecast,NA,28
2021-11-15,FI,3 wk ahead inc death,2021-12-04,point,forecast,NA,29
2021-11-15,FI,4 wk ahead inc death,2021-12-11,point,forecast,NA,29
2021-11-15,FR,1 wk ahead inc death,2021-11-20,point,forecast,NA,271
2021-11-15,FR,2 wk ahead inc death,2021-11-27,point,forecast,NA,341
2021-11-15,FR,3 wk ahead inc death,2021-12-04,point,forecast,NA,400
2021-11-15,FR,4 wk ahead inc death,2021-12-11,point,forecast,NA,463
2021-11-15,GB,1 wk ahead inc death,2021-11-20,point,forecast,NA,1242
2021-11-15,GB,2 wk ahead inc death,2021-11-27,point,forecast,NA,1459
2021-11-15,GB,3 wk ahead inc death,2021-12-04,point,forecast,NA,1691
2021-11-15,GB,4 wk ahead inc death,2021-12-11,point,forecast,NA,1941
2021-11-15,GR,1 wk ahead inc death,2021-11-20,point,forecast,NA,527
2021-11-15,GR,2 wk ahead inc death,2021-11-27,point,forecast,NA,545
2021-11-15,GR,3 wk ahead inc death,2021-12-04,point,forecast,NA,549
2021-11-15,GR,4 wk ahead inc death,2021-12-11,point,forecast,NA,536
2021-11-15,HR,1 wk ahead inc death,2021-11-20,point,forecast,NA,435
2021-11-15,HR,2 wk ahead inc death,2021-11-27,point,forecast,NA,458
2021-11-15,HR,3 wk ahead inc death,2021-12-04,point,forecast,NA,457
2021-11-15,HR,4 wk ahead inc death,2021-12-11,point,forecast,NA,447
2021-11-15,HU,1 wk ahead inc death,2021-11-20,point,forecast,NA,794
2021-11-15,HU,2 wk ahead inc death,2021-11-27,point,forecast,NA,875
2021-11-15,HU,3 wk ahead inc death,2021-12-04,point,forecast,NA,912
2021-11-15,HU,4 wk ahead inc death,2021-12-11,point,forecast,NA,927
2021-11-15,IE,1 wk ahead inc death,2021-11-20,point,forecast,NA,107
2021-11-15,IE,2 wk ahead inc death,2021-11-27,point,forecast,NA,131
2021-11-15,IE,3 wk ahead inc death,2021-12-04,point,forecast,NA,161
2021-11-15,IE,4 wk ahead inc death,2021-12-11,point,forecast,NA,180
2021-11-15,IS,1 wk ahead inc death,2021-11-20,point,forecast,NA,2
2021-11-15,IS,2 wk ahead inc death,2021-11-27,point,forecast,NA,4
2021-11-15,IS,3 wk ahead inc death,2021-12-04,point,forecast,NA,5
2021-11-15,IS,4 wk ahead inc death,2021-12-11,point,forecast,NA,6
2021-11-15,IT,1 wk ahead inc death,2021-11-20,point,forecast,NA,478
2021-11-15,IT,2 wk ahead inc death,2021-11-27,point,forecast,NA,559
2021-11-15,IT,3 wk ahead inc death,2021-12-04,point,forecast,NA,618
2021-11-15,IT,4 wk ahead inc death,2021-12-11,point,forecast,NA,667
2021-11-15,LI,1 wk ahead inc death,2021-11-20,point,forecast,NA,1
2021-11-15,LI,2 wk ahead inc death,2021-11-27,point,forecast,NA,2
2021-11-15,LI,3 wk ahead inc death,2021-12-04,point,forecast,NA,2
2021-11-15,LI,4 wk ahead inc death,2021-12-11,point,forecast,NA,3
2021-11-15,LT,1 wk ahead inc death,2021-11-20,point,forecast,NA,189
