forecast_date,location,target,target_end_date,type,scenario_id,quantile,value
2021-08-23,AT,1 wk ahead inc death,2021-08-28,point,forecast,NA,11
2021-08-23,AT,2 wk ahead inc death,2021-09-04,point,forecast,NA,13
2021-08-23,AT,3 wk ahead inc death,2021-09-11,point,forecast,NA,13
2021-08-23,AT,4 wk ahead inc death,2021-09-18,point,forecast,NA,13
2021-08-23,BE,1 wk ahead inc death,2021-08-28,point,forecast,NA,43
2021-08-23,BE,2 wk ahead inc death,2021-09-04,point,forecast,NA,48
2021-08-23,BE,3 wk ahead inc death,2021-09-11,point,forecast,NA,49
2021-08-23,BE,4 wk ahead inc death,2021-09-18,point,forecast,NA,49
2021-08-23,BG,1 wk ahead inc death,2021-08-28,point,forecast,NA,136
2021-08-23,BG,2 wk ahead inc death,2021-09-04,point,forecast,NA,141
2021-08-23,BG,3 wk ahead inc death,2021-09-11,point,forecast,NA,140
2021-08-23,BG,4 wk ahead inc death,2021-09-18,point,forecast,NA,137
2021-08-23,CH,1 wk ahead inc death,2021-08-28,point,forecast,NA,28
2021-08-23,CH,2 wk ahead inc death,2021-09-04,point,forecast,NA,31
2021-08-23,CH,3 wk ahead inc death,2021-09-11,point,forecast,NA,31
2021-08-23,CH,4 wk ahead inc death,2021-09-18,point,forecast,NA,30
2021-08-23,CY,1 wk ahead inc death,2021-08-28,point,forecast,NA,19
2021-08-23,CY,2 wk ahead inc death,2021-09-04,point,forecast,NA,18
2021-08-23,CY,3 wk ahead inc death,2021-09-11,point,forecast,NA,16
2021-08-23,CY,4 wk ahead inc death,2021-09-18,point,forecast,NA,16
2021-08-23,CZ,1 wk ahead inc death,2021-08-28,point,forecast,NA,10
2021-08-23,CZ,2 wk ahead inc death,2021-09-04,point,forecast,NA,10
2021-08-23,CZ,3 wk ahead inc death,2021-09-11,point,forecast,NA,11
2021-08-23,CZ,4 wk ahead inc death,2021-09-18,point,forecast,NA,11
2021-08-23,DE,1 wk ahead inc death,2021-08-28,point,forecast,NA,184
2021-08-23,DE,2 wk ahead inc death,2021-09-04,point,forecast,NA,277
2021-08-23,DE,3 wk ahead inc death,2021-09-11,point,forecast,NA,334
2021-08-23,DE,4 wk ahead inc death,2021-09-18,point,forecast,NA,365
2021-08-23,DK,1 wk ahead inc death,2021-08-28,point,forecast,NA,5
2021-08-23,DK,2 wk ahead inc death,2021-09-04,point,forecast,NA,5
2021-08-23,DK,3 wk ahead inc death,2021-09-11,point,forecast,NA,6
2021-08-23,DK,4 wk ahead inc death,2021-09-18,point,forecast,NA,6
2021-08-23,EE,1 wk ahead inc death,2021-08-28,point,forecast,NA,3
2021-08-23,EE,2 wk ahead inc death,2021-09-04,point,forecast,NA,4
2021-08-23,EE,3 wk ahead inc death,2021-09-11,point,forecast,NA,4
2021-08-23,EE,4 wk ahead inc death,2021-09-18,point,forecast,NA,4
2021-08-23,ES,1 wk ahead inc death,2021-08-28,point,forecast,NA,612
2021-08-23,ES,2 wk ahead inc death,2021-09-04,point,forecast,NA,574
2021-08-23,ES,3 wk ahead inc death,2021-09-11,point,forecast,NA,520
2021-08-23,ES,4 wk ahead inc death,2021-09-18,point,forecast,NA,465
2021-08-23,FI,1 wk ahead inc death,2021-08-28,point,forecast,NA,21
2021-08-23,FI,2 wk ahead inc death,2021-09-04,point,forecast,NA,31
2021-08-23,FI,3 wk ahead inc death,2021-09-11,point,forecast,NA,38
2021-08-23,FI,4 wk ahead inc death,2021-09-18,point,forecast,NA,43
2021-08-23,FR,1 wk ahead inc death,2021-08-28,point,forecast,NA,584
2021-08-23,FR,2 wk ahead inc death,2021-09-04,point,forecast,NA,621
2021-08-23,FR,3 wk ahead inc death,2021-09-11,point,forecast,NA,629
2021-08-23,FR,4 wk ahead inc death,2021-09-18,point,forecast,NA,627
2021-08-23,GB,1 wk ahead inc death,2021-08-28,point,forecast,NA,744
2021-08-23,GB,2 wk ahead inc death,2021-09-04,point,forecast,NA,765
2021-08-23,GB,3 wk ahead inc death,2021-09-11,point,forecast,NA,775
2021-08-23,GB,4 wk ahead inc death,2021-09-18,point,forecast,NA,777
2021-08-23,GR,1 wk ahead inc death,2021-08-28,point,forecast,NA,178
2021-08-23,GR,2 wk ahead inc death,2021-09-04,point,forecast,NA,201
2021-08-23,GR,3 wk ahead inc death,2021-09-11,point,forecast,NA,214
2021-08-23,GR,4 wk ahead inc death,2021-09-18,point,forecast,NA,222
2021-08-23,HR,1 wk ahead inc death,2021-08-28,point,forecast,NA,19
2021-08-23,HR,2 wk ahead inc death,2021-09-04,point,forecast,NA,19
2021-08-23,HR,3 wk ahead inc death,2021-09-11,point,forecast,NA,20
2021-08-23,HR,4 wk ahead inc death,2021-09-18,point,forecast,NA,20
2021-08-23,HU,1 wk ahead inc death,2021-08-28,point,forecast,NA,7
2021-08-23,HU,2 wk ahead inc death,2021-09-04,point,forecast,NA,7
2021-08-23,HU,3 wk ahead inc death,2021-09-11,point,forecast,NA,7
2021-08-23,HU,4 wk ahead inc death,2021-09-18,point,forecast,NA,7
2021-08-23,IE,1 wk ahead inc death,2021-08-28,point,forecast,NA,22
2021-08-23,IE,2 wk ahead inc death,2021-09-04,point,forecast,NA,25
2021-08-23,IE,3 wk ahead inc death,2021-09-11,point,forecast,NA,25
2021-08-23,IE,4 wk ahead inc death,2021-09-18,point,forecast,NA,25
2021-08-23,IS,1 wk ahead inc death,2021-08-28,point,forecast,NA,1
2021-08-23,IS,2 wk ahead inc death,2021-09-04,point,forecast,NA,2
2021-08-23,IS,3 wk ahead inc death,2021-09-11,point,forecast,NA,2
2021-08-23,IS,4 wk ahead inc death,2021-09-18,point,forecast,NA,3
2021-08-23,IT,1 wk ahead inc death,2021-08-28,point,forecast,NA,359
2021-08-23,IT,2 wk ahead inc death,2021-09-04,point,forecast,NA,375
2021-08-23,IT,3 wk ahead inc death,2021-09-11,point,forecast,NA,377
2021-08-23,IT,4 wk ahead inc death,2021-09-18,point,forecast,NA,374
2021-08-23,LI,1 wk ahead inc death,2021-08-28,point,forecast,NA,0
