forecast_date,location,target,target_end_date,type,scenario_id,quantile,value
2021-07-05,AT,1 wk ahead inc death,2021-07-10,point,forecast,NA,9
2021-07-05,AT,2 wk ahead inc death,2021-07-17,point,forecast,NA,7
2021-07-05,AT,3 wk ahead inc death,2021-07-24,point,forecast,NA,5
2021-07-05,AT,4 wk ahead inc death,2021-07-31,point,forecast,NA,5
2021-07-05,BE,1 wk ahead inc death,2021-07-10,point,forecast,NA,26
2021-07-05,BE,2 wk ahead inc death,2021-07-17,point,forecast,NA,22
2021-07-05,BE,3 wk ahead inc death,2021-07-24,point,forecast,NA,20
2021-07-05,BE,4 wk ahead inc death,2021-07-31,point,forecast,NA,22
2021-07-05,BG,1 wk ahead inc death,2021-07-10,point,forecast,NA,56
2021-07-05,BG,2 wk ahead inc death,2021-07-17,point,forecast,NA,56
2021-07-05,BG,3 wk ahead inc death,2021-07-24,point,forecast,NA,56
2021-07-05,BG,4 wk ahead inc death,2021-07-31,point,forecast,NA,53
2021-07-05,CH,1 wk ahead inc death,2021-07-10,point,forecast,NA,9
2021-07-05,CH,2 wk ahead inc death,2021-07-17,point,forecast,NA,7
2021-07-05,CH,3 wk ahead inc death,2021-07-24,point,forecast,NA,5
2021-07-05,CH,4 wk ahead inc death,2021-07-31,point,forecast,NA,3
2021-07-05,CY,1 wk ahead inc death,2021-07-10,point,forecast,NA,2
2021-07-05,CY,2 wk ahead inc death,2021-07-17,point,forecast,NA,2
2021-07-05,CY,3 wk ahead inc death,2021-07-24,point,forecast,NA,2
2021-07-05,CY,4 wk ahead inc death,2021-07-31,point,forecast,NA,1
2021-07-05,CZ,1 wk ahead inc death,2021-07-10,point,forecast,NA,8
2021-07-05,CZ,2 wk ahead inc death,2021-07-17,point,forecast,NA,5
2021-07-05,CZ,3 wk ahead inc death,2021-07-24,point,forecast,NA,3
2021-07-05,CZ,4 wk ahead inc death,2021-07-31,point,forecast,NA,2
2021-07-05,DE,1 wk ahead inc death,2021-07-10,point,forecast,NA,189
2021-07-05,DE,2 wk ahead inc death,2021-07-17,point,forecast,NA,152
2021-07-05,DE,3 wk ahead inc death,2021-07-24,point,forecast,NA,115
2021-07-05,DE,4 wk ahead inc death,2021-07-31,point,forecast,NA,85
2021-07-05,DK,1 wk ahead inc death,2021-07-10,point,forecast,NA,5
2021-07-05,DK,2 wk ahead inc death,2021-07-17,point,forecast,NA,4
