"forecast_date","scenario_id","target","target_end_date","location","type","quantile","value"
2021-08-02,"forecast","1 wk ahead inc case",2021-08-07,"ES","quantile",0.01,88277
2021-08-02,"forecast","2 wk ahead inc case",2021-08-14,"ES","quantile",0.01,59895
2021-08-02,"forecast","3 wk ahead inc case",2021-08-21,"ES","quantile",0.01,40388
2021-08-02,"forecast","4 wk ahead inc case",2021-08-28,"ES","quantile",0.01,27167
2021-08-02,"forecast","1 wk ahead inc case",2021-08-07,"ES","quantile",0.025,95837
2021-08-02,"forecast","2 wk ahead inc case",2021-08-14,"ES","quantile",0.025,67737
2021-08-02,"forecast","3 wk ahead inc case",2021-08-21,"ES","quantile",0.025,47627
2021-08-02,"forecast","4 wk ahead inc case",2021-08-28,"ES","quantile",0.025,33419
2021-08-02,"forecast","1 wk ahead inc case",2021-08-07,"ES","quantile",0.05,102854
2021-08-02,"forecast","2 wk ahead inc case",2021-08-14,"ES","quantile",0.05,75298
2021-08-02,"forecast","3 wk ahead inc case",2021-08-21,"ES","quantile",0.05,54884
2021-08-02,"forecast","4 wk ahead inc case",2021-08-28,"ES","quantile",0.05,39935
2021-08-02,"forecast","1 wk ahead inc case",2021-08-07,"ES","quantile",0.1,111586
2021-08-02,"forecast","2 wk ahead inc case",2021-08-14,"ES","quantile",0.1,85069
2021-08-02,"forecast","3 wk ahead inc case",2021-08-21,"ES","quantile",0.1,64632
2021-08-02,"forecast","4 wk ahead inc case",2021-08-28,"ES","quantile",0.1,49039
2021-08-02,"forecast","1 wk ahead inc case",2021-08-07,"ES","quantile",0.15,117892
2021-08-02,"forecast","2 wk ahead inc case",2021-08-14,"ES","quantile",0.15,92367
2021-08-02,"forecast","3 wk ahead inc case",2021-08-21,"ES","quantile",0.15,72170
2021-08-02,"forecast","4 wk ahead inc case",2021-08-28,"ES","quantile",0.15,56328
2021-08-02,"forecast","1 wk ahead inc case",2021-08-07,"ES","quantile",0.2,123157
2021-08-02,"forecast","2 wk ahead inc case",2021-08-14,"ES","quantile",0.2,98612
2021-08-02,"forecast","3 wk ahead inc case",2021-08-21,"ES","quantile",0.2,78783
2021-08-02,"forecast","4 wk ahead inc case",2021-08-28,"ES","quantile",0.2,62885
2021-08-02,"forecast","1 wk ahead inc case",2021-08-07,"ES","quantile",0.25,127861
2021-08-02,"forecast","2 wk ahead inc case",2021-08-14,"ES","quantile",0.25,104305
2021-08-02,"forecast","3 wk ahead inc case",2021-08-21,"ES","quantile",0.25,84937
2021-08-02,"forecast","4 wk ahead inc case",2021-08-28,"ES","quantile",0.25,69116
2021-08-02,"forecast","1 wk ahead inc case",2021-08-07,"ES","quantile",0.3,132238
2021-08-02,"forecast","2 wk ahead inc case",2021-08-14,"ES","quantile",0.3,109697
2021-08-02,"forecast","3 wk ahead inc case",2021-08-21,"ES","quantile",0.3,90872
2021-08-02,"forecast","4 wk ahead inc case",2021-08-28,"ES","quantile",0.3,75236
2021-08-02,"forecast","1 wk ahead inc case",2021-08-07,"ES","quantile",0.35,136428
2021-08-02,"forecast","2 wk ahead inc case",2021-08-14,"ES","quantile",0.35,114942
2021-08-02,"forecast","3 wk ahead inc case",2021-08-21,"ES","quantile",0.35,96742
2021-08-02,"forecast","4 wk ahead inc case",2021-08-28,"ES","quantile",0.35,81390
2021-08-02,"forecast","1 wk ahead inc case",2021-08-07,"ES","quantile",0.4,140526
2021-08-02,"forecast","2 wk ahead inc case",2021-08-14,"ES","quantile",0.4,120151
2021-08-02,"forecast","3 wk ahead inc case",2021-08-21,"ES","quantile",0.4,102661
2021-08-02,"forecast","4 wk ahead inc case",2021-08-28,"ES","quantile",0.4,87694
2021-08-02,"forecast","1 wk ahead inc case",2021-08-07,"ES","quantile",0.45,144608
2021-08-02,"forecast","2 wk ahead inc case",2021-08-14,"ES","quantile",0.45,125415
2021-08-02,"forecast","3 wk ahead inc case",2021-08-21,"ES","quantile",0.45,108733
2021-08-02,"forecast","4 wk ahead inc case",2021-08-28,"ES","quantile",0.45,94258
2021-08-02,"forecast","1 wk ahead inc case",2021-08-07,"ES","quantile",0.5,148742
2021-08-02,"forecast","2 wk ahead inc case",2021-08-14,"ES","quantile",0.5,130821
2021-08-02,"forecast","3 wk ahead inc case",2021-08-21,"ES","quantile",0.5,115060
2021-08-02,"forecast","4 wk ahead inc case",2021-08-28,"ES","quantile",0.5,101197
2021-08-02,"forecast","1 wk ahead inc case",2021-08-07,"ES","quantile",0.55,152993
2021-08-02,"forecast","2 wk ahead inc case",2021-08-14,"ES","quantile",0.55,136460
2021-08-02,"forecast","3 wk ahead inc case",2021-08-21,"ES","quantile",0.55,121754
2021-08-02,"forecast","4 wk ahead inc case",2021-08-28,"ES","quantile",0.55,108647
2021-08-02,"forecast","1 wk ahead inc case",2021-08-07,"ES","quantile",0.6,157438
2021-08-02,"forecast","2 wk ahead inc case",2021-08-14,"ES","quantile",0.6,142438
2021-08-02,"forecast","3 wk ahead inc case",2021-08-21,"ES","quantile",0.6,128955
2021-08-02,"forecast","4 wk ahead inc case",2021-08-28,"ES","quantile",0.6,116779
2021-08-02,"forecast","1 wk ahead inc case",2021-08-07,"ES","quantile",0.65,162167
2021-08-02,"forecast","2 wk ahead inc case",2021-08-14,"ES","quantile",0.65,148893
2021-08-02,"forecast","3 wk ahead inc case",2021-08-21,"ES","quantile",0.65,136846
2021-08-02,"forecast","4 wk ahead inc case",2021-08-28,"ES","quantile",0.65,125824
2021-08-02,"forecast","1 wk ahead inc case",2021-08-07,"ES","quantile",0.7,167305
2021-08-02,"forecast","2 wk ahead inc case",2021-08-14,"ES","quantile",0.7,156012
2021-08-02,"forecast","3 wk ahead inc case",2021-08-21,"ES","quantile",0.7,145685
2021-08-02,"forecast","4 wk ahead inc case",2021-08-28,"ES","quantile",0.7,136116
2021-08-02,"forecast","1 wk ahead inc case",2021-08-07,"ES","quantile",0.75,173033
2021-08-02,"forecast","2 wk ahead inc case",2021-08-14,"ES","quantile",0.75,164077
2021-08-02,"forecast","3 wk ahead inc case",2021-08-21,"ES","quantile",0.75,155865
2021-08-02,"forecast","4 wk ahead inc case",2021-08-28,"ES","quantile",0.75,148169
2021-08-02,"forecast","1 wk ahead inc case",2021-08-07,"ES","quantile",0.8,179642
2021-08-02,"forecast","2 wk ahead inc case",2021-08-14,"ES","quantile",0.8,173550
2021-08-02,"forecast","3 wk ahead inc case",2021-08-21,"ES","quantile",0.8,168041
2021-08-02,"forecast","4 wk ahead inc case",2021-08-28,"ES","quantile",0.8,162850
2021-08-02,"forecast","1 wk ahead inc case",2021-08-07,"ES","quantile",0.85,187664
2021-08-02,"forecast","2 wk ahead inc case",2021-08-14,"ES","quantile",0.85,185283
2021-08-02,"forecast","3 wk ahead inc case",2021-08-21,"ES","quantile",0.85,183438
2021-08-02,"forecast","4 wk ahead inc case",2021-08-28,"ES","quantile",0.85,181809
2021-08-02,"forecast","1 wk ahead inc case",2021-08-07,"ES","quantile",0.9,198270
2021-08-02,"forecast","2 wk ahead inc case",2021-08-14,"ES","quantile",0.9,201180
2021-08-02,"forecast","3 wk ahead inc case",2021-08-21,"ES","quantile",0.9,204831
2021-08-02,"forecast","4 wk ahead inc case",2021-08-28,"ES","quantile",0.9,208830
2021-08-02,"forecast","1 wk ahead inc case",2021-08-07,"ES","quantile",0.95,215101
2021-08-02,"forecast","2 wk ahead inc case",2021-08-14,"ES","quantile",0.95,227285
2021-08-02,"forecast","3 wk ahead inc case",2021-08-21,"ES","quantile",0.95,241214
2021-08-02,"forecast","4 wk ahead inc case",2021-08-28,"ES","quantile",0.95,256439
2021-08-02,"forecast","1 wk ahead inc case",2021-08-07,"ES","quantile",0.975,230852
2021-08-02,"forecast","2 wk ahead inc case",2021-08-14,"ES","quantile",0.975,252655
2021-08-02,"forecast","3 wk ahead inc case",2021-08-21,"ES","quantile",0.975,277964
2021-08-02,"forecast","4 wk ahead inc case",2021-08-28,"ES","quantile",0.975,306439
2021-08-02,"forecast","1 wk ahead inc case",2021-08-07,"ES","quantile",0.99,250622
2021-08-02,"forecast","2 wk ahead inc case",2021-08-14,"ES","quantile",0.99,285735
2021-08-02,"forecast","3 wk ahead inc case",2021-08-21,"ES","quantile",0.99,327791
2021-08-02,"forecast","4 wk ahead inc case",2021-08-28,"ES","quantile",0.99,376958
2021-08-02,"forecast","1 wk ahead inc case",2021-08-07,"ES","point",NA,148742
2021-08-02,"forecast","2 wk ahead inc case",2021-08-14,"ES","point",NA,130821
2021-08-02,"forecast","3 wk ahead inc case",2021-08-21,"ES","point",NA,115060
2021-08-02,"forecast","4 wk ahead inc case",2021-08-28,"ES","point",NA,101197
2021-08-02,"forecast","1 wk ahead inc death",2021-08-07,"ES","quantile",0.01,42
2021-08-02,"forecast","2 wk ahead inc death",2021-08-14,"ES","quantile",0.01,28
2021-08-02,"forecast","3 wk ahead inc death",2021-08-21,"ES","quantile",0.01,18
2021-08-02,"forecast","4 wk ahead inc death",2021-08-28,"ES","quantile",0.01,11
2021-08-02,"forecast","1 wk ahead inc death",2021-08-07,"ES","quantile",0.025,56
2021-08-02,"forecast","2 wk ahead inc death",2021-08-14,"ES","quantile",0.025,42
2021-08-02,"forecast","3 wk ahead inc death",2021-08-21,"ES","quantile",0.025,30
2021-08-02,"forecast","4 wk ahead inc death",2021-08-28,"ES","quantile",0.025,22
2021-08-02,"forecast","1 wk ahead inc death",2021-08-07,"ES","quantile",0.05,73
2021-08-02,"forecast","2 wk ahead inc death",2021-08-14,"ES","quantile",0.05,59
2021-08-02,"forecast","3 wk ahead inc death",2021-08-21,"ES","quantile",0.05,48
2021-08-02,"forecast","4 wk ahead inc death",2021-08-28,"ES","quantile",0.05,38
2021-08-02,"forecast","1 wk ahead inc death",2021-08-07,"ES","quantile",0.1,97
2021-08-02,"forecast","2 wk ahead inc death",2021-08-14,"ES","quantile",0.1,89
2021-08-02,"forecast","3 wk ahead inc death",2021-08-21,"ES","quantile",0.1,81
2021-08-02,"forecast","4 wk ahead inc death",2021-08-28,"ES","quantile",0.1,72
2021-08-02,"forecast","1 wk ahead inc death",2021-08-07,"ES","quantile",0.15,119
2021-08-02,"forecast","2 wk ahead inc death",2021-08-14,"ES","quantile",0.15,117
2021-08-02,"forecast","3 wk ahead inc death",2021-08-21,"ES","quantile",0.15,115
2021-08-02,"forecast","4 wk ahead inc death",2021-08-28,"ES","quantile",0.15,112
2021-08-02,"forecast","1 wk ahead inc death",2021-08-07,"ES","quantile",0.2,139
2021-08-02,"forecast","2 wk ahead inc death",2021-08-14,"ES","quantile",0.2,146
2021-08-02,"forecast","3 wk ahead inc death",2021-08-21,"ES","quantile",0.2,152
2021-08-02,"forecast","4 wk ahead inc death",2021-08-28,"ES","quantile",0.2,158
2021-08-02,"forecast","1 wk ahead inc death",2021-08-07,"ES","quantile",0.25,159
2021-08-02,"forecast","2 wk ahead inc death",2021-08-14,"ES","quantile",0.25,176
2021-08-02,"forecast","3 wk ahead inc death",2021-08-21,"ES","quantile",0.25,194
2021-08-02,"forecast","4 wk ahead inc death",2021-08-28,"ES","quantile",0.25,213
2021-08-02,"forecast","1 wk ahead inc death",2021-08-07,"ES","quantile",0.3,179
2021-08-02,"forecast","2 wk ahead inc death",2021-08-14,"ES","quantile",0.3,209
2021-08-02,"forecast","3 wk ahead inc death",2021-08-21,"ES","quantile",0.3,241
2021-08-02,"forecast","4 wk ahead inc death",2021-08-28,"ES","quantile",0.3,279
2021-08-02,"forecast","1 wk ahead inc death",2021-08-07,"ES","quantile",0.35,201
2021-08-02,"forecast","2 wk ahead inc death",2021-08-14,"ES","quantile",0.35,244
