model,target_variable,location,horizon,weight
MUNI-ARIMA,inc death,Overall,4,0.19044926360592304
RobertWalraven-ESG,inc death,Overall,4,0.09640024454126969
USC-SIkJalpha,inc death,Overall,4,0.12800688209578434
epiforecasts-EpiExpert,inc death,Overall,4,0.10140804945250448
epiforecasts-EpiNow2,inc death,Overall,4,0.07967775314125353
IEM_Health-CovidProject,inc case,AT,1,0.10154569147292752
ILM-EKF,inc case,AT,1,0.09612992126103805
Karlen-pypm,inc case,AT,1,0.12648673850136585
LANL-GrowthRate,inc case,AT,1,0.1335137795292195
MUNI-ARIMA,inc case,AT,1,0.21847709377508648
RobertWalraven-ESG,inc case,AT,1,0.13108625626505188
USC-SIkJalpha,inc case,AT,1,0.08010826771753171
epiforecasts-EpiNow2,inc case,AT,1,0.11265225147777896
IEM_Health-CovidProject,inc case,AT,2,0.09741465991287745
ILM-EKF,inc case,AT,2,0.10463056064716468
Karlen-pypm,inc case,AT,2,0.07704614011291218
LANL-GrowthRate,inc case,AT,2,0.14125125687367232
MUNI-ARIMA,inc case,AT,2,0.22302830032685106
RobertWalraven-ESG,inc case,AT,2,0.1661779492631439
USC-SIkJalpha,inc case,AT,2,0.09522556643168921
epiforecasts-EpiNow2,inc case,AT,2,0.09522556643168921
IEM_Health-CovidProject,inc case,AT,3,0.09004798947237859
ILM-EKF,inc case,AT,3,0.09933128735612896
Karlen-pypm,inc case,AT,3,0.04588159463592623
LANL-GrowthRate,inc case,AT,3,0.14169315990506628
MUNI-ARIMA,inc case,AT,3,0.2752895678155574
RobertWalraven-ESG,inc case,AT,3,0.18529105526047132
USC-SIkJalpha,inc case,AT,3,0.09264552763023566
epiforecasts-EpiNow2,inc case,AT,3,0.06981981792423558
IEM_Health-CovidProject,inc case,AT,4,0.08944375282601776
ILM-EKF,inc case,AT,4,0.0986174710645837
LANL-GrowthRate,inc case,AT,4,0.14071029407995478
MUNI-ARIMA,inc case,AT,4,0.3036380030146393
RobertWalraven-ESG,inc case,AT,4,0.21770271914257153
USC-SIkJalpha,inc case,AT,4,0.09696003457610329
epiforecasts-EpiNow2,inc case,AT,4,0.052927725296129775
IEM_Health-CovidProject,inc death,AT,1,0.08809760192386824
ILM-EKF,inc death,AT,1,0.06196695728543275
Karlen-pypm,inc death,AT,1,0.38484741893058233
LANL-GrowthRate,inc death,AT,1,0.08502442976373331
MUNI-ARIMA,inc death,AT,1,0.10597247767653717
RobertWalraven-ESG,inc death,AT,1,0.10913583521912035
USC-SIkJalpha,inc death,AT,1,0.07239703920476301
epiforecasts-EpiNow2,inc death,AT,1,0.09255823999596283
IEM_Health-CovidProject,inc death,AT,2,0.08619863176673098
ILM-EKF,inc death,AT,2,0.08322626515408509
Karlen-pypm,inc death,AT,2,0.27848788724636164
LANL-GrowthRate,inc death,AT,2,0.13408676052602597
MUNI-ARIMA,inc death,AT,2,0.12067808447342339
RobertWalraven-ESG,inc death,AT,2,0.10648066277066769
USC-SIkJalpha,inc death,AT,2,0.09165424137222028
epiforecasts-EpiNow2,inc death,AT,2,0.09918746669048496
IEM_Health-CovidProject,inc death,AT,3,0.08454015021416968
ILM-EKF,inc death,AT,3,0.10309774416362155
Karlen-pypm,inc death,AT,3,0.17612531294618683
LANL-GrowthRate,inc death,AT,3,0.1385904101871634
MUNI-ARIMA,inc death,AT,3,0.19213670503220381
RobertWalraven-ESG,inc death,AT,3,0.13209398470964012
USC-SIkJalpha,inc death,AT,3,0.08051442877539969
epiforecasts-EpiNow2,inc death,AT,3,0.09290126397161501
IEM_Health-CovidProject,inc death,AT,4,0.09743318556761363
ILM-EKF,inc death,AT,4,0.1210222725997727
LANL-GrowthRate,inc death,AT,4,0.18249390312664138
MUNI-ARIMA,inc death,AT,4,0.24993730210822623
RobertWalraven-ESG,inc death,AT,4,0.15749473831477268
USC-SIkJalpha,inc death,AT,4,0.10949634187598482
epiforecasts-EpiNow2,inc death,AT,4,0.08212225640698863
IEM_Health-CovidProject,inc case,BE,1,0.1365186656867488
ILM-EKF,inc case,BE,1,0.13216168699461855
Karlen-pypm,inc case,BE,1,0.14789522116064457
LANL-GrowthRate,inc case,BE,1,0.12423198577494145
MUNI-ARIMA,inc case,BE,1,0.09782046124011136
RobertWalraven-ESG,inc case,BE,1,0.14615527738228407
USC-SIkJalpha,inc case,BE,1,0.10018708530237214
epiforecasts-EpiNow2,inc case,BE,1,0.1150296164582791
IEM_Health-CovidProject,inc case,BE,2,0.12401012581858904
ILM-EKF,inc case,BE,2,0.11652675615712248
Karlen-pypm,inc case,BE,2,0.08501323090708306
LANL-GrowthRate,inc case,BE,2,0.1437989756832575
MUNI-ARIMA,inc case,BE,2,0.1251583677243167
RobertWalraven-ESG,inc case,BE,2,0.16896379642782758
USC-SIkJalpha,inc case,BE,2,0.12751984636062458
epiforecasts-EpiNow2,inc case,BE,2,0.1090089009211791
IEM_Health-CovidProject,inc case,BE,3,0.11033672653511636
ILM-EKF,inc case,BE,3,0.10367209204641806
Karlen-pypm,inc case,BE,3,0.04695179852558143
LANL-GrowthRate,inc case,BE,3,0.15762389505016625
MUNI-ARIMA,inc case,BE,3,0.14042856104469353
RobertWalraven-ESG,inc case,BE,3,0.1955334394293201
USC-SIkJalpha,inc case,BE,3,0.13432297143405472
epiforecasts-EpiNow2,inc case,BE,3,0.11113051593464958
IEM_Health-CovidProject,inc case,BE,4,0.10117795549797289
ILM-EKF,inc case,BE,4,0.09100662663838832
LANL-GrowthRate,inc case,BE,4,0.18298140887931266
MUNI-ARIMA,inc case,BE,4,0.14453993642567556
RobertWalraven-ESG,inc case,BE,4,0.21772471436272645
USC-SIkJalpha,inc case,BE,4,0.15087940732153854
epiforecasts-EpiNow2,inc case,BE,4,0.11168995087438566
IEM_Health-CovidProject,inc death,BE,1,0.10085995133895331
ILM-EKF,inc death,BE,1,0.07718873826960714
Karlen-pypm,inc death,BE,1,0.36021411192483327
LANL-GrowthRate,inc death,BE,1,0.08222278641762498
MUNI-ARIMA,inc death,BE,1,0.11124259338855146
RobertWalraven-ESG,inc death,BE,1,0.10654220211861268
USC-SIkJalpha,inc death,BE,1,0.08899407471084117
epiforecasts-EpiNow2,inc death,BE,1,0.07273554183097594
IEM_Health-CovidProject,inc death,BE,2,0.08125535201706169
ILM-EKF,inc death,BE,2,0.09014265614392782
Karlen-pypm,inc death,BE,2,0.32050722184507663
LANL-GrowthRate,inc death,BE,2,0.08484014695899088
MUNI-ARIMA,inc death,BE,2,0.1254158694176387
RobertWalraven-ESG,inc death,BE,2,0.11312019594532116
USC-SIkJalpha,inc death,BE,2,0.09457590152805541
epiforecasts-EpiNow2,inc death,BE,2,0.09014265614392782
IEM_Health-CovidProject,inc death,BE,3,0.09173847019743414
ILM-EKF,inc death,BE,3,0.10320577897211342
Karlen-pypm,inc death,BE,3,0.24463592052649102
LANL-GrowthRate,inc death,BE,3,0.10828147301992228
MUNI-ARIMA,inc death,BE,3,0.14359064900467952
RobertWalraven-ESG,inc death,BE,3,0.12009399734936833
USC-SIkJalpha,inc death,BE,3,0.10484396593992473
epiforecasts-EpiNow2,inc death,BE,3,0.08360974499006656
IEM_Health-CovidProject,inc death,BE,4,0.11071773075101046
ILM-EKF,inc death,BE,4,0.11840646205316396
LANL-GrowthRate,inc death,BE,4,0.13532167091790168
MUNI-ARIMA,inc death,BE,4,0.22434908599546857
RobertWalraven-ESG,inc death,BE,4,0.18533185364843055
USC-SIkJalpha,inc death,BE,4,0.13320726980980946
epiforecasts-EpiNow2,inc death,BE,4,0.09266592682421528
IEM_Health-CovidProject,inc case,BG,1,0.06485867565199975
ILM-EKF,inc case,BG,1,0.09117813823541994
Karlen-pypm,inc case,BG,1,0.17003490643902636
LANL-GrowthRate,inc case,BG,1,0.09251899320947021
MUNI-ARIMA,inc case,BG,1,0.251651661529759
RobertWalraven-ESG,inc case,BG,1,0.15728228845609937
USC-SIkJalpha,inc case,BG,1,0.053771722549093806
epiforecasts-EpiNow2,inc case,BG,1,0.11870361392913159
IEM_Health-CovidProject,inc case,BG,2,0.055039794810815716
ILM-EKF,inc case,BG,2,0.06847974470648002
Karlen-pypm,inc case,BG,2,0.14364044011603125
LANL-GrowthRate,inc case,BG,2,0.11547564793641728
MUNI-ARIMA,inc case,BG,2,0.2944629022378641
RobertWalraven-ESG,inc case,BG,2,0.16826451556449376
USC-SIkJalpha,inc case,BG,2,0.06928538876185038
epiforecasts-EpiNow2,inc case,BG,2,0.08535156586604757
IEM_Health-CovidProject,inc case,BG,3,0.05049886263167328
ILM-EKF,inc case,BG,3,0.05346938396294818
Karlen-pypm,inc case,BG,3,0.17674601921085648
LANL-GrowthRate,inc case,BG,3,0.10784502867103109
MUNI-ARIMA,inc case,BG,3,0.3029931757900397
RobertWalraven-ESG,inc case,BG,3,0.15519162662416666
USC-SIkJalpha,inc case,BG,3,0.08483808922121111
epiforecasts-EpiNow2,inc case,BG,3,0.06841781388807347
IEM_Health-CovidProject,inc case,BG,4,0.05151129212112456
ILM-EKF,inc case,BG,4,0.04929915074168977
LANL-GrowthRate,inc case,BG,4,0.11317974043514695
MUNI-ARIMA,inc case,BG,4,0.3826553128997825
RobertWalraven-ESG,inc case,BG,4,0.2232155991915398
USC-SIkJalpha,inc case,BG,4,0.10573370488020307
epiforecasts-EpiNow2,inc case,BG,4,0.07440519973051325
IEM_Health-CovidProject,inc death,BG,1,0.05893066459280098
ILM-EKF,inc death,BG,1,0.08002929759516182
Karlen-pypm,inc death,BG,1,0.4630266503720077
LANL-GrowthRate,inc death,BG,1,0.05540489833511204
MUNI-ARIMA,inc death,BG,1,0.1322933286777165
RobertWalraven-ESG,inc death,BG,1,0.08002929759516182
USC-SIkJalpha,inc death,BG,1,0.06970293661514095
epiforecasts-EpiNow2,inc death,BG,1,0.06058292621689821
IEM_Health-CovidProject,inc death,BG,2,0.06061330767739615
ILM-EKF,inc death,BG,2,0.07937456957754258
Karlen-pypm,inc death,BG,2,0.3922037555596221
LANL-GrowthRate,inc death,BG,2,0.05556219870427981
MUNI-ARIMA,inc death,BG,2,0.15505729870961807
RobertWalraven-ESG,inc death,BG,2,0.10417912257052463
USC-SIkJalpha,inc death,BG,2,0.08889951792684768
epiforecasts-EpiNow2,inc death,BG,2,0.064110229274169
IEM_Health-CovidProject,inc death,BG,3,0.04477387006443182
ILM-EKF,inc death,BG,3,0.06032689861312918
Karlen-pypm,inc death,BG,3,0.40936109773194806
LANL-GrowthRate,inc death,BG,3,0.056186817335757575
MUNI-ARIMA,inc death,BG,3,0.16374443909277922
RobertWalraven-ESG,inc death,BG,3,0.11696031363769945
USC-SIkJalpha,inc death,BG,3,0.09881129945253919
epiforecasts-EpiNow2,inc death,BG,3,0.04983526407171542
IEM_Health-CovidProject,inc death,BG,4,0.07068538129006209
ILM-EKF,inc death,BG,4,0.08160426132673833
LANL-GrowthRate,inc death,BG,4,0.12093161618299779
MUNI-ARIMA,inc death,BG,4,0.3345774714396272
RobertWalraven-ESG,inc death,BG,4,0.18587637302201507
USC-SIkJalpha,inc death,BG,4,0.1356395154484975
epiforecasts-EpiNow2,inc death,BG,4,0.07068538129006209
IEM_Health-CovidProject,inc case,CH,1,0.17339101116702532
ILM-EKF,inc case,CH,1,0.18801434945822024
Karlen-pypm,inc case,CH,1,0.06317891095154768
LANL-GrowthRate,inc case,CH,1,0.11559400744468352
MUNI-ARIMA,inc case,CH,1,0.07224625465292721
RobertWalraven-ESG,inc case,CH,1,0.13337770089771178
USC-SIkJalpha,inc case,CH,1,0.15605191005032276
epiforecasts-EpiNow2,inc case,CH,1,0.09814585537756149
IEM_Health-CovidProject,inc case,CH,2,0.1574050245888837
ILM-EKF,inc case,CH,2,0.17989145667300993
Karlen-pypm,inc case,CH,2,0.05384908735935495
LANL-GrowthRate,inc case,CH,2,0.16049139762003828
MUNI-ARIMA,inc case,CH,2,0.08570744794368537
RobertWalraven-ESG,inc case,CH,2,0.14234889180212093
USC-SIkJalpha,inc case,CH,2,0.14486834121454784
epiforecasts-EpiNow2,inc case,CH,2,0.075438352798359
IEM_Health-CovidProject,inc case,CH,3,0.1455259046259584
ILM-EKF,inc case,CH,3,0.1618465668270005
Karlen-pypm,inc case,CH,3,0.038741795638677974
LANL-GrowthRate,inc case,CH,3,0.17317582650489052
MUNI-ARIMA,inc case,CH,3,0.09260739385288262
RobertWalraven-ESG,inc case,CH,3,0.1546212736650808
USC-SIkJalpha,inc case,CH,3,0.1681318703930976
epiforecasts-EpiNow2,inc case,CH,3,0.06534936849241152
IEM_Health-CovidProject,inc case,CH,4,0.14518947539998972
ILM-EKF,inc case,CH,4,0.13361640127390362
LANL-GrowthRate,inc case,CH,4,0.18256498391879897
MUNI-ARIMA,inc case,CH,4,0.09913474933225104
RobertWalraven-ESG,inc case,CH,4,0.16174616996314645
USC-SIkJalpha,inc case,CH,4,0.19826949866450208
epiforecasts-EpiNow2,inc case,CH,4,0.07947872144740817
IEM_Health-CovidProject,inc death,CH,1,0.10477844868065113
ILM-EKF,inc death,CH,1,0.07184807909530364
Karlen-pypm,inc death,CH,1,0.34291128659122194
LANL-GrowthRate,inc death,CH,1,0.08476458769670654
MUNI-ARIMA,inc death,CH,1,0.09926379348693266
RobertWalraven-ESG,inc death,CH,1,0.1347151483036943
USC-SIkJalpha,inc death,CH,1,0.09313639882724545
epiforecasts-EpiNow2,inc death,CH,1,0.06858225731824437
IEM_Health-CovidProject,inc death,CH,2,0.11843952008596081
ILM-EKF,inc death,CH,2,0.08154852202639926
Karlen-pypm,inc death,CH,2,0.20726916015043145
LANL-GrowthRate,inc death,CH,2,0.12132828886854523
MUNI-ARIMA,inc death,CH,2,0.1275502524002655
RobertWalraven-ESG,inc death,CH,2,0.1745424506529949
USC-SIkJalpha,inc death,CH,2,0.1143553987036863
epiforecasts-EpiNow2,inc death,CH,2,0.054966407111716624
IEM_Health-CovidProject,inc death,CH,3,0.10933219580154423
ILM-EKF,inc death,CH,3,0.07232745260717541
Karlen-pypm,inc death,CH,3,0.1649573480514527
LANL-GrowthRate,inc death,CH,3,0.09794342540555004
MUNI-ARIMA,inc death,CH,3,0.1324305470272226
RobertWalraven-ESG,inc death,CH,3,0.23506422097332008
USC-SIkJalpha,inc death,CH,3,0.15936557354123398
epiforecasts-EpiNow2,inc death,CH,3,0.02857923659250092
IEM_Health-CovidProject,inc death,CH,4,0.14029000201684916
ILM-EKF,inc death,CH,4,0.07432029868749747
LANL-GrowthRate,inc death,CH,4,0.13282776786701675
MUNI-ARIMA,inc death,CH,4,0.1621533789545399
RobertWalraven-ESG,inc death,CH,4,0.2656555357340335
USC-SIkJalpha,inc death,CH,4,0.1981874631666599
epiforecasts-EpiNow2,inc death,CH,4,0.026565553573403348
IEM_Health-CovidProject,inc case,CY,1,0.12381927871402981
ILM-EKF,inc case,CY,1,0.05347836551461989
Karlen-pypm,inc case,CY,1,0.06906502481033824
LANL-GrowthRate,inc case,CY,1,0.19357661883461003
MUNI-ARIMA,inc case,CY,1,0.23294813452978494
RobertWalraven-ESG,inc case,CY,1,0.09817099955183793
USC-SIkJalpha,inc case,CY,1,0.09678830941730501
epiforecasts-EpiNow2,inc case,CY,1,0.13215326862747412
IEM_Health-CovidProject,inc case,CY,2,0.13395832449071352
ILM-EKF,inc case,CY,2,0.053925715290191384
Karlen-pypm,inc case,CY,2,0.048502151970775585
LANL-GrowthRate,inc case,CY,2,0.16229566236374907
MUNI-ARIMA,inc case,CY,2,0.21920453098480394
RobertWalraven-ESG,inc case,CY,2,0.12502776952466596
USC-SIkJalpha,inc case,CY,2,0.1430402447951687
epiforecasts-EpiNow2,inc case,CY,2,0.11404560057993178
IEM_Health-CovidProject,inc case,CY,3,0.12776999611145146
ILM-EKF,inc case,CY,3,0.04129659310326739
Karlen-pypm,inc case,CY,3,0.030706015194526235
LANL-GrowthRate,inc case,CY,3,0.15477828797240867
MUNI-ARIMA,inc case,CY,3,0.21633783432507123
RobertWalraven-ESG,inc case,CY,3,0.14990338126461625
USC-SIkJalpha,inc case,CY,3,0.15477828797240867
epiforecasts-EpiNow2,inc case,CY,3,0.1244296040562501
IEM_Health-CovidProject,inc case,CY,4,0.12276128617226567
ILM-EKF,inc case,CY,4,0.027629561712625827
LANL-GrowthRate,inc case,CY,4,0.16533173218361585
MUNI-ARIMA,inc case,CY,4,0.21135190505946772
RobertWalraven-ESG,inc case,CY,4,0.16400907832614695
USC-SIkJalpha,inc case,CY,4,0.14749017835085157
epiforecasts-EpiNow2,inc case,CY,4,0.16142625819502648
IEM_Health-CovidProject,inc death,CY,1,0.10603866867858171
ILM-EKF,inc death,CY,1,0.09714031885940004
Karlen-pypm,inc death,CY,1,0.1673622361071591
LANL-GrowthRate,inc death,CY,1,0.09514428491023427
MUNI-ARIMA,inc death,CY,1,0.1102465523563032
RobertWalraven-ESG,inc death,CY,1,0.0964657333117653
USC-SIkJalpha,inc death,CY,1,0.12628241451722003
epiforecasts-EpiNow2,inc death,CY,1,0.20131979125933633
IEM_Health-CovidProject,inc death,CY,2,0.15821474889596465
ILM-EKF,inc death,CY,2,0.13517376604703774
Karlen-pypm,inc death,CY,2,0.22099837941023628
LANL-GrowthRate,inc death,CY,2,0.11699914204071334
MUNI-ARIMA,inc death,CY,2,0.1325990276461418
RobertWalraven-ESG,inc death,CY,2,0.10709921463726836
USC-SIkJalpha,inc death,CY,2,0.12891572132263784
IEM_Health-CovidProject,inc death,CY,3,0.14639810229306255
ILM-EKF,inc death,CY,3,0.08141162761662991
Karlen-pypm,inc death,CY,3,0.17567772275167504
LANL-GrowthRate,inc death,CY,3,0.14264430479836865
MUNI-ARIMA,inc death,CY,3,0.14264430479836865
RobertWalraven-ESG,inc death,CY,3,0.14264430479836865
USC-SIkJalpha,inc death,CY,3,0.16857963294352657
IEM_Health-CovidProject,inc death,CY,4,0.17309453069139216
ILM-EKF,inc death,CY,4,0.06820441209332467
LANL-GrowthRate,inc death,CY,4,0.19363116992596416
MUNI-ARIMA,inc death,CY,4,0.1842619197682562
RobertWalraven-ESG,inc death,CY,4,0.1692479855649168
USC-SIkJalpha,inc death,CY,4,0.21155998195614598
IEM_Health-CovidProject,inc case,CZ,1,0.031690618938289256
ILM-EKF,inc case,CZ,1,0.06338123787657851
Karlen-pypm,inc case,CZ,1,0.2996203972347348
LANL-GrowthRate,inc case,CZ,1,0.0392360043997867
MUNI-ARIMA,inc case,CZ,1,0.20598902309888018
MUNI_DMS-SEIAR,inc case,CZ,1,0.05885400659968005
RobertWalraven-ESG,inc case,CZ,1,0.21972162463880554
USC-SIkJalpha,inc case,CZ,1,0.030802096911982085
epiforecasts-EpiNow2,inc case,CZ,1,0.05070499030126281
IEM_Health-CovidProject,inc case,CZ,2,0.03217893972971164
ILM-EKF,inc case,CZ,2,0.05569431876296244
Karlen-pypm,inc case,CZ,2,0.19307363837826982
LANL-GrowthRate,inc case,CZ,2,0.07240261439185118
MUNI-ARIMA,inc case,CZ,2,0.17035909268670865
MUNI_DMS-SEIAR,inc case,CZ,2,0.09342272824754992
RobertWalraven-ESG,inc case,CZ,2,0.2896104575674047
USC-SIkJalpha,inc case,CZ,2,0.038614727675653965
epiforecasts-EpiNow2,inc case,CZ,2,0.05464348255988768
IEM_Health-CovidProject,inc case,CZ,3,0.030703404969226734
ILM-EKF,inc case,CZ,3,0.051959608409460616
Karlen-pypm,inc case,CZ,3,0.12281361987690693
LANL-GrowthRate,inc case,CZ,3,0.07946763639093976
MUNI-ARIMA,inc case,CZ,3,0.18012664248613017
MUNI_DMS-SEIAR,inc case,CZ,3,0.09006332124306508
RobertWalraven-ESG,inc case,CZ,3,0.337737454661494
USC-SIkJalpha,inc case,CZ,3,0.04429343667691725
epiforecasts-EpiNow2,inc case,CZ,3,0.06283487528585936
IEM_Health-CovidProject,inc case,CZ,4,0.03136489717303597
ILM-EKF,inc case,CZ,4,0.052889826605511635
LANL-GrowthRate,inc case,CZ,4,0.06743452892202734
MUNI-ARIMA,inc case,CZ,4,0.17982541045873957
MUNI_DMS-SEIAR,inc case,CZ,4,0.08173882293579071
RobertWalraven-ESG,inc case,CZ,4,0.44956352614684897
USC-SIkJalpha,inc case,CZ,4,0.052889826605511635
epiforecasts-EpiNow2,inc case,CZ,4,0.08429316115253417
IEM_Health-CovidProject,inc death,CZ,1,0.05767876982028108
ILM-EKF,inc death,CZ,1,0.05767876982028108
Karlen-pypm,inc death,CZ,1,0.36704671703815234
LANL-GrowthRate,inc death,CZ,1,0.06512119173257541
MUNI-ARIMA,inc death,CZ,1,0.16150055549678702
MUNI_DMS-SEIAR,inc death,CZ,1,0.08239824260040154
RobertWalraven-ESG,inc death,CZ,1,0.05243524529116461
USC-SIkJalpha,inc death,CZ,1,0.0407829685597947
epiforecasts-EpiNow2,inc death,CZ,1,0.11535753964056215
IEM_Health-CovidProject,inc death,CZ,2,0.05652107232609173
ILM-EKF,inc death,CZ,2,0.07816744045097793
Karlen-pypm,inc death,CZ,2,0.33398815465417847
LANL-GrowthRate,inc death,CZ,2,0.07653895210824924
MUNI-ARIMA,inc death,CZ,2,0.18369348505979813
MUNI_DMS-SEIAR,inc death,CZ,2,0.0896065780779503
RobertWalraven-ESG,inc death,CZ,2,0.0496468878539995
USC-SIkJalpha,inc death,CZ,2,0.04834039080521004
epiforecasts-EpiNow2,inc death,CZ,2,0.08349703866354462
IEM_Health-CovidProject,inc death,CZ,3,0.03458566627384172
ILM-EKF,inc death,CZ,3,0.054454027750303995
Karlen-pypm,inc death,CZ,3,0.42655655071071463
LANL-GrowthRate,inc death,CZ,3,0.09843612708708797
MUNI-ARIMA,inc death,CZ,3,0.19687225417417595
MUNI_DMS-SEIAR,inc death,CZ,3,0.07109275845178577
RobertWalraven-ESG,inc death,CZ,3,0.033238172782653085
USC-SIkJalpha,inc death,CZ,3,0.035546379225892884
epiforecasts-EpiNow2,inc death,CZ,3,0.04921806354354399
IEM_Health-CovidProject,inc death,CZ,4,0.0430156886112746
ILM-EKF,inc death,CZ,4,0.08398301109820279
LANL-GrowthRate,inc death,CZ,4,0.18564665611181672
MUNI-ARIMA,inc death,CZ,4,0.35272864661245174
MUNI_DMS-SEIAR,inc death,CZ,4,0.1356648640817122
RobertWalraven-ESG,inc death,CZ,4,0.05187185979594878
USC-SIkJalpha,inc death,CZ,4,0.05426594563268488
epiforecasts-EpiNow2,inc death,CZ,4,0.09282332805590836
CovidMetrics-epiBATS,inc case,DE,1,0.14635047335682505
FIAS_FZJ-Epi1Ger,inc case,DE,1,0.044348628289946984
HZI-AgeExtendedSEIR,inc case,DE,1,0.08960233062662758
IEM_Health-CovidProject,inc case,DE,1,0.041814420959092866
ILM-EKF,inc case,DE,1,0.05557612912284495
ITWW-county_repro,inc case,DE,1,0.042216482699084144
Karlen-pypm,inc case,DE,1,0.05420387902104631
LANL-GrowthRate,inc case,DE,1,0.04304425686965442
MUNI-ARIMA,inc case,DE,1,0.10976285501761879
RobertWalraven-ESG,inc case,DE,1,0.11257728719755772
UNIPV-BayesINGARCHX,inc case,DE,1,0.05557612912284495
USC-SIkJalpha,inc case,DE,1,0.03598782131725206
epiforecasts-EpiExpert,inc case,DE,1,0.06183822817894016
epiforecasts-EpiNow2,inc case,DE,1,0.043470437630740114
itwm-dSEIR,inc case,DE,1,0.06363064058992395
CovidMetrics-epiBATS,inc case,DE,2,0.1355907751819927
FIAS_FZJ-Epi1Ger,inc case,DE,2,0.043941454920090224
HZI-AgeExtendedSEIR,inc case,DE,2,0.07190419896014764
IEM_Health-CovidProject,inc case,DE,2,0.043941454920090224
ILM-EKF,inc case,DE,2,0.05332221495921061
ITWW-county_repro,inc case,DE,2,0.03489468478948341
Karlen-pypm,inc case,DE,2,0.052729745904108276
