model,target_variable,location,horizon,weight
epiforecasts-EpiNow2,inc case,BE,1,0.12084408777838072
IEM_Health-CovidProject,inc case,BE,2,0.13150038325399915
ILM-EKF,inc case,BE,2,0.12583226328615438
LANL-GrowthRate,inc case,BE,2,0.16218380601326565
MUNI-ARIMA,inc case,BE,2,0.13269584128358097
RobertWalraven-ESG,inc case,BE,2,0.18713516078453726
USC-SIkJalpha,inc case,BE,2,0.1390146908685134
epiforecasts-EpiNow2,inc case,BE,2,0.12163785450994923
IEM_Health-CovidProject,inc case,BE,3,0.11401925610544432
ILM-EKF,inc case,BE,3,0.10939685383089927
LANL-GrowthRate,inc case,BE,3,0.1635427713835666
MUNI-ARIMA,inc case,BE,3,0.15274277704691594
RobertWalraven-ESG,inc case,BE,3,0.1974479800850377
USC-SIkJalpha,inc case,BE,3,0.14202398567520258
epiforecasts-EpiNow2,inc case,BE,3,0.12082637587293352
IEM_Health-CovidProject,inc case,BE,4,0.09891645798186947
ILM-EKF,inc case,BE,4,0.1000733756190843
LANL-GrowthRate,inc case,BE,4,0.18204837479641933
MUNI-ARIMA,inc case,BE,4,0.1645437233736867
RobertWalraven-ESG,inc case,BE,4,0.1901394136762602
USC-SIkJalpha,inc case,BE,4,0.1462610874432771
epiforecasts-EpiNow2,inc case,BE,4,0.11801756710940288
IEM_Health-CovidProject,inc death,BE,1,0.0920434905261083
ILM-EKF,inc death,BE,1,0.06787045261016068
Karlen-pypm,inc death,BE,1,0.2921380351480829
LANL-GrowthRate,inc death,BE,1,0.07549634616186413
MUNI-ARIMA,inc death,BE,1,0.101805678915241
RobertWalraven-ESG,inc death,BE,1,0.09332187233897092
UMass-MechBayes,inc death,BE,1,0.13174852565501777
USC-SIkJalpha,inc death,BE,1,0.07904911539301067
epiforecasts-EpiNow2,inc death,BE,1,0.06652648325154363
IEM_Health-CovidProject,inc death,BE,2,0.1020637173711103
ILM-EKF,inc death,BE,2,0.11322693645857548
LANL-GrowthRate,inc death,BE,2,0.10656652843160044
MUNI-ARIMA,inc death,BE,2,0.14788824353773125
RobertWalraven-ESG,inc death,BE,2,0.14208870457546727
UMass-MechBayes,inc death,BE,2,0.16852381240346118
USC-SIkJalpha,inc death,BE,2,0.111484983589982
epiforecasts-EpiNow2,inc death,BE,2,0.10815707363207208
IEM_Health-CovidProject,inc death,BE,3,0.0980289455290719
ILM-EKF,inc death,BE,3,0.11514511062144953
LANL-GrowthRate,inc death,BE,3,0.12295155879917494
MUNI-ARIMA,inc death,BE,3,0.15434344615215576
RobertWalraven-ESG,inc death,BE,3,0.1395027301759869
UMass-MechBayes,inc death,BE,3,0.1727176659321743
USC-SIkJalpha,inc death,BE,3,0.10991124195683818
epiforecasts-EpiNow2,inc death,BE,3,0.08739930083314845
IEM_Health-CovidProject,inc death,BE,4,0.08342319037979098
ILM-EKF,inc death,BE,4,0.09142267438881203
LANL-GrowthRate,inc death,BE,4,0.09814492985857762
MUNI-ARIMA,inc death,BE,4,0.16277695683861654
RobertWalraven-ESG,inc death,BE,4,0.1419969197953889
UMass-MechBayes,inc death,BE,4,0.2471798233475288
USC-SIkJalpha,inc death,BE,4,0.1076428262965045
epiforecasts-EpiNow2,inc death,BE,4,0.06741267909478059
IEM_Health-CovidProject,inc case,BG,1,0.05018687345294122
ILM-EKF,inc case,BG,1,0.0697039909068628
Karlen-pypm,inc case,BG,1,0.2788159636274512
LANL-GrowthRate,inc case,BG,1,0.06782009926073138
MUNI-ARIMA,inc case,BG,1,0.21820379762148356
RobertWalraven-ESG,inc case,BG,1,0.17923883376050434
USC-SIkJalpha,inc case,BG,1,0.0395172231912923
epiforecasts-EpiNow2,inc case,BG,1,0.09651321817873311
IEM_Health-CovidProject,inc case,BG,2,0.05001822935430508
ILM-EKF,inc case,BG,2,0.0597919063545716
LANL-GrowthRate,inc case,BG,2,0.09633140468236534
MUNI-ARIMA,inc case,BG,2,0.3467930568565153
RobertWalraven-ESG,inc case,BG,2,0.3059938736969252
USC-SIkJalpha,inc case,BG,2,0.0597919063545716
epiforecasts-EpiNow2,inc case,BG,2,0.08127962270074576
IEM_Health-CovidProject,inc case,BG,3,0.040051479470965254
ILM-EKF,inc case,BG,3,0.041748576058718026
LANL-GrowthRate,inc case,BG,3,0.08642687675313555
MUNI-ARIMA,inc case,BG,3,0.37894861345605585
RobertWalraven-ESG,inc case,BG,3,0.3284221316619151
USC-SIkJalpha,inc case,BG,3,0.06842127742956565
epiforecasts-EpiNow2,inc case,BG,3,0.055981045169644625
IEM_Health-CovidProject,inc case,BG,4,0.03043104178048862
ILM-EKF,inc case,BG,4,0.029116120222072446
LANL-GrowthRate,inc case,BG,4,0.07370017931212088
MUNI-ARIMA,inc case,BG,4,0.36283165199813355
RobertWalraven-ESG,inc case,BG,4,0.39306762299797804
USC-SIkJalpha,inc case,BG,4,0.06835958660834401
epiforecasts-EpiNow2,inc case,BG,4,0.04249379708086248
IEM_Health-CovidProject,inc death,BG,1,0.04382383435923933
ILM-EKF,inc death,BG,1,0.05951384912983119
Karlen-pypm,inc death,BG,1,0.48206217795163264
LANL-GrowthRate,inc death,BG,1,0.04342902504068762
MUNI-ARIMA,inc death,BG,1,0.10479612564165926
RobertWalraven-ESG,inc death,BG,1,0.06180284332713239
UMass-MechBayes,inc death,BG,1,0.10479612564165926
USC-SIkJalpha,inc death,BG,1,0.05297386570897061
epiforecasts-EpiNow2,inc death,BG,1,0.04680215319918764
IEM_Health-CovidProject,inc death,BG,2,0.07314362294655136
ILM-EKF,inc death,BG,2,0.09185478230497147
LANL-GrowthRate,inc death,BG,2,0.06751719041220126
MUNI-ARIMA,inc death,BG,2,0.19748778195568867
RobertWalraven-ESG,inc death,BG,2,0.13389002166487368
UMass-MechBayes,inc death,BG,2,0.25482294445895315
USC-SIkJalpha,inc death,BG,2,0.10532681704303395
epiforecasts-EpiNow2,inc death,BG,2,0.07595683921372641
IEM_Health-CovidProject,inc death,BG,3,0.05422362410548944
ILM-EKF,inc death,BG,3,0.07116850663845489
LANL-GrowthRate,inc death,BG,3,0.06901188522516838
MUNI-ARIMA,inc death,BG,3,0.2203927947513442
RobertWalraven-ESG,inc death,BG,3,0.15182614749537043
UMass-MechBayes,inc death,BG,3,0.24400630847470248
USC-SIkJalpha,inc death,BG,3,0.12890899315644658
epiforecasts-EpiNow2,inc death,BG,3,0.06046174015302363
IEM_Health-CovidProject,inc death,BG,4,0.04812308220610688
ILM-EKF,inc death,BG,4,0.05567959924673523
LANL-GrowthRate,inc death,BG,4,0.08749651310201251
MUNI-ARIMA,inc death,BG,4,0.24952709292055417
RobertWalraven-ESG,inc death,BG,4,0.13474463017709926
UMass-MechBayes,inc death,BG,4,0.2807179795356235
USC-SIkJalpha,inc death,BG,4,0.09489058463176006
epiforecasts-EpiNow2,inc death,BG,4,0.048820518180108435
IEM_Health-CovidProject,inc case,CH,1,0.13137384313415038
ILM-EKF,inc case,CH,1,0.1476391760936166
Karlen-pypm,inc case,CH,1,0.08245805047781779
LANL-GrowthRate,inc case,CH,1,0.11568741410320703
MUNI-ARIMA,inc case,CH,1,0.05741523514751756
RobertWalraven-ESG,inc case,CH,1,0.23849405368968835
USC-SIkJalpha,inc case,CH,1,0.14222122467733708
epiforecasts-EpiNow2,inc case,CH,1,0.08471100267666526
IEM_Health-CovidProject,inc case,CH,2,0.13395269676294172
ILM-EKF,inc case,CH,2,0.14843406938596243
LANL-GrowthRate,inc case,CH,2,0.16642607779638216
MUNI-ARIMA,inc case,CH,2,0.07421703469298122
RobertWalraven-ESG,inc case,CH,2,0.26152669368002907
USC-SIkJalpha,inc case,CH,2,0.15255723798001694
epiforecasts-EpiNow2,inc case,CH,2,0.06288618970168638
IEM_Health-CovidProject,inc case,CH,3,0.1342984997344586
ILM-EKF,inc case,CH,3,0.15365684203852467
LANL-GrowthRate,inc case,CH,3,0.17583411820903344
MUNI-ARIMA,inc case,CH,3,0.0800746923299354
RobertWalraven-ESG,inc case,CH,3,0.23364259542844165
USC-SIkJalpha,inc case,CH,3,0.16243723301215468
epiforecasts-EpiNow2,inc case,CH,3,0.06005601924745156
IEM_Health-CovidProject,inc case,CH,4,0.10914595954914798
ILM-EKF,inc case,CH,4,0.11973474666958771
LANL-GrowthRate,inc case,CH,4,0.1844190351002845
MUNI-ARIMA,inc case,CH,4,0.07982316444639181
RobertWalraven-ESG,inc case,CH,4,0.23946949333917542
USC-SIkJalpha,inc case,CH,4,0.15280434336880716
epiforecasts-EpiNow2,inc case,CH,4,0.11460325752660538
IEM_Health-CovidProject,inc death,CH,1,0.07456798290403789
ILM-EKF,inc death,CH,1,0.05113233113419741
Karlen-pypm,inc death,CH,1,0.4880813426446117
LANL-GrowthRate,inc death,CH,1,0.061010167830576466
MUNI-ARIMA,inc death,CH,1,0.06796069327962946
RobertWalraven-ESG,inc death,CH,1,0.09587312087662014
UMass-MechBayes,inc death,CH,1,0.04628357559560973
USC-SIkJalpha,inc death,CH,1,0.0662826514702559
epiforecasts-EpiNow2,inc death,CH,1,0.048808134264461164
IEM_Health-CovidProject,inc death,CH,2,0.1268259125722459
ILM-EKF,inc death,CH,2,0.09406255182441571
LANL-GrowthRate,inc death,CH,2,0.13765251486499858
MUNI-ARIMA,inc death,CH,2,0.14109382773662354
RobertWalraven-ESG,inc death,CH,2,0.19802642489350675
UMass-MechBayes,inc death,CH,2,0.11287506218929884
USC-SIkJalpha,inc death,CH,2,0.1297414507922975
epiforecasts-EpiNow2,inc death,CH,2,0.05972225512661315
IEM_Health-CovidProject,inc death,CH,3,0.10599725030680793
ILM-EKF,inc death,CH,3,0.08833104192233993
LANL-GrowthRate,inc death,CH,3,0.09937242216263244
MUNI-ARIMA,inc death,CH,3,0.13436271165651711
RobertWalraven-ESG,inc death,CH,3,0.23849381319031784
UMass-MechBayes,inc death,CH,3,0.14454170496382898
USC-SIkJalpha,inc death,CH,3,0.1589958754602119
epiforecasts-EpiNow2,inc death,CH,3,0.02990518033734393
IEM_Health-CovidProject,inc death,CH,4,0.10762376289540872
ILM-EKF,inc death,CH,4,0.08278750991954517
LANL-GrowthRate,inc death,CH,4,0.10644108418227234
MUNI-ARIMA,inc death,CH,4,0.15622804291269007
RobertWalraven-ESG,inc death,CH,4,0.20179455542889135
UMass-MechBayes,inc death,CH,4,0.11812364220227785
USC-SIkJalpha,inc death,CH,4,0.15878915837027516
epiforecasts-EpiNow2,inc death,CH,4,0.06821224408863932
IEM_Health-CovidProject,inc case,CY,1,0.1276016652409174
ILM-EKF,inc case,CY,1,0.052896690318053025
Karlen-pypm,inc case,CY,1,0.05348010969656096
LANL-GrowthRate,inc case,CY,1,0.20203596996478584
MUNI-ARIMA,inc case,CY,1,0.2384686858600751
RobertWalraven-ESG,inc case,CY,1,0.09384896669331988
USC-SIkJalpha,inc case,CY,1,0.0969772655830972
epiforecasts-EpiNow2,inc case,CY,1,0.13469064664319055
IEM_Health-CovidProject,inc case,CY,2,0.137990172492489
ILM-EKF,inc case,CY,2,0.05771287088522338
LANL-GrowthRate,inc case,CY,2,0.16684266310455487
MUNI-ARIMA,inc case,CY,2,0.23529093514744914
RobertWalraven-ESG,inc case,CY,2,0.13299052856160173
USC-SIkJalpha,inc case,CY,2,0.1468215435320083
epiforecasts-EpiNow2,inc case,CY,2,0.12235128627667356
IEM_Health-CovidProject,inc case,CY,3,0.12530860601793609
ILM-EKF,inc case,CY,3,0.04975031504434187
LANL-GrowthRate,inc case,CY,3,0.15912203938785535
MUNI-ARIMA,inc case,CY,3,0.23313229026592763
RobertWalraven-ESG,inc case,CY,3,0.15663575752242012
USC-SIkJalpha,inc case,CY,3,0.15304867910587613
epiforecasts-EpiNow2,inc case,CY,3,0.12300231265564279
IEM_Health-CovidProject,inc case,CY,4,0.11817184540757561
ILM-EKF,inc case,CY,4,0.05016729286170662
LANL-GrowthRate,inc case,CY,4,0.1661791576044032
MUNI-ARIMA,inc case,CY,4,0.2127093217336361
RobertWalraven-ESG,inc case,CY,4,0.15526227863769057
USC-SIkJalpha,inc case,CY,4,0.14771480675946952
epiforecasts-EpiNow2,inc case,CY,4,0.14979529699551838
IEM_Health-CovidProject,inc death,CY,1,0.11051709425697394
ILM-EKF,inc death,CY,1,0.10047008568815814
Karlen-pypm,inc death,CY,1,0.1730990632940556
LANL-GrowthRate,inc death,CY,1,0.09840563187264803
MUNI-ARIMA,inc death,CY,1,0.11402557343973502
RobertWalraven-ESG,inc death,CY,1,0.09977237675976815
UMass-MechBayes,inc death,CY,1,0.1730990632940556
USC-SIkJalpha,inc death,CY,1,0.13061111139460557
IEM_Health-CovidProject,inc death,CY,2,0.1598202037149656
ILM-EKF,inc death,CY,2,0.1365454167661842
LANL-GrowthRate,inc death,CY,2,0.11818636913375608
MUNI-ARIMA,inc death,CY,2,0.13394455168492353
RobertWalraven-ESG,inc death,CY,2,0.10818598405320747
UMass-MechBayes,inc death,CY,2,0.21309360495328747
USC-SIkJalpha,inc death,CY,2,0.13022386969367566
IEM_Health-CovidProject,inc death,CY,3,0.14842329823454903
ILM-EKF,inc death,CY,3,0.0950576179704415
LANL-GrowthRate,inc death,CY,3,0.14461757263879135
MUNI-ARIMA,inc death,CY,3,0.14100213332282155
RobertWalraven-ESG,inc death,CY,3,0.14461757263879135
UMass-MechBayes,inc death,CY,3,0.12721996991532772
USC-SIkJalpha,inc death,CY,3,0.19906183527927748
IEM_Health-CovidProject,inc death,CY,4,0.1562411790954195
ILM-EKF,inc death,CY,4,0.08672709517584729
LANL-GrowthRate,inc death,CY,4,0.17345419035169457
MUNI-ARIMA,inc death,CY,4,0.17199659211344503
RobertWalraven-ESG,inc death,CY,4,0.15161181082592562
UMass-MechBayes,inc death,CY,4,0.06868320289093946
USC-SIkJalpha,inc death,CY,4,0.19128592954672857
IEM_Health-CovidProject,inc case,CZ,1,0.03142330519381111
ILM-EKF,inc case,CZ,1,0.06225371783679559
Karlen-pypm,inc case,CZ,1,0.2999497313954697
LANL-GrowthRate,inc case,CZ,1,0.04073391414012551
MUNI-ARIMA,inc case,CZ,1,0.2062154403343854
MUNI_DMS-SEIAR,inc case,CZ,1,0.05891869723839583
RobertWalraven-ESG,inc case,CZ,1,0.21996313635667777
USC-SIkJalpha,inc case,CZ,1,0.030550435605094132
epiforecasts-EpiNow2,inc case,CZ,1,0.04999162189924495
IEM_Health-CovidProject,inc case,CZ,2,0.038967617771696564
ILM-EKF,inc case,CZ,2,0.06819333110046898
LANL-GrowthRate,inc case,CZ,2,0.08865133043060969
MUNI-ARIMA,inc case,CZ,2,0.22162832607652422
MUNI_DMS-SEIAR,inc case,CZ,2,0.11438881345885121
RobertWalraven-ESG,inc case,CZ,2,0.35460532172243875
USC-SIkJalpha,inc case,CZ,2,0.04665859496347879
epiforecasts-EpiNow2,inc case,CZ,2,0.06690666447593183
IEM_Health-CovidProject,inc case,CZ,3,0.03212072433222388
ILM-EKF,inc case,CZ,3,0.05559356134423362
LANL-GrowthRate,inc case,CZ,3,0.0825961482828614
MUNI-ARIMA,inc case,CZ,3,0.20649037070715345
MUNI_DMS-SEIAR,inc case,CZ,3,0.09636217299667163
RobertWalraven-ESG,inc case,CZ,3,0.4129807414143069
USC-SIkJalpha,inc case,CZ,3,0.046626857901615304
epiforecasts-EpiNow2,inc case,CZ,3,0.0672294230209337
IEM_Health-CovidProject,inc case,CZ,4,0.029544319544865073
ILM-EKF,inc case,CZ,4,0.050727039218541915
LANL-GrowthRate,inc case,CZ,4,0.06401269234720766
MUNI-ARIMA,inc case,CZ,4,0.19203807704162298
MUNI_DMS-SEIAR,inc case,CZ,4,0.08672687350266846
RobertWalraven-ESG,inc case,CZ,4,0.44808884643045366
USC-SIkJalpha,inc case,CZ,4,0.049787649603383735
epiforecasts-EpiNow2,inc case,CZ,4,0.07907450231125653
IEM_Health-CovidProject,inc death,CZ,1,0.05134332407132214
ILM-EKF,inc death,CZ,1,0.05134332407132214
Karlen-pypm,inc death,CZ,1,0.3267302440902318
LANL-GrowthRate,inc death,CZ,1,0.05704813785702459
MUNI-ARIMA,inc death,CZ,1,0.14975136187468957
MUNI_DMS-SEIAR,inc death,CZ,1,0.07188065369985099
RobertWalraven-ESG,inc death,CZ,1,0.04607734211528909
UMass-MechBayes,inc death,CZ,1,0.10891008136341059
USC-SIkJalpha,inc death,CZ,1,0.03422888271421475
epiforecasts-EpiNow2,inc death,CZ,1,0.10268664814264428
IEM_Health-CovidProject,inc death,CZ,2,0.06830063477171756
ILM-EKF,inc death,CZ,2,0.09410309679658864
LANL-GrowthRate,inc death,CZ,2,0.09624180354196565
MUNI-ARIMA,inc death,CZ,2,0.21173196779232442
MUNI_DMS-SEIAR,inc death,CZ,2,0.11444971232017535
RobertWalraven-ESG,inc death,CZ,2,0.05881443549786789
UMass-MechBayes,inc death,CZ,2,0.1924836070839313
USC-SIkJalpha,inc death,CZ,2,0.05800875829926696
epiforecasts-EpiNow2,inc death,CZ,2,0.10586598389616221
IEM_Health-CovidProject,inc death,CZ,3,0.045915098706196734
ILM-EKF,inc death,CZ,3,0.0746120353975697
LANL-GrowthRate,inc death,CZ,3,0.13264361848456835
MUNI-ARIMA,inc death,CZ,3,0.2984481415902788
MUNI_DMS-SEIAR,inc death,CZ,3,0.09679399186711744
RobertWalraven-ESG,inc death,CZ,3,0.04839699593355872
UMass-MechBayes,inc death,CZ,3,0.1884935631096498
USC-SIkJalpha,inc death,CZ,3,0.04712339077741245
epiforecasts-EpiNow2,inc death,CZ,3,0.06757316413364803
IEM_Health-CovidProject,inc death,CZ,4,0.03649642271703436
ILM-EKF,inc death,CZ,4,0.07116802429821702
LANL-GrowthRate,inc death,CZ,4,0.14982741957519374
MUNI-ARIMA,inc death,CZ,4,0.2587928156298801
MUNI_DMS-SEIAR,inc death,CZ,4,0.10543411007143261
RobertWalraven-ESG,inc death,CZ,4,0.041256825680125814
UMass-MechBayes,inc death,CZ,4,0.2189785363022062
USC-SIkJalpha,inc death,CZ,4,0.043132135938313346
epiforecasts-EpiNow2,inc death,CZ,4,0.07491370978759687
CovidMetrics-epiBATS,inc case,DE,1,0.1818085451465858
FIAS_FZJ-Epi1Ger,inc case,DE,1,0.040779486761851017
HZI-AgeExtendedSEIR,inc case,DE,1,0.08391163622150112
IEM_Health-CovidProject,inc case,DE,1,0.03966731894107326
ILM-EKF,inc case,DE,1,0.053212257116073886
ITWW-county_repro,inc case,DE,1,0.038958973959982664
Karlen-pypm,inc case,DE,1,0.050737268413000684
LANL-GrowthRate,inc case,DE,1,0.040779486761851017
MUNI-ARIMA,inc case,DE,1,0.10642451423214777
RobertWalraven-ESG,inc case,DE,1,0.16782327244300224
USC-SIkJalpha,inc case,DE,1,0.03435752034266188
epiforecasts-EpiExpert,inc case,DE,1,0.059772672376959705
epiforecasts-EpiNow2,inc case,DE,1,0.04116419890111376
itwm-dSEIR,inc case,DE,1,0.06060284838219526
CovidMetrics-epiBATS,inc case,DE,2,0.16790347079576723
FIAS_FZJ-Epi1Ger,inc case,DE,2,0.03863265699725618
HZI-AgeExtendedSEIR,inc case,DE,2,0.06419838589249924
IEM_Health-CovidProject,inc case,DE,2,0.03968627491536317
