model,target_variable,location,horizon,weight
LANL-GrowthRate,inc death,Overall,3,0.13767546526777344
MUNI-ARIMA,inc death,Overall,3,0.18241999147979984
RobertWalraven-ESG,inc death,Overall,3,0.0900839464097777
USC-SIkJalpha,inc death,Overall,3,0.11769031708374184
epiforecasts-EpiExpert,inc death,Overall,3,0.0960105218314736
epiforecasts-EpiNow2,inc death,Overall,3,0.08107555176879994
IEM_Health-CovidProject,inc death,Overall,4,0.07528675309803111
ILM-EKF,inc death,Overall,4,0.0884181635221063
Karlen-pypm,inc death,Overall,4,0.07680769760506204
LANL-GrowthRate,inc death,Overall,4,0.16178642687023706
MUNI-ARIMA,inc death,Overall,4,0.19497338622823437
RobertWalraven-ESG,inc death,Overall,4,0.09504952578626427
USC-SIkJalpha,inc death,Overall,4,0.12673270104835235
epiforecasts-EpiExpert,inc death,Overall,4,0.10005213240659397
epiforecasts-EpiNow2,inc death,Overall,4,0.08089321343511853
IEM_Health-CovidProject,inc case,AT,1,0.0963067301151845
ILM-EKF,inc case,AT,1,0.09136792344261092
Karlen-pypm,inc case,AT,1,0.11877830047539421
LANL-GrowthRate,inc case,AT,1,0.12502978997409916
MUNI-ARIMA,inc case,AT,1,0.21596054631889855
RobertWalraven-ESG,inc case,AT,1,0.16197040973917393
USC-SIkJalpha,inc case,AT,1,0.07746410900569187
epiforecasts-EpiNow2,inc case,AT,1,0.11312219092894686
IEM_Health-CovidProject,inc case,AT,2,0.09079146601624699
ILM-EKF,inc case,AT,2,0.09292773580486458
Karlen-pypm,inc case,AT,2,0.07180779584921353
LANL-GrowthRate,inc case,AT,2,0.14361559169842705
MUNI-ARIMA,inc case,AT,2,0.22568164409752825
RobertWalraven-ESG,inc case,AT,2,0.19747143858533722
USC-SIkJalpha,inc case,AT,2,0.09184718073736615
epiforecasts-EpiNow2,inc case,AT,2,0.08585714721101617
IEM_Health-CovidProject,inc case,AT,3,0.08781923404561356
ILM-EKF,inc case,AT,3,0.09491573780687527
LANL-GrowthRate,inc case,AT,3,0.14456396989047154
MUNI-ARIMA,inc case,AT,3,0.2847472134206258
RobertWalraven-ESG,inc case,AT,3,0.22918678153367444
USC-SIkJalpha,inc case,AT,3,0.09212409845961424
epiforecasts-EpiNow2,inc case,AT,3,0.0666429648431252
IEM_Health-CovidProject,inc case,AT,4,0.08233975684533137
ILM-EKF,inc case,AT,4,0.09064292560284379
LANL-GrowthRate,inc case,AT,4,0.13483135183423012
MUNI-ARIMA,inc case,AT,4,0.3081859470496689
RobertWalraven-ESG,inc case,AT,4,0.24514791242587297
USC-SIkJalpha,inc case,AT,4,0.08914469542759017
epiforecasts-EpiNow2,inc case,AT,4,0.04970741081446272
IEM_Health-CovidProject,inc death,AT,1,0.08885086159966114
ILM-EKF,inc death,AT,1,0.062496792481117586
Karlen-pypm,inc death,AT,1,0.38813797435641445
LANL-GrowthRate,inc death,AT,1,0.08575141293920785
MUNI-ARIMA,inc death,AT,1,0.09832828683695832
RobertWalraven-ESG,inc death,AT,1,0.11006897780256528
USC-SIkJalpha,inc death,AT,1,0.07301605458189975
epiforecasts-EpiNow2,inc death,AT,1,0.09334963940217561
IEM_Health-CovidProject,inc death,AT,2,0.0868112761242378
ILM-EKF,inc death,AT,2,0.08381778384409165
Karlen-pypm,inc death,AT,2,0.280467199785999
LANL-GrowthRate,inc death,AT,2,0.12793240691992938
MUNI-ARIMA,inc death,AT,2,0.12153578657393292
RobertWalraven-ESG,inc death,AT,2,0.1072374587417055
USC-SIkJalpha,inc death,AT,2,0.09230566068906296
epiforecasts-EpiNow2,inc death,AT,2,0.09989242732104074
IEM_Health-CovidProject,inc death,AT,3,0.10291952033058098
ILM-EKF,inc death,AT,3,0.12252323848878688
LANL-GrowthRate,inc death,AT,3,0.16872052513209998
MUNI-ARIMA,inc death,AT,3,0.23390800075132043
RobertWalraven-ESG,inc death,AT,3,0.16081175051653276
USC-SIkJalpha,inc death,AT,3,0.0980185907910295
epiforecasts-EpiNow2,inc death,AT,3,0.1130983739896494
IEM_Health-CovidProject,inc death,AT,4,0.09840412879772477
ILM-EKF,inc death,AT,4,0.11728976967809618
LANL-GrowthRate,inc death,AT,4,0.18431249520843684
MUNI-ARIMA,inc death,AT,4,0.2524279825680765
RobertWalraven-ESG,inc death,AT,4,0.15906420819358247
USC-SIkJalpha,inc death,AT,4,0.10556079271028655
epiforecasts-EpiNow2,inc death,AT,4,0.08294062284379658
IEM_Health-CovidProject,inc case,BE,1,0.13594669870048673
ILM-EKF,inc case,BE,1,0.13299133568525875
Karlen-pypm,inc case,BE,1,0.13299133568525875
LANL-GrowthRate,inc case,BE,1,0.12879160929519795
MUNI-ARIMA,inc case,BE,1,0.09484653397708376
RobertWalraven-ESG,inc case,BE,1,0.1456571771790929
USC-SIkJalpha,inc case,BE,1,0.11224956773434683
epiforecasts-EpiNow2,inc case,BE,1,0.11652574174327433
IEM_Health-CovidProject,inc case,BE,2,0.12354205221932293
ILM-EKF,inc case,BE,2,0.11715194607004761
Karlen-pypm,inc case,BE,2,0.07267179542313112
LANL-GrowthRate,inc case,BE,2,0.149336546638742
MUNI-ARIMA,inc case,BE,2,0.12467546554243598
RobertWalraven-ESG,inc case,BE,2,0.17422597107853233
USC-SIkJalpha,inc case,BE,2,0.12700584807593945
epiforecasts-EpiNow2,inc case,BE,2,0.11139037495184854
IEM_Health-CovidProject,inc case,BE,3,0.11389146515758994
ILM-EKF,inc case,BE,3,0.10854085941193135
LANL-GrowthRate,inc case,BE,3,0.16335947527654315
MUNI-ARIMA,inc case,BE,3,0.14569899146286278
RobertWalraven-ESG,inc case,BE,3,0.20734087246638166
USC-SIkJalpha,inc case,BE,3,0.14312024825113073
epiforecasts-EpiNow2,inc case,BE,3,0.11804808797356037
IEM_Health-CovidProject,inc case,BE,4,0.10081543392715724
ILM-EKF,inc case,BE,4,0.09169914468906323
LANL-GrowthRate,inc case,BE,4,0.18339828937812647
MUNI-ARIMA,inc case,BE,4,0.15531026307697193
RobertWalraven-ESG,inc case,BE,4,0.20523141906599865
USC-SIkJalpha,inc case,BE,4,0.14861585518572318
epiforecasts-EpiNow2,inc case,BE,4,0.11492959467695925
IEM_Health-CovidProject,inc death,BE,1,0.09995034724817567
ILM-EKF,inc death,BE,1,0.07680395104333498
Karlen-pypm,inc death,BE,1,0.3648187674558412
LANL-GrowthRate,inc death,BE,1,0.08198174549569466
MUNI-ARIMA,inc death,BE,1,0.11055114165328521
RobertWalraven-ESG,inc death,BE,1,0.10574457027705544
USC-SIkJalpha,inc death,BE,1,0.08790813673634729
epiforecasts-EpiNow2,inc death,BE,1,0.07224134009026559
IEM_Health-CovidProject,inc death,BE,2,0.08348653766428799
ILM-EKF,inc death,BE,2,0.09261787772131948
Karlen-pypm,inc death,BE,2,0.31197600916654983
LANL-GrowthRate,inc death,BE,2,0.0871697672671242
MUNI-ARIMA,inc death,BE,2,0.12885965596009666
RobertWalraven-ESG,inc death,BE,2,0.11622635635616561
USC-SIkJalpha,inc death,BE,2,0.09119298729483763
epiforecasts-EpiNow2,inc death,BE,2,0.0884708085696186
IEM_Health-CovidProject,inc death,BE,3,0.11985104282002815
ILM-EKF,inc death,BE,3,0.13460194039787776
LANL-GrowthRate,inc death,BE,3,0.1434282971452796
MUNI-ARIMA,inc death,BE,3,0.1944250250191568
RobertWalraven-ESG,inc death,BE,3,0.16507785143135953
USC-SIkJalpha,inc death,BE,3,0.13460194039787776
epiforecasts-EpiNow2,inc death,BE,3,0.10801390278842044
IEM_Health-CovidProject,inc death,BE,4,0.10953013434714792
ILM-EKF,inc death,BE,4,0.11529487826015572
LANL-GrowthRate,inc death,BE,4,0.13276379920866416
MUNI-ARIMA,inc death,BE,4,0.22467719866081623
RobertWalraven-ESG,inc death,BE,4,0.1904871901689529
USC-SIkJalpha,inc death,BE,4,0.13691266793393492
epiforecasts-EpiNow2,inc death,BE,4,0.0903341314203282
IEM_Health-CovidProject,inc case,BG,1,0.053757252358473125
ILM-EKF,inc case,BG,1,0.07722872874034169
Karlen-pypm,inc case,BG,1,0.23840172785061994
LANL-GrowthRate,inc case,BG,1,0.07722872874034169
MUNI-ARIMA,inc case,BG,1,0.22846832252351082
RobertWalraven-ESG,inc case,BG,1,0.17687870130852448
USC-SIkJalpha,inc case,BG,1,0.04457918488263625
epiforecasts-EpiNow2,inc case,BG,1,0.10345735359555204
IEM_Health-CovidProject,inc case,BG,2,0.04802097731314979
ILM-EKF,inc case,BG,2,0.057193523541504254
Karlen-pypm,inc case,BG,2,0.20360894380775513
LANL-GrowthRate,inc case,BG,2,0.09604195462629958
MUNI-ARIMA,inc case,BG,2,0.28279019973299324
RobertWalraven-ESG,inc case,BG,2,0.1755249515584096
USC-SIkJalpha,inc case,BG,2,0.05850831718613653
epiforecasts-EpiNow2,inc case,BG,2,0.07831113223375197
IEM_Health-CovidProject,inc case,BG,3,0.051575418185183436
ILM-EKF,inc case,BG,3,0.053724393942899414
LANL-GrowthRate,inc case,BG,3,0.10744878788579883
MUNI-ARIMA,inc case,BG,3,0.37923101606752524
RobertWalraven-ESG,inc case,BG,3,0.24795874127492035
USC-SIkJalpha,inc case,BG,3,0.08595903030863905
epiforecasts-EpiNow2,inc case,BG,3,0.07410261233503367
IEM_Health-CovidProject,inc case,BG,4,0.040488461567461685
ILM-EKF,inc case,BG,4,0.03874969327928849
LANL-GrowthRate,inc case,BG,4,0.09427164185856751
MUNI-ARIMA,inc case,BG,4,0.3947625002827515
RobertWalraven-ESG,inc case,BG,4,0.2871000002056375
USC-SIkJalpha,inc case,BG,4,0.08772500006283365
epiforecasts-EpiNow2,inc case,BG,4,0.05690270274345967
IEM_Health-CovidProject,inc death,BG,1,0.05368033314187045
ILM-EKF,inc death,BG,1,0.07356193800922987
Karlen-pypm,inc death,BG,1,0.49654308156230176
LANL-GrowthRate,inc death,BG,1,0.052730238749978946
MUNI-ARIMA,inc death,BG,1,0.1267769569946302
RobertWalraven-ESG,inc death,BG,1,0.07448146223434525
USC-SIkJalpha,inc death,BG,1,0.06547820855766615
epiforecasts-EpiNow2,inc death,BG,1,0.056747780749977335
IEM_Health-CovidProject,inc death,BG,2,0.05428302034762055
ILM-EKF,inc death,BG,2,0.06880057230105396
Karlen-pypm,inc death,BG,2,0.4551422475300492
LANL-GrowthRate,inc death,BG,2,0.05014278998212408
MUNI-ARIMA,inc death,BG,2,0.14087736233072953
RobertWalraven-ESG,inc death,BG,2,0.09861415363151067
USC-SIkJalpha,inc death,BG,2,0.07684219763494338
epiforecasts-EpiNow2,inc death,BG,2,0.0552976562419686
IEM_Health-CovidProject,inc death,BG,3,0.07283360709601734
ILM-EKF,inc death,BG,3,0.09635279272077296
LANL-GrowthRate,inc death,BG,3,0.09343301112317377
MUNI-ARIMA,inc death,BG,3,0.28905837816231883
RobertWalraven-ESG,inc death,BG,3,0.20108408915639572
USC-SIkJalpha,inc death,BG,3,0.1681794200217128
epiforecasts-EpiNow2,inc death,BG,3,0.07905870171960858
IEM_Health-CovidProject,inc death,BG,4,0.06880140930944668
ILM-EKF,inc death,BG,4,0.07895243691247981
LANL-GrowthRate,inc death,BG,4,0.11891601609040167
MUNI-ARIMA,inc death,BG,4,0.3440070465472334
RobertWalraven-ESG,inc death,BG,4,0.18523456352543338
USC-SIkJalpha,inc death,BG,4,0.13378051810170188
epiforecasts-EpiNow2,inc death,BG,4,0.07030800951330318
IEM_Health-CovidProject,inc case,CH,1,0.15487042329788633
ILM-EKF,inc case,CH,1,0.16969844254981162
Karlen-pypm,inc case,CH,1,0.07743521164894317
LANL-GrowthRate,inc case,CH,1,0.1246222937475179
MUNI-ARIMA,inc case,CH,1,0.06537562950689464
RobertWalraven-ESG,inc case,CH,1,0.16969844254981162
USC-SIkJalpha,inc case,CH,1,0.14501503272438446
epiforecasts-EpiNow2,inc case,CH,1,0.09328452397475023
IEM_Health-CovidProject,inc case,CH,2,0.13480672747689626
ILM-EKF,inc case,CH,2,0.15991778455592595
Karlen-pypm,inc case,CH,2,0.05278839490195615
LANL-GrowthRate,inc case,CH,2,0.16476377802731768
MUNI-ARIMA,inc case,CH,2,0.07918259235293422
RobertWalraven-ESG,inc case,CH,2,0.19418588124648153
USC-SIkJalpha,inc case,CH,2,0.14695147770004005
epiforecasts-EpiNow2,inc case,CH,2,0.06740336373844813
IEM_Health-CovidProject,inc case,CH,3,0.1463983228234541
ILM-EKF,inc case,CH,3,0.14517833679992534
LANL-GrowthRate,inc case,CH,3,0.17960206614423754
MUNI-ARIMA,inc case,CH,3,0.08798687078783353
RobertWalraven-ESG,inc case,CH,3,0.20257442344175627
USC-SIkJalpha,inc case,CH,3,0.17960206614423754
epiforecasts-EpiNow2,inc case,CH,3,0.058657913858555684
IEM_Health-CovidProject,inc case,CH,4,0.1275961682617324
ILM-EKF,inc case,CH,4,0.14392847779923415
LANL-GrowthRate,inc case,CH,4,0.18358224209085988
MUNI-ARIMA,inc case,CH,4,0.09086393800456702
RobertWalraven-ESG,inc case,CH,4,0.195554997009829
USC-SIkJalpha,inc case,CH,4,0.17991059724904268
epiforecasts-EpiNow2,inc case,CH,4,0.0785635795847348
IEM_Health-CovidProject,inc death,CH,1,0.10467761964349029
ILM-EKF,inc death,CH,1,0.07177893918410763
Karlen-pypm,inc death,CH,1,0.34258130065142284
LANL-GrowthRate,inc death,CH,1,0.08564532516285571
MUNI-ARIMA,inc death,CH,1,0.09916827124120134
RobertWalraven-ESG,inc death,CH,1,0.1345855109702018
USC-SIkJalpha,inc death,CH,1,0.09304677301643581
epiforecasts-EpiNow2,inc death,CH,1,0.06851626013028456
IEM_Health-CovidProject,inc death,CH,2,0.10737879490910851
ILM-EKF,inc death,CH,2,0.0739329407570911
Karlen-pypm,inc death,CH,2,0.28186933663640984
LANL-GrowthRate,inc death,CH,2,0.11417492116917866
MUNI-ARIMA,inc death,CH,2,0.11274773465456393
RobertWalraven-ESG,inc death,CH,2,0.15824243460289678
USC-SIkJalpha,inc death,CH,2,0.10367607784327718
epiforecasts-EpiNow2,inc death,CH,2,0.047977759427474016
IEM_Health-CovidProject,inc death,CH,3,0.1314939277148635
ILM-EKF,inc death,CH,3,0.08698829064214048
LANL-GrowthRate,inc death,CH,3,0.11779664357789857
MUNI-ARIMA,inc death,CH,3,0.15927433497856708
RobertWalraven-ESG,inc death,CH,3,0.28271194458695653
USC-SIkJalpha,inc death,CH,3,0.18847462972463772
epiforecasts-EpiNow2,inc death,CH,3,0.03326022877493606
IEM_Health-CovidProject,inc death,CH,4,0.13709191976512905
ILM-EKF,inc death,CH,4,0.09313878518394263
LANL-GrowthRate,inc death,CH,4,0.12979979637336686
MUNI-ARIMA,inc death,CH,4,0.15845689427398033
RobertWalraven-ESG,inc death,CH,4,0.2595995927467337
USC-SIkJalpha,inc death,CH,4,0.19366953744597593
epiforecasts-EpiNow2,inc death,CH,4,0.028243474210871488
IEM_Health-CovidProject,inc case,CY,1,0.12262158853355508
ILM-EKF,inc case,CY,1,0.053151563090590416
Karlen-pypm,inc case,CY,1,0.06104306154072174
LANL-GrowthRate,inc case,CY,1,0.19688536750458138
MUNI-ARIMA,inc case,CY,1,0.24101484642802204
RobertWalraven-ESG,inc case,CY,1,0.0957456239234608
USC-SIkJalpha,inc case,CY,1,0.09640593857120881
epiforecasts-EpiNow2,inc case,CY,1,0.13313201040785977
IEM_Health-CovidProject,inc case,CY,2,0.13578628737439236
ILM-EKF,inc case,CY,2,0.05431451494975695
Karlen-pypm,inc case,CY,2,0.0415346290792259
LANL-GrowthRate,inc case,CY,2,0.16344645702473154
MUNI-ARIMA,inc case,CY,2,0.2206527169833876
RobertWalraven-ESG,inc case,CY,2,0.1234420794312658
USC-SIkJalpha,inc case,CY,2,0.1446903062186148
epiforecasts-EpiNow2,inc case,CY,2,0.11613300893862506
IEM_Health-CovidProject,inc case,CY,3,0.1294064008282574
ILM-EKF,inc case,CY,3,0.0430416941885291
LANL-GrowthRate,inc case,CY,3,0.157136343862884
MUNI-ARIMA,inc case,CY,3,0.22757677387038372
RobertWalraven-ESG,inc case,CY,3,0.157136343862884
USC-SIkJalpha,inc case,CY,3,0.157136343862884
epiforecasts-EpiNow2,inc case,CY,3,0.12856609952417783
IEM_Health-CovidProject,inc case,CY,4,0.1202209716379937
ILM-EKF,inc case,CY,4,0.03177010661904938
LANL-GrowthRate,inc case,CY,4,0.1679277064149753
MUNI-ARIMA,inc case,CY,4,0.21590705110496825
RobertWalraven-ESG,inc case,CY,4,0.16151825197165562
USC-SIkJalpha,inc case,CY,4,0.14592338626404752
epiforecasts-EpiNow2,inc case,CY,4,0.15673252598731027
IEM_Health-CovidProject,inc death,CY,1,0.1336521575332005
ILM-EKF,inc death,CY,1,0.12150196139381866
Karlen-pypm,inc death,CY,1,0.2093347045700731
LANL-GrowthRate,inc death,CY,1,0.11900534574874018
MUNI-ARIMA,inc death,CY,1,0.13789508316917512
RobertWalraven-ESG,inc death,CY,1,0.12065819777302823
USC-SIkJalpha,inc death,CY,1,0.15795254981196424
IEM_Health-CovidProject,inc death,CY,2,0.15821474889596465
ILM-EKF,inc death,CY,2,0.13517376604703774
Karlen-pypm,inc death,CY,2,0.22099837941023628
LANL-GrowthRate,inc death,CY,2,0.11699914204071334
MUNI-ARIMA,inc death,CY,2,0.1325990276461418
RobertWalraven-ESG,inc death,CY,2,0.10709921463726836
USC-SIkJalpha,inc death,CY,2,0.12891572132263784
IEM_Health-CovidProject,inc death,CY,3,0.17751220046489552
ILM-EKF,inc death,CY,3,0.0991979943774416
LANL-GrowthRate,inc death,CY,3,0.17296060558118026
MUNI-ARIMA,inc death,CY,3,0.17296060558118026
RobertWalraven-ESG,inc death,CY,3,0.17296060558118026
USC-SIkJalpha,inc death,CY,3,0.2044079884141221
IEM_Health-CovidProject,inc death,CY,4,0.17189227526165327
ILM-EKF,inc death,CY,4,0.07614020246489339
LANL-GrowthRate,inc death,CY,4,0.19228627402151044
MUNI-ARIMA,inc death,CY,4,0.18151824267630584
RobertWalraven-ESG,inc death,CY,4,0.1680724469225054
USC-SIkJalpha,inc death,CY,4,0.21009055865313173
IEM_Health-CovidProject,inc case,CZ,1,0.03216402737607743
ILM-EKF,inc case,CZ,1,0.06494659374015635
Karlen-pypm,inc case,CZ,1,0.28143523954067756
LANL-GrowthRate,inc case,CZ,1,0.04169410956158185
MUNI-ARIMA,inc case,CZ,1,0.21107642965550813
MUNI_DMS-SEIAR,inc case,CZ,1,0.060307551330145176
RobertWalraven-ESG,inc case,CZ,1,0.22514819163254202
USC-SIkJalpha,inc case,CZ,1,0.03127058217118639
epiforecasts-EpiNow2,inc case,CZ,1,0.051957274992125074
IEM_Health-CovidProject,inc case,CZ,2,0.03224109241913937
ILM-EKF,inc case,CZ,2,0.05580189072543351
Karlen-pypm,inc case,CZ,2,0.18135614485765894
LANL-GrowthRate,inc case,CZ,2,0.07254245794306358
MUNI-ARIMA,inc case,CZ,2,0.18135614485765894
MUNI_DMS-SEIAR,inc case,CZ,2,0.09360317153943688
RobertWalraven-ESG,inc case,CZ,2,0.2901698317722543
USC-SIkJalpha,inc case,CZ,2,0.03818024102266504
epiforecasts-EpiNow2,inc case,CZ,2,0.05474902486268948
IEM_Health-CovidProject,inc case,CZ,3,0.032391253094853883
ILM-EKF,inc case,CZ,3,0.05543887548926914
LANL-GrowthRate,inc case,CZ,3,0.0847888683953528
MUNI-ARIMA,inc case,CZ,3,0.2059158232458568
MUNI_DMS-SEIAR,inc case,CZ,3,0.09609405084806652
RobertWalraven-ESG,inc case,CZ,3,0.4118316464917136
USC-SIkJalpha,inc case,CZ,3,0.0464971213780967
epiforecasts-EpiNow2,inc case,CZ,3,0.0670423610567906
IEM_Health-CovidProject,inc case,CZ,4,0.030998263349483315
ILM-EKF,inc case,CZ,4,0.05227158133442284
LANL-GrowthRate,inc case,CZ,4,0.06664626620138912
MUNI-ARIMA,inc case,CZ,4,0.19041790343254034
MUNI_DMS-SEIAR,inc case,CZ,4,0.08078335297138076
RobertWalraven-ESG,inc case,CZ,4,0.4443084413425942
USC-SIkJalpha,inc case,CZ,4,0.051266358616453164
epiforecasts-EpiNow2,inc case,CZ,4,0.08330783275173641
IEM_Health-CovidProject,inc death,CZ,1,0.05674982899911614
ILM-EKF,inc death,CZ,1,0.05674982899911614
Karlen-pypm,inc death,CZ,1,0.3611352754489209
LANL-GrowthRate,inc death,CZ,1,0.06620813383230216
MUNI-ARIMA,inc death,CZ,1,0.1655203345807554
MUNI_DMS-SEIAR,inc death,CZ,1,0.07944976059876259
RobertWalraven-ESG,inc death,CZ,1,0.053682270674839584
USC-SIkJalpha,inc death,CZ,1,0.040126141716546763
epiforecasts-EpiNow2,inc death,CZ,1,0.12037842514964028
IEM_Health-CovidProject,inc death,CZ,2,0.05638887641415153
ILM-EKF,inc death,CZ,2,0.07769134083727544
Karlen-pypm,inc death,CZ,2,0.34961103376773944
LANL-GrowthRate,inc death,CZ,2,0.07600239864516074
MUNI-ARIMA,inc death,CZ,2,0.17480551688386972
MUNI_DMS-SEIAR,inc death,CZ,2,0.08964385481224088
RobertWalraven-ESG,inc death,CZ,2,0.046614804502365256
USC-SIkJalpha,inc death,CZ,2,0.04600145181154467
epiforecasts-EpiNow2,inc death,CZ,2,0.08324072232565224
IEM_Health-CovidProject,inc death,CZ,3,0.058125613712899885
ILM-EKF,inc death,CZ,3,0.09558434255010204
LANL-GrowthRate,inc death,CZ,3,0.15930723758350337
MUNI-ARIMA,inc death,CZ,3,0.35844128456288266
MUNI_DMS-SEIAR,inc death,CZ,3,0.12289415470727405
RobertWalraven-ESG,inc death,CZ,3,0.058125613712899885
USC-SIkJalpha,inc death,CZ,3,0.05974021409381377
epiforecasts-EpiNow2,inc death,CZ,3,0.08778153907662432
IEM_Health-CovidProject,inc death,CZ,4,0.04321626247673602
ILM-EKF,inc death,CZ,4,0.08437460769267507
LANL-GrowthRate,inc death,CZ,4,0.18651229068907124
MUNI-ARIMA,inc death,CZ,4,0.35437335230923533
MUNI_DMS-SEIAR,inc death,CZ,4,0.13629744319585974
RobertWalraven-ESG,inc death,CZ,4,0.0521137282807699
USC-SIkJalpha,inc death,CZ,4,0.05451897727834389
epiforecasts-EpiNow2,inc death,CZ,4,0.08859333807730883
CovidMetrics-epiBATS,inc case,DE,1,0.15894332664630564
FIAS_FZJ-Epi1Ger,inc case,DE,1,0.041264132879329354
HZI-AgeExtendedSEIR,inc case,DE,1,0.08252826575865871
IEM_Health-CovidProject,inc case,DE,1,0.039371282747250026
ILM-EKF,inc case,DE,1,0.052981108882101884
ITWW-county_repro,inc case,DE,1,0.039371282747250026
Karlen-pypm,inc case,DE,1,0.050487880228826505
LANL-GrowthRate,inc case,DE,1,0.040871141137621456
MUNI-ARIMA,inc case,DE,1,0.10728674548625633
RobertWalraven-ESG,inc case,DE,1,0.13843451030484688
UNIPV-BayesINGARCHX,inc case,DE,1,0.054322402777851296
USC-SIkJalpha,inc case,DE,1,0.034059284281351215
epiforecasts-EpiExpert,inc case,DE,1,0.05960374749236462
epiforecasts-EpiNow2,inc case,DE,1,0.040871141137621456
itwm-dSEIR,inc case,DE,1,0.05960374749236462
CovidMetrics-epiBATS,inc case,DE,2,0.16036342345328464
FIAS_FZJ-Epi1Ger,inc case,DE,2,0.04189675027157886
HZI-AgeExtendedSEIR,inc case,DE,2,0.07046271636583719
IEM_Health-CovidProject,inc case,DE,2,0.04266549798298398
ILM-EKF,inc case,DE,2,0.05167265866828061
ITWW-county_repro,inc case,DE,2,0.03298254808613656
Karlen-pypm,inc case,DE,2,0.05110482725434345
LANL-GrowthRate,inc case,DE,2,0.05407603814122389
MUNI-ARIMA,inc case,DE,2,0.12238261263540144
RobertWalraven-ESG,inc case,DE,2,0.1722421955609353
USC-SIkJalpha,inc case,DE,2,0.04009085586332116
epiforecasts-EpiExpert,inc case,DE,2,0.05886758582462347
epiforecasts-EpiNow2,inc case,DE,2,0.04306054889023383
itwm-dSEIR,inc case,DE,2,0.05813174100181568
CovidMetrics-epiBATS,inc case,DE,3,0.174666953869316
FIAS_FZJ-Epi1Ger,inc case,DE,3,0.03848593898815438
HZI-AgeExtendedSEIR,inc case,DE,3,0.058978451955872944
IEM_Health-CovidProject,inc case,DE,3,0.03848593898815438
ILM-EKF,inc case,DE,3,0.046340212251043025
