model,target_variable,location,horizon,weight
ILM-EKF,inc case,AT,2,0.09231164653524027
LANL-GrowthRate,inc case,AT,2,0.14456352193254604
MUNI-ARIMA,inc case,AT,2,0.23943333320077942
RobertWalraven-ESG,inc case,AT,2,0.23943333320077942
USC-SIkJalpha,inc case,AT,2,0.09121269836220168
epiforecasts-EpiNow2,inc case,AT,2,0.10791361496373159
IEM_Health-CovidProject,inc case,AT,3,0.06793196034481525
ILM-EKF,inc case,AT,3,0.07713107997484232
LANL-GrowthRate,inc case,AT,3,0.11569661996226348
MUNI-ARIMA,inc case,AT,3,0.2742438399105504
RobertWalraven-ESG,inc case,AT,3,0.2847916799071101
USC-SIkJalpha,inc case,AT,3,0.07877216678281768
epiforecasts-EpiNow2,inc case,AT,3,0.10143265311760084
IEM_Health-CovidProject,inc case,AT,4,0.0561989440875662
ILM-EKF,inc case,AT,4,0.06515098827850596
LANL-GrowthRate,inc case,AT,4,0.09686923257198912
MUNI-ARIMA,inc case,AT,4,0.2629307741239704
RobertWalraven-ESG,inc case,AT,4,0.35057436549862725
USC-SIkJalpha,inc case,AT,4,0.07011487309972544
epiforecasts-EpiNow2,inc case,AT,4,0.09816082233961562
IEM_Health-CovidProject,inc death,AT,1,0.11706828157450745
ILM-EKF,inc death,AT,1,0.08213661691114636
LANL-GrowthRate,inc death,AT,1,0.11070587496719726
MUNI-ARIMA,inc death,AT,1,0.13579920662642864
RobertWalraven-ESG,inc death,AT,1,0.14145750690252984
UMass-MechBayes,inc death,AT,1,0.19216868862230466
USC-SIkJalpha,inc death,AT,1,0.10084099501962523
epiforecasts-EpiNow2,inc death,AT,1,0.11982282937626057
IEM_Health-CovidProject,inc death,AT,2,0.09043959068807739
ILM-EKF,inc death,AT,2,0.09588775880181698
LANL-GrowthRate,inc death,AT,2,0.13047022918935752
MUNI-ARIMA,inc death,AT,2,0.13962603474650542
RobertWalraven-ESG,inc death,AT,2,0.11703947030221777
UMass-MechBayes,inc death,AT,2,0.22107455501530024
USC-SIkJalpha,inc death,AT,2,0.10471952605987907
epiforecasts-EpiNow2,inc death,AT,2,0.10074283519684567
IEM_Health-CovidProject,inc death,AT,3,0.07986471308134968
ILM-EKF,inc death,AT,3,0.09472326435229847
LANL-GrowthRate,inc death,AT,3,0.13577001223829446
MUNI-ARIMA,inc death,AT,3,0.16971251529786807
RobertWalraven-ESG,inc death,AT,3,0.13139033442415593
UMass-MechBayes,inc death,AT,3,0.20365501835744168
USC-SIkJalpha,inc death,AT,3,0.07908932751745308
epiforecasts-EpiNow2,inc death,AT,3,0.10579481473113854
IEM_Health-CovidProject,inc death,AT,4,0.07321956670904864
ILM-EKF,inc death,AT,4,0.09172561104210487
LANL-GrowthRate,inc death,AT,4,0.1304223532004929
MUNI-ARIMA,inc death,AT,4,0.19411699081003592
RobertWalraven-ESG,inc death,AT,4,0.1245825463407693
UMass-MechBayes,inc death,AT,4,0.20867576512078861
USC-SIkJalpha,inc death,AT,4,0.08347030604831544
epiforecasts-EpiNow2,inc death,AT,4,0.09378686072844432
IEM_Health-CovidProject,inc case,BE,1,0.15306371917636905
ILM-EKF,inc case,BE,1,0.15478353624576643
LANL-GrowthRate,inc case,BE,1,0.15654244006674106
MUNI-ARIMA,inc case,BE,1,0.1043616267111607
RobertWalraven-ESG,inc case,BE,1,0.1639968419746811
USC-SIkJalpha,inc case,BE,1,0.12523395205339283
epiforecasts-EpiNow2,inc case,BE,1,0.14201788377188881
IEM_Health-CovidProject,inc case,BE,2,0.13011810986264527
ILM-EKF,inc case,BE,2,0.1313118539898255
LANL-GrowthRate,inc case,BE,2,0.15728562730649426
MUNI-ARIMA,inc case,BE,2,0.15390314069775246
RobertWalraven-ESG,inc case,BE,2,0.1703927629153688
USC-SIkJalpha,inc case,BE,2,0.13252770448973128
epiforecasts-EpiNow2,inc case,BE,2,0.12446080073818244
IEM_Health-CovidProject,inc case,BE,3,0.1094571268415984
ILM-EKF,inc case,BE,3,0.11336630994308405
LANL-GrowthRate,inc case,BE,3,0.16362147826836876
MUNI-ARIMA,inc case,BE,3,0.1803554930912701
RobertWalraven-ESG,inc case,BE,3,0.17065896120464263
USC-SIkJalpha,inc case,BE,3,0.14045383532771477
epiforecasts-EpiNow2,inc case,BE,3,0.12208679532332127
IEM_Health-CovidProject,inc case,BE,4,0.09277313706021065
ILM-EKF,inc case,BE,4,0.09491818069166061
LANL-GrowthRate,inc case,BE,4,0.18660051431428734
MUNI-ARIMA,inc case,BE,4,0.16928706453254933
RobertWalraven-ESG,inc case,BE,4,0.19094006115880563
USC-SIkJalpha,inc case,BE,4,0.15064995651061727
epiforecasts-EpiNow2,inc case,BE,4,0.11483108573186913
IEM_Health-CovidProject,inc death,BE,1,0.13272082110124528
ILM-EKF,inc death,BE,1,0.09786484788273643
LANL-GrowthRate,inc death,BE,1,0.10198547305674638
MUNI-ARIMA,inc death,BE,1,0.14679727182410462
RobertWalraven-ESG,inc death,BE,1,0.13456416583876257
UMass-MechBayes,inc death,BE,1,0.17615672618892556
USC-SIkJalpha,inc death,BE,1,0.1139837640045989
epiforecasts-EpiNow2,inc death,BE,1,0.09592693010288025
IEM_Health-CovidProject,inc death,BE,2,0.1079552922163237
ILM-EKF,inc death,BE,2,0.11440038428894003
LANL-GrowthRate,inc death,BE,2,0.10645591315776365
MUNI-ARIMA,inc death,BE,2,0.13936046813379968
RobertWalraven-ESG,inc death,BE,2,0.14461935372375437
UMass-MechBayes,inc death,BE,2,0.166626646681717
USC-SIkJalpha,inc death,BE,2,0.11108443112114469
epiforecasts-EpiNow2,inc death,BE,2,0.1094975106765569
IEM_Health-CovidProject,inc death,BE,3,0.10007083433188801
ILM-EKF,inc death,BE,3,0.1105259961277569
LANL-GrowthRate,inc death,BE,3,0.12342069567599522
MUNI-ARIMA,inc death,BE,3,0.15427586959499404
RobertWalraven-ESG,inc death,BE,3,0.1424084950107637
UMass-MechBayes,inc death,BE,3,0.1722149241990631
USC-SIkJalpha,inc death,BE,3,0.1157069021962455
epiforecasts-EpiNow2,inc death,BE,3,0.08137628286329354
IEM_Health-CovidProject,inc death,BE,4,0.081094462197862
ILM-EKF,inc death,BE,4,0.0874135112002928
LANL-GrowthRate,inc death,BE,4,0.09898294650621389
MUNI-ARIMA,inc death,BE,4,0.16025810386720346
RobertWalraven-ESG,inc death,BE,4,0.14632261657440315
UMass-MechBayes,inc death,BE,4,0.2588784754777902
USC-SIkJalpha,inc death,BE,4,0.10355139019111607
epiforecasts-EpiNow2,inc death,BE,4,0.06349849398511835
IEM_Health-CovidProject,inc case,BG,1,0.057739953939924635
ILM-EKF,inc case,BG,1,0.08406258000077262
LANL-GrowthRate,inc case,BG,1,0.0762167392007005
MUNI-ARIMA,inc case,BG,1,0.27220264000250183
RobertWalraven-ESG,inc case,BG,1,0.35726596500328367
USC-SIkJalpha,inc case,BG,1,0.04465824562541046
epiforecasts-EpiNow2,inc case,BG,1,0.10785387622740637
IEM_Health-CovidProject,inc case,BG,2,0.03820696664850203
ILM-EKF,inc case,BG,2,0.04584835997820244
LANL-GrowthRate,inc case,BG,2,0.07641393329700406
MUNI-ARIMA,inc case,BG,2,0.2997777383190159
RobertWalraven-ESG,inc case,BG,2,0.433012288683023
USC-SIkJalpha,inc case,BG,2,0.04584835997820244
epiforecasts-EpiNow2,inc case,BG,2,0.06089235309605011
IEM_Health-CovidProject,inc case,BG,3,0.026946936639503694
ILM-EKF,inc case,BG,3,0.02834074370706423
LANL-GrowthRate,inc case,BG,3,0.060880116111471295
MUNI-ARIMA,inc case,BG,3,0.3287526270019451
RobertWalraven-ESG,inc case,BG,3,0.46964661000277863
USC-SIkJalpha,inc case,BG,3,0.047645308261151466
epiforecasts-EpiNow2,inc case,BG,3,0.037787658276085635
IEM_Health-CovidProject,inc case,BG,4,0.020274126907644883
ILM-EKF,inc case,BG,4,0.019272935455415505
LANL-GrowthRate,inc case,BG,4,0.05118386137339856
MUNI-ARIMA,inc case,BG,4,0.3122215543777312
RobertWalraven-ESG,inc case,BG,4,0.5203692572962187
USC-SIkJalpha,inc case,BG,4,0.04803408528888172
epiforecasts-EpiNow2,inc case,BG,4,0.028644179300709283
IEM_Health-CovidProject,inc death,BG,1,0.08290790015746348
ILM-EKF,inc death,BG,1,0.11314489903842075
LANL-GrowthRate,inc death,BG,1,0.0858688965916586
MUNI-ARIMA,inc death,BG,1,0.20036075871387007
RobertWalraven-ESG,inc death,BG,1,0.11728434656421663
UMass-MechBayes,inc death,BG,1,0.20907209604925572
USC-SIkJalpha,inc death,BG,1,0.10231187679006132
epiforecasts-EpiNow2,inc death,BG,1,0.08904922609505335
IEM_Health-CovidProject,inc death,BG,2,0.07541885700645043
ILM-EKF,inc death,BG,2,0.09928558390722589
LANL-GrowthRate,inc death,BG,2,0.0688031677953583
MUNI-ARIMA,inc death,BG,2,0.19130636899197184
RobertWalraven-ESG,inc death,BG,2,0.13072601881118076
UMass-MechBayes,inc death,BG,2,0.25301810092486604
USC-SIkJalpha,inc death,BG,2,0.10744604285850473
epiforecasts-EpiNow2,inc death,BG,2,0.07399585970444193
IEM_Health-CovidProject,inc death,BG,3,0.05843722596061526
ILM-EKF,inc death,BG,3,0.06874967760072383
LANL-GrowthRate,inc death,BG,3,0.06874967760072383
MUNI-ARIMA,inc death,BG,3,0.2124990034931464
RobertWalraven-ESG,inc death,BG,3,0.1492014279845496
UMass-MechBayes,inc death,BG,3,0.25044525411692253
USC-SIkJalpha,inc death,BG,3,0.12986050213470057
epiforecasts-EpiNow2,inc death,BG,3,0.06205723110861798
IEM_Health-CovidProject,inc death,BG,4,0.05283803213853921
ILM-EKF,inc death,BG,4,0.054476420731982285
LANL-GrowthRate,inc death,BG,4,0.08570071066372824
MUNI-ARIMA,inc death,BG,4,0.25098065265806124
RobertWalraven-ESG,inc death,BG,4,0.13013811619306878
UMass-MechBayes,inc death,BG,4,0.28109833097702863
USC-SIkJalpha,inc death,BG,4,0.0976035871448016
epiforecasts-EpiNow2,inc death,BG,4,0.04716414949279004
IEM_Health-CovidProject,inc case,CH,1,0.14416814496712949
ILM-EKF,inc case,CH,1,0.17827243732494502
LANL-GrowthRate,inc case,CH,1,0.12190688728838152
MUNI-ARIMA,inc case,CH,1,0.058791974011418044
RobertWalraven-ESG,inc case,CH,1,0.24745278613761024
USC-SIkJalpha,inc case,CH,1,0.15072124246563534
epiforecasts-EpiNow2,inc case,CH,1,0.09868652780488028
IEM_Health-CovidProject,inc case,CH,2,0.12127559105590181
ILM-EKF,inc case,CH,2,0.15190074031244266
LANL-GrowthRate,inc case,CH,2,0.15998056692480664
MUNI-ARIMA,inc case,CH,2,0.06292122715871055
RobertWalraven-ESG,inc case,CH,2,0.2506362215155304
USC-SIkJalpha,inc case,CH,2,0.1367106662811984
epiforecasts-EpiNow2,inc case,CH,2,0.11657498675140948
IEM_Health-CovidProject,inc case,CH,3,0.10928998260992924
ILM-EKF,inc case,CH,3,0.12916088853900728
LANL-GrowthRate,inc case,CH,3,0.16145111067375914
MUNI-ARIMA,inc case,CH,3,0.06071665700551626
RobertWalraven-ESG,inc case,CH,3,0.28995301508756743
USC-SIkJalpha,inc case,CH,3,0.13929115430677258
epiforecasts-EpiNow2,inc case,CH,3,0.11013719177744807
IEM_Health-CovidProject,inc case,CH,4,0.09217881401432884
ILM-EKF,inc case,CH,4,0.10461563812737319
LANL-GrowthRate,inc case,CH,4,0.16899449235960284
MUNI-ARIMA,inc case,CH,4,0.05756144281244115
RobertWalraven-ESG,inc case,CH,4,0.3379889847192057
USC-SIkJalpha,inc case,CH,4,0.14173731617257013
epiforecasts-EpiNow2,inc case,CH,4,0.0969233117944781
IEM_Health-CovidProject,inc death,CH,1,0.14700468553032314
ILM-EKF,inc death,CH,1,0.10376801331552223
LANL-GrowthRate,inc death,CH,1,0.11141407745456071
MUNI-ARIMA,inc death,CH,1,0.13067083158250947
RobertWalraven-ESG,inc death,CH,1,0.18900602425327262
UMass-MechBayes,inc death,CH,1,0.09124428757054541
USC-SIkJalpha,inc death,CH,1,0.13067083158250947
epiforecasts-EpiNow2,inc death,CH,1,0.09622124871075698
IEM_Health-CovidProject,inc death,CH,2,0.1221134065215872
ILM-EKF,inc death,CH,2,0.10925936372984117
LANL-GrowthRate,inc death,CH,2,0.11662516353185295
MUNI-ARIMA,inc death,CH,2,0.152641758151984
RobertWalraven-ESG,inc death,CH,2,0.17895930266094676
UMass-MechBayes,inc death,CH,2,0.10812124535765534
USC-SIkJalpha,inc death,CH,2,0.12505589824499894
epiforecasts-EpiNow2,inc death,CH,2,0.08722386180113371
IEM_Health-CovidProject,inc death,CH,3,0.09583255725809763
ILM-EKF,inc death,CH,3,0.08615250096940089
LANL-GrowthRate,inc death,CH,3,0.09476775106634097
MUNI-ARIMA,inc death,CH,3,0.15794625177723493
RobertWalraven-ESG,inc death,CH,3,0.21322743989926718
UMass-MechBayes,inc death,CH,3,0.13982127206509323
USC-SIkJalpha,inc death,CH,3,0.14456097620289302
epiforecasts-EpiNow2,inc death,CH,3,0.06769125076167212
IEM_Health-CovidProject,inc death,CH,4,0.09756136083151232
ILM-EKF,inc death,CH,4,0.08536619072757327
LANL-GrowthRate,inc death,CH,4,0.10989670530446215
MUNI-ARIMA,inc death,CH,4,0.14939083377325324
RobertWalraven-ESG,inc death,CH,4,0.20784811655409147
UMass-MechBayes,inc death,CH,4,0.12102548558845831
USC-SIkJalpha,inc death,CH,4,0.16205107392352897
epiforecasts-EpiNow2,inc death,CH,4,0.06686023329712033
IEM_Health-CovidProject,inc case,CY,1,0.11808480981811074
ILM-EKF,inc case,CY,1,0.06167822655678105
LANL-GrowthRate,inc case,CY,1,0.20317533453998463
MUNI-ARIMA,inc case,CY,1,0.2878317239316449
RobertWalraven-ESG,inc case,CY,1,0.10965018054538853
USC-SIkJalpha,inc case,CY,1,0.08799950795362392
epiforecasts-EpiNow2,inc case,CY,1,0.13158021665446623
IEM_Health-CovidProject,inc case,CY,2,0.13303621827462897
ILM-EKF,inc case,CY,2,0.0959605508866176
LANL-GrowthRate,inc case,CY,2,0.158205232542802
MUNI-ARIMA,inc case,CY,2,0.2280620884707925
RobertWalraven-ESG,inc case,CY,2,0.12818088184124835
USC-SIkJalpha,inc case,CY,2,0.1488201763750087
epiforecasts-EpiNow2,inc case,CY,2,0.10773485160890198
IEM_Health-CovidProject,inc case,CY,3,0.12676669050706413
ILM-EKF,inc case,CY,3,0.1350116785075236
LANL-GrowthRate,inc case,CY,3,0.1748045942781621
MUNI-ARIMA,inc case,CY,3,0.19309809833052793
RobertWalraven-ESG,inc case,CY,3,0.11612892626870912
USC-SIkJalpha,inc case,CY,3,0.1372432764993835
epiforecasts-EpiNow2,inc case,CY,3,0.1169467356086296
IEM_Health-CovidProject,inc case,CY,4,0.1442690670035453
ILM-EKF,inc case,CY,4,0.12293350075654212
LANL-GrowthRate,inc case,CY,4,0.16468450101348092
MUNI-ARIMA,inc case,CY,4,0.1711427167394998
RobertWalraven-ESG,inc case,CY,4,0.12122609102381236
USC-SIkJalpha,inc case,CY,4,0.13027281423454462
epiforecasts-EpiNow2,inc case,CY,4,0.14547130922857485
IEM_Health-CovidProject,inc death,CY,1,0.12846978990834093
ILM-EKF,inc death,CY,1,0.11679071809849179
LANL-GrowthRate,inc death,CY,1,0.13468607006519617
MUNI-ARIMA,inc death,CY,1,0.1518279335280393
RobertWalraven-ESG,inc death,CY,1,0.11517981164196085
UMass-MechBayes,inc death,CY,1,0.2012177432299316
USC-SIkJalpha,inc death,CY,1,0.1518279335280393
IEM_Health-CovidProject,inc death,CY,2,0.14161755592933112
ILM-EKF,inc death,CY,2,0.13118257812401196
LANL-GrowthRate,inc death,CY,2,0.1354602708889254
MUNI-ARIMA,inc death,CY,2,0.15197981611928216
RobertWalraven-ESG,inc death,CY,2,0.10931881510334332
UMass-MechBayes,inc death,CY,2,0.18882340790577481
USC-SIkJalpha,inc death,CY,2,0.14161755592933112
IEM_Health-CovidProject,inc death,CY,3,0.14424016287876668
ILM-EKF,inc death,CY,3,0.1345316903773112
LANL-GrowthRate,inc death,CY,3,0.15899199771864053
MUNI-ARIMA,inc death,CY,3,0.15899199771864053
RobertWalraven-ESG,inc death,CY,3,0.13716956665921926
UMass-MechBayes,inc death,CY,3,0.11563054379537492
USC-SIkJalpha,inc death,CY,3,0.15044404085204693
IEM_Health-CovidProject,inc death,CY,4,0.13189393119078427
ILM-EKF,inc death,CY,4,0.10677127763063488
LANL-GrowthRate,inc death,CY,4,0.14947978868288883
MUNI-ARIMA,inc death,CY,4,0.18429015043095884
RobertWalraven-ESG,inc death,CY,4,0.12935750943711533
UMass-MechBayes,inc death,CY,4,0.1724766792494871
USC-SIkJalpha,inc death,CY,4,0.1257306633781308
IEM_Health-CovidProject,inc case,CZ,1,0.04407605215888122
ILM-EKF,inc case,CZ,1,0.09069495348077482
LANL-GrowthRate,inc case,CZ,1,0.05751387293902793
MUNI-ARIMA,inc case,CZ,1,0.29475859881251815
MUNI_DMS-SEIAR,inc case,CZ,1,0.08421674251786233
RobertWalraven-ESG,inc case,CZ,1,0.31440917206668606
USC-SIkJalpha,inc case,CZ,1,0.04287397800909355
epiforecasts-EpiNow2,inc case,CZ,1,0.07145663001515593
IEM_Health-CovidProject,inc case,CZ,2,0.03856788380369493
ILM-EKF,inc case,CZ,2,0.0682354867296141
LANL-GrowthRate,inc case,CZ,2,0.08654256853512032
MUNI-ARIMA,inc case,CZ,2,0.22176533187124584
MUNI_DMS-SEIAR,inc case,CZ,2,0.11827484366466445
RobertWalraven-ESG,inc case,CZ,2,0.35482453099399336
USC-SIkJalpha,inc case,CZ,2,0.04608110792129784
epiforecasts-EpiNow2,inc case,CZ,2,0.06570824648036913
IEM_Health-CovidProject,inc case,CZ,3,0.031905396320791896
ILM-EKF,inc case,CZ,3,0.055834443561385824
LANL-GrowthRate,inc case,CZ,3,0.08295403043405894
MUNI-ARIMA,inc case,CZ,3,0.24194925543267193
MUNI_DMS-SEIAR,inc case,CZ,3,0.10753300241452084
RobertWalraven-ESG,inc case,CZ,3,0.36292388314900786
USC-SIkJalpha,inc case,CZ,3,0.04608557246336608
epiforecasts-EpiNow2,inc case,CZ,3,0.07081441622419665
IEM_Health-CovidProject,inc case,CZ,4,0.02787973488788134
ILM-EKF,inc case,CZ,4,0.0474988075867608
LANL-GrowthRate,inc case,CZ,4,0.05964966534151357
MUNI-ARIMA,inc case,CZ,4,0.21374463414042363
MUNI_DMS-SEIAR,inc case,CZ,4,0.09160484320303869
RobertWalraven-ESG,inc case,CZ,4,0.42748926828084727
USC-SIkJalpha,inc case,CZ,4,0.04663519290336515
epiforecasts-EpiNow2,inc case,CZ,4,0.08549785365616945
IEM_Health-CovidProject,inc death,CZ,1,0.07176087306140241
ILM-EKF,inc death,CZ,1,0.07502273092782978
LANL-GrowthRate,inc death,CZ,1,0.08252500402061276
MUNI-ARIMA,inc death,CZ,1,0.2357857257731793
MUNI_DMS-SEIAR,inc death,CZ,1,0.10764130959210359
RobertWalraven-ESG,inc death,CZ,1,0.06877083668384396
UMass-MechBayes,inc death,CZ,1,0.1547343825386489
USC-SIkJalpha,inc death,CZ,1,0.04902475486373035
epiforecasts-EpiNow2,inc death,CZ,1,0.1547343825386489
IEM_Health-CovidProject,inc death,CZ,2,0.06443480595107286
ILM-EKF,inc death,CZ,2,0.09372335411065143
LANL-GrowthRate,inc death,CZ,2,0.09818637097306339
MUNI-ARIMA,inc death,CZ,2,0.22910153227048125
MUNI_DMS-SEIAR,inc death,CZ,2,0.1057391687402221
RobertWalraven-ESG,inc death,CZ,2,0.06064452324806856
UMass-MechBayes,inc death,CZ,2,0.18744670822130285
USC-SIkJalpha,inc death,CZ,2,0.0549843677449155
epiforecasts-EpiNow2,inc death,CZ,2,0.1057391687402221
IEM_Health-CovidProject,inc death,CZ,3,0.0436819742747111
ILM-EKF,inc death,CZ,3,0.07881747532176132
LANL-GrowthRate,inc death,CZ,3,0.13944630249234696
MUNI-ARIMA,inc death,CZ,3,0.2788926049846939
MUNI_DMS-SEIAR,inc death,CZ,3,0.10358868185145775
RobertWalraven-ESG,inc death,CZ,3,0.04834138486401361
UMass-MechBayes,inc death,CZ,3,0.19082125604215902
USC-SIkJalpha,inc death,CZ,3,0.04532004831001277
epiforecasts-EpiNow2,inc death,CZ,3,0.07109027185884355
IEM_Health-CovidProject,inc death,CZ,4,0.03704304859289606
ILM-EKF,inc death,CZ,4,0.06685818526522704
LANL-GrowthRate,inc death,CZ,4,0.1522880886596838
MUNI-ARIMA,inc death,CZ,4,0.24919869053402807
MUNI_DMS-SEIAR,inc death,CZ,4,0.10964742383497234
RobertWalraven-ESG,inc death,CZ,4,0.041533115089004674
UMass-MechBayes,inc death,CZ,4,0.22843213298952572
USC-SIkJalpha,inc death,CZ,4,0.040913217848870274
epiforecasts-EpiNow2,inc death,CZ,4,0.07408609718579212
CovidMetrics-epiBATS,inc case,DE,1,0.18628005725976937
FIAS_FZJ-Epi1Ger,inc case,DE,1,0.03759780972215528
HZI-AgeExtendedSEIR,inc case,DE,1,0.07451202290390774
IEM_Health-CovidProject,inc case,DE,1,0.03626691380278695
ILM-EKF,inc case,DE,1,0.05187545898373323
ITWW-county_repro,inc case,DE,1,0.03594878297995549
Karlen-pypm,inc case,DE,1,0.04657001431494234
LANL-GrowthRate,inc case,DE,1,0.0386618986765559
MIT_CovidAnalytics-DELPHI,inc case,DE,1,0.04224908515170027
MUNI-ARIMA,inc case,DE,1,0.09757526808845061
RobertWalraven-ESG,inc case,DE,1,0.1707567191547886
USC-SIkJalpha,inc case,DE,1,0.031524317382422506
epiforecasts-EpiExpert,inc case,DE,1,0.05613919533856063
epiforecasts-EpiNow2,inc case,DE,1,0.0386618986765559
itwm-dSEIR,inc case,DE,1,0.05538055756371521
CovidMetrics-epiBATS,inc case,DE,2,0.17063440388994613
FIAS_FZJ-Epi1Ger,inc case,DE,2,0.03561065820311919
HZI-AgeExtendedSEIR,inc case,DE,2,0.056878134629982036
IEM_Health-CovidProject,inc case,DE,2,0.036564515119274166
ILM-EKF,inc case,DE,2,0.046536655606348946
ITWW-county_repro,inc case,DE,2,0.0280494910504021
Karlen-pypm,inc case,DE,2,0.0440346848748248
LANL-GrowthRate,inc case,DE,2,0.04817912580422008
MIT_CovidAnalytics-DELPHI,inc case,DE,2,0.050558341893317364
MUNI-ARIMA,inc case,DE,2,0.1050057870091976
RobertWalraven-ESG,inc case,DE,2,0.20476128466793533
USC-SIkJalpha,inc case,DE,2,0.03441366128872863
epiforecasts-EpiExpert,inc case,DE,2,0.050558341893317364
epiforecasts-EpiNow2,inc case,DE,2,0.03827313732110941
itwm-dSEIR,inc case,DE,2,0.04994177674827691
CovidMetrics-epiBATS,inc case,DE,3,0.1666464764340026
FIAS_FZJ-Epi1Ger,inc case,DE,3,0.02868504922224635
