model,target_variable,location,horizon,weight
IEM_Health-CovidProject,inc case,AT,1,0.2687218665675842
ILM-EKF,inc case,AT,1,0.1635698318237469
LANL-GrowthRate,inc case,AT,1,0.08178491591187345
USC-SIkJalpha,inc case,AT,1,0.0760021440797208
epiforecasts-EpiExpert,inc case,AT,1,0.16720471697538575
epiforecasts-EpiNow2,inc case,AT,1,0.24271652464168897
IEM_Health-CovidProject,inc death,AT,1,0.06119028585078096
ILM-EKF,inc death,AT,1,0.06690900415459225
LANL-GrowthRate,inc death,AT,1,0.3579631722270686
RobertWalraven-ESG,inc death,AT,1,0.12134344821256562
USC-SIkJalpha,inc death,AT,1,0.10131033176237789
epiforecasts-EpiExpert,inc death,AT,1,0.23864211481804573
epiforecasts-EpiNow2,inc death,AT,1,0.05264164297456891
IEM_Health-CovidProject,inc case,BE,1,0.1335089496299524
ILM-EKF,inc case,BE,1,0.19284626057659793
LANL-GrowthRate,inc case,BE,1,0.10847602157433633
USC-SIkJalpha,inc case,BE,1,0.17607702052645902
epiforecasts-EpiExpert,inc case,BE,1,0.15985940021481146
epiforecasts-EpiNow2,inc case,BE,1,0.2292323474778428
IEM_Health-CovidProject,inc death,BE,1,0.1077002216167464
ILM-EKF,inc death,BE,1,0.10498508997934942
LANL-GrowthRate,inc death,BE,1,0.21917939837794004
RobertWalraven-ESG,inc death,BE,1,0.13150763902676402
USC-SIkJalpha,inc death,BE,1,0.12493225707542581
epiforecasts-EpiExpert,inc death,BE,1,0.2117495882634336
epiforecasts-EpiNow2,inc death,BE,1,0.09994580566034066
IEM_Health-CovidProject,inc case,BG,1,0.08933867009507439
ILM-EKF,inc case,BG,1,0.2817604210690808
LANL-GrowthRate,inc case,BG,1,0.18784028071272052
USC-SIkJalpha,inc case,BG,1,0.03407335324556326
epiforecasts-EpiExpert,inc case,BG,1,0.13566242495918704
epiforecasts-EpiNow2,inc case,BG,1,0.2713248499183741
IEM_Health-CovidProject,inc death,BG,1,0.0565309265807409
ILM-EKF,inc death,BG,1,0.19503169670355608
LANL-GrowthRate,inc death,BG,1,0.15920954832943354
RobertWalraven-ESG,inc death,BG,1,0.06725230920812279
USC-SIkJalpha,inc death,BG,1,0.07960477416471677
epiforecasts-EpiExpert,inc death,BG,1,0.17336150818093876
epiforecasts-EpiNow2,inc death,BG,1,0.26900923683249117
IEM_Health-CovidProject,inc case,CH,1,0.05853638173498635
ILM-EKF,inc case,CH,1,0.1443897416129663
LANL-GrowthRate,inc case,CH,1,0.12824088893256877
USC-SIkJalpha,inc case,CH,1,0.10769400617541687
epiforecasts-EpiExpert,inc case,CH,1,0.3143970180282331
epiforecasts-EpiNow2,inc case,CH,1,0.2467419635158285
IEM_Health-CovidProject,inc death,CH,1,0.11366891080387284
ILM-EKF,inc death,CH,1,0.12314132003752892
LANL-GrowthRate,inc death,CH,1,0.24055513681749838
RobertWalraven-ESG,inc death,CH,1,0.08765992273857992
USC-SIkJalpha,inc death,CH,1,0.22986379740338733
epiforecasts-EpiExpert,inc death,CH,1,0.12169259862532271
epiforecasts-EpiNow2,inc death,CH,1,0.08341831357380992
IEM_Health-CovidProject,inc case,CY,1,0.07995174057617044
ILM-EKF,inc case,CY,1,0.058911808845599274
LANL-GrowthRate,inc case,CY,1,0.35347085307359566
USC-SIkJalpha,inc case,CY,1,0.09392931759997647
epiforecasts-EpiExpert,inc case,CY,1,0.31980696230468175
epiforecasts-EpiNow2,inc case,CY,1,0.09392931759997647
IEM_Health-CovidProject,inc death,CY,1,0.13373573313381712
ILM-EKF,inc death,CY,1,0.09212906060329623
LANL-GrowthRate,inc death,CY,1,0.12955649147338533
RobertWalraven-ESG,inc death,CY,1,0.23032265150824055
USC-SIkJalpha,inc death,CY,1,0.10111726163776415
epiforecasts-EpiExpert,inc death,CY,1,0.06187772727087059
epiforecasts-EpiNow2,inc death,CY,1,0.25126107437262607
IEM_Health-CovidProject,inc case,CZ,1,0.1494599236949081
ILM-EKF,inc case,CZ,1,0.09963994912993873
LANL-GrowthRate,inc case,CZ,1,0.15912648592393203
MUNI_DMS-SEIAR,inc case,CZ,1,0.0969224959718495
USC-SIkJalpha,inc case,CZ,1,0.12254568456210857
epiforecasts-EpiExpert,inc case,CZ,1,0.25384463230722487
epiforecasts-EpiNow2,inc case,CZ,1,0.11846082841003827
IEM_Health-CovidProject,inc death,CZ,1,0.09111879669107102
ILM-EKF,inc death,CZ,1,0.07923373625310523
LANL-GrowthRate,inc death,CZ,1,0.07838176059446969
MUNI_DMS-SEIAR,inc death,CZ,1,0.06567120482239353
RobertWalraven-ESG,inc death,CZ,1,0.14293144578991532
USC-SIkJalpha,inc death,CZ,1,0.09719338313714242
epiforecasts-EpiExpert,inc death,CZ,1,0.20248621486904672
epiforecasts-EpiNow2,inc death,CZ,1,0.24298345784285608
DSMPG-bayes,inc case,DE,1,0.10020616193508759
FIAS_FZJ-Epi1Ger,inc case,DE,1,0.06476739734828833
IEM_Health-CovidProject,inc case,DE,1,0.03612875226231049
ILM-EKF,inc case,DE,1,0.07376286920221727
ITWW-county_repro,inc case,DE,1,0.26554632912798215
Karlen-pypm,inc case,DE,1,0.09317415057122182
LANL-GrowthRate,inc case,DE,1,0.05106660175538118
MIT_CovidAnalytics-DELPHI,inc case,DE,1,0.027661075950831476
UNIPV-BayesINGARCHX,inc case,DE,1,0.05590449034273308
USC-SIkJalpha,inc case,DE,1,0.043178264898858884
epiforecasts-EpiExpert,inc case,DE,1,0.06476739734828833
epiforecasts-EpiNow2,inc case,DE,1,0.04085328140430494
itwm-dSEIR,inc case,DE,1,0.08298322785249443
