model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
EuroCOVIDhub-baseline,inc death,1,CH,1,1,0.5,1,0.4,4,1,Switzerland
EuroCOVIDhub-ensemble,inc death,1,CH,0.84,0.79,0.5,1,0.4,4,1,Switzerland
IEM_Health-CovidProject,inc death,1,CH,0.85,0.81,0.75,1,-0.15,4,1,Switzerland
ILM-EKF,inc death,1,CH,1.23,1.29,0.5,1,0.3,4,1,Switzerland
LANL-GrowthRate,inc death,1,CH,1.33,1.14,0.5,0.75,0.64,4,1,Switzerland
RobertWalraven-ESG,inc death,1,CH,0.53,0.66,1,1,0.2,4,1,Switzerland
USC-SIkJalpha,inc death,1,CH,0.84,0.64,0.5,1,0.42,4,1,Switzerland
epiforecasts-EpiNow2,inc death,1,CH,1.77,1.45,0,1,0.79,4,1,Switzerland
EuroCOVIDhub-baseline,inc case,1,CY,1,1,0,1,-0.07,4,1,Cyprus
EuroCOVIDhub-ensemble,inc case,1,CY,1.29,1.43,0.25,1,0.1,4,1,Cyprus
IEM_Health-CovidProject,inc case,1,CY,2.3,2.33,0,0.25,0.05,4,1,Cyprus
ILM-EKF,inc case,1,CY,2.41,2.22,0.25,0.75,0.21,4,1,Cyprus
LANL-GrowthRate,inc case,1,CY,1.35,1.29,0.25,0.75,-0.29,4,1,Cyprus
RobertWalraven-ESG,inc case,1,CY,1.52,NA,0,0.75,NA,4,1,Cyprus
USC-SIkJalpha,inc case,1,CY,0.72,3.24,0.75,0.75,-0.17,4,1,Cyprus
epiforecasts-EpiNow2,inc case,1,CY,2.31,1.97,0.5,1,0.17,4,1,Cyprus
EuroCOVIDhub-baseline,inc death,1,CY,1,1,0,1,-0.45,4,1,Cyprus
EuroCOVIDhub-ensemble,inc death,1,CY,0.86,0.89,1,1,-0.27,4,1,Cyprus
IEM_Health-CovidProject,inc death,1,CY,1.29,1,0.5,1,-0.5,4,1,Cyprus
ILM-EKF,inc death,1,CY,0.79,1.56,1,1,-0.1,4,1,Cyprus
LANL-GrowthRate,inc death,1,CY,1.24,1,0.25,1,-0.42,4,1,Cyprus
RobertWalraven-ESG,inc death,1,CY,0.57,0.56,0.75,1,-0.35,4,1,Cyprus
USC-SIkJalpha,inc death,1,CY,0.93,1.11,0.5,0.75,-0.52,4,1,Cyprus
epiforecasts-EpiNow2,inc death,1,CY,0.67,0.67,0.75,1,0.05,4,1,Cyprus
EuroCOVIDhub-baseline,inc case,1,CZ,1,1,0,1,0.88,4,1,Czechia
EuroCOVIDhub-ensemble,inc case,1,CZ,0.66,0.69,0.75,1,0.4,4,1,Czechia
IEM_Health-CovidProject,inc case,1,CZ,1.59,1.38,0.5,1,0.55,4,1,Czechia
ILM-EKF,inc case,1,CZ,0.84,0.73,0.5,1,0.48,4,1,Czechia
LANL-GrowthRate,inc case,1,CZ,0.76,0.77,1,1,-0.35,4,1,Czechia
RobertWalraven-ESG,inc case,1,CZ,1.19,NA,0.25,1,NA,4,1,Czechia
USC-SIkJalpha,inc case,1,CZ,1.05,1.46,0.5,0.5,0.68,4,1,Czechia
epiforecasts-EpiNow2,inc case,1,CZ,1.03,0.98,0.75,0.75,0.52,4,1,Czechia
EuroCOVIDhub-baseline,inc death,1,CZ,1,1,0,1,0.38,4,1,Czechia
EuroCOVIDhub-ensemble,inc death,1,CZ,0.61,0.74,0.75,1,0.32,4,1,Czechia
IEM_Health-CovidProject,inc death,1,CZ,1.39,1.21,0.5,1,0.35,4,1,Czechia
ILM-EKF,inc death,1,CZ,0.51,1.01,1,1,0.1,4,1,Czechia
LANL-GrowthRate,inc death,1,CZ,0.81,0.72,0,0.75,-0.4,4,1,Czechia
RobertWalraven-ESG,inc death,1,CZ,1.17,1.52,0,0.25,0.51,4,1,Czechia
USC-SIkJalpha,inc death,1,CZ,0.99,1.65,0.5,0.75,0.48,4,1,Czechia
epiforecasts-EpiNow2,inc death,1,CZ,0.5,0.45,0.5,1,0.2,4,1,Czechia
DSMPG-bayes,inc case,1,DE,1.11,1.18,0.75,0.75,0.2,4,1,Germany
EuroCOVIDhub-baseline,inc case,1,DE,1,1,0,1,-0.44,4,1,Germany
EuroCOVIDhub-ensemble,inc case,1,DE,0.96,0.89,0.5,1,-0.17,4,1,Germany
FIAS_FZJ-Epi1Ger,inc case,1,DE,0.93,0.93,0.25,0.75,-0.19,4,1,Germany
IEM_Health-CovidProject,inc case,1,DE,1.26,1.24,0.25,1,-0.52,4,1,Germany
ILM-EKF,inc case,1,DE,1.17,1.03,0.5,1,0.06,4,1,Germany
ITWW-county_repro,inc case,1,DE,1.06,1.34,0.5,0.5,0.48,4,1,Germany
Karlen-pypm,inc case,1,DE,0.96,0.93,0.5,1,0.13,4,1,Germany
LANL-GrowthRate,inc case,1,DE,1.01,1.05,0.5,1,-0.4,4,1,Germany
RobertWalraven-ESG,inc case,1,DE,1.06,NA,0,0.75,NA,4,1,Germany
UNIPV-BayesINGARCHX,inc case,1,DE,1.15,1.09,0.25,0.5,0.21,4,1,Germany
USC-SIkJalpha,inc case,1,DE,1.4,1.8,0.75,0.75,-0.35,4,1,Germany
UVA-Ensemble,inc case,1,DE,1.6,NA,0,0.25,NA,4,1,Germany
epiforecasts-EpiExpert,inc case,1,DE,1.08,0.99,0,0.75,-0.02,4,1,Germany
epiforecasts-EpiNow2,inc case,1,DE,1.43,1.15,0.25,1,-0.23,4,1,Germany
itwm-dSEIR,inc case,1,DE,0.93,1.06,0.25,0.5,-0.12,4,1,Germany
EuroCOVIDhub-baseline,inc death,1,DE,1,1,0.25,1,0.62,4,1,Germany
EuroCOVIDhub-ensemble,inc death,1,DE,1,0.89,1,1,0.4,4,1,Germany
FIAS_FZJ-Epi1Ger,inc death,1,DE,2.63,3.29,0,0,1,4,1,Germany
IEM_Health-CovidProject,inc death,1,DE,1.73,1.62,0.75,1,-0.4,4,1,Germany
ILM-EKF,inc death,1,DE,1.71,1.42,0.25,1,0.6,4,1,Germany
ITWW-county_repro,inc death,1,DE,0.96,1.21,0,0.25,-0.49,4,1,Germany
Karlen-pypm,inc death,1,DE,1.27,1.08,0.75,1,0.48,4,1,Germany
LANL-GrowthRate,inc death,1,DE,0.58,0.53,0.5,1,0.5,4,1,Germany
MIT_CovidAnalytics-DELPHI,inc death,1,DE,1.36,1.23,0.75,1,0.48,4,1,Germany
RobertWalraven-ESG,inc death,1,DE,1.22,1.04,0.5,1,-0.58,4,1,Germany
USC-SIkJalpha,inc death,1,DE,1.35,1.44,1,1,0.22,4,1,Germany
epiforecasts-EpiExpert,inc death,1,DE,0.88,0.73,0,1,0.39,4,1,Germany
epiforecasts-EpiNow2,inc death,1,DE,4.05,3.73,0,0.75,0.96,4,1,Germany
itwm-dSEIR,inc death,1,DE,1.17,1.05,0.75,1,0.5,4,1,Germany
EuroCOVIDhub-baseline,inc case,1,DK,1,1,0,1,-0.05,4,1,Denmark
EuroCOVIDhub-ensemble,inc case,1,DK,0.9,0.93,0,0.5,-0.05,4,1,Denmark
IEM_Health-CovidProject,inc case,1,DK,0.74,0.91,0.5,0.5,0.1,4,1,Denmark
ILM-EKF,inc case,1,DK,0.94,0.94,0.25,0.75,-0.11,4,1,Denmark
LANL-GrowthRate,inc case,1,DK,0.7,0.74,0.5,0.5,-0.22,4,1,Denmark
RobertWalraven-ESG,inc case,1,DK,0.91,NA,0.5,0.5,NA,4,1,Denmark
USC-SIkJalpha,inc case,1,DK,0.78,0.93,0,0,-0.5,4,1,Denmark
epiforecasts-EpiNow2,inc case,1,DK,1.12,1.14,0,0.5,-0.04,4,1,Denmark
EuroCOVIDhub-baseline,inc death,1,DK,1,1,1,1,0.08,4,1,Denmark
EuroCOVIDhub-ensemble,inc death,1,DK,1.08,0.92,1,1,0.13,4,1,Denmark
IEM_Health-CovidProject,inc death,1,DK,1.38,1.08,0.5,1,-0.48,4,1,Denmark
ILM-EKF,inc death,1,DK,1.17,1.83,1,1,0.22,4,1,Denmark
LANL-GrowthRate,inc death,1,DK,0.25,0.33,1,1,-0.05,4,1,Denmark
RobertWalraven-ESG,inc death,1,DK,2.08,1.42,0.25,1,0.07,4,1,Denmark
USC-SIkJalpha,inc death,1,DK,1,1.17,1,1,0.03,4,1,Denmark
epiforecasts-EpiNow2,inc death,1,DK,2.5,2.17,0.5,0.5,0.54,4,1,Denmark
EuroCOVIDhub-baseline,inc case,1,EE,1,1,0.25,0.25,0.35,4,1,Estonia
EuroCOVIDhub-ensemble,inc case,1,EE,0.98,0.82,0.5,1,0.49,4,1,Estonia
IEM_Health-CovidProject,inc case,1,EE,1.69,1.19,0,1,0.82,4,1,Estonia
ILM-EKF,inc case,1,EE,2.11,1.6,0.25,0.75,0.78,4,1,Estonia
LANL-GrowthRate,inc case,1,EE,0.84,0.59,0.5,1,0.35,4,1,Estonia
RobertWalraven-ESG,inc case,1,EE,1.41,NA,0,0.5,NA,4,1,Estonia
USC-SIkJalpha,inc case,1,EE,2.12,1.63,0.25,1,-0.08,4,1,Estonia
epiforecasts-EpiNow2,inc case,1,EE,0.95,0.73,0.5,1,0.52,4,1,Estonia
EuroCOVIDhub-baseline,inc death,1,EE,1,1,0,1,-0.4,4,1,Estonia
EuroCOVIDhub-ensemble,inc death,1,EE,1,1.26,1,1,0.18,4,1,Estonia
IEM_Health-CovidProject,inc death,1,EE,1.29,1.42,1,1,0.03,4,1,Estonia
ILM-EKF,inc death,1,EE,1.1,2.84,1,1,0.1,4,1,Estonia
LANL-GrowthRate,inc death,1,EE,1.9,1.74,0.25,1,-0.1,4,1,Estonia
RobertWalraven-ESG,inc death,1,EE,0.83,0.63,0,1,0.32,4,1,Estonia
USC-SIkJalpha,inc death,1,EE,1.83,1.89,0.5,1,0.05,4,1,Estonia
epiforecasts-EpiNow2,inc death,1,EE,1.86,1.84,0.5,1,0.52,4,1,Estonia
EuroCOVIDhub-baseline,inc death,1,ES,1,1,0,1,0.38,4,1,Spain
EuroCOVIDhub-ensemble,inc death,1,ES,0.72,0.75,0,0.75,0.29,4,1,Spain
IEM_Health-CovidProject,inc death,1,ES,0.65,0.57,0.5,0.75,0.15,4,1,Spain
ILM-EKF,inc death,1,ES,1.3,1.61,0.5,0.5,0.17,4,1,Spain
LANL-GrowthRate,inc death,1,ES,0.52,0.6,0.25,0.75,0.05,4,1,Spain
RobertWalraven-ESG,inc death,1,ES,0.57,0.55,0.5,0.75,0.18,4,1,Spain
UNED-PreCoV2,inc death,1,ES,0.41,0.21,NA,NA,0.2,4,1,Spain
USC-SIkJalpha,inc death,1,ES,0.73,0.93,0.25,0.5,0.22,4,1,Spain
epiforecasts-EpiNow2,inc death,1,ES,0.53,0.48,0.25,1,0.01,4,1,Spain
EuroCOVIDhub-baseline,inc case,1,FI,1,1,0.25,0.25,0.35,4,1,Finland
EuroCOVIDhub-ensemble,inc case,1,FI,1.15,1.03,0.5,1,0.55,4,1,Finland
IEM_Health-CovidProject,inc case,1,FI,1.34,1.06,0.5,1,0.58,4,1,Finland
ILM-EKF,inc case,1,FI,1.56,1.35,0.5,1,0.58,4,1,Finland
LANL-GrowthRate,inc case,1,FI,0.89,0.74,0.75,1,0.52,4,1,Finland
RobertWalraven-ESG,inc case,1,FI,1.19,NA,0.25,0.75,NA,4,1,Finland
USC-SIkJalpha,inc case,1,FI,1.24,1.4,0.5,0.5,0.48,4,1,Finland
epiforecasts-EpiNow2,inc case,1,FI,1.43,1.16,0,0.75,0.83,4,1,Finland
EuroCOVIDhub-baseline,inc death,1,FI,1,1,0.25,1,0.16,4,1,Finland
EuroCOVIDhub-ensemble,inc death,1,FI,0.73,0.76,0.5,1,0.02,4,1,Finland
IEM_Health-CovidProject,inc death,1,FI,1.3,1.1,0.75,1,-0.35,4,1,Finland
ILM-EKF,inc death,1,FI,1.23,1.38,0.75,1,0.07,4,1,Finland
LANL-GrowthRate,inc death,1,FI,0.8,0.71,0.25,1,0.15,4,1,Finland
RobertWalraven-ESG,inc death,1,FI,0.87,1.14,0.75,0.75,-0.2,4,1,Finland
USC-SIkJalpha,inc death,1,FI,1.13,0.95,0.25,1,-0.17,4,1,Finland
epiforecasts-EpiNow2,inc death,1,FI,1.38,1.1,0.25,1,0.32,4,1,Finland
EuroCOVIDhub-baseline,inc case,1,FR,1,1,0,1,-0.45,4,1,France
EuroCOVIDhub-ensemble,inc case,1,FR,1.32,1.11,0.25,1,-0.32,4,1,France
IEM_Health-CovidProject,inc case,1,FR,1.64,1.43,0.75,1,-0.28,4,1,France
ILM-EKF,inc case,1,FR,1.88,1.9,0.25,0.5,-0.33,4,1,France
LANL-GrowthRate,inc case,1,FR,1.78,1.41,0.5,1,-0.38,4,1,France
RobertWalraven-ESG,inc case,1,FR,1.33,NA,0.25,0.5,NA,4,1,France
UNIPV-BayesINGARCHX,inc case,1,FR,0.88,1.02,0,0,0,4,1,France
USC-SIkJalpha,inc case,1,FR,1.22,1.4,0.5,0.75,-0.55,4,1,France
epiforecasts-EpiExpert,inc case,1,FR,1.15,1.08,0,0.5,-0.44,4,1,France
epiforecasts-EpiNow2,inc case,1,FR,1.47,1.17,0.25,1,-0.35,4,1,France
EuroCOVIDhub-baseline,inc death,1,FR,1,1,0.25,1,0.05,4,1,France
EuroCOVIDhub-ensemble,inc death,1,FR,1.02,0.98,0.75,1,0.1,4,1,France
IEM_Health-CovidProject,inc death,1,FR,1.29,1.57,0.75,1,-0.28,4,1,France
ILM-EKF,inc death,1,FR,1.67,1.58,0.5,1,0.15,4,1,France
LANL-GrowthRate,inc death,1,FR,0.6,0.57,0.25,1,0.1,4,1,France
RobertWalraven-ESG,inc death,1,FR,1.31,1.38,0.5,0.75,-0.4,4,1,France
USC-SIkJalpha,inc death,1,FR,1.1,1.4,0.5,0.5,0,4,1,France
epiforecasts-EpiExpert,inc death,1,FR,1.46,1.75,0.25,0.25,0.18,4,1,France
epiforecasts-EpiNow2,inc death,1,FR,1.75,2.01,0.25,0.75,0.69,4,1,France
EuroCOVIDhub-baseline,inc case,1,GB,1,1,0.75,1,0.38,4,1,United Kingdom
EuroCOVIDhub-ensemble,inc case,1,GB,1.18,0.73,0.5,1,-0.1,4,1,United Kingdom
IEM_Health-CovidProject,inc case,1,GB,1.62,0.89,0.25,1,-0.28,4,1,United Kingdom
ILM-EKF,inc case,1,GB,1.69,1.07,0.5,1,-0.17,4,1,United Kingdom
LANL-GrowthRate,inc case,1,GB,1.7,1.06,0,0.75,-0.41,4,1,United Kingdom
RobertWalraven-ESG,inc case,1,GB,1.64,NA,0.5,1,NA,4,1,United Kingdom
USC-SIkJalpha,inc case,1,GB,0.92,0.7,1,1,-0.02,4,1,United Kingdom
UVA-Ensemble,inc case,1,GB,1,NA,0.5,1,NA,4,1,United Kingdom
epiforecasts-EpiExpert,inc case,1,GB,1.63,1.09,0.25,0.75,0.35,4,1,United Kingdom
epiforecasts-EpiNow2,inc case,1,GB,1.08,0.79,0.5,0.75,0.02,4,1,United Kingdom
EuroCOVIDhub-baseline,inc death,1,GB,1,1,0.5,1,0.6,4,1,United Kingdom
EuroCOVIDhub-ensemble,inc death,1,GB,0.39,0.37,0.5,1,0.56,4,1,United Kingdom
IEM_Health-CovidProject,inc death,1,GB,0.34,0.53,1,1,-0.05,4,1,United Kingdom
ILM-EKF,inc death,1,GB,0.45,0.42,0.5,1,0.6,4,1,United Kingdom
LANL-GrowthRate,inc death,1,GB,0.16,0.15,0,0.75,0.87,4,1,United Kingdom
RobertWalraven-ESG,inc death,1,GB,0.41,0.42,0.75,1,-0.22,4,1,United Kingdom
USC-SIkJalpha,inc death,1,GB,0.88,0.95,0,0.5,0.82,4,1,United Kingdom
epiforecasts-EpiExpert,inc death,1,GB,0.4,0.48,0.25,0.5,0.78,4,1,United Kingdom
epiforecasts-EpiNow2,inc death,1,GB,0.86,1.01,0,0,1,4,1,United Kingdom
EuroCOVIDhub-baseline,inc case,1,GR,1,1,0,0.75,-0.82,4,1,Greece
EuroCOVIDhub-ensemble,inc case,1,GR,1.13,1.09,1,1,0.05,4,1,Greece
IEM_Health-CovidProject,inc case,1,GR,1.17,1.15,1,1,0.05,4,1,Greece
ILM-EKF,inc case,1,GR,1.22,1.02,0.75,1,0.22,4,1,Greece
LANL-GrowthRate,inc case,1,GR,1.16,1.13,0.75,1,0.03,4,1,Greece
RobertWalraven-ESG,inc case,1,GR,1.22,NA,0.25,0.75,NA,4,1,Greece
USC-SIkJalpha,inc case,1,GR,2,2.23,0.75,1,-0.15,4,1,Greece
epiforecasts-EpiNow2,inc case,1,GR,1.67,1.32,0.25,1,0.22,4,1,Greece
EuroCOVIDhub-baseline,inc death,1,GR,1,1,0,1,-0.89,4,1,Greece
EuroCOVIDhub-ensemble,inc death,1,GR,0.49,0.51,0.75,1,-0.18,4,1,Greece
IEM_Health-CovidProject,inc death,1,GR,0.53,0.52,0.5,1,0.08,4,1,Greece
ILM-EKF,inc death,1,GR,0.53,0.98,1,1,-0.05,4,1,Greece
LANL-GrowthRate,inc death,1,GR,0.56,0.46,0,0.75,-0.47,4,1,Greece
RobertWalraven-ESG,inc death,1,GR,0.59,0.58,0,0.75,-0.55,4,1,Greece
USC-SIkJalpha,inc death,1,GR,0.84,0.9,1,1,-0.17,4,1,Greece
epiforecasts-EpiNow2,inc death,1,GR,0.33,0.3,0.75,1,-0.4,4,1,Greece
EuroCOVIDhub-baseline,inc case,1,HR,1,1,0,1,-0.9,4,1,Croatia
EuroCOVIDhub-ensemble,inc case,1,HR,0.37,0.37,0.75,1,-0.42,4,1,Croatia
IEM_Health-CovidProject,inc case,1,HR,0.54,0.51,0.5,1,-0.5,4,1,Croatia
ILM-EKF,inc case,1,HR,0.65,0.51,0.25,1,-0.68,4,1,Croatia
LANL-GrowthRate,inc case,1,HR,0.61,0.49,0.75,1,-0.48,4,1,Croatia
RobertWalraven-ESG,inc case,1,HR,0.84,NA,0.75,1,NA,4,1,Croatia
USC-SIkJalpha,inc case,1,HR,0.76,0.84,0.25,0.75,-0.65,4,1,Croatia
epiforecasts-EpiNow2,inc case,1,HR,0.14,0.24,1,1,0.05,4,1,Croatia
EuroCOVIDhub-baseline,inc death,1,HR,1,1,0.25,1,-0.52,4,1,Croatia
EuroCOVIDhub-ensemble,inc death,1,HR,0.4,0.61,1,1,-0.23,4,1,Croatia
IEM_Health-CovidProject,inc death,1,HR,1.47,1.18,0.25,1,-0.65,4,1,Croatia
ILM-EKF,inc death,1,HR,0.52,1.2,1,1,-0.05,4,1,Croatia
LANL-GrowthRate,inc death,1,HR,0.93,0.8,0.5,1,-0.41,4,1,Croatia
RobertWalraven-ESG,inc death,1,HR,1.08,1.23,0.25,0.25,-0.77,4,1,Croatia
USC-SIkJalpha,inc death,1,HR,0.46,0.66,0.75,1,-0.23,4,1,Croatia
epiforecasts-EpiNow2,inc death,1,HR,0.94,0.82,0.25,1,0.58,4,1,Croatia
EuroCOVIDhub-baseline,inc case,1,HU,1,1,0,0.5,-0.48,4,1,Hungary
EuroCOVIDhub-ensemble,inc case,1,HU,0.78,0.66,0.75,1,0.28,4,1,Hungary
IEM_Health-CovidProject,inc case,1,HU,1.65,1.33,0.25,1,0.61,4,1,Hungary
ILM-EKF,inc case,1,HU,1.1,0.98,0.5,0.75,0.63,4,1,Hungary
LANL-GrowthRate,inc case,1,HU,0.43,0.43,1,1,0.1,4,1,Hungary
RobertWalraven-ESG,inc case,1,HU,0.67,NA,0.25,0.75,NA,4,1,Hungary
USC-SIkJalpha,inc case,1,HU,1.37,1.2,0.75,1,-0.2,4,1,Hungary
epiforecasts-EpiNow2,inc case,1,HU,0.81,0.79,0.5,1,0.42,4,1,Hungary
EuroCOVIDhub-baseline,inc death,1,HU,1,1,0,0.5,-0.94,4,1,Hungary
EuroCOVIDhub-ensemble,inc death,1,HU,0.35,0.38,1,1,0.1,4,1,Hungary
IEM_Health-CovidProject,inc death,1,HU,0.55,0.45,0.75,1,-0.05,4,1,Hungary
ILM-EKF,inc death,1,HU,0.9,0.77,1,1,0.3,4,1,Hungary
LANL-GrowthRate,inc death,1,HU,0.54,0.46,0.5,0.75,-0.57,4,1,Hungary
RobertWalraven-ESG,inc death,1,HU,0.66,0.68,0,0.25,-0.55,4,1,Hungary
USC-SIkJalpha,inc death,1,HU,0.51,0.92,1,1,0.18,4,1,Hungary
