model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
UVA-Ensemble,inc case,3,Overall,1.51,NA,0.36,0.71,NA,318,32,NA
epiforecasts-EpiNow2,inc case,3,Overall,2.07,2.15,0.35,0.7,-0.24,318,32,NA
EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.52,0.9,-0.28,320,32,NA
EuroCOVIDhub-ensemble,inc case,2,Overall,1.12,1.13,0.42,0.83,-0.25,320,32,NA
IEM_Health-CovidProject,inc case,2,Overall,1.18,1.27,0.26,0.62,-0.23,310,31,NA
ILM-EKF,inc case,2,Overall,2.01,2.27,0.3,0.67,-0.26,320,32,NA
Karlen-pypm,inc case,2,Overall,2.7,2.8,0.37,0.77,0.12,195,29,NA
LANL-GrowthRate,inc case,2,Overall,1.11,1.1,0.33,0.78,-0.44,320,32,NA
MUNI-ARIMA,inc case,2,Overall,0.91,0.96,0.58,0.9,-0.24,320,32,NA
RobertWalraven-ESG,inc case,2,Overall,1.07,1.26,0.24,0.51,-0.53,320,32,NA
USC-SIkJalpha,inc case,2,Overall,1.73,2.15,0.16,0.3,-0.41,320,32,NA
UVA-Ensemble,inc case,2,Overall,1.9,NA,0.42,0.8,NA,320,32,NA
epiforecasts-EpiNow2,inc case,2,Overall,1.89,2.05,0.4,0.77,-0.2,320,32,NA
EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.45,0.93,-0.28,320,32,NA
EuroCOVIDhub-ensemble,inc case,1,Overall,0.88,0.82,0.5,0.9,-0.21,320,32,NA
IEM_Health-CovidProject,inc case,1,Overall,1.1,1.08,0.33,0.75,-0.15,310,31,NA
ILM-EKF,inc case,1,Overall,1.3,1.37,0.34,0.76,-0.19,320,32,NA
Karlen-pypm,inc case,1,Overall,1.46,1.38,0.56,0.93,0.11,223,29,NA
LANL-GrowthRate,inc case,1,Overall,0.9,0.88,0.42,0.88,-0.44,320,32,NA
MUNI-ARIMA,inc case,1,Overall,0.86,0.89,0.58,0.9,-0.18,320,32,NA
RobertWalraven-ESG,inc case,1,Overall,1.13,1.23,0.32,0.65,-0.39,320,32,NA
SDSC_ISG-TrendModel,inc case,1,Overall,0.77,NA,NA,NA,NA,320,32,NA
USC-SIkJalpha,inc case,1,Overall,1.46,1.63,0.22,0.52,-0.28,320,32,NA
UVA-Ensemble,inc case,1,Overall,3.06,NA,0.39,0.8,NA,320,32,NA
epiforecasts-EpiNow2,inc case,1,Overall,1.49,1.49,0.52,0.85,-0.13,320,32,NA
LANL-GrowthRate,inc case,5,Overall,NA,NA,0.22,0.55,-0.49,285,32,NA
USC-SIkJalpha,inc case,5,Overall,NA,NA,0.16,0.19,-0.61,316,32,NA
EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.87,0.98,-0,318,32,NA
EuroCOVIDhub-ensemble,inc death,4,Overall,0.56,0.52,0.67,0.95,0.02,318,32,NA
IEM_Health-CovidProject,inc death,4,Overall,0.73,0.67,0.42,0.86,-0.15,307,31,NA
ILM-EKF,inc death,4,Overall,1.04,1.07,0.68,0.96,-0.02,317,32,NA
Karlen-pypm,inc death,4,Overall,1.74,1.22,0.29,0.83,0.04,139,29,NA
LANL-GrowthRate,inc death,4,Overall,0.57,0.56,0.3,0.7,-0.16,318,32,NA
MUNI-ARIMA,inc death,4,Overall,0.83,0.76,0.68,0.95,-0.12,318,32,NA
RobertWalraven-ESG,inc death,4,Overall,0.71,0.7,0.69,0.87,-0.26,318,32,NA
UMass-MechBayes,inc death,4,Overall,1.23,1.15,0.48,0.86,-0.03,318,32,NA
USC-SIkJalpha,inc death,4,Overall,0.71,0.78,0.32,0.46,-0.03,318,32,NA
USyd-OneModelMan,inc death,4,Overall,0.64,NA,NA,NA,NA,318,32,NA
epiforecasts-EpiNow2,inc death,4,Overall,1.49,1.41,0.51,0.89,0.02,303,32,NA
EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.89,0.98,-0.03,319,32,NA
EuroCOVIDhub-ensemble,inc death,3,Overall,0.54,0.47,0.67,0.96,0,319,32,NA
IEM_Health-CovidProject,inc death,3,Overall,0.74,0.63,0.45,0.84,-0.12,308,31,NA
ILM-EKF,inc death,3,Overall,0.8,0.79,0.75,0.97,0.02,318,32,NA
Karlen-pypm,inc death,3,Overall,1.17,0.86,0.4,0.86,-0.02,167,29,NA
LANL-GrowthRate,inc death,3,Overall,0.62,0.59,0.33,0.68,-0.16,319,32,NA
MUNI-ARIMA,inc death,3,Overall,0.81,0.69,0.69,0.95,-0.14,319,32,NA
RobertWalraven-ESG,inc death,3,Overall,0.77,0.71,0.68,0.87,-0.25,319,32,NA
UMass-MechBayes,inc death,3,Overall,1,0.86,0.48,0.88,-0,319,32,NA
USC-SIkJalpha,inc death,3,Overall,0.78,0.79,0.32,0.45,0.07,319,32,NA
USyd-OneModelMan,inc death,3,Overall,0.62,NA,NA,NA,NA,319,32,NA
epiforecasts-EpiNow2,inc death,3,Overall,1.23,1.11,0.51,0.9,0.08,310,32,NA
EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.84,0.99,-0.07,320,32,NA
EuroCOVIDhub-ensemble,inc death,2,Overall,0.6,0.46,0.68,0.97,-0,320,32,NA
IEM_Health-CovidProject,inc death,2,Overall,0.85,0.65,0.47,0.79,-0.09,309,31,NA
ILM-EKF,inc death,2,Overall,0.76,0.73,0.83,0.98,0.07,320,32,NA
Karlen-pypm,inc death,2,Overall,0.97,0.68,0.47,0.95,-0.08,195,29,NA
LANL-GrowthRate,inc death,2,Overall,0.71,0.61,0.39,0.75,-0.14,320,32,NA
MUNI-ARIMA,inc death,2,Overall,0.83,0.65,0.7,0.96,-0.13,320,32,NA
RobertWalraven-ESG,inc death,2,Overall,0.75,0.63,0.67,0.89,-0.2,320,32,NA
UMass-MechBayes,inc death,2,Overall,1.04,0.78,0.49,0.9,0.1,320,32,NA
USC-SIkJalpha,inc death,2,Overall,0.87,0.8,0.33,0.48,0.1,320,32,NA
USyd-OneModelMan,inc death,2,Overall,0.71,NA,NA,NA,NA,320,32,NA
epiforecasts-EpiNow2,inc death,2,Overall,1.13,0.9,0.5,0.93,0.08,313,32,NA
EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.77,0.99,-0.05,320,32,NA
EuroCOVIDhub-ensemble,inc death,1,Overall,0.73,0.52,0.65,0.97,-0.01,320,32,NA
IEM_Health-CovidProject,inc death,1,Overall,0.91,0.7,0.48,0.82,-0.06,309,31,NA
ILM-EKF,inc death,1,Overall,0.87,0.84,0.86,0.98,0.08,320,32,NA
Karlen-pypm,inc death,1,Overall,1.03,0.71,0.55,0.97,-0.14,223,29,NA
LANL-GrowthRate,inc death,1,Overall,0.91,0.74,0.42,0.81,-0.1,320,32,NA
MUNI-ARIMA,inc death,1,Overall,0.93,0.68,0.68,0.96,-0.09,320,32,NA
RobertWalraven-ESG,inc death,1,Overall,0.86,0.68,0.68,0.9,-0.14,320,32,NA
SDSC_ISG-TrendModel,inc death,1,Overall,1.01,NA,NA,NA,NA,320,32,NA
UMass-MechBayes,inc death,1,Overall,1.23,0.88,0.47,0.92,0.11,320,32,NA
USC-SIkJalpha,inc death,1,Overall,1.17,1.06,0.29,0.42,0.1,320,32,NA
USyd-OneModelMan,inc death,1,Overall,0.86,NA,NA,NA,NA,320,32,NA
epiforecasts-EpiNow2,inc death,1,Overall,1.3,0.93,0.53,0.94,0.06,315,32,NA
LANL-GrowthRate,inc death,5,Overall,NA,NA,0.27,0.65,-0.16,286,32,NA
USC-SIkJalpha,inc death,5,Overall,NA,NA,0.33,0.45,-0.1,317,32,NA
EuroCOVIDhub-baseline,inc case,4,AT,1,1,0.6,1,-0.39,10,1,Austria
EuroCOVIDhub-ensemble,inc case,4,AT,0.94,1.16,0.2,0.7,-0.39,10,1,Austria
IEM_Health-CovidProject,inc case,4,AT,0.74,0.97,0.2,0.6,-0.6,10,1,Austria
ILM-EKF,inc case,4,AT,0.82,1.13,0.4,0.6,-0.37,10,1,Austria
Karlen-pypm,inc case,4,AT,3.95,3.55,0,0.6,0.12,5,1,Austria
LANL-GrowthRate,inc case,4,AT,0.88,1.22,0.1,0.4,-0.62,10,1,Austria
MUNI-ARIMA,inc case,4,AT,0.72,0.75,0.5,1,-0.41,10,1,Austria
RobertWalraven-ESG,inc case,4,AT,1.04,1.58,0.2,0.3,-0.8,10,1,Austria
USC-SIkJalpha,inc case,4,AT,1.01,1.69,0.1,0.1,-0.54,10,1,Austria
UVA-Ensemble,inc case,4,AT,0.8,NA,0.1,0.7,NA,10,1,Austria
epiforecasts-EpiNow2,inc case,4,AT,4.48,5.95,0.3,0.5,-0.31,10,1,Austria
EuroCOVIDhub-baseline,inc case,3,AT,1,1,0.6,1,-0.41,10,1,Austria
EuroCOVIDhub-ensemble,inc case,3,AT,0.67,0.77,0.2,0.8,-0.32,10,1,Austria
IEM_Health-CovidProject,inc case,3,AT,0.64,0.82,0.1,0.6,-0.45,10,1,Austria
ILM-EKF,inc case,3,AT,0.67,0.89,0.4,0.7,-0.25,10,1,Austria
Karlen-pypm,inc case,3,AT,2.24,2.13,0.17,0.67,0.15,6,1,Austria
LANL-GrowthRate,inc case,3,AT,0.71,1.01,0.2,0.6,-0.54,10,1,Austria
MUNI-ARIMA,inc case,3,AT,0.63,0.67,0.7,1,-0.36,10,1,Austria
RobertWalraven-ESG,inc case,3,AT,1.05,1.51,0.2,0.2,-0.82,10,1,Austria
USC-SIkJalpha,inc case,3,AT,0.84,1.29,0,0.1,-0.56,10,1,Austria
UVA-Ensemble,inc case,3,AT,0.64,NA,0.4,0.8,NA,10,1,Austria
epiforecasts-EpiNow2,inc case,3,AT,3.05,3.75,0.2,0.5,-0.09,10,1,Austria
EuroCOVIDhub-baseline,inc case,2,AT,1,1,0.5,1,-0.46,10,1,Austria
EuroCOVIDhub-ensemble,inc case,2,AT,0.49,0.62,0.5,0.8,-0.22,10,1,Austria
IEM_Health-CovidProject,inc case,2,AT,0.59,0.72,0.3,0.7,-0.21,10,1,Austria
ILM-EKF,inc case,2,AT,0.73,0.9,0.5,0.7,-0.17,10,1,Austria
Karlen-pypm,inc case,2,AT,1.46,1.41,0.43,0.71,0.23,7,1,Austria
LANL-GrowthRate,inc case,2,AT,0.67,0.8,0.5,0.6,-0.4,10,1,Austria
MUNI-ARIMA,inc case,2,AT,0.49,0.57,0.6,1,-0.28,10,1,Austria
RobertWalraven-ESG,inc case,2,AT,0.99,1.27,0.2,0.3,-0.79,10,1,Austria
USC-SIkJalpha,inc case,2,AT,0.74,0.98,0.1,0.4,-0.29,10,1,Austria
UVA-Ensemble,inc case,2,AT,0.94,NA,0.4,0.9,NA,10,1,Austria
epiforecasts-EpiNow2,inc case,2,AT,1.62,1.88,0.4,0.8,-0.13,10,1,Austria
EuroCOVIDhub-baseline,inc case,1,AT,1,1,0.5,1,-0.49,10,1,Austria
EuroCOVIDhub-ensemble,inc case,1,AT,0.48,0.48,0.6,0.9,-0.12,10,1,Austria
IEM_Health-CovidProject,inc case,1,AT,0.52,0.58,0.5,0.7,-0.13,10,1,Austria
ILM-EKF,inc case,1,AT,0.9,0.97,0.5,0.8,-0.12,10,1,Austria
Karlen-pypm,inc case,1,AT,1.05,0.9,0.5,1,0.26,8,1,Austria
LANL-GrowthRate,inc case,1,AT,0.49,0.57,0.4,0.8,-0.28,10,1,Austria
MUNI-ARIMA,inc case,1,AT,0.46,0.47,0.6,1,-0.1,10,1,Austria
RobertWalraven-ESG,inc case,1,AT,0.84,0.91,0.4,0.7,-0.64,10,1,Austria
SDSC_ISG-TrendModel,inc case,1,AT,0.45,NA,NA,NA,NA,10,1,Austria
USC-SIkJalpha,inc case,1,AT,0.54,0.7,0.3,0.6,-0.29,10,1,Austria
UVA-Ensemble,inc case,1,AT,1.48,NA,0.6,1,NA,10,1,Austria
epiforecasts-EpiNow2,inc case,1,AT,0.96,0.99,0.3,0.8,-0.04,10,1,Austria
LANL-GrowthRate,inc case,5,AT,NA,NA,0.11,0.33,-0.73,9,1,Austria
USC-SIkJalpha,inc case,5,AT,NA,NA,0.1,0.1,-0.66,10,1,Austria
EuroCOVIDhub-baseline,inc death,4,AT,1,1,1,1,0.1,10,1,Austria
EuroCOVIDhub-ensemble,inc death,4,AT,0.67,0.42,0.6,1,0.36,10,1,Austria
IEM_Health-CovidProject,inc death,4,AT,0.72,0.36,0.5,1,-0.08,10,1,Austria
ILM-EKF,inc death,4,AT,0.79,0.52,0.7,1,0.06,10,1,Austria
Karlen-pypm,inc death,4,AT,2.81,1.54,0.4,0.8,0.57,5,1,Austria
LANL-GrowthRate,inc death,4,AT,1.07,0.62,0.3,0.7,0.35,10,1,Austria
MUNI-ARIMA,inc death,4,AT,0.84,0.53,0.8,1,-0.11,10,1,Austria
RobertWalraven-ESG,inc death,4,AT,0.41,0.27,1,1,-0.09,10,1,Austria
UMass-MechBayes,inc death,4,AT,1.23,0.6,0.5,0.9,0.08,10,1,Austria
USC-SIkJalpha,inc death,4,AT,0.97,0.66,0.2,0.3,0.46,10,1,Austria
USyd-OneModelMan,inc death,4,AT,0.59,NA,NA,NA,NA,10,1,Austria
epiforecasts-EpiNow2,inc death,4,AT,5.21,2.44,0.5,0.9,0.16,10,1,Austria
EuroCOVIDhub-baseline,inc death,3,AT,1,1,1,1,0.02,10,1,Austria
EuroCOVIDhub-ensemble,inc death,3,AT,0.72,0.36,0.5,1,0.36,10,1,Austria
IEM_Health-CovidProject,inc death,3,AT,0.75,0.35,0.5,0.9,-0.13,10,1,Austria
ILM-EKF,inc death,3,AT,0.93,0.52,0.8,1,0.14,10,1,Austria
Karlen-pypm,inc death,3,AT,1.76,0.89,0.33,0.67,0.63,6,1,Austria
LANL-GrowthRate,inc death,3,AT,1.55,0.77,0.2,0.6,0.35,10,1,Austria
MUNI-ARIMA,inc death,3,AT,0.89,0.52,0.8,1,-0.14,10,1,Austria
RobertWalraven-ESG,inc death,3,AT,0.65,0.33,1,1,-0.06,10,1,Austria
UMass-MechBayes,inc death,3,AT,0.89,0.42,0.4,0.8,0.29,10,1,Austria
USC-SIkJalpha,inc death,3,AT,1.12,0.72,0,0.1,0.78,10,1,Austria
USyd-OneModelMan,inc death,3,AT,0.76,NA,NA,NA,NA,10,1,Austria
epiforecasts-EpiNow2,inc death,3,AT,2.49,1.3,0.4,0.8,0.42,10,1,Austria
EuroCOVIDhub-baseline,inc death,2,AT,1,1,1,1,0.05,10,1,Austria
EuroCOVIDhub-ensemble,inc death,2,AT,0.71,0.39,0.6,1,0.32,10,1,Austria
IEM_Health-CovidProject,inc death,2,AT,0.69,0.53,0.3,0.7,-0.03,10,1,Austria
ILM-EKF,inc death,2,AT,0.7,0.56,0.8,1,0.2,10,1,Austria
Karlen-pypm,inc death,2,AT,0.79,0.46,0.57,0.86,0.48,7,1,Austria
LANL-GrowthRate,inc death,2,AT,1.12,0.71,0.2,0.6,0.26,10,1,Austria
MUNI-ARIMA,inc death,2,AT,1.11,0.63,0.6,1,-0.09,10,1,Austria
RobertWalraven-ESG,inc death,2,AT,0.86,0.47,0.7,1,0.04,10,1,Austria
UMass-MechBayes,inc death,2,AT,0.72,0.44,0.5,1,0.34,10,1,Austria
USC-SIkJalpha,inc death,2,AT,0.96,0.66,0.2,0.2,0.49,10,1,Austria
USyd-OneModelMan,inc death,2,AT,0.67,NA,NA,NA,NA,10,1,Austria
epiforecasts-EpiNow2,inc death,2,AT,1.1,0.68,0.4,1,0.4,10,1,Austria
EuroCOVIDhub-baseline,inc death,1,AT,1,1,1,1,0.04,10,1,Austria
EuroCOVIDhub-ensemble,inc death,1,AT,0.69,0.47,0.5,1,0.17,10,1,Austria
IEM_Health-CovidProject,inc death,1,AT,0.92,0.78,0.2,0.8,0.09,10,1,Austria
ILM-EKF,inc death,1,AT,0.78,0.77,0.9,1,0.2,10,1,Austria
Karlen-pypm,inc death,1,AT,0.69,0.49,0.5,1,0.26,8,1,Austria
LANL-GrowthRate,inc death,1,AT,1,0.66,0.5,0.9,0.18,10,1,Austria
MUNI-ARIMA,inc death,1,AT,1.18,0.78,0.6,1,-0.01,10,1,Austria
RobertWalraven-ESG,inc death,1,AT,0.83,0.55,0.9,1,0.09,10,1,Austria
SDSC_ISG-TrendModel,inc death,1,AT,1.32,NA,NA,NA,NA,10,1,Austria
UMass-MechBayes,inc death,1,AT,0.98,0.69,0.2,0.9,0.35,10,1,Austria
USC-SIkJalpha,inc death,1,AT,0.91,0.81,0.2,0.5,0.23,10,1,Austria
USyd-OneModelMan,inc death,1,AT,1.03,NA,NA,NA,NA,10,1,Austria
epiforecasts-EpiNow2,inc death,1,AT,0.69,0.57,0.5,1,0.3,10,1,Austria
LANL-GrowthRate,inc death,5,AT,NA,NA,0.11,0.56,0.31,9,1,Austria
USC-SIkJalpha,inc death,5,AT,NA,NA,0.1,0.2,0.32,10,1,Austria
EuroCOVIDhub-baseline,inc case,4,BE,1,1,0.7,1,-0.34,10,1,Belgium
EuroCOVIDhub-ensemble,inc case,4,BE,1.07,1.23,0.6,0.8,-0.29,10,1,Belgium
IEM_Health-CovidProject,inc case,4,BE,0.99,1.16,0.5,0.7,-0.43,10,1,Belgium
ILM-EKF,inc case,4,BE,2,2.3,0.4,0.8,-0.12,10,1,Belgium
Karlen-pypm,inc case,4,BE,6.95,8.45,0.6,0.6,0.22,5,1,Belgium
LANL-GrowthRate,inc case,4,BE,1.33,1.28,0.3,0.6,-0.7,10,1,Belgium
MUNI-ARIMA,inc case,4,BE,1.61,1.63,0.5,1,-0.37,10,1,Belgium
RobertWalraven-ESG,inc case,4,BE,1.08,1.13,0.4,0.7,-0.47,10,1,Belgium
USC-SIkJalpha,inc case,4,BE,1.26,1.64,0.2,0.2,-0.54,10,1,Belgium
UVA-Ensemble,inc case,4,BE,1.36,NA,0,0.5,NA,10,1,Belgium
epiforecasts-EpiNow2,inc case,4,BE,1.31,2.2,0.6,0.6,-0.43,10,1,Belgium
EuroCOVIDhub-baseline,inc case,3,BE,1,1,0.8,1,-0.35,10,1,Belgium
EuroCOVIDhub-ensemble,inc case,3,BE,0.99,1.21,0.7,0.8,-0.28,10,1,Belgium
IEM_Health-CovidProject,inc case,3,BE,1.14,1.24,0.5,0.7,-0.27,10,1,Belgium
ILM-EKF,inc case,3,BE,1.75,1.93,0.5,0.7,-0.13,10,1,Belgium
Karlen-pypm,inc case,3,BE,4.42,4.92,0.5,0.83,0.11,6,1,Belgium
LANL-GrowthRate,inc case,3,BE,1.64,1.49,0.3,0.6,-0.73,10,1,Belgium
MUNI-ARIMA,inc case,3,BE,1.79,1.81,0.6,0.9,-0.39,10,1,Belgium
RobertWalraven-ESG,inc case,3,BE,1.4,1.31,0.2,0.7,-0.46,10,1,Belgium
USC-SIkJalpha,inc case,3,BE,3.97,5.54,0.2,0.2,-0.4,10,1,Belgium
UVA-Ensemble,inc case,3,BE,1.46,NA,0.3,0.9,NA,10,1,Belgium
epiforecasts-EpiNow2,inc case,3,BE,1.45,2.2,0.6,0.6,-0.47,10,1,Belgium
EuroCOVIDhub-baseline,inc case,2,BE,1,1,0.8,1,-0.4,10,1,Belgium
EuroCOVIDhub-ensemble,inc case,2,BE,1.11,1.2,0.7,0.8,-0.33,10,1,Belgium
IEM_Health-CovidProject,inc case,2,BE,1.35,1.24,0.4,0.7,-0.2,10,1,Belgium
ILM-EKF,inc case,2,BE,1.59,1.61,0.6,0.7,-0.07,10,1,Belgium
Karlen-pypm,inc case,2,BE,2.93,3,0.43,1,0.05,7,1,Belgium
LANL-GrowthRate,inc case,2,BE,2.19,1.77,0.4,0.8,-0.68,10,1,Belgium
MUNI-ARIMA,inc case,2,BE,2.21,2.18,0.6,0.8,-0.42,10,1,Belgium
RobertWalraven-ESG,inc case,2,BE,1.64,1.34,0,0.8,-0.54,10,1,Belgium
USC-SIkJalpha,inc case,2,BE,2.83,3.39,0.2,0.3,-0.23,10,1,Belgium
UVA-Ensemble,inc case,2,BE,2.07,NA,0.1,0.9,NA,10,1,Belgium
epiforecasts-EpiNow2,inc case,2,BE,1.7,2.15,0.7,0.7,-0.43,10,1,Belgium
EuroCOVIDhub-baseline,inc case,1,BE,1,1,0.8,1,-0.4,10,1,Belgium
EuroCOVIDhub-ensemble,inc case,1,BE,1.42,1.32,0.7,0.9,-0.34,10,1,Belgium
IEM_Health-CovidProject,inc case,1,BE,1.63,1.26,0.3,0.9,-0.07,10,1,Belgium
ILM-EKF,inc case,1,BE,1.59,1.41,0.6,0.8,-0.05,10,1,Belgium
Karlen-pypm,inc case,1,BE,1.96,1.84,0.88,1,0.02,8,1,Belgium
LANL-GrowthRate,inc case,1,BE,3.96,2.93,0.4,0.8,-0.64,10,1,Belgium
MUNI-ARIMA,inc case,1,BE,3.32,3.17,0.4,0.7,-0.47,10,1,Belgium
RobertWalraven-ESG,inc case,1,BE,2.09,1.51,0.3,0.9,-0.48,10,1,Belgium
SDSC_ISG-TrendModel,inc case,1,BE,2.29,NA,NA,NA,NA,10,1,Belgium
USC-SIkJalpha,inc case,1,BE,2.17,2.2,0.2,0.5,-0.04,10,1,Belgium
UVA-Ensemble,inc case,1,BE,5.67,NA,0.2,0.4,NA,10,1,Belgium
epiforecasts-EpiNow2,inc case,1,BE,2.53,2.42,0.7,0.8,-0.42,10,1,Belgium
LANL-GrowthRate,inc case,5,BE,NA,NA,0.22,0.56,-0.78,9,1,Belgium
USC-SIkJalpha,inc case,5,BE,NA,NA,0.1,0.1,-0.49,10,1,Belgium
EuroCOVIDhub-baseline,inc death,4,BE,1,1,1,1,0.04,10,1,Belgium
EuroCOVIDhub-ensemble,inc death,4,BE,0.36,0.17,0.9,1,-0.04,10,1,Belgium
IEM_Health-CovidProject,inc death,4,BE,0.66,0.29,0.4,0.9,-0.03,10,1,Belgium
ILM-EKF,inc death,4,BE,0.43,0.3,0.8,1,0.1,10,1,Belgium
Karlen-pypm,inc death,4,BE,1.68,0.67,0.2,0.8,0.07,5,1,Belgium
LANL-GrowthRate,inc death,4,BE,0.4,0.2,0.5,0.7,-0.3,10,1,Belgium
MUNI-ARIMA,inc death,4,BE,0.89,0.41,0.8,1,-0.19,10,1,Belgium
RobertWalraven-ESG,inc death,4,BE,0.42,0.22,0.9,1,-0.16,10,1,Belgium
UMass-MechBayes,inc death,4,BE,0.4,0.14,0.6,1,-0.41,10,1,Belgium
USC-SIkJalpha,inc death,4,BE,0.33,0.13,0.4,0.7,-0.05,10,1,Belgium
USyd-OneModelMan,inc death,4,BE,0.64,NA,NA,NA,NA,10,1,Belgium
epiforecasts-EpiNow2,inc death,4,BE,0.36,0.25,0.6,1,-0.13,10,1,Belgium
EuroCOVIDhub-baseline,inc death,3,BE,1,1,1,1,-0.02,10,1,Belgium
EuroCOVIDhub-ensemble,inc death,3,BE,0.32,0.17,1,1,-0.04,10,1,Belgium
IEM_Health-CovidProject,inc death,3,BE,0.73,0.29,0.3,0.9,-0.06,10,1,Belgium
ILM-EKF,inc death,3,BE,0.26,0.28,1,1,0.09,10,1,Belgium
Karlen-pypm,inc death,3,BE,0.96,0.37,0.33,1,0,6,1,Belgium
LANL-GrowthRate,inc death,3,BE,0.69,0.28,0.4,0.6,-0.43,10,1,Belgium
MUNI-ARIMA,inc death,3,BE,1.05,0.44,0.7,1,-0.24,10,1,Belgium
RobertWalraven-ESG,inc death,3,BE,0.46,0.23,1,1,-0.14,10,1,Belgium
UMass-MechBayes,inc death,3,BE,0.47,0.15,0.4,1,-0.42,10,1,Belgium
USC-SIkJalpha,inc death,3,BE,0.29,0.13,0.5,0.5,0.37,10,1,Belgium
USyd-OneModelMan,inc death,3,BE,0.6,NA,NA,NA,NA,10,1,Belgium
epiforecasts-EpiNow2,inc death,3,BE,0.36,0.2,0.8,1,-0.04,10,1,Belgium
EuroCOVIDhub-baseline,inc death,2,BE,1,1,1,1,-0,10,1,Belgium
EuroCOVIDhub-ensemble,inc death,2,BE,0.54,0.21,0.9,1,0.01,10,1,Belgium
IEM_Health-CovidProject,inc death,2,BE,0.96,0.36,0.4,0.8,0.08,10,1,Belgium
ILM-EKF,inc death,2,BE,0.44,0.35,1,1,0.06,10,1,Belgium
Karlen-pypm,inc death,2,BE,0.78,0.3,0.57,1,-0.09,7,1,Belgium
LANL-GrowthRate,inc death,2,BE,0.95,0.39,0.2,0.7,-0.37,10,1,Belgium
MUNI-ARIMA,inc death,2,BE,1.45,0.48,0.6,1,-0.27,10,1,Belgium
RobertWalraven-ESG,inc death,2,BE,0.62,0.27,1,1,-0.05,10,1,Belgium
UMass-MechBayes,inc death,2,BE,0.55,0.12,0.7,0.9,-0.21,10,1,Belgium
USC-SIkJalpha,inc death,2,BE,0.45,0.17,0.4,0.6,0.14,10,1,Belgium
USyd-OneModelMan,inc death,2,BE,0.65,NA,NA,NA,NA,10,1,Belgium
epiforecasts-EpiNow2,inc death,2,BE,0.72,0.26,0.8,1,0.04,10,1,Belgium
EuroCOVIDhub-baseline,inc death,1,BE,1,1,1,1,-0,10,1,Belgium
EuroCOVIDhub-ensemble,inc death,1,BE,0.9,0.34,0.8,1,-0.08,10,1,Belgium
IEM_Health-CovidProject,inc death,1,BE,1.27,0.46,0.5,0.8,-0.08,10,1,Belgium
ILM-EKF,inc death,1,BE,0.91,0.62,1,1,0.08,10,1,Belgium
Karlen-pypm,inc death,1,BE,0.92,0.38,0.5,1,-0.14,8,1,Belgium
LANL-GrowthRate,inc death,1,BE,1.66,0.65,0.1,0.7,-0.25,10,1,Belgium
MUNI-ARIMA,inc death,1,BE,1.27,0.49,0.7,1,-0.42,10,1,Belgium
RobertWalraven-ESG,inc death,1,BE,0.89,0.44,1,1,-0.05,10,1,Belgium
