model,location,target_variable,relative_skill,inv_skill,sum_inv_skill,skill_weight
epiforecasts-EpiExpert,DE,inc case,0.7502907746683383,1.3328166009265465,16.11857939534437,0.08268821762986832
epiforecasts-EpiExpert,DE,inc death,0.6720097726304708,1.4880735976288944,16.497835554598744,0.09019811069786644
epiforecasts-EpiExpert,GB,inc case,1.2473433813618742,0.8017038571272813,9.098273992043008,0.08811603803407327
epiforecasts-EpiExpert,GB,inc death,0.8527601102957443,1.1726627312025555,9.781898543194561,0.1198808928577978
epiforecasts-EpiExpert,PL,inc death,0.8646979715621409,1.156473165067597,14.370788997923233,0.08047388109551414
epiforecasts-EpiExpert_direct,DE,inc case,1.0028256088277,0.9971823527412675,16.11857939534437,0.061865399442663664
epiforecasts-EpiExpert_direct,DE,inc death,0.788571676032587,1.2681155440823566,16.497835554598744,0.07686557063110448
epiforecasts-EpiExpert_direct,GB,inc case,0.8376590931484795,1.1938030735646115,9.098273992043008,0.13121203808641776
epiforecasts-EpiExpert_direct,GB,inc death,0.6326361393490297,1.5806874406969234,9.781898543194561,0.16159311341422933
epiforecasts-EpiExpert_direct,PL,inc death,1.8999278262241441,0.5263357829688552,14.370788997923233,0.03662539217887881
epiforecasts-EpiNow2,AT,inc case,0.7996857645925982,1.2504911857590117,7.527120956632994,0.1661314057477797
epiforecasts-EpiNow2,AT,inc death,0.8314658321533449,1.2026952417397385,8.111605693562229,0.1482684547517216
epiforecasts-EpiNow2,BE,inc case,1.220405062126611,0.8194000754613839,6.286813564409238,0.1303363090167255
epiforecasts-EpiNow2,BG,inc case,0.8278809168173116,1.2079031895606187,6.181696957140306,0.1953999359618241
epiforecasts-EpiNow2,BG,inc death,1.2108162901428108,0.8258891197128295,8.015484600840503,0.10303670468361037
epiforecasts-EpiNow2,CY,inc case,0.7460928597829872,1.3403157353507789,7.244132816798436,0.18502086712749355
epiforecasts-EpiNow2,CY,inc death,0.7739055926253893,1.2921472716169558,8.845917884904733,0.14607271833508229
epiforecasts-EpiNow2,CZ,inc case,0.6883602119860304,1.452727776224658,8.821821626855048,0.16467435385480028
epiforecasts-EpiNow2,DE,inc case,1.2695470085677427,0.7876825302657867,16.11857939534437,0.048867987118846094
epiforecasts-EpiNow2,DE,inc death,1.696454405527143,0.5894647075346937,16.497835554598744,0.03572982077460345
epiforecasts-EpiNow2,DK,inc case,0.9534784051214731,1.048791450995264,7.131801147158951,0.14705842596481594
epiforecasts-EpiNow2,DK,inc death,1.3391950079398078,0.7467172398875508,7.452236113006981,0.1002004269006246
epiforecasts-EpiNow2,EE,inc case,0.73726302674845,1.3563680311086512,6.667541818980101,0.203428500027935
epiforecasts-EpiNow2,ES,inc case,1.577368243851433,0.6339673718537132,7.806638137516468,0.08120875602098777
epiforecasts-EpiNow2,ES,inc death,1.0456249814324392,0.956365826904847,7.558534645364652,0.12652794116533525
epiforecasts-EpiNow2,FI,inc case,1.1470101144366247,0.8718318935584701,6.738776800415836,0.12937539250516075
epiforecasts-EpiNow2,FI,inc death,0.8943540246050713,1.1181254542255565,8.378316523510449,0.13345466849909254
epiforecasts-EpiNow2,FR,inc case,1.1081568691295396,0.9023993153473866,7.643769454115674,0.11805684626732209
epiforecasts-EpiNow2,GB,inc case,1.0584770068812717,0.9447536351747781,9.098273992043008,0.10383877601411239
epiforecasts-EpiNow2,GB,inc death,1.270121750066012,0.7873260968470361,9.781898543194561,0.08048806613260089
epiforecasts-EpiNow2,GR,inc case,1.183891479650493,0.844672013599776,7.1422510958511785,0.11826411620986452
epiforecasts-EpiNow2,GR,inc death,0.9543279682150364,1.0478577944963596,8.025606649838004,0.1305643099911345
epiforecasts-EpiNow2,HR,inc case,0.739314596074774,1.3526041624354193,7.526894182330149,0.17970282691242578
epiforecasts-EpiNow2,HR,inc death,0.7819657593235697,1.2788283733357304,6.999987396002637,0.1826900965658894
epiforecasts-EpiNow2,HU,inc case,0.636922738324331,1.5700491438425996,7.411511439817282,0.211839266064913
epiforecasts-EpiNow2,IS,inc case,2.0338401967568185,0.4916807139492128,8.346710667948159,0.05890712323805527
epiforecasts-EpiNow2,IT,inc case,0.7627310013496558,1.3110782152954261,8.631666508373934,0.1518916670405993
epiforecasts-EpiNow2,IT,inc death,0.8006361124260583,1.2490068640169585,7.770645026426648,0.16073400081580072
epiforecasts-EpiNow2,LI,inc case,1.6978177950071638,0.5889913528652706,7.187667931359275,0.08194470842142608
epiforecasts-EpiNow2,LI,inc death,1.0285146971239294,0.9722758486546998,10.875862682112368,0.08939758408809362
epiforecasts-EpiNow2,LT,inc case,1.2014129427392841,0.8323532770672071,6.64196501468366,0.1253173232962068
epiforecasts-EpiNow2,LU,inc case,1.031191985355096,0.9697515246451854,6.624944972135928,0.1463788044616061
epiforecasts-EpiNow2,LU,inc death,1.0631496678608472,0.940601337920831,8.1610665570523,0.11525470737743466
epiforecasts-EpiNow2,LV,inc case,0.9521369779370243,1.0502690507480126,7.1437739966655975,0.14701879584071842
epiforecasts-EpiNow2,LV,inc death,0.9277577476515526,1.077867581845924,8.279399035526296,0.1301866931670853
epiforecasts-EpiNow2,MT,inc case,1.150638167062976,0.8690829390376624,6.838220248897186,0.1270919782348077
epiforecasts-EpiNow2,MT,inc death,0.9587991753582781,1.0429712766767099,8.270671406179224,0.1261047894971961
epiforecasts-EpiNow2,NL,inc case,1.0108790344036556,0.98923804527208,7.488968085947179,0.13209270408407203
epiforecasts-EpiNow2,NO,inc case,1.1018820877607751,0.9075381214628708,7.630816101803906,0.11893067652991023
epiforecasts-EpiNow2,NO,inc death,1.2286055789497323,0.8139308636827494,7.624071050671,0.10675803757247446
epiforecasts-EpiNow2,PL,inc case,0.6042792093518897,1.6548641497570873,13.53969762283496,0.12222312461144827
epiforecasts-EpiNow2,PL,inc death,1.1031353880599293,0.9065070442157492,14.370788997923233,0.06307983815966899
epiforecasts-EpiNow2,PT,inc case,1.4519418298467792,0.6887328262355581,6.770943030731723,0.10171889249541183
epiforecasts-EpiNow2,PT,inc death,1.230164691466201,0.8128992865240883,7.998047101963602,0.10163722170684807
epiforecasts-EpiNow2,RO,inc case,0.7161339432813406,1.3963868203453382,7.665614831703398,0.18216240327783897
epiforecasts-EpiNow2,RO,inc death,0.8540456936879339,1.1708975379078457,8.157381225834845,0.14353841085660593
epiforecasts-EpiNow2,SE,inc case,0.9913807628503707,1.008694174299739,7.025943121451781,0.14356708513907113
epiforecasts-EpiNow2,SI,inc case,0.9036582783595151,1.1066130017813613,6.7556508780333475,0.16380553432380893
epiforecasts-EpiNow2,SI,inc death,0.8648624929364739,1.1562531710731179,8.441348069394703,0.1369749430503022
epiforecasts-EpiNow2,SK,inc case,0.6133000425178814,1.6305232849724514,7.714703368830516,0.21135268681362468
epiforecasts-EpiNow2,SK,inc death,0.9589137612709652,1.0428466462662693,8.068183205916897,0.12925420998143491
FIAS_FZJ-Epi1Ger,DE,inc case,1.3687433221663219,0.7305971717307022,16.11857939534437,0.04532639966656895
FIAS_FZJ-Epi1Ger,DE,inc death,2.0227165001422747,0.49438465545204263,16.497835554598744,0.029966637369847813
HZI-AgeExtendedSEIR,DE,inc case,1.2757300003780458,0.7838649241639399,16.11857939534437,0.04863114204657196
HZI-AgeExtendedSEIR,DE,inc death,0.7607388837471915,1.3145114853000202,16.497835554598744,0.07967781476240998
IEM_Health-CovidProject,AT,inc case,1.3521799233077219,0.7395465520252554,7.527120956632994,0.09825091908129331
IEM_Health-CovidProject,AT,inc death,1.3867785379772992,0.7210956707323729,8.111605693562229,0.08889678541754933
IEM_Health-CovidProject,BE,inc case,1.4224950662995406,0.7029901359175793,6.286813564409238,0.11181978417450307
IEM_Health-CovidProject,BE,inc death,1.252152386782634,0.7986248403594617,7.4792042962045695,0.10677938571149011
IEM_Health-CovidProject,BG,inc case,1.7229431883944122,0.580402190122059,6.181696957140306,0.09389043075811934
IEM_Health-CovidProject,BG,inc death,1.6858100807773568,0.5931866296225268,8.015484600840503,0.0740050863001253
IEM_Health-CovidProject,CH,inc case,1.0525568530496225,0.950067444910603,6.016503388175736,0.15791023184292977
IEM_Health-CovidProject,CH,inc death,1.0084672036528475,0.9916038879378747,7.297915486780832,0.13587494809086628
IEM_Health-CovidProject,CY,inc case,1.0799401251125123,0.9259772618373785,7.244132816798436,0.12782444569350354
IEM_Health-CovidProject,CY,inc death,0.882140876168893,1.1336057845351923,8.845917884904733,0.1281501591225093
IEM_Health-CovidProject,CZ,inc case,1.6543585722242586,0.6044638791066413,8.821821626855048,0.06851916811223611
IEM_Health-CovidProject,CZ,inc death,1.3801500686152668,0.724558888732528,7.3985170325477,0.09793298921189672
IEM_Health-CovidProject,DE,inc case,1.2015185892689024,0.8322800903217635,16.11857939534437,0.0516348289702352
IEM_Health-CovidProject,DE,inc death,1.241315774425927,0.8055967873786759,16.497835554598744,0.04883045322597589
IEM_Health-CovidProject,DK,inc case,0.8582624169052149,1.1651448092133323,7.131801147158951,0.16337314868593658
IEM_Health-CovidProject,DK,inc death,1.0821230745542914,0.9241093028275768,7.452236113006981,0.12400429734300222
IEM_Health-CovidProject,EE,inc case,1.2844827169456317,0.7785235151920904,6.667541818980101,0.11676319944119633
IEM_Health-CovidProject,EE,inc death,1.643519069332948,0.608450500307166,6.8907018560528375,0.08830022151846537
IEM_Health-CovidProject,ES,inc case,0.9469401220381347,1.0560329811009195,7.806638137516468,0.13527371994174128
IEM_Health-CovidProject,ES,inc death,0.7829959616431895,1.2771457951090928,7.558534645364652,0.16896737992625532
IEM_Health-CovidProject,FI,inc case,1.0268634258861475,0.9738393390893582,6.738776800415836,0.14451277552763944
IEM_Health-CovidProject,FI,inc death,1.2224398307579423,0.8180361722834045,8.378316523510449,0.09763729622626549
IEM_Health-CovidProject,FR,inc case,1.1749761993814838,0.8510810691539177,7.643769454115674,0.11134311078621893
IEM_Health-CovidProject,FR,inc death,1.0236649970343161,0.976882088278024,8.093719236838224,0.1206963152158511
IEM_Health-CovidProject,GB,inc case,0.6598604020004606,1.5154720558596302,9.098273992043008,0.16656698371416406
IEM_Health-CovidProject,GB,inc death,1.0688892140232182,0.9355506509753949,9.781898543194561,0.0956410094466042
IEM_Health-CovidProject,GR,inc case,1.0957961990790726,0.9125784528550277,7.1422510958511785,0.12777182440213145
IEM_Health-CovidProject,GR,inc death,1.2610337077509945,0.7930002139145526,8.025606649838004,0.09880875658546749
IEM_Health-CovidProject,HR,inc case,1.4563942559469512,0.6866272617573581,7.526894182330149,0.09122318517101757
IEM_Health-CovidProject,HR,inc death,1.6823113479284955,0.5944202904125591,6.999987396002637,0.08491733724435054
IEM_Health-CovidProject,HU,inc case,2.1544192831223272,0.4641622027030568,7.411511439817282,0.06262719911749876
IEM_Health-CovidProject,HU,inc death,1.8447303399503345,0.5420846496333567,5.601083314369442,0.0967821078902097
IEM_Health-CovidProject,IS,inc case,1.0651595484315324,0.9388264898648461,8.346710667948159,0.11247861908883375
IEM_Health-CovidProject,IT,inc case,1.3615842821021233,0.7344385603923979,8.631666508373934,0.08508653105166758
IEM_Health-CovidProject,IT,inc death,1.7675670380898318,0.5657494049451592,7.770645026426648,0.07280597724141835
IEM_Health-CovidProject,LI,inc case,0.9342114844265279,1.07042143740489,7.187667931359275,0.14892472045553448
