model,location,target_variable,relative_skill,inv_skill,sum_inv_skill,skill_weight
bisop-seirfilter,CZ,inc case,1.3977693664639113,0.7154256088254448,9.574430435218046,0.07472252408810277
bisop-seirfilter,CZ,inc death,1.2296681806847936,0.8132275159328812,10.49647211787267,0.07747627076988785
epiforecasts-EpiExpert,DE,inc case,0.7236630658812323,1.3818585570375375,13.920257071896307,0.09926961477079185
epiforecasts-EpiExpert,DE,inc death,0.676214922814925,1.478819774986972,14.238585596905871,0.10386001930615414
epiforecasts-EpiExpert,GB,inc case,1.2887500051402259,0.7759456807072466,8.27649420333486,0.09375294196359053
epiforecasts-EpiExpert,GB,inc death,0.9094967659444585,1.0995091323514046,9.365327390583161,0.11740210315092255
epiforecasts-EpiExpert,NL,inc case,1.067375001525141,0.9368778532110356,8.369068587950128,0.11194529515028255
epiforecasts-EpiExpert,NL,inc death,0.6089732151706705,1.6421083474414233,10.872861569280285,0.15102816650227255
epiforecasts-EpiExpert,PL,inc death,0.8719698199679793,1.146828682713723,14.786120028876745,0.07756116415083937
epiforecasts-EpiNow2,AT,inc case,0.8195661578845274,1.220157750999883,7.30999351523259,0.16691639307987266
epiforecasts-EpiNow2,AT,inc death,0.88114392864732,1.1348883734977788,8.810113510668565,0.12881654386444524
epiforecasts-EpiNow2,BE,inc case,1.2452047786137221,0.8030807600283169,6.807212710064487,0.11797497657755857
epiforecasts-EpiNow2,BE,inc death,1.248046125089817,0.801252437627683,7.973632679874797,0.1004877538000991
epiforecasts-EpiNow2,BG,inc case,0.8288648891276206,1.2064692486280832,6.72865605139513,0.17930315346969355
epiforecasts-EpiNow2,BG,inc death,1.261098427263252,0.7929595171806934,8.78662489225361,0.09024620111867705
epiforecasts-EpiNow2,CH,inc case,1.028693370108278,0.9721069747875813,7.578681453335597,0.12826861516388566
epiforecasts-EpiNow2,CH,inc death,1.2683381332500232,0.7884332842990169,8.408674800033614,0.09376427356851345
epiforecasts-EpiNow2,CY,inc case,0.8076764688002323,1.2381195176893736,7.786204744533361,0.15901450813487128
epiforecasts-EpiNow2,CY,inc death,0.8398802239232361,1.1906459653601733,9.066816815018104,0.1313190714725823
epiforecasts-EpiNow2,CZ,inc case,0.6908463541244099,1.4474998587311307,9.574430435218046,0.15118391308236245
epiforecasts-EpiNow2,CZ,inc death,0.648991596305103,1.540852001309862,10.49647211787267,0.1467971318369155
epiforecasts-EpiNow2,DE,inc case,1.2452276035871301,0.8030660395893069,13.920257071896307,0.05769046041618167
epiforecasts-EpiNow2,DE,inc death,1.7485554330007034,0.5719006564658323,14.238585596905871,0.0401655524401321
epiforecasts-EpiNow2,DK,inc case,0.9836103064667706,1.0166627915806443,7.853076775626815,0.12946044214619265
epiforecasts-EpiNow2,DK,inc death,1.336462202618596,0.7482441314394458,7.7679886903088535,0.09632405005596059
epiforecasts-EpiNow2,EE,inc case,0.7210943325860075,1.3867811114445645,6.948953409886092,0.1995669030492603
epiforecasts-EpiNow2,EE,inc death,0.9756882264175168,1.0249175637506152,8.045070003145575,0.1273969727236529
