location,target,type,quantile,target_end_date,forecast_date,value
DE,1 wk ahead inc case,point,NA,2021-07-10,2021-07-05,4069
DE,1 wk ahead inc case,quantile,0.01,2021-07-10,2021-07-05,1665
DE,1 wk ahead inc case,quantile,0.025,2021-07-10,2021-07-05,2117
DE,1 wk ahead inc case,quantile,0.05,2021-07-10,2021-07-05,2313
DE,1 wk ahead inc case,quantile,0.1,2021-07-10,2021-07-05,2706
DE,1 wk ahead inc case,quantile,0.15,2021-07-10,2021-07-05,2894
DE,1 wk ahead inc case,quantile,0.2,2021-07-10,2021-07-05,3091
DE,1 wk ahead inc case,quantile,0.25,2021-07-10,2021-07-05,3246
DE,1 wk ahead inc case,quantile,0.3,2021-07-10,2021-07-05,3410
DE,1 wk ahead inc case,quantile,0.35,2021-07-10,2021-07-05,3594
DE,1 wk ahead inc case,quantile,0.4,2021-07-10,2021-07-05,3749
DE,1 wk ahead inc case,quantile,0.45,2021-07-10,2021-07-05,3908
DE,1 wk ahead inc case,quantile,0.5,2021-07-10,2021-07-05,4069
DE,1 wk ahead inc case,quantile,0.55,2021-07-10,2021-07-05,4254
DE,1 wk ahead inc case,quantile,0.6,2021-07-10,2021-07-05,4450
DE,1 wk ahead inc case,quantile,0.65,2021-07-10,2021-07-05,4643
DE,1 wk ahead inc case,quantile,0.7,2021-07-10,2021-07-05,4892
DE,1 wk ahead inc case,quantile,0.75,2021-07-10,2021-07-05,5142
DE,1 wk ahead inc case,quantile,0.8,2021-07-10,2021-07-05,5369
DE,1 wk ahead inc case,quantile,0.85,2021-07-10,2021-07-05,5702
DE,1 wk ahead inc case,quantile,0.9,2021-07-10,2021-07-05,6454
DE,1 wk ahead inc case,quantile,0.95,2021-07-10,2021-07-05,7064
DE,1 wk ahead inc case,quantile,0.975,2021-07-10,2021-07-05,7807
DE,1 wk ahead inc case,quantile,0.99,2021-07-10,2021-07-05,8271
DE,1 wk ahead inc death,point,NA,2021-07-10,2021-07-05,128
DE,1 wk ahead inc death,quantile,0.01,2021-07-10,2021-07-05,76
DE,1 wk ahead inc death,quantile,0.025,2021-07-10,2021-07-05,83
DE,1 wk ahead inc death,quantile,0.05,2021-07-10,2021-07-05,92
DE,1 wk ahead inc death,quantile,0.1,2021-07-10,2021-07-05,100
DE,1 wk ahead inc death,quantile,0.15,2021-07-10,2021-07-05,104
DE,1 wk ahead inc death,quantile,0.2,2021-07-10,2021-07-05,109
DE,1 wk ahead inc death,quantile,0.25,2021-07-10,2021-07-05,113
DE,1 wk ahead inc death,quantile,0.3,2021-07-10,2021-07-05,116
DE,1 wk ahead inc death,quantile,0.35,2021-07-10,2021-07-05,120
DE,1 wk ahead inc death,quantile,0.4,2021-07-10,2021-07-05,123
DE,1 wk ahead inc death,quantile,0.45,2021-07-10,2021-07-05,125
DE,1 wk ahead inc death,quantile,0.5,2021-07-10,2021-07-05,128
DE,1 wk ahead inc death,quantile,0.55,2021-07-10,2021-07-05,131
DE,1 wk ahead inc death,quantile,0.6,2021-07-10,2021-07-05,134
DE,1 wk ahead inc death,quantile,0.65,2021-07-10,2021-07-05,137
DE,1 wk ahead inc death,quantile,0.7,2021-07-10,2021-07-05,141
DE,1 wk ahead inc death,quantile,0.75,2021-07-10,2021-07-05,145
DE,1 wk ahead inc death,quantile,0.8,2021-07-10,2021-07-05,150
DE,1 wk ahead inc death,quantile,0.85,2021-07-10,2021-07-05,156
DE,1 wk ahead inc death,quantile,0.9,2021-07-10,2021-07-05,163
DE,1 wk ahead inc death,quantile,0.95,2021-07-10,2021-07-05,172
DE,1 wk ahead inc death,quantile,0.975,2021-07-10,2021-07-05,186
DE,1 wk ahead inc death,quantile,0.99,2021-07-10,2021-07-05,202
DE,2 wk ahead inc case,point,NA,2021-07-17,2021-07-05,5174
DE,2 wk ahead inc case,quantile,0.01,2021-07-17,2021-07-05,1744
DE,2 wk ahead inc case,quantile,0.025,2021-07-17,2021-07-05,1943
DE,2 wk ahead inc case,quantile,0.05,2021-07-17,2021-07-05,2488
DE,2 wk ahead inc case,quantile,0.1,2021-07-17,2021-07-05,2894
DE,2 wk ahead inc case,quantile,0.15,2021-07-17,2021-07-05,3223
DE,2 wk ahead inc case,quantile,0.2,2021-07-17,2021-07-05,3567
DE,2 wk ahead inc case,quantile,0.25,2021-07-17,2021-07-05,3808
DE,2 wk ahead inc case,quantile,0.3,2021-07-17,2021-07-05,4082
DE,2 wk ahead inc case,quantile,0.35,2021-07-17,2021-07-05,4308
DE,2 wk ahead inc case,quantile,0.4,2021-07-17,2021-07-05,4627
DE,2 wk ahead inc case,quantile,0.45,2021-07-17,2021-07-05,4857
DE,2 wk ahead inc case,quantile,0.5,2021-07-17,2021-07-05,5174
DE,2 wk ahead inc case,quantile,0.55,2021-07-17,2021-07-05,5412
DE,2 wk ahead inc case,quantile,0.6,2021-07-17,2021-07-05,5691
DE,2 wk ahead inc case,quantile,0.65,2021-07-17,2021-07-05,6093
DE,2 wk ahead inc case,quantile,0.7,2021-07-17,2021-07-05,6363
DE,2 wk ahead inc case,quantile,0.75,2021-07-17,2021-07-05,6834
DE,2 wk ahead inc case,quantile,0.8,2021-07-17,2021-07-05,7383
DE,2 wk ahead inc case,quantile,0.85,2021-07-17,2021-07-05,8195
DE,2 wk ahead inc case,quantile,0.9,2021-07-17,2021-07-05,9278
DE,2 wk ahead inc case,quantile,0.95,2021-07-17,2021-07-05,10708
DE,2 wk ahead inc case,quantile,0.975,2021-07-17,2021-07-05,12333
DE,2 wk ahead inc case,quantile,0.99,2021-07-17,2021-07-05,14199
DE,2 wk ahead inc death,point,NA,2021-07-17,2021-07-05,86
DE,2 wk ahead inc death,quantile,0.01,2021-07-17,2021-07-05,52
DE,2 wk ahead inc death,quantile,0.025,2021-07-17,2021-07-05,56
DE,2 wk ahead inc death,quantile,0.05,2021-07-17,2021-07-05,60
DE,2 wk ahead inc death,quantile,0.1,2021-07-17,2021-07-05,64
DE,2 wk ahead inc death,quantile,0.15,2021-07-17,2021-07-05,69
DE,2 wk ahead inc death,quantile,0.2,2021-07-17,2021-07-05,71
DE,2 wk ahead inc death,quantile,0.25,2021-07-17,2021-07-05,74
DE,2 wk ahead inc death,quantile,0.3,2021-07-17,2021-07-05,77
DE,2 wk ahead inc death,quantile,0.35,2021-07-17,2021-07-05,79
DE,2 wk ahead inc death,quantile,0.4,2021-07-17,2021-07-05,82
DE,2 wk ahead inc death,quantile,0.45,2021-07-17,2021-07-05,83
DE,2 wk ahead inc death,quantile,0.5,2021-07-17,2021-07-05,86
DE,2 wk ahead inc death,quantile,0.55,2021-07-17,2021-07-05,88
DE,2 wk ahead inc death,quantile,0.6,2021-07-17,2021-07-05,90
DE,2 wk ahead inc death,quantile,0.65,2021-07-17,2021-07-05,93
DE,2 wk ahead inc death,quantile,0.7,2021-07-17,2021-07-05,96
DE,2 wk ahead inc death,quantile,0.75,2021-07-17,2021-07-05,100
DE,2 wk ahead inc death,quantile,0.8,2021-07-17,2021-07-05,103
DE,2 wk ahead inc death,quantile,0.85,2021-07-17,2021-07-05,107
DE,2 wk ahead inc death,quantile,0.9,2021-07-17,2021-07-05,113
DE,2 wk ahead inc death,quantile,0.95,2021-07-17,2021-07-05,123
DE,2 wk ahead inc death,quantile,0.975,2021-07-17,2021-07-05,134
DE,2 wk ahead inc death,quantile,0.99,2021-07-17,2021-07-05,158
DE,3 wk ahead inc case,point,NA,2021-07-24,2021-07-05,7463
DE,3 wk ahead inc case,quantile,0.01,2021-07-24,2021-07-05,1749
DE,3 wk ahead inc case,quantile,0.025,2021-07-24,2021-07-05,2091
DE,3 wk ahead inc case,quantile,0.05,2021-07-24,2021-07-05,2680
DE,3 wk ahead inc case,quantile,0.1,2021-07-24,2021-07-05,3543
DE,3 wk ahead inc case,quantile,0.15,2021-07-24,2021-07-05,4105
DE,3 wk ahead inc case,quantile,0.2,2021-07-24,2021-07-05,4574
DE,3 wk ahead inc case,quantile,0.25,2021-07-24,2021-07-05,5003
DE,3 wk ahead inc case,quantile,0.3,2021-07-24,2021-07-05,5483
DE,3 wk ahead inc case,quantile,0.35,2021-07-24,2021-07-05,6057
DE,3 wk ahead inc case,quantile,0.4,2021-07-24,2021-07-05,6400
DE,3 wk ahead inc case,quantile,0.45,2021-07-24,2021-07-05,6903
DE,3 wk ahead inc case,quantile,0.5,2021-07-24,2021-07-05,7463
DE,3 wk ahead inc case,quantile,0.55,2021-07-24,2021-07-05,8104
DE,3 wk ahead inc case,quantile,0.6,2021-07-24,2021-07-05,8711
DE,3 wk ahead inc case,quantile,0.65,2021-07-24,2021-07-05,9407
DE,3 wk ahead inc case,quantile,0.7,2021-07-24,2021-07-05,10094
DE,3 wk ahead inc case,quantile,0.75,2021-07-24,2021-07-05,11036
DE,3 wk ahead inc case,quantile,0.8,2021-07-24,2021-07-05,12189
DE,3 wk ahead inc case,quantile,0.85,2021-07-24,2021-07-05,13601
DE,3 wk ahead inc case,quantile,0.9,2021-07-24,2021-07-05,15951
DE,3 wk ahead inc case,quantile,0.95,2021-07-24,2021-07-05,20413
DE,3 wk ahead inc case,quantile,0.975,2021-07-24,2021-07-05,23629
DE,3 wk ahead inc case,quantile,0.99,2021-07-24,2021-07-05,32347
DE,3 wk ahead inc death,point,NA,2021-07-24,2021-07-05,79
DE,3 wk ahead inc death,quantile,0.01,2021-07-24,2021-07-05,42
DE,3 wk ahead inc death,quantile,0.025,2021-07-24,2021-07-05,44
DE,3 wk ahead inc death,quantile,0.05,2021-07-24,2021-07-05,49
DE,3 wk ahead inc death,quantile,0.1,2021-07-24,2021-07-05,54
DE,3 wk ahead inc death,quantile,0.15,2021-07-24,2021-07-05,57
DE,3 wk ahead inc death,quantile,0.2,2021-07-24,2021-07-05,61
DE,3 wk ahead inc death,quantile,0.25,2021-07-24,2021-07-05,64
DE,3 wk ahead inc death,quantile,0.3,2021-07-24,2021-07-05,67
DE,3 wk ahead inc death,quantile,0.35,2021-07-24,2021-07-05,70
DE,3 wk ahead inc death,quantile,0.4,2021-07-24,2021-07-05,73
DE,3 wk ahead inc death,quantile,0.45,2021-07-24,2021-07-05,76
DE,3 wk ahead inc death,quantile,0.5,2021-07-24,2021-07-05,79
