location,target,type,quantile,target_end_date,forecast_date,value
AT,2 wk ahead inc death,quantile,0.05,2021-07-24,2021-07-12,4
AT,2 wk ahead inc death,quantile,0.1,2021-07-24,2021-07-12,6
AT,2 wk ahead inc death,quantile,0.15,2021-07-24,2021-07-12,7
AT,2 wk ahead inc death,quantile,0.2,2021-07-24,2021-07-12,9
AT,2 wk ahead inc death,quantile,0.25,2021-07-24,2021-07-12,10
AT,2 wk ahead inc death,quantile,0.3,2021-07-24,2021-07-12,11
AT,2 wk ahead inc death,quantile,0.35,2021-07-24,2021-07-12,13
AT,2 wk ahead inc death,quantile,0.4,2021-07-24,2021-07-12,15
AT,2 wk ahead inc death,quantile,0.45,2021-07-24,2021-07-12,17
AT,2 wk ahead inc death,quantile,0.5,2021-07-24,2021-07-12,18
AT,2 wk ahead inc death,quantile,0.55,2021-07-24,2021-07-12,20
AT,2 wk ahead inc death,quantile,0.6,2021-07-24,2021-07-12,23
AT,2 wk ahead inc death,quantile,0.65,2021-07-24,2021-07-12,26
AT,2 wk ahead inc death,quantile,0.7,2021-07-24,2021-07-12,28
AT,2 wk ahead inc death,quantile,0.75,2021-07-24,2021-07-12,32
AT,2 wk ahead inc death,quantile,0.8,2021-07-24,2021-07-12,38
AT,2 wk ahead inc death,quantile,0.85,2021-07-24,2021-07-12,42
AT,2 wk ahead inc death,quantile,0.9,2021-07-24,2021-07-12,52
AT,2 wk ahead inc death,quantile,0.95,2021-07-24,2021-07-12,66
AT,2 wk ahead inc death,quantile,0.975,2021-07-24,2021-07-12,86
AT,2 wk ahead inc death,quantile,0.99,2021-07-24,2021-07-12,102
AT,3 wk ahead inc case,point,NA,2021-07-31,2021-07-12,18261
AT,3 wk ahead inc case,quantile,0.01,2021-07-31,2021-07-12,9582
AT,3 wk ahead inc case,quantile,0.025,2021-07-31,2021-07-12,10460
AT,3 wk ahead inc case,quantile,0.05,2021-07-31,2021-07-12,11557
AT,3 wk ahead inc case,quantile,0.1,2021-07-31,2021-07-12,12885
AT,3 wk ahead inc case,quantile,0.15,2021-07-31,2021-07-12,13945
AT,3 wk ahead inc case,quantile,0.2,2021-07-31,2021-07-12,14578
AT,3 wk ahead inc case,quantile,0.25,2021-07-31,2021-07-12,15279
AT,3 wk ahead inc case,quantile,0.3,2021-07-31,2021-07-12,15956
AT,3 wk ahead inc case,quantile,0.35,2021-07-31,2021-07-12,16477
AT,3 wk ahead inc case,quantile,0.4,2021-07-31,2021-07-12,17202
AT,3 wk ahead inc case,quantile,0.45,2021-07-31,2021-07-12,17677
AT,3 wk ahead inc case,quantile,0.5,2021-07-31,2021-07-12,18261
AT,3 wk ahead inc case,quantile,0.55,2021-07-31,2021-07-12,18831
AT,3 wk ahead inc case,quantile,0.6,2021-07-31,2021-07-12,19389
AT,3 wk ahead inc case,quantile,0.65,2021-07-31,2021-07-12,20052
AT,3 wk ahead inc case,quantile,0.7,2021-07-31,2021-07-12,20764
AT,3 wk ahead inc case,quantile,0.75,2021-07-31,2021-07-12,21741
AT,3 wk ahead inc case,quantile,0.8,2021-07-31,2021-07-12,22777
AT,3 wk ahead inc case,quantile,0.85,2021-07-31,2021-07-12,23832
AT,3 wk ahead inc case,quantile,0.9,2021-07-31,2021-07-12,25309
AT,3 wk ahead inc case,quantile,0.95,2021-07-31,2021-07-12,27816
AT,3 wk ahead inc case,quantile,0.975,2021-07-31,2021-07-12,30305
AT,3 wk ahead inc case,quantile,0.99,2021-07-31,2021-07-12,32755
AT,3 wk ahead inc death,point,NA,2021-07-31,2021-07-12,52
AT,3 wk ahead inc death,quantile,0.01,2021-07-31,2021-07-12,5
AT,3 wk ahead inc death,quantile,0.025,2021-07-31,2021-07-12,7
AT,3 wk ahead inc death,quantile,0.05,2021-07-31,2021-07-12,9
AT,3 wk ahead inc death,quantile,0.1,2021-07-31,2021-07-12,15
AT,3 wk ahead inc death,quantile,0.15,2021-07-31,2021-07-12,19
AT,3 wk ahead inc death,quantile,0.2,2021-07-31,2021-07-12,23
AT,3 wk ahead inc death,quantile,0.25,2021-07-31,2021-07-12,27
AT,3 wk ahead inc death,quantile,0.3,2021-07-31,2021-07-12,32
AT,3 wk ahead inc death,quantile,0.35,2021-07-31,2021-07-12,36
AT,3 wk ahead inc death,quantile,0.4,2021-07-31,2021-07-12,40
AT,3 wk ahead inc death,quantile,0.45,2021-07-31,2021-07-12,46
AT,3 wk ahead inc death,quantile,0.5,2021-07-31,2021-07-12,52
AT,3 wk ahead inc death,quantile,0.55,2021-07-31,2021-07-12,58
AT,3 wk ahead inc death,quantile,0.6,2021-07-31,2021-07-12,65
AT,3 wk ahead inc death,quantile,0.65,2021-07-31,2021-07-12,73
AT,3 wk ahead inc death,quantile,0.7,2021-07-31,2021-07-12,81
AT,3 wk ahead inc death,quantile,0.75,2021-07-31,2021-07-12,95
AT,3 wk ahead inc death,quantile,0.8,2021-07-31,2021-07-12,106
AT,3 wk ahead inc death,quantile,0.85,2021-07-31,2021-07-12,127
AT,3 wk ahead inc death,quantile,0.9,2021-07-31,2021-07-12,151
AT,3 wk ahead inc death,quantile,0.95,2021-07-31,2021-07-12,205
AT,3 wk ahead inc death,quantile,0.975,2021-07-31,2021-07-12,257
AT,3 wk ahead inc death,quantile,0.99,2021-07-31,2021-07-12,327
AT,4 wk ahead inc case,point,NA,2021-08-07,2021-07-12,47510
AT,4 wk ahead inc case,quantile,0.01,2021-08-07,2021-07-12,21597
AT,4 wk ahead inc case,quantile,0.025,2021-08-07,2021-07-12,24660
AT,4 wk ahead inc case,quantile,0.05,2021-08-07,2021-07-12,27546
AT,4 wk ahead inc case,quantile,0.1,2021-08-07,2021-07-12,31747
AT,4 wk ahead inc case,quantile,0.15,2021-08-07,2021-07-12,34007
AT,4 wk ahead inc case,quantile,0.2,2021-08-07,2021-07-12,36213
AT,4 wk ahead inc case,quantile,0.25,2021-08-07,2021-07-12,38496
AT,4 wk ahead inc case,quantile,0.3,2021-08-07,2021-07-12,40000
AT,4 wk ahead inc case,quantile,0.35,2021-08-07,2021-07-12,42047
AT,4 wk ahead inc case,quantile,0.4,2021-08-07,2021-07-12,43939
AT,4 wk ahead inc case,quantile,0.45,2021-08-07,2021-07-12,46075
AT,4 wk ahead inc case,quantile,0.5,2021-08-07,2021-07-12,47510
AT,4 wk ahead inc case,quantile,0.55,2021-08-07,2021-07-12,48929
AT,4 wk ahead inc case,quantile,0.6,2021-08-07,2021-07-12,50413
AT,4 wk ahead inc case,quantile,0.65,2021-08-07,2021-07-12,52772
AT,4 wk ahead inc case,quantile,0.7,2021-08-07,2021-07-12,55097
AT,4 wk ahead inc case,quantile,0.75,2021-08-07,2021-07-12,58373
AT,4 wk ahead inc case,quantile,0.8,2021-08-07,2021-07-12,61062
AT,4 wk ahead inc case,quantile,0.85,2021-08-07,2021-07-12,65334
AT,4 wk ahead inc case,quantile,0.9,2021-08-07,2021-07-12,69141
AT,4 wk ahead inc case,quantile,0.95,2021-08-07,2021-07-12,76906
AT,4 wk ahead inc case,quantile,0.975,2021-08-07,2021-07-12,84040
AT,4 wk ahead inc case,quantile,0.99,2021-08-07,2021-07-12,89012
AT,4 wk ahead inc death,point,NA,2021-08-07,2021-07-12,141
AT,4 wk ahead inc death,quantile,0.01,2021-08-07,2021-07-12,18
AT,4 wk ahead inc death,quantile,0.025,2021-08-07,2021-07-12,22
AT,4 wk ahead inc death,quantile,0.05,2021-08-07,2021-07-12,29
AT,4 wk ahead inc death,quantile,0.1,2021-08-07,2021-07-12,39
AT,4 wk ahead inc death,quantile,0.15,2021-08-07,2021-07-12,50
AT,4 wk ahead inc death,quantile,0.2,2021-08-07,2021-07-12,62
AT,4 wk ahead inc death,quantile,0.25,2021-08-07,2021-07-12,73
AT,4 wk ahead inc death,quantile,0.3,2021-08-07,2021-07-12,83
AT,4 wk ahead inc death,quantile,0.35,2021-08-07,2021-07-12,100
AT,4 wk ahead inc death,quantile,0.4,2021-08-07,2021-07-12,111
AT,4 wk ahead inc death,quantile,0.45,2021-08-07,2021-07-12,127
AT,4 wk ahead inc death,quantile,0.5,2021-08-07,2021-07-12,141
AT,4 wk ahead inc death,quantile,0.55,2021-08-07,2021-07-12,160
AT,4 wk ahead inc death,quantile,0.6,2021-08-07,2021-07-12,180
AT,4 wk ahead inc death,quantile,0.65,2021-08-07,2021-07-12,202
AT,4 wk ahead inc death,quantile,0.7,2021-08-07,2021-07-12,231
AT,4 wk ahead inc death,quantile,0.75,2021-08-07,2021-07-12,257
AT,4 wk ahead inc death,quantile,0.8,2021-08-07,2021-07-12,299
AT,4 wk ahead inc death,quantile,0.85,2021-08-07,2021-07-12,356
AT,4 wk ahead inc death,quantile,0.9,2021-08-07,2021-07-12,435
AT,4 wk ahead inc death,quantile,0.95,2021-08-07,2021-07-12,557
AT,4 wk ahead inc death,quantile,0.975,2021-08-07,2021-07-12,712
AT,4 wk ahead inc death,quantile,0.99,2021-08-07,2021-07-12,896
DE,1 wk ahead inc case,point,NA,2021-07-17,2021-07-12,7082
DE,1 wk ahead inc case,quantile,0.01,2021-07-17,2021-07-12,3318
DE,1 wk ahead inc case,quantile,0.025,2021-07-17,2021-07-12,3734
DE,1 wk ahead inc case,quantile,0.05,2021-07-17,2021-07-12,4175
DE,1 wk ahead inc case,quantile,0.1,2021-07-17,2021-07-12,4696
DE,1 wk ahead inc case,quantile,0.15,2021-07-17,2021-07-12,5060
DE,1 wk ahead inc case,quantile,0.2,2021-07-17,2021-07-12,5391
DE,1 wk ahead inc case,quantile,0.25,2021-07-17,2021-07-12,5676
DE,1 wk ahead inc case,quantile,0.3,2021-07-17,2021-07-12,5978
DE,1 wk ahead inc case,quantile,0.35,2021-07-17,2021-07-12,6270
DE,1 wk ahead inc case,quantile,0.4,2021-07-17,2021-07-12,6530
DE,1 wk ahead inc case,quantile,0.45,2021-07-17,2021-07-12,6824
DE,1 wk ahead inc case,quantile,0.5,2021-07-17,2021-07-12,7082
DE,1 wk ahead inc case,quantile,0.55,2021-07-17,2021-07-12,7346
DE,1 wk ahead inc case,quantile,0.6,2021-07-17,2021-07-12,7651
DE,1 wk ahead inc case,quantile,0.65,2021-07-17,2021-07-12,8000
DE,1 wk ahead inc case,quantile,0.7,2021-07-17,2021-07-12,8338
DE,1 wk ahead inc case,quantile,0.75,2021-07-17,2021-07-12,8707
DE,1 wk ahead inc case,quantile,0.8,2021-07-17,2021-07-12,9128
DE,1 wk ahead inc case,quantile,0.85,2021-07-17,2021-07-12,9707
DE,1 wk ahead inc case,quantile,0.9,2021-07-17,2021-07-12,10473
DE,1 wk ahead inc case,quantile,0.95,2021-07-17,2021-07-12,11878
DE,1 wk ahead inc case,quantile,0.975,2021-07-17,2021-07-12,13079
DE,1 wk ahead inc case,quantile,0.99,2021-07-17,2021-07-12,14570
DE,1 wk ahead inc death,point,NA,2021-07-17,2021-07-12,148
DE,1 wk ahead inc death,quantile,0.01,2021-07-17,2021-07-12,73
DE,1 wk ahead inc death,quantile,0.025,2021-07-17,2021-07-12,80
DE,1 wk ahead inc death,quantile,0.05,2021-07-17,2021-07-12,88
DE,1 wk ahead inc death,quantile,0.1,2021-07-17,2021-07-12,98
DE,1 wk ahead inc death,quantile,0.15,2021-07-17,2021-07-12,106
DE,1 wk ahead inc death,quantile,0.2,2021-07-17,2021-07-12,113
DE,1 wk ahead inc death,quantile,0.25,2021-07-17,2021-07-12,119
DE,1 wk ahead inc death,quantile,0.3,2021-07-17,2021-07-12,124
DE,1 wk ahead inc death,quantile,0.35,2021-07-17,2021-07-12,130
DE,1 wk ahead inc death,quantile,0.4,2021-07-17,2021-07-12,136
DE,1 wk ahead inc death,quantile,0.45,2021-07-17,2021-07-12,142
DE,1 wk ahead inc death,quantile,0.5,2021-07-17,2021-07-12,148
DE,1 wk ahead inc death,quantile,0.55,2021-07-17,2021-07-12,152
DE,1 wk ahead inc death,quantile,0.6,2021-07-17,2021-07-12,159
DE,1 wk ahead inc death,quantile,0.65,2021-07-17,2021-07-12,165
DE,1 wk ahead inc death,quantile,0.7,2021-07-17,2021-07-12,174
DE,1 wk ahead inc death,quantile,0.75,2021-07-17,2021-07-12,182
DE,1 wk ahead inc death,quantile,0.8,2021-07-17,2021-07-12,192
DE,1 wk ahead inc death,quantile,0.85,2021-07-17,2021-07-12,206
DE,1 wk ahead inc death,quantile,0.9,2021-07-17,2021-07-12,222
DE,1 wk ahead inc death,quantile,0.95,2021-07-17,2021-07-12,252
DE,1 wk ahead inc death,quantile,0.975,2021-07-17,2021-07-12,275
DE,1 wk ahead inc death,quantile,0.99,2021-07-17,2021-07-12,316
DE,2 wk ahead inc case,point,NA,2021-07-24,2021-07-12,10926
DE,2 wk ahead inc case,quantile,0.01,2021-07-24,2021-07-12,4678
DE,2 wk ahead inc case,quantile,0.025,2021-07-24,2021-07-12,5169
DE,2 wk ahead inc case,quantile,0.05,2021-07-24,2021-07-12,5813
DE,2 wk ahead inc case,quantile,0.1,2021-07-24,2021-07-12,6646
DE,2 wk ahead inc case,quantile,0.15,2021-07-24,2021-07-12,7384
DE,2 wk ahead inc case,quantile,0.2,2021-07-24,2021-07-12,7991
DE,2 wk ahead inc case,quantile,0.25,2021-07-24,2021-07-12,8572
DE,2 wk ahead inc case,quantile,0.3,2021-07-24,2021-07-12,8980
DE,2 wk ahead inc case,quantile,0.35,2021-07-24,2021-07-12,9372
DE,2 wk ahead inc case,quantile,0.4,2021-07-24,2021-07-12,9881
DE,2 wk ahead inc case,quantile,0.45,2021-07-24,2021-07-12,10420
DE,2 wk ahead inc case,quantile,0.5,2021-07-24,2021-07-12,10926
DE,2 wk ahead inc case,quantile,0.55,2021-07-24,2021-07-12,11492
DE,2 wk ahead inc case,quantile,0.6,2021-07-24,2021-07-12,11951
DE,2 wk ahead inc case,quantile,0.65,2021-07-24,2021-07-12,12640
DE,2 wk ahead inc case,quantile,0.7,2021-07-24,2021-07-12,13188
DE,2 wk ahead inc case,quantile,0.75,2021-07-24,2021-07-12,13892
DE,2 wk ahead inc case,quantile,0.8,2021-07-24,2021-07-12,14852
DE,2 wk ahead inc case,quantile,0.85,2021-07-24,2021-07-12,15782
DE,2 wk ahead inc case,quantile,0.9,2021-07-24,2021-07-12,17212
DE,2 wk ahead inc case,quantile,0.95,2021-07-24,2021-07-12,19262
DE,2 wk ahead inc case,quantile,0.975,2021-07-24,2021-07-12,21908
DE,2 wk ahead inc case,quantile,0.99,2021-07-24,2021-07-12,25591
DE,2 wk ahead inc death,point,NA,2021-07-24,2021-07-12,184
DE,2 wk ahead inc death,quantile,0.01,2021-07-24,2021-07-12,80
DE,2 wk ahead inc death,quantile,0.025,2021-07-24,2021-07-12,88
DE,2 wk ahead inc death,quantile,0.05,2021-07-24,2021-07-12,97
DE,2 wk ahead inc death,quantile,0.1,2021-07-24,2021-07-12,110
DE,2 wk ahead inc death,quantile,0.15,2021-07-24,2021-07-12,123
DE,2 wk ahead inc death,quantile,0.2,2021-07-24,2021-07-12,132
DE,2 wk ahead inc death,quantile,0.25,2021-07-24,2021-07-12,141
DE,2 wk ahead inc death,quantile,0.3,2021-07-24,2021-07-12,150
DE,2 wk ahead inc death,quantile,0.35,2021-07-24,2021-07-12,158
DE,2 wk ahead inc death,quantile,0.4,2021-07-24,2021-07-12,166
DE,2 wk ahead inc death,quantile,0.45,2021-07-24,2021-07-12,175
DE,2 wk ahead inc death,quantile,0.5,2021-07-24,2021-07-12,184
DE,2 wk ahead inc death,quantile,0.55,2021-07-24,2021-07-12,194
DE,2 wk ahead inc death,quantile,0.6,2021-07-24,2021-07-12,204
DE,2 wk ahead inc death,quantile,0.65,2021-07-24,2021-07-12,218
DE,2 wk ahead inc death,quantile,0.7,2021-07-24,2021-07-12,228
DE,2 wk ahead inc death,quantile,0.75,2021-07-24,2021-07-12,246
DE,2 wk ahead inc death,quantile,0.8,2021-07-24,2021-07-12,264
DE,2 wk ahead inc death,quantile,0.85,2021-07-24,2021-07-12,294
DE,2 wk ahead inc death,quantile,0.9,2021-07-24,2021-07-12,334
DE,2 wk ahead inc death,quantile,0.95,2021-07-24,2021-07-12,394
DE,2 wk ahead inc death,quantile,0.975,2021-07-24,2021-07-12,454
DE,2 wk ahead inc death,quantile,0.99,2021-07-24,2021-07-12,538
DE,3 wk ahead inc case,point,NA,2021-07-31,2021-07-12,16772
DE,3 wk ahead inc case,quantile,0.01,2021-07-31,2021-07-12,5518
DE,3 wk ahead inc case,quantile,0.025,2021-07-31,2021-07-12,6434
DE,3 wk ahead inc case,quantile,0.05,2021-07-31,2021-07-12,7616
DE,3 wk ahead inc case,quantile,0.1,2021-07-31,2021-07-12,9036
DE,3 wk ahead inc case,quantile,0.15,2021-07-31,2021-07-12,10137
DE,3 wk ahead inc case,quantile,0.2,2021-07-31,2021-07-12,11158
DE,3 wk ahead inc case,quantile,0.25,2021-07-31,2021-07-12,12068
DE,3 wk ahead inc case,quantile,0.3,2021-07-31,2021-07-12,12982
DE,3 wk ahead inc case,quantile,0.35,2021-07-31,2021-07-12,14056
DE,3 wk ahead inc case,quantile,0.4,2021-07-31,2021-07-12,14888
DE,3 wk ahead inc case,quantile,0.45,2021-07-31,2021-07-12,15842
DE,3 wk ahead inc case,quantile,0.5,2021-07-31,2021-07-12,16772
DE,3 wk ahead inc case,quantile,0.55,2021-07-31,2021-07-12,17704
DE,3 wk ahead inc case,quantile,0.6,2021-07-31,2021-07-12,18772
DE,3 wk ahead inc case,quantile,0.65,2021-07-31,2021-07-12,19892
DE,3 wk ahead inc case,quantile,0.7,2021-07-31,2021-07-12,21647
DE,3 wk ahead inc case,quantile,0.75,2021-07-31,2021-07-12,23284
DE,3 wk ahead inc case,quantile,0.8,2021-07-31,2021-07-12,25168
DE,3 wk ahead inc case,quantile,0.85,2021-07-31,2021-07-12,27206
DE,3 wk ahead inc case,quantile,0.9,2021-07-31,2021-07-12,30206
DE,3 wk ahead inc case,quantile,0.95,2021-07-31,2021-07-12,35352
DE,3 wk ahead inc case,quantile,0.975,2021-07-31,2021-07-12,39463
DE,3 wk ahead inc case,quantile,0.99,2021-07-31,2021-07-12,46356
DE,3 wk ahead inc death,point,NA,2021-07-31,2021-07-12,272
DE,3 wk ahead inc death,quantile,0.01,2021-07-31,2021-07-12,102
DE,3 wk ahead inc death,quantile,0.025,2021-07-31,2021-07-12,113
DE,3 wk ahead inc death,quantile,0.05,2021-07-31,2021-07-12,126
DE,3 wk ahead inc death,quantile,0.1,2021-07-31,2021-07-12,148
DE,3 wk ahead inc death,quantile,0.15,2021-07-31,2021-07-12,164
DE,3 wk ahead inc death,quantile,0.2,2021-07-31,2021-07-12,178
DE,3 wk ahead inc death,quantile,0.25,2021-07-31,2021-07-12,192
DE,3 wk ahead inc death,quantile,0.3,2021-07-31,2021-07-12,209
DE,3 wk ahead inc death,quantile,0.35,2021-07-31,2021-07-12,225
DE,3 wk ahead inc death,quantile,0.4,2021-07-31,2021-07-12,240
DE,3 wk ahead inc death,quantile,0.45,2021-07-31,2021-07-12,255
DE,3 wk ahead inc death,quantile,0.5,2021-07-31,2021-07-12,272
DE,3 wk ahead inc death,quantile,0.55,2021-07-31,2021-07-12,288
DE,3 wk ahead inc death,quantile,0.6,2021-07-31,2021-07-12,306
DE,3 wk ahead inc death,quantile,0.65,2021-07-31,2021-07-12,328
DE,3 wk ahead inc death,quantile,0.7,2021-07-31,2021-07-12,354
DE,3 wk ahead inc death,quantile,0.75,2021-07-31,2021-07-12,387
DE,3 wk ahead inc death,quantile,0.8,2021-07-31,2021-07-12,427
DE,3 wk ahead inc death,quantile,0.85,2021-07-31,2021-07-12,474
DE,3 wk ahead inc death,quantile,0.9,2021-07-31,2021-07-12,548
DE,3 wk ahead inc death,quantile,0.95,2021-07-31,2021-07-12,653
DE,3 wk ahead inc death,quantile,0.975,2021-07-31,2021-07-12,747
DE,3 wk ahead inc death,quantile,0.99,2021-07-31,2021-07-12,894
DE,4 wk ahead inc case,point,NA,2021-08-07,2021-07-12,24008
DE,4 wk ahead inc case,quantile,0.01,2021-08-07,2021-07-12,6008
DE,4 wk ahead inc case,quantile,0.025,2021-08-07,2021-07-12,7202
DE,4 wk ahead inc case,quantile,0.05,2021-08-07,2021-07-12,8912
DE,4 wk ahead inc case,quantile,0.1,2021-08-07,2021-07-12,11190
DE,4 wk ahead inc case,quantile,0.15,2021-08-07,2021-07-12,12968
DE,4 wk ahead inc case,quantile,0.2,2021-08-07,2021-07-12,14432
DE,4 wk ahead inc case,quantile,0.25,2021-08-07,2021-07-12,15966
DE,4 wk ahead inc case,quantile,0.3,2021-08-07,2021-07-12,17268
DE,4 wk ahead inc case,quantile,0.35,2021-08-07,2021-07-12,18836
DE,4 wk ahead inc case,quantile,0.4,2021-08-07,2021-07-12,20550
DE,4 wk ahead inc case,quantile,0.45,2021-08-07,2021-07-12,21822
DE,4 wk ahead inc case,quantile,0.5,2021-08-07,2021-07-12,24008
DE,4 wk ahead inc case,quantile,0.55,2021-08-07,2021-07-12,25854
DE,4 wk ahead inc case,quantile,0.6,2021-08-07,2021-07-12,27692
DE,4 wk ahead inc case,quantile,0.65,2021-08-07,2021-07-12,29897
DE,4 wk ahead inc case,quantile,0.7,2021-08-07,2021-07-12,32170
DE,4 wk ahead inc case,quantile,0.75,2021-08-07,2021-07-12,35474
DE,4 wk ahead inc case,quantile,0.8,2021-08-07,2021-07-12,38418
DE,4 wk ahead inc case,quantile,0.85,2021-08-07,2021-07-12,43539
DE,4 wk ahead inc case,quantile,0.9,2021-08-07,2021-07-12,49360
DE,4 wk ahead inc case,quantile,0.95,2021-08-07,2021-07-12,61798
DE,4 wk ahead inc case,quantile,0.975,2021-08-07,2021-07-12,73198
DE,4 wk ahead inc case,quantile,0.99,2021-08-07,2021-07-12,94416
DE,4 wk ahead inc death,point,NA,2021-08-07,2021-07-12,404
DE,4 wk ahead inc death,quantile,0.01,2021-08-07,2021-07-12,118
DE,4 wk ahead inc death,quantile,0.025,2021-08-07,2021-07-12,144
