location,target,type,quantile,target_end_date,forecast_date,value
DE,1 wk ahead inc case,point,NA,2021-07-31,2021-07-26,17023
DE,1 wk ahead inc case,quantile,0.01,2021-07-31,2021-07-26,8662
DE,1 wk ahead inc case,quantile,0.025,2021-07-31,2021-07-26,9826
DE,1 wk ahead inc case,quantile,0.05,2021-07-31,2021-07-26,10825
DE,1 wk ahead inc case,quantile,0.1,2021-07-31,2021-07-26,11849
DE,1 wk ahead inc case,quantile,0.15,2021-07-31,2021-07-26,12624
DE,1 wk ahead inc case,quantile,0.2,2021-07-31,2021-07-26,13308
DE,1 wk ahead inc case,quantile,0.25,2021-07-31,2021-07-26,13926
DE,1 wk ahead inc case,quantile,0.3,2021-07-31,2021-07-26,14636
DE,1 wk ahead inc case,quantile,0.35,2021-07-31,2021-07-26,15322
DE,1 wk ahead inc case,quantile,0.4,2021-07-31,2021-07-26,15938
DE,1 wk ahead inc case,quantile,0.45,2021-07-31,2021-07-26,16482
DE,1 wk ahead inc case,quantile,0.5,2021-07-31,2021-07-26,17023
DE,1 wk ahead inc case,quantile,0.55,2021-07-31,2021-07-26,17556
DE,1 wk ahead inc case,quantile,0.6,2021-07-31,2021-07-26,18327
DE,1 wk ahead inc case,quantile,0.65,2021-07-31,2021-07-26,19050
DE,1 wk ahead inc case,quantile,0.7,2021-07-31,2021-07-26,19641
DE,1 wk ahead inc case,quantile,0.75,2021-07-31,2021-07-26,20389
DE,1 wk ahead inc case,quantile,0.8,2021-07-31,2021-07-26,21168
DE,1 wk ahead inc case,quantile,0.85,2021-07-31,2021-07-26,22039
DE,1 wk ahead inc case,quantile,0.9,2021-07-31,2021-07-26,23460
DE,1 wk ahead inc case,quantile,0.95,2021-07-31,2021-07-26,25992
DE,1 wk ahead inc case,quantile,0.975,2021-07-31,2021-07-26,28177
DE,1 wk ahead inc case,quantile,0.99,2021-07-31,2021-07-26,30288
DE,1 wk ahead inc death,point,NA,2021-07-31,2021-07-26,236
DE,1 wk ahead inc death,quantile,0.01,2021-07-31,2021-07-26,136
DE,1 wk ahead inc death,quantile,0.025,2021-07-31,2021-07-26,150
DE,1 wk ahead inc death,quantile,0.05,2021-07-31,2021-07-26,162
DE,1 wk ahead inc death,quantile,0.1,2021-07-31,2021-07-26,176
DE,1 wk ahead inc death,quantile,0.15,2021-07-31,2021-07-26,186
DE,1 wk ahead inc death,quantile,0.2,2021-07-31,2021-07-26,194
DE,1 wk ahead inc death,quantile,0.25,2021-07-31,2021-07-26,202
DE,1 wk ahead inc death,quantile,0.3,2021-07-31,2021-07-26,209
DE,1 wk ahead inc death,quantile,0.35,2021-07-31,2021-07-26,216
DE,1 wk ahead inc death,quantile,0.4,2021-07-31,2021-07-26,222
DE,1 wk ahead inc death,quantile,0.45,2021-07-31,2021-07-26,228
DE,1 wk ahead inc death,quantile,0.5,2021-07-31,2021-07-26,236
DE,1 wk ahead inc death,quantile,0.55,2021-07-31,2021-07-26,243
DE,1 wk ahead inc death,quantile,0.6,2021-07-31,2021-07-26,250
DE,1 wk ahead inc death,quantile,0.65,2021-07-31,2021-07-26,258
DE,1 wk ahead inc death,quantile,0.7,2021-07-31,2021-07-26,266
DE,1 wk ahead inc death,quantile,0.75,2021-07-31,2021-07-26,274
DE,1 wk ahead inc death,quantile,0.8,2021-07-31,2021-07-26,284
DE,1 wk ahead inc death,quantile,0.85,2021-07-31,2021-07-26,296
DE,1 wk ahead inc death,quantile,0.9,2021-07-31,2021-07-26,310
DE,1 wk ahead inc death,quantile,0.95,2021-07-31,2021-07-26,333
DE,1 wk ahead inc death,quantile,0.975,2021-07-31,2021-07-26,362
DE,1 wk ahead inc death,quantile,0.99,2021-07-31,2021-07-26,394
DE,2 wk ahead inc case,point,NA,2021-08-07,2021-07-26,23387
DE,2 wk ahead inc case,quantile,0.01,2021-08-07,2021-07-26,11052
