location,target,type,quantile,target_end_date,forecast_date,value
DE,1 wk ahead inc case,point,NA,2021-08-28,2021-08-23,67248
DE,1 wk ahead inc case,quantile,0.01,2021-08-28,2021-08-23,47083
DE,1 wk ahead inc case,quantile,0.025,2021-08-28,2021-08-23,48836
DE,1 wk ahead inc case,quantile,0.05,2021-08-28,2021-08-23,51608
DE,1 wk ahead inc case,quantile,0.1,2021-08-28,2021-08-23,54452
DE,1 wk ahead inc case,quantile,0.15,2021-08-28,2021-08-23,56983
DE,1 wk ahead inc case,quantile,0.2,2021-08-28,2021-08-23,58841
DE,1 wk ahead inc case,quantile,0.25,2021-08-28,2021-08-23,60671
DE,1 wk ahead inc case,quantile,0.3,2021-08-28,2021-08-23,61962
DE,1 wk ahead inc case,quantile,0.35,2021-08-28,2021-08-23,63109
DE,1 wk ahead inc case,quantile,0.4,2021-08-28,2021-08-23,64776
DE,1 wk ahead inc case,quantile,0.45,2021-08-28,2021-08-23,65841
DE,1 wk ahead inc case,quantile,0.5,2021-08-28,2021-08-23,67248
DE,1 wk ahead inc case,quantile,0.55,2021-08-28,2021-08-23,68640
DE,1 wk ahead inc case,quantile,0.6,2021-08-28,2021-08-23,70231
DE,1 wk ahead inc case,quantile,0.65,2021-08-28,2021-08-23,71740
DE,1 wk ahead inc case,quantile,0.7,2021-08-28,2021-08-23,72956
DE,1 wk ahead inc case,quantile,0.75,2021-08-28,2021-08-23,74630
DE,1 wk ahead inc case,quantile,0.8,2021-08-28,2021-08-23,76742
DE,1 wk ahead inc case,quantile,0.85,2021-08-28,2021-08-23,78700
DE,1 wk ahead inc case,quantile,0.9,2021-08-28,2021-08-23,81640
DE,1 wk ahead inc case,quantile,0.95,2021-08-28,2021-08-23,86612
DE,1 wk ahead inc case,quantile,0.975,2021-08-28,2021-08-23,90740
DE,1 wk ahead inc case,quantile,0.99,2021-08-28,2021-08-23,96196
DE,1 wk ahead inc death,point,NA,2021-08-28,2021-08-23,510
DE,1 wk ahead inc death,quantile,0.01,2021-08-28,2021-08-23,159
DE,1 wk ahead inc death,quantile,0.025,2021-08-28,2021-08-23,181
DE,1 wk ahead inc death,quantile,0.05,2021-08-28,2021-08-23,206
DE,1 wk ahead inc death,quantile,0.1,2021-08-28,2021-08-23,267
