location,target,type,quantile,target_end_date,forecast_date,value
DE,1 wk ahead inc case,point,NA,2021-06-05,2021-05-31,26159
DE,1 wk ahead inc case,quantile,0.01,2021-06-05,2021-05-31,11639
DE,1 wk ahead inc case,quantile,0.025,2021-06-05,2021-05-31,13632
DE,1 wk ahead inc case,quantile,0.05,2021-06-05,2021-05-31,15669
DE,1 wk ahead inc case,quantile,0.1,2021-06-05,2021-05-31,17455
DE,1 wk ahead inc case,quantile,0.15,2021-06-05,2021-05-31,18891
DE,1 wk ahead inc case,quantile,0.2,2021-06-05,2021-05-31,20169
DE,1 wk ahead inc case,quantile,0.25,2021-06-05,2021-05-31,21282
DE,1 wk ahead inc case,quantile,0.3,2021-06-05,2021-05-31,22379
DE,1 wk ahead inc case,quantile,0.35,2021-06-05,2021-05-31,23236
DE,1 wk ahead inc case,quantile,0.4,2021-06-05,2021-05-31,24141
DE,1 wk ahead inc case,quantile,0.45,2021-06-05,2021-05-31,25110
DE,1 wk ahead inc case,quantile,0.5,2021-06-05,2021-05-31,26159
DE,1 wk ahead inc case,quantile,0.55,2021-06-05,2021-05-31,27331
DE,1 wk ahead inc case,quantile,0.6,2021-06-05,2021-05-31,28293
DE,1 wk ahead inc case,quantile,0.65,2021-06-05,2021-05-31,29446
DE,1 wk ahead inc case,quantile,0.7,2021-06-05,2021-05-31,30680
DE,1 wk ahead inc case,quantile,0.75,2021-06-05,2021-05-31,32191
DE,1 wk ahead inc case,quantile,0.8,2021-06-05,2021-05-31,33713
DE,1 wk ahead inc case,quantile,0.85,2021-06-05,2021-05-31,35764
DE,1 wk ahead inc case,quantile,0.9,2021-06-05,2021-05-31,39139
DE,1 wk ahead inc case,quantile,0.95,2021-06-05,2021-05-31,44292
DE,1 wk ahead inc case,quantile,0.975,2021-06-05,2021-05-31,47791
DE,1 wk ahead inc case,quantile,0.99,2021-06-05,2021-05-31,54460
DE,1 wk ahead inc death,point,NA,2021-06-05,2021-05-31,642
DE,1 wk ahead inc death,quantile,0.01,2021-06-05,2021-05-31,364
DE,1 wk ahead inc death,quantile,0.025,2021-06-05,2021-05-31,410
DE,1 wk ahead inc death,quantile,0.05,2021-06-05,2021-05-31,448
DE,1 wk ahead inc death,quantile,0.1,2021-06-05,2021-05-31,490
DE,1 wk ahead inc death,quantile,0.15,2021-06-05,2021-05-31,512
DE,1 wk ahead inc death,quantile,0.2,2021-06-05,2021-05-31,538
DE,1 wk ahead inc death,quantile,0.25,2021-06-05,2021-05-31,558
DE,1 wk ahead inc death,quantile,0.3,2021-06-05,2021-05-31,573
DE,1 wk ahead inc death,quantile,0.35,2021-06-05,2021-05-31,591
DE,1 wk ahead inc death,quantile,0.4,2021-06-05,2021-05-31,612
DE,1 wk ahead inc death,quantile,0.45,2021-06-05,2021-05-31,625
