location,target,type,quantile,target_end_date,forecast_date,value
DE,1 wk ahead inc case,point,NA,2021-08-21,2021-08-16,37903
DE,1 wk ahead inc case,quantile,0.01,2021-08-21,2021-08-16,21501
DE,1 wk ahead inc case,quantile,0.025,2021-08-21,2021-08-16,23094
DE,1 wk ahead inc case,quantile,0.05,2021-08-21,2021-08-16,24930
DE,1 wk ahead inc case,quantile,0.1,2021-08-21,2021-08-16,27719
DE,1 wk ahead inc case,quantile,0.15,2021-08-21,2021-08-16,29140
DE,1 wk ahead inc case,quantile,0.2,2021-08-21,2021-08-16,30550
DE,1 wk ahead inc case,quantile,0.25,2021-08-21,2021-08-16,31824
DE,1 wk ahead inc case,quantile,0.3,2021-08-21,2021-08-16,33054
DE,1 wk ahead inc case,quantile,0.35,2021-08-21,2021-08-16,34516
DE,1 wk ahead inc case,quantile,0.4,2021-08-21,2021-08-16,35487
DE,1 wk ahead inc case,quantile,0.45,2021-08-21,2021-08-16,36760
DE,1 wk ahead inc case,quantile,0.5,2021-08-21,2021-08-16,37903
DE,1 wk ahead inc case,quantile,0.55,2021-08-21,2021-08-16,39210
DE,1 wk ahead inc case,quantile,0.6,2021-08-21,2021-08-16,40405
DE,1 wk ahead inc case,quantile,0.65,2021-08-21,2021-08-16,41890
DE,1 wk ahead inc case,quantile,0.7,2021-08-21,2021-08-16,43196
DE,1 wk ahead inc case,quantile,0.75,2021-08-21,2021-08-16,44837
DE,1 wk ahead inc case,quantile,0.8,2021-08-21,2021-08-16,47113
DE,1 wk ahead inc case,quantile,0.85,2021-08-21,2021-08-16,49528
DE,1 wk ahead inc case,quantile,0.9,2021-08-21,2021-08-16,52717
DE,1 wk ahead inc case,quantile,0.95,2021-08-21,2021-08-16,56997
DE,1 wk ahead inc case,quantile,0.975,2021-08-21,2021-08-16,60477
DE,1 wk ahead inc case,quantile,0.99,2021-08-21,2021-08-16,66489
DE,1 wk ahead inc death,point,NA,2021-08-21,2021-08-16,444
DE,1 wk ahead inc death,quantile,0.01,2021-08-21,2021-08-16,125
DE,1 wk ahead inc death,quantile,0.025,2021-08-21,2021-08-16,156
DE,1 wk ahead inc death,quantile,0.05,2021-08-21,2021-08-16,192
DE,1 wk ahead inc death,quantile,0.1,2021-08-21,2021-08-16,230
DE,1 wk ahead inc death,quantile,0.15,2021-08-21,2021-08-16,261
DE,1 wk ahead inc death,quantile,0.2,2021-08-21,2021-08-16,286
DE,1 wk ahead inc death,quantile,0.25,2021-08-21,2021-08-16,314
DE,1 wk ahead inc death,quantile,0.3,2021-08-21,2021-08-16,335
DE,1 wk ahead inc death,quantile,0.35,2021-08-21,2021-08-16,354
DE,1 wk ahead inc death,quantile,0.4,2021-08-21,2021-08-16,377
DE,1 wk ahead inc death,quantile,0.45,2021-08-21,2021-08-16,405
DE,1 wk ahead inc death,quantile,0.5,2021-08-21,2021-08-16,444
DE,1 wk ahead inc death,quantile,0.55,2021-08-21,2021-08-16,471
DE,1 wk ahead inc death,quantile,0.6,2021-08-21,2021-08-16,498
DE,1 wk ahead inc death,quantile,0.65,2021-08-21,2021-08-16,527
DE,1 wk ahead inc death,quantile,0.7,2021-08-21,2021-08-16,566
DE,1 wk ahead inc death,quantile,0.75,2021-08-21,2021-08-16,599
DE,1 wk ahead inc death,quantile,0.8,2021-08-21,2021-08-16,649
DE,1 wk ahead inc death,quantile,0.85,2021-08-21,2021-08-16,724
DE,1 wk ahead inc death,quantile,0.9,2021-08-21,2021-08-16,814
DE,1 wk ahead inc death,quantile,0.95,2021-08-21,2021-08-16,931
DE,1 wk ahead inc death,quantile,0.975,2021-08-21,2021-08-16,1119
DE,1 wk ahead inc death,quantile,0.99,2021-08-21,2021-08-16,1407
DE,2 wk ahead inc case,point,NA,2021-08-28,2021-08-16,51343
DE,2 wk ahead inc case,quantile,0.01,2021-08-28,2021-08-16,23360
DE,2 wk ahead inc case,quantile,0.025,2021-08-28,2021-08-16,26637
DE,2 wk ahead inc case,quantile,0.05,2021-08-28,2021-08-16,29684
DE,2 wk ahead inc case,quantile,0.1,2021-08-28,2021-08-16,33301
DE,2 wk ahead inc case,quantile,0.15,2021-08-28,2021-08-16,36748
DE,2 wk ahead inc case,quantile,0.2,2021-08-28,2021-08-16,39111
DE,2 wk ahead inc case,quantile,0.25,2021-08-28,2021-08-16,41676
DE,2 wk ahead inc case,quantile,0.3,2021-08-28,2021-08-16,43808
DE,2 wk ahead inc case,quantile,0.35,2021-08-28,2021-08-16,45697
DE,2 wk ahead inc case,quantile,0.4,2021-08-28,2021-08-16,47251
DE,2 wk ahead inc case,quantile,0.45,2021-08-28,2021-08-16,49106
DE,2 wk ahead inc case,quantile,0.5,2021-08-28,2021-08-16,51343
DE,2 wk ahead inc case,quantile,0.55,2021-08-28,2021-08-16,53232
DE,2 wk ahead inc case,quantile,0.6,2021-08-28,2021-08-16,55165
DE,2 wk ahead inc case,quantile,0.65,2021-08-28,2021-08-16,57130
DE,2 wk ahead inc case,quantile,0.7,2021-08-28,2021-08-16,59549
DE,2 wk ahead inc case,quantile,0.75,2021-08-28,2021-08-16,62197
DE,2 wk ahead inc case,quantile,0.8,2021-08-28,2021-08-16,65350
DE,2 wk ahead inc case,quantile,0.85,2021-08-28,2021-08-16,68986
DE,2 wk ahead inc case,quantile,0.9,2021-08-28,2021-08-16,74385
DE,2 wk ahead inc case,quantile,0.95,2021-08-28,2021-08-16,83987
