location,target,type,quantile,target_end_date,forecast_date,value
AT,1 wk ahead inc case,point,NA,2021-06-12,2021-06-07,2570
AT,1 wk ahead inc case,quantile,0.01,2021-06-12,2021-06-07,1787
AT,1 wk ahead inc case,quantile,0.025,2021-06-12,2021-06-07,1908
AT,1 wk ahead inc case,quantile,0.05,2021-06-12,2021-06-07,2023
AT,1 wk ahead inc case,quantile,0.1,2021-06-12,2021-06-07,2139
AT,1 wk ahead inc case,quantile,0.15,2021-06-12,2021-06-07,2206
AT,1 wk ahead inc case,quantile,0.2,2021-06-12,2021-06-07,2264
AT,1 wk ahead inc case,quantile,0.25,2021-06-12,2021-06-07,2321
AT,1 wk ahead inc case,quantile,0.3,2021-06-12,2021-06-07,2391
AT,1 wk ahead inc case,quantile,0.35,2021-06-12,2021-06-07,2430
AT,1 wk ahead inc case,quantile,0.4,2021-06-12,2021-06-07,2471
AT,1 wk ahead inc case,quantile,0.45,2021-06-12,2021-06-07,2510
AT,1 wk ahead inc case,quantile,0.5,2021-06-12,2021-06-07,2570
AT,1 wk ahead inc case,quantile,0.55,2021-06-12,2021-06-07,2614
AT,1 wk ahead inc case,quantile,0.6,2021-06-12,2021-06-07,2653
AT,1 wk ahead inc case,quantile,0.65,2021-06-12,2021-06-07,2702
AT,1 wk ahead inc case,quantile,0.7,2021-06-12,2021-06-07,2761
AT,1 wk ahead inc case,quantile,0.75,2021-06-12,2021-06-07,2824
AT,1 wk ahead inc case,quantile,0.8,2021-06-12,2021-06-07,2879
AT,1 wk ahead inc case,quantile,0.85,2021-06-12,2021-06-07,2972
AT,1 wk ahead inc case,quantile,0.9,2021-06-12,2021-06-07,3092
AT,1 wk ahead inc case,quantile,0.95,2021-06-12,2021-06-07,3280
AT,1 wk ahead inc case,quantile,0.975,2021-06-12,2021-06-07,3413
AT,1 wk ahead inc case,quantile,0.99,2021-06-12,2021-06-07,3581
AT,1 wk ahead inc death,point,NA,2021-06-12,2021-06-07,28
AT,1 wk ahead inc death,quantile,0.01,2021-06-12,2021-06-07,13
AT,1 wk ahead inc death,quantile,0.025,2021-06-12,2021-06-07,16
AT,1 wk ahead inc death,quantile,0.05,2021-06-12,2021-06-07,18
AT,1 wk ahead inc death,quantile,0.1,2021-06-12,2021-06-07,20
AT,1 wk ahead inc death,quantile,0.15,2021-06-12,2021-06-07,21
AT,1 wk ahead inc death,quantile,0.2,2021-06-12,2021-06-07,23
AT,1 wk ahead inc death,quantile,0.25,2021-06-12,2021-06-07,24
AT,1 wk ahead inc death,quantile,0.3,2021-06-12,2021-06-07,25
AT,1 wk ahead inc death,quantile,0.35,2021-06-12,2021-06-07,25
AT,1 wk ahead inc death,quantile,0.4,2021-06-12,2021-06-07,26
AT,1 wk ahead inc death,quantile,0.45,2021-06-12,2021-06-07,27
AT,1 wk ahead inc death,quantile,0.5,2021-06-12,2021-06-07,28
AT,1 wk ahead inc death,quantile,0.55,2021-06-12,2021-06-07,29
AT,1 wk ahead inc death,quantile,0.6,2021-06-12,2021-06-07,30
AT,1 wk ahead inc death,quantile,0.65,2021-06-12,2021-06-07,31
AT,1 wk ahead inc death,quantile,0.7,2021-06-12,2021-06-07,31
AT,1 wk ahead inc death,quantile,0.75,2021-06-12,2021-06-07,32
AT,1 wk ahead inc death,quantile,0.8,2021-06-12,2021-06-07,34
AT,1 wk ahead inc death,quantile,0.85,2021-06-12,2021-06-07,35
AT,1 wk ahead inc death,quantile,0.9,2021-06-12,2021-06-07,37
AT,1 wk ahead inc death,quantile,0.95,2021-06-12,2021-06-07,39
AT,1 wk ahead inc death,quantile,0.975,2021-06-12,2021-06-07,42
AT,1 wk ahead inc death,quantile,0.99,2021-06-12,2021-06-07,45
AT,2 wk ahead inc case,point,NA,2021-06-19,2021-06-07,2506
AT,2 wk ahead inc case,quantile,0.01,2021-06-19,2021-06-07,1467
AT,2 wk ahead inc case,quantile,0.025,2021-06-19,2021-06-07,1595
AT,2 wk ahead inc case,quantile,0.05,2021-06-19,2021-06-07,1714
AT,2 wk ahead inc case,quantile,0.1,2021-06-19,2021-06-07,1862
AT,2 wk ahead inc case,quantile,0.15,2021-06-19,2021-06-07,1953
AT,2 wk ahead inc case,quantile,0.2,2021-06-19,2021-06-07,2076
AT,2 wk ahead inc case,quantile,0.25,2021-06-19,2021-06-07,2148
AT,2 wk ahead inc case,quantile,0.3,2021-06-19,2021-06-07,2229
AT,2 wk ahead inc case,quantile,0.35,2021-06-19,2021-06-07,2307
AT,2 wk ahead inc case,quantile,0.4,2021-06-19,2021-06-07,2369
AT,2 wk ahead inc case,quantile,0.45,2021-06-19,2021-06-07,2441
AT,2 wk ahead inc case,quantile,0.5,2021-06-19,2021-06-07,2506
AT,2 wk ahead inc case,quantile,0.55,2021-06-19,2021-06-07,2559
AT,2 wk ahead inc case,quantile,0.6,2021-06-19,2021-06-07,2649
AT,2 wk ahead inc case,quantile,0.65,2021-06-19,2021-06-07,2734
AT,2 wk ahead inc case,quantile,0.7,2021-06-19,2021-06-07,2820
AT,2 wk ahead inc case,quantile,0.75,2021-06-19,2021-06-07,2911
AT,2 wk ahead inc case,quantile,0.8,2021-06-19,2021-06-07,3014
AT,2 wk ahead inc case,quantile,0.85,2021-06-19,2021-06-07,3141
AT,2 wk ahead inc case,quantile,0.9,2021-06-19,2021-06-07,3359
AT,2 wk ahead inc case,quantile,0.95,2021-06-19,2021-06-07,3599
AT,2 wk ahead inc case,quantile,0.975,2021-06-19,2021-06-07,3818
AT,2 wk ahead inc case,quantile,0.99,2021-06-19,2021-06-07,4150
AT,2 wk ahead inc death,point,NA,2021-06-19,2021-06-07,26
AT,2 wk ahead inc death,quantile,0.01,2021-06-19,2021-06-07,12
AT,2 wk ahead inc death,quantile,0.025,2021-06-19,2021-06-07,14
AT,2 wk ahead inc death,quantile,0.05,2021-06-19,2021-06-07,16
AT,2 wk ahead inc death,quantile,0.1,2021-06-19,2021-06-07,18
AT,2 wk ahead inc death,quantile,0.15,2021-06-19,2021-06-07,19
AT,2 wk ahead inc death,quantile,0.2,2021-06-19,2021-06-07,20
AT,2 wk ahead inc death,quantile,0.25,2021-06-19,2021-06-07,21
AT,2 wk ahead inc death,quantile,0.3,2021-06-19,2021-06-07,22
AT,2 wk ahead inc death,quantile,0.35,2021-06-19,2021-06-07,23
AT,2 wk ahead inc death,quantile,0.4,2021-06-19,2021-06-07,24
AT,2 wk ahead inc death,quantile,0.45,2021-06-19,2021-06-07,25
AT,2 wk ahead inc death,quantile,0.5,2021-06-19,2021-06-07,26
AT,2 wk ahead inc death,quantile,0.55,2021-06-19,2021-06-07,27
AT,2 wk ahead inc death,quantile,0.6,2021-06-19,2021-06-07,28
AT,2 wk ahead inc death,quantile,0.65,2021-06-19,2021-06-07,29
AT,2 wk ahead inc death,quantile,0.7,2021-06-19,2021-06-07,30
AT,2 wk ahead inc death,quantile,0.75,2021-06-19,2021-06-07,32
AT,2 wk ahead inc death,quantile,0.8,2021-06-19,2021-06-07,33
AT,2 wk ahead inc death,quantile,0.85,2021-06-19,2021-06-07,35
AT,2 wk ahead inc death,quantile,0.9,2021-06-19,2021-06-07,37
AT,2 wk ahead inc death,quantile,0.95,2021-06-19,2021-06-07,41
AT,2 wk ahead inc death,quantile,0.975,2021-06-19,2021-06-07,45
AT,2 wk ahead inc death,quantile,0.99,2021-06-19,2021-06-07,50
AT,3 wk ahead inc case,point,NA,2021-06-26,2021-06-07,2526
AT,3 wk ahead inc case,quantile,0.01,2021-06-26,2021-06-07,1150
AT,3 wk ahead inc case,quantile,0.025,2021-06-26,2021-06-07,1336
AT,3 wk ahead inc case,quantile,0.05,2021-06-26,2021-06-07,1479
AT,3 wk ahead inc case,quantile,0.1,2021-06-26,2021-06-07,1640
AT,3 wk ahead inc case,quantile,0.15,2021-06-26,2021-06-07,1776
AT,3 wk ahead inc case,quantile,0.2,2021-06-26,2021-06-07,1921
AT,3 wk ahead inc case,quantile,0.25,2021-06-26,2021-06-07,2005
AT,3 wk ahead inc case,quantile,0.3,2021-06-26,2021-06-07,2119
AT,3 wk ahead inc case,quantile,0.35,2021-06-26,2021-06-07,2209
AT,3 wk ahead inc case,quantile,0.4,2021-06-26,2021-06-07,2309
AT,3 wk ahead inc case,quantile,0.45,2021-06-26,2021-06-07,2429
AT,3 wk ahead inc case,quantile,0.5,2021-06-26,2021-06-07,2526
AT,3 wk ahead inc case,quantile,0.55,2021-06-26,2021-06-07,2592
AT,3 wk ahead inc case,quantile,0.6,2021-06-26,2021-06-07,2686
AT,3 wk ahead inc case,quantile,0.65,2021-06-26,2021-06-07,2804
AT,3 wk ahead inc case,quantile,0.7,2021-06-26,2021-06-07,2959
AT,3 wk ahead inc case,quantile,0.75,2021-06-26,2021-06-07,3106
AT,3 wk ahead inc case,quantile,0.8,2021-06-26,2021-06-07,3218
AT,3 wk ahead inc case,quantile,0.85,2021-06-26,2021-06-07,3491
AT,3 wk ahead inc case,quantile,0.9,2021-06-26,2021-06-07,3752
AT,3 wk ahead inc case,quantile,0.95,2021-06-26,2021-06-07,4193
AT,3 wk ahead inc case,quantile,0.975,2021-06-26,2021-06-07,4502
AT,3 wk ahead inc case,quantile,0.99,2021-06-26,2021-06-07,4892
AT,3 wk ahead inc death,point,NA,2021-06-26,2021-06-07,26
AT,3 wk ahead inc death,quantile,0.01,2021-06-26,2021-06-07,12
AT,3 wk ahead inc death,quantile,0.025,2021-06-26,2021-06-07,14
AT,3 wk ahead inc death,quantile,0.05,2021-06-26,2021-06-07,15
AT,3 wk ahead inc death,quantile,0.1,2021-06-26,2021-06-07,17
AT,3 wk ahead inc death,quantile,0.15,2021-06-26,2021-06-07,19
AT,3 wk ahead inc death,quantile,0.2,2021-06-26,2021-06-07,20
AT,3 wk ahead inc death,quantile,0.25,2021-06-26,2021-06-07,21
AT,3 wk ahead inc death,quantile,0.3,2021-06-26,2021-06-07,22
AT,3 wk ahead inc death,quantile,0.35,2021-06-26,2021-06-07,23
AT,3 wk ahead inc death,quantile,0.4,2021-06-26,2021-06-07,24
AT,3 wk ahead inc death,quantile,0.45,2021-06-26,2021-06-07,25
AT,3 wk ahead inc death,quantile,0.5,2021-06-26,2021-06-07,26
AT,3 wk ahead inc death,quantile,0.55,2021-06-26,2021-06-07,27
AT,3 wk ahead inc death,quantile,0.6,2021-06-26,2021-06-07,28
AT,3 wk ahead inc death,quantile,0.65,2021-06-26,2021-06-07,30
AT,3 wk ahead inc death,quantile,0.7,2021-06-26,2021-06-07,31
AT,3 wk ahead inc death,quantile,0.75,2021-06-26,2021-06-07,33
AT,3 wk ahead inc death,quantile,0.8,2021-06-26,2021-06-07,34
AT,3 wk ahead inc death,quantile,0.85,2021-06-26,2021-06-07,36
AT,3 wk ahead inc death,quantile,0.9,2021-06-26,2021-06-07,39
AT,3 wk ahead inc death,quantile,0.95,2021-06-26,2021-06-07,44
AT,3 wk ahead inc death,quantile,0.975,2021-06-26,2021-06-07,48
AT,3 wk ahead inc death,quantile,0.99,2021-06-26,2021-06-07,56
AT,4 wk ahead inc case,point,NA,2021-07-03,2021-06-07,2506
AT,4 wk ahead inc case,quantile,0.01,2021-07-03,2021-06-07,941
AT,4 wk ahead inc case,quantile,0.025,2021-07-03,2021-06-07,1064
AT,4 wk ahead inc case,quantile,0.05,2021-07-03,2021-06-07,1195
AT,4 wk ahead inc case,quantile,0.1,2021-07-03,2021-06-07,1444
AT,4 wk ahead inc case,quantile,0.15,2021-07-03,2021-06-07,1597
AT,4 wk ahead inc case,quantile,0.2,2021-07-03,2021-06-07,1727
AT,4 wk ahead inc case,quantile,0.25,2021-07-03,2021-06-07,1882
AT,4 wk ahead inc case,quantile,0.3,2021-07-03,2021-06-07,1999
AT,4 wk ahead inc case,quantile,0.35,2021-07-03,2021-06-07,2119
AT,4 wk ahead inc case,quantile,0.4,2021-07-03,2021-06-07,2241
AT,4 wk ahead inc case,quantile,0.45,2021-07-03,2021-06-07,2380
AT,4 wk ahead inc case,quantile,0.5,2021-07-03,2021-06-07,2506
AT,4 wk ahead inc case,quantile,0.55,2021-07-03,2021-06-07,2640
AT,4 wk ahead inc case,quantile,0.6,2021-07-03,2021-06-07,2741
AT,4 wk ahead inc case,quantile,0.65,2021-07-03,2021-06-07,2893
AT,4 wk ahead inc case,quantile,0.7,2021-07-03,2021-06-07,3105
AT,4 wk ahead inc case,quantile,0.75,2021-07-03,2021-06-07,3285
AT,4 wk ahead inc case,quantile,0.8,2021-07-03,2021-06-07,3503
AT,4 wk ahead inc case,quantile,0.85,2021-07-03,2021-06-07,3763
AT,4 wk ahead inc case,quantile,0.9,2021-07-03,2021-06-07,4203
AT,4 wk ahead inc case,quantile,0.95,2021-07-03,2021-06-07,4701
AT,4 wk ahead inc case,quantile,0.975,2021-07-03,2021-06-07,5296
AT,4 wk ahead inc case,quantile,0.99,2021-07-03,2021-06-07,5976
AT,4 wk ahead inc death,point,NA,2021-07-03,2021-06-07,26
AT,4 wk ahead inc death,quantile,0.01,2021-07-03,2021-06-07,8
AT,4 wk ahead inc death,quantile,0.025,2021-07-03,2021-06-07,11
AT,4 wk ahead inc death,quantile,0.05,2021-07-03,2021-06-07,13
AT,4 wk ahead inc death,quantile,0.1,2021-07-03,2021-06-07,16
AT,4 wk ahead inc death,quantile,0.15,2021-07-03,2021-06-07,17
AT,4 wk ahead inc death,quantile,0.2,2021-07-03,2021-06-07,19
AT,4 wk ahead inc death,quantile,0.25,2021-07-03,2021-06-07,20
AT,4 wk ahead inc death,quantile,0.3,2021-07-03,2021-06-07,21
AT,4 wk ahead inc death,quantile,0.35,2021-07-03,2021-06-07,23
AT,4 wk ahead inc death,quantile,0.4,2021-07-03,2021-06-07,24
AT,4 wk ahead inc death,quantile,0.45,2021-07-03,2021-06-07,25
AT,4 wk ahead inc death,quantile,0.5,2021-07-03,2021-06-07,26
AT,4 wk ahead inc death,quantile,0.55,2021-07-03,2021-06-07,28
AT,4 wk ahead inc death,quantile,0.6,2021-07-03,2021-06-07,29
AT,4 wk ahead inc death,quantile,0.65,2021-07-03,2021-06-07,30
AT,4 wk ahead inc death,quantile,0.7,2021-07-03,2021-06-07,32
AT,4 wk ahead inc death,quantile,0.75,2021-07-03,2021-06-07,34
AT,4 wk ahead inc death,quantile,0.8,2021-07-03,2021-06-07,36
AT,4 wk ahead inc death,quantile,0.85,2021-07-03,2021-06-07,39
AT,4 wk ahead inc death,quantile,0.9,2021-07-03,2021-06-07,43
AT,4 wk ahead inc death,quantile,0.95,2021-07-03,2021-06-07,48
AT,4 wk ahead inc death,quantile,0.975,2021-07-03,2021-06-07,53
AT,4 wk ahead inc death,quantile,0.99,2021-07-03,2021-06-07,64
DE,1 wk ahead inc case,point,NA,2021-06-12,2021-06-07,16181
DE,1 wk ahead inc case,quantile,0.01,2021-06-12,2021-06-07,7888
DE,1 wk ahead inc case,quantile,0.025,2021-06-12,2021-06-07,8846
DE,1 wk ahead inc case,quantile,0.05,2021-06-12,2021-06-07,9747
DE,1 wk ahead inc case,quantile,0.1,2021-06-12,2021-06-07,10925
DE,1 wk ahead inc case,quantile,0.15,2021-06-12,2021-06-07,11912
DE,1 wk ahead inc case,quantile,0.2,2021-06-12,2021-06-07,12631
DE,1 wk ahead inc case,quantile,0.25,2021-06-12,2021-06-07,13355
DE,1 wk ahead inc case,quantile,0.3,2021-06-12,2021-06-07,13911
DE,1 wk ahead inc case,quantile,0.35,2021-06-12,2021-06-07,14475
DE,1 wk ahead inc case,quantile,0.4,2021-06-12,2021-06-07,15065
DE,1 wk ahead inc case,quantile,0.45,2021-06-12,2021-06-07,15656
DE,1 wk ahead inc case,quantile,0.5,2021-06-12,2021-06-07,16181
DE,1 wk ahead inc case,quantile,0.55,2021-06-12,2021-06-07,16898
DE,1 wk ahead inc case,quantile,0.6,2021-06-12,2021-06-07,17520
DE,1 wk ahead inc case,quantile,0.65,2021-06-12,2021-06-07,18254
DE,1 wk ahead inc case,quantile,0.7,2021-06-12,2021-06-07,19156
DE,1 wk ahead inc case,quantile,0.75,2021-06-12,2021-06-07,20020
DE,1 wk ahead inc case,quantile,0.8,2021-06-12,2021-06-07,21200
DE,1 wk ahead inc case,quantile,0.85,2021-06-12,2021-06-07,22456
DE,1 wk ahead inc case,quantile,0.9,2021-06-12,2021-06-07,24500
DE,1 wk ahead inc case,quantile,0.95,2021-06-12,2021-06-07,27644
DE,1 wk ahead inc case,quantile,0.975,2021-06-12,2021-06-07,30050
DE,1 wk ahead inc case,quantile,0.99,2021-06-12,2021-06-07,33018
DE,1 wk ahead inc death,point,NA,2021-06-12,2021-06-07,478
DE,1 wk ahead inc death,quantile,0.01,2021-06-12,2021-06-07,283
DE,1 wk ahead inc death,quantile,0.025,2021-06-12,2021-06-07,305
DE,1 wk ahead inc death,quantile,0.05,2021-06-12,2021-06-07,327
DE,1 wk ahead inc death,quantile,0.1,2021-06-12,2021-06-07,358
DE,1 wk ahead inc death,quantile,0.15,2021-06-12,2021-06-07,379
DE,1 wk ahead inc death,quantile,0.2,2021-06-12,2021-06-07,396
DE,1 wk ahead inc death,quantile,0.25,2021-06-12,2021-06-07,411
DE,1 wk ahead inc death,quantile,0.3,2021-06-12,2021-06-07,426
DE,1 wk ahead inc death,quantile,0.35,2021-06-12,2021-06-07,440
DE,1 wk ahead inc death,quantile,0.4,2021-06-12,2021-06-07,452
DE,1 wk ahead inc death,quantile,0.45,2021-06-12,2021-06-07,462
DE,1 wk ahead inc death,quantile,0.5,2021-06-12,2021-06-07,478
DE,1 wk ahead inc death,quantile,0.55,2021-06-12,2021-06-07,492
DE,1 wk ahead inc death,quantile,0.6,2021-06-12,2021-06-07,508
DE,1 wk ahead inc death,quantile,0.65,2021-06-12,2021-06-07,521
DE,1 wk ahead inc death,quantile,0.7,2021-06-12,2021-06-07,536
DE,1 wk ahead inc death,quantile,0.75,2021-06-12,2021-06-07,554
DE,1 wk ahead inc death,quantile,0.8,2021-06-12,2021-06-07,575
DE,1 wk ahead inc death,quantile,0.85,2021-06-12,2021-06-07,604
DE,1 wk ahead inc death,quantile,0.9,2021-06-12,2021-06-07,638
DE,1 wk ahead inc death,quantile,0.95,2021-06-12,2021-06-07,694
DE,1 wk ahead inc death,quantile,0.975,2021-06-12,2021-06-07,741
DE,1 wk ahead inc death,quantile,0.99,2021-06-12,2021-06-07,811
DE,2 wk ahead inc case,point,NA,2021-06-19,2021-06-07,11203
DE,2 wk ahead inc case,quantile,0.01,2021-06-19,2021-06-07,4662
DE,2 wk ahead inc case,quantile,0.025,2021-06-19,2021-06-07,5575
DE,2 wk ahead inc case,quantile,0.05,2021-06-19,2021-06-07,6172
DE,2 wk ahead inc case,quantile,0.1,2021-06-19,2021-06-07,7078
DE,2 wk ahead inc case,quantile,0.15,2021-06-19,2021-06-07,7803
DE,2 wk ahead inc case,quantile,0.2,2021-06-19,2021-06-07,8354
DE,2 wk ahead inc case,quantile,0.25,2021-06-19,2021-06-07,8851
DE,2 wk ahead inc case,quantile,0.3,2021-06-19,2021-06-07,9299
DE,2 wk ahead inc case,quantile,0.35,2021-06-19,2021-06-07,9772
DE,2 wk ahead inc case,quantile,0.4,2021-06-19,2021-06-07,10206
DE,2 wk ahead inc case,quantile,0.45,2021-06-19,2021-06-07,10642
DE,2 wk ahead inc case,quantile,0.5,2021-06-19,2021-06-07,11203
DE,2 wk ahead inc case,quantile,0.55,2021-06-19,2021-06-07,11688
DE,2 wk ahead inc case,quantile,0.6,2021-06-19,2021-06-07,12197
DE,2 wk ahead inc case,quantile,0.65,2021-06-19,2021-06-07,12871
DE,2 wk ahead inc case,quantile,0.7,2021-06-19,2021-06-07,13503
DE,2 wk ahead inc case,quantile,0.75,2021-06-19,2021-06-07,14355
DE,2 wk ahead inc case,quantile,0.8,2021-06-19,2021-06-07,15358
DE,2 wk ahead inc case,quantile,0.85,2021-06-19,2021-06-07,16645
DE,2 wk ahead inc case,quantile,0.9,2021-06-19,2021-06-07,18264
DE,2 wk ahead inc case,quantile,0.95,2021-06-19,2021-06-07,20946
DE,2 wk ahead inc case,quantile,0.975,2021-06-19,2021-06-07,22985
DE,2 wk ahead inc case,quantile,0.99,2021-06-19,2021-06-07,25556
DE,2 wk ahead inc death,point,NA,2021-06-19,2021-06-07,326
DE,2 wk ahead inc death,quantile,0.01,2021-06-19,2021-06-07,176
DE,2 wk ahead inc death,quantile,0.025,2021-06-19,2021-06-07,198
DE,2 wk ahead inc death,quantile,0.05,2021-06-19,2021-06-07,219
DE,2 wk ahead inc death,quantile,0.1,2021-06-19,2021-06-07,240
DE,2 wk ahead inc death,quantile,0.15,2021-06-19,2021-06-07,254
DE,2 wk ahead inc death,quantile,0.2,2021-06-19,2021-06-07,266
DE,2 wk ahead inc death,quantile,0.25,2021-06-19,2021-06-07,275
DE,2 wk ahead inc death,quantile,0.3,2021-06-19,2021-06-07,286
