location_name,location,date,value,source,type
United Kingdom,GB,2022-09-11,549,Hub,Scraped
United Kingdom,GB,2022-09-10,457,Hub,Scraped
United Kingdom,GB,2022-09-09,493,Hub,Scraped
United Kingdom,GB,2022-09-08,590,Hub,Scraped
United Kingdom,GB,2022-09-07,617,Hub,Scraped
United Kingdom,GB,2022-09-06,637,Hub,Scraped
United Kingdom,GB,2022-09-05,618,Hub,Scraped
United Kingdom,GB,2022-09-04,538,Hub,Scraped
United Kingdom,GB,2022-09-03,504,Hub,Scraped
United Kingdom,GB,2022-09-02,550,Hub,Scraped
United Kingdom,GB,2022-09-01,616,Hub,Scraped
United Kingdom,GB,2022-08-31,653,Hub,Scraped
United Kingdom,GB,2022-08-30,676,Hub,Scraped
United Kingdom,GB,2022-08-29,677,Hub,Scraped
United Kingdom,GB,2022-08-28,604,Hub,Scraped
United Kingdom,GB,2022-08-27,530,Hub,Scraped
United Kingdom,GB,2022-08-26,586,Hub,Scraped
United Kingdom,GB,2022-08-25,747,Hub,Scraped
United Kingdom,GB,2022-08-24,734,Hub,Scraped
United Kingdom,GB,2022-08-23,801,Hub,Scraped
United Kingdom,GB,2022-08-22,755,Hub,Scraped
United Kingdom,GB,2022-08-21,677,Hub,Scraped
United Kingdom,GB,2022-08-20,650,Hub,Scraped
United Kingdom,GB,2022-08-19,742,Hub,Scraped
United Kingdom,GB,2022-08-18,774,Hub,Scraped
United Kingdom,GB,2022-08-17,869,Hub,Scraped
United Kingdom,GB,2022-08-16,913,Hub,Scraped
United Kingdom,GB,2022-08-15,985,Hub,Scraped
United Kingdom,GB,2022-08-14,844,Hub,Scraped
United Kingdom,GB,2022-08-13,844,Hub,Scraped
United Kingdom,GB,2022-08-12,875,Hub,Scraped
United Kingdom,GB,2022-08-11,1018,Hub,Scraped
United Kingdom,GB,2022-08-10,1132,Hub,Scraped
United Kingdom,GB,2022-08-09,1097,Hub,Scraped
United Kingdom,GB,2022-08-08,1092,Hub,Scraped
United Kingdom,GB,2022-08-07,990,Hub,Scraped
United Kingdom,GB,2022-08-06,854,Hub,Scraped
United Kingdom,GB,2022-08-05,1031,Hub,Scraped
United Kingdom,GB,2022-08-04,1136,Hub,Scraped
United Kingdom,GB,2022-08-03,1194,Hub,Scraped
United Kingdom,GB,2022-08-02,1206,Hub,Scraped
United Kingdom,GB,2022-08-01,1266,Hub,Scraped
United Kingdom,GB,2022-07-31,1247,Hub,Scraped
United Kingdom,GB,2022-07-30,1049,Hub,Scraped
United Kingdom,GB,2022-07-29,1152,Hub,Scraped
United Kingdom,GB,2022-07-28,1333,Hub,Scraped
United Kingdom,GB,2022-07-27,1374,Hub,Scraped
United Kingdom,GB,2022-07-26,1474,Hub,Scraped
United Kingdom,GB,2022-07-25,1523,Hub,Scraped
United Kingdom,GB,2022-07-24,1449,Hub,Scraped
United Kingdom,GB,2022-07-23,1315,Hub,Scraped
United Kingdom,GB,2022-07-22,1428,Hub,Scraped
United Kingdom,GB,2022-07-21,1753,Hub,Scraped
United Kingdom,GB,2022-07-20,1951,Hub,Scraped
United Kingdom,GB,2022-07-19,2058,Hub,Scraped
United Kingdom,GB,2022-07-18,1992,Hub,Scraped
United Kingdom,GB,2022-07-17,1868,Hub,Scraped
United Kingdom,GB,2022-07-16,1550,Hub,Scraped
United Kingdom,GB,2022-07-15,1708,Hub,Scraped
United Kingdom,GB,2022-07-14,2073,Hub,Scraped
United Kingdom,GB,2022-07-13,2186,Hub,Scraped
United Kingdom,GB,2022-07-12,2221,Hub,Scraped
United Kingdom,GB,2022-07-11,2274,Hub,Scraped
United Kingdom,GB,2022-07-10,2078,Hub,Scraped
United Kingdom,GB,2022-07-09,1815,Hub,Scraped
United Kingdom,GB,2022-07-08,1941,Hub,Scraped
United Kingdom,GB,2022-07-07,2247,Hub,Scraped
United Kingdom,GB,2022-07-06,2213,Hub,Scraped
United Kingdom,GB,2022-07-05,2209,Hub,Scraped
United Kingdom,GB,2022-07-04,2189,Hub,Scraped
United Kingdom,GB,2022-07-03,1990,Hub,Scraped
United Kingdom,GB,2022-07-02,1607,Hub,Scraped
United Kingdom,GB,2022-07-01,1573,Hub,Scraped
United Kingdom,GB,2022-06-30,1876,Hub,Scraped
United Kingdom,GB,2022-06-29,1852,Hub,Scraped
United Kingdom,GB,2022-06-28,1748,Hub,Scraped
United Kingdom,GB,2022-06-27,1694,Hub,Scraped
United Kingdom,GB,2022-06-26,1483,Hub,Scraped
United Kingdom,GB,2022-06-25,1242,Hub,Scraped
United Kingdom,GB,2022-06-24,1357,Hub,Scraped
United Kingdom,GB,2022-06-23,1476,Hub,Scraped
United Kingdom,GB,2022-06-22,1374,Hub,Scraped
United Kingdom,GB,2022-06-21,1415,Hub,Scraped
United Kingdom,GB,2022-06-20,1279,Hub,Scraped
United Kingdom,GB,2022-06-19,1097,Hub,Scraped
United Kingdom,GB,2022-06-18,949,Hub,Scraped
United Kingdom,GB,2022-06-17,1040,Hub,Scraped
United Kingdom,GB,2022-06-16,1019,Hub,Scraped
United Kingdom,GB,2022-06-15,1048,Hub,Scraped
United Kingdom,GB,2022-06-14,962,Hub,Scraped
United Kingdom,GB,2022-06-13,902,Hub,Scraped
United Kingdom,GB,2022-06-12,794,Hub,Scraped
United Kingdom,GB,2022-06-11,710,Hub,Scraped
United Kingdom,GB,2022-06-10,765,Hub,Scraped
United Kingdom,GB,2022-06-09,802,Hub,Scraped
United Kingdom,GB,2022-06-08,829,Hub,Scraped
United Kingdom,GB,2022-06-07,743,Hub,Scraped
United Kingdom,GB,2022-06-06,758,Hub,Scraped
United Kingdom,GB,2022-06-05,653,Hub,Scraped
United Kingdom,GB,2022-06-04,540,Hub,Scraped
United Kingdom,GB,2022-06-03,514,Hub,Scraped
United Kingdom,GB,2022-06-02,542,Hub,Scraped
United Kingdom,GB,2022-06-01,603,Hub,Scraped
United Kingdom,GB,2022-05-31,606,Hub,Scraped
United Kingdom,GB,2022-05-30,588,Hub,Scraped
United Kingdom,GB,2022-05-29,533,Hub,Scraped
United Kingdom,GB,2022-05-28,468,Hub,Scraped
United Kingdom,GB,2022-05-27,540,Hub,Scraped
United Kingdom,GB,2022-05-26,519,Hub,Scraped
United Kingdom,GB,2022-05-25,606,Hub,Scraped
United Kingdom,GB,2022-05-24,601,Hub,Scraped
United Kingdom,GB,2022-05-23,603,Hub,Scraped
United Kingdom,GB,2022-05-22,543,Hub,Scraped
United Kingdom,GB,2022-05-21,462,Hub,Scraped
United Kingdom,GB,2022-05-20,542,Hub,Scraped
United Kingdom,GB,2022-05-19,662,Hub,Scraped
United Kingdom,GB,2022-05-18,730,Hub,Scraped
United Kingdom,GB,2022-05-17,680,Hub,Scraped
United Kingdom,GB,2022-05-16,703,Hub,Scraped
United Kingdom,GB,2022-05-15,640,Hub,Scraped
United Kingdom,GB,2022-05-14,619,Hub,Scraped
United Kingdom,GB,2022-05-13,642,Hub,Scraped
United Kingdom,GB,2022-05-12,796,Hub,Scraped
United Kingdom,GB,2022-05-11,782,Hub,Scraped
United Kingdom,GB,2022-05-10,878,Hub,Scraped
United Kingdom,GB,2022-05-09,858,Hub,Scraped
United Kingdom,GB,2022-05-08,761,Hub,Scraped
United Kingdom,GB,2022-05-07,713,Hub,Scraped
United Kingdom,GB,2022-05-06,830,Hub,Scraped
United Kingdom,GB,2022-05-05,880,Hub,Scraped
United Kingdom,GB,2022-05-04,1013,Hub,Scraped
United Kingdom,GB,2022-05-03,1028,Hub,Scraped
United Kingdom,GB,2022-05-02,950,Hub,Scraped
United Kingdom,GB,2022-05-01,912,Hub,Scraped
United Kingdom,GB,2022-04-30,829,Hub,Scraped
United Kingdom,GB,2022-04-29,1006,Hub,Scraped
United Kingdom,GB,2022-04-28,1080,Hub,Scraped
United Kingdom,GB,2022-04-27,1236,Hub,Scraped
United Kingdom,GB,2022-04-26,1259,Hub,Scraped
United Kingdom,GB,2022-04-25,1279,Hub,Scraped
United Kingdom,GB,2022-04-24,1191,Hub,Scraped
United Kingdom,GB,2022-04-23,1208,Hub,Scraped
United Kingdom,GB,2022-04-22,1370,Hub,Scraped
United Kingdom,GB,2022-04-21,1440,Hub,Scraped
United Kingdom,GB,2022-04-20,1511,Hub,Scraped
United Kingdom,GB,2022-04-19,1626,Hub,Scraped
United Kingdom,GB,2022-04-18,1668,Hub,Scraped
United Kingdom,GB,2022-04-17,1491,Hub,Scraped
United Kingdom,GB,2022-04-16,1451,Hub,Scraped
United Kingdom,GB,2022-04-15,1651,Hub,Scraped
United Kingdom,GB,2022-04-14,1903,Hub,Scraped
United Kingdom,GB,2022-04-13,2121,Hub,Scraped
United Kingdom,GB,2022-04-12,2247,Hub,Scraped
United Kingdom,GB,2022-04-11,2117,Hub,Scraped
United Kingdom,GB,2022-04-10,1995,Hub,Scraped
United Kingdom,GB,2022-04-09,1906,Hub,Scraped
United Kingdom,GB,2022-04-08,2002,Hub,Scraped
United Kingdom,GB,2022-04-07,2267,Hub,Scraped
United Kingdom,GB,2022-04-06,2440,Hub,Scraped
United Kingdom,GB,2022-04-05,2595,Hub,Scraped
United Kingdom,GB,2022-04-04,2458,Hub,Scraped
United Kingdom,GB,2022-04-03,2306,Hub,Scraped
United Kingdom,GB,2022-04-02,2084,Hub,Scraped
United Kingdom,GB,2022-04-01,2149,Hub,Scraped
United Kingdom,GB,2022-03-31,2429,Hub,Scraped
United Kingdom,GB,2022-03-30,2690,Hub,Scraped
United Kingdom,GB,2022-03-29,2562,Hub,Scraped
United Kingdom,GB,2022-03-28,2560,Hub,Scraped
United Kingdom,GB,2022-03-27,2250,Hub,Scraped
United Kingdom,GB,2022-03-26,2137,Hub,Scraped
United Kingdom,GB,2022-03-25,2246,Hub,Scraped
United Kingdom,GB,2022-03-24,2359,Hub,Scraped
United Kingdom,GB,2022-03-23,2501,Hub,Scraped
United Kingdom,GB,2022-03-22,2431,Hub,Scraped
United Kingdom,GB,2022-03-21,2283,Hub,Scraped
United Kingdom,GB,2022-03-20,2038,Hub,Scraped
United Kingdom,GB,2022-03-19,2061,Hub,Scraped
United Kingdom,GB,2022-03-18,1964,Hub,Scraped
United Kingdom,GB,2022-03-17,2087,Hub,Scraped
United Kingdom,GB,2022-03-16,2139,Hub,Scraped
United Kingdom,GB,2022-03-15,2152,Hub,Scraped
United Kingdom,GB,2022-03-14,1993,Hub,Scraped
United Kingdom,GB,2022-03-13,1829,Hub,Scraped
United Kingdom,GB,2022-03-12,1629,Hub,Scraped
United Kingdom,GB,2022-03-11,1739,Hub,Scraped
United Kingdom,GB,2022-03-10,1721,Hub,Scraped
United Kingdom,GB,2022-03-09,1833,Hub,Scraped
United Kingdom,GB,2022-03-08,1699,Hub,Scraped
United Kingdom,GB,2022-03-07,1534,Hub,Scraped
United Kingdom,GB,2022-03-06,1456,Hub,Scraped
United Kingdom,GB,2022-03-05,1246,Hub,Scraped
United Kingdom,GB,2022-03-04,1370,Hub,Scraped
United Kingdom,GB,2022-03-03,1477,Hub,Scraped
United Kingdom,GB,2022-03-02,1460,Hub,Scraped
United Kingdom,GB,2022-03-01,1367,Hub,Scraped
United Kingdom,GB,2022-02-28,1402,Hub,Scraped
United Kingdom,GB,2022-02-27,1103,Hub,Scraped
United Kingdom,GB,2022-02-26,1084,Hub,Scraped
United Kingdom,GB,2022-02-25,1109,Hub,Scraped
United Kingdom,GB,2022-02-24,1226,Hub,Scraped
United Kingdom,GB,2022-02-23,1244,Hub,Scraped
United Kingdom,GB,2022-02-22,1177,Hub,Scraped
United Kingdom,GB,2022-02-21,1244,Hub,Scraped
United Kingdom,GB,2022-02-20,1138,Hub,Scraped
United Kingdom,GB,2022-02-19,1014,Hub,Scraped
United Kingdom,GB,2022-02-18,1102,Hub,Scraped
United Kingdom,GB,2022-02-17,1187,Hub,Scraped
United Kingdom,GB,2022-02-16,1375,Hub,Scraped
United Kingdom,GB,2022-02-15,1371,Hub,Scraped
United Kingdom,GB,2022-02-14,1353,Hub,Scraped
United Kingdom,GB,2022-02-13,1188,Hub,Scraped
United Kingdom,GB,2022-02-12,1149,Hub,Scraped
United Kingdom,GB,2022-02-11,1188,Hub,Scraped
United Kingdom,GB,2022-02-10,1347,Hub,Scraped
United Kingdom,GB,2022-02-09,1426,Hub,Scraped
United Kingdom,GB,2022-02-08,1480,Hub,Scraped
United Kingdom,GB,2022-02-07,1435,Hub,Scraped
United Kingdom,GB,2022-02-06,1352,Hub,Scraped
United Kingdom,GB,2022-02-05,1246,Hub,Scraped
United Kingdom,GB,2022-02-04,1422,Hub,Scraped
United Kingdom,GB,2022-02-03,1497,Hub,Scraped
United Kingdom,GB,2022-02-02,1662,Hub,Scraped
United Kingdom,GB,2022-02-01,1771,Hub,Scraped
United Kingdom,GB,2022-01-31,1663,Hub,Scraped
United Kingdom,GB,2022-01-30,1426,Hub,Scraped
United Kingdom,GB,2022-01-29,1451,Hub,Scraped
United Kingdom,GB,2022-01-28,1530,Hub,Scraped
United Kingdom,GB,2022-01-27,1684,Hub,Scraped
United Kingdom,GB,2022-01-26,1882,Hub,Scraped
United Kingdom,GB,2022-01-25,1901,Hub,Scraped
United Kingdom,GB,2022-01-24,1785,Hub,Scraped
United Kingdom,GB,2022-01-23,1690,Hub,Scraped
United Kingdom,GB,2022-01-22,1439,Hub,Scraped
United Kingdom,GB,2022-01-21,1676,Hub,Scraped
United Kingdom,GB,2022-01-20,1913,Hub,Scraped
United Kingdom,GB,2022-01-19,1991,Hub,Scraped
United Kingdom,GB,2022-01-18,2015,Hub,Scraped
United Kingdom,GB,2022-01-17,2027,Hub,Scraped
United Kingdom,GB,2022-01-16,1942,Hub,Scraped
United Kingdom,GB,2022-01-15,1789,Hub,Scraped
United Kingdom,GB,2022-01-14,1941,Hub,Scraped
United Kingdom,GB,2022-01-13,2162,Hub,Scraped
United Kingdom,GB,2022-01-12,2204,Hub,Scraped
United Kingdom,GB,2022-01-11,2423,Hub,Scraped
United Kingdom,GB,2022-01-10,2459,Hub,Scraped
United Kingdom,GB,2022-01-09,2217,Hub,Scraped
United Kingdom,GB,2022-01-08,2100,Hub,Scraped
United Kingdom,GB,2022-01-07,2047,Hub,Scraped
United Kingdom,GB,2022-01-06,2345,Hub,Scraped
United Kingdom,GB,2022-01-05,2407,Hub,Scraped
United Kingdom,GB,2022-01-04,2402,Hub,Scraped
United Kingdom,GB,2022-01-03,2480,Hub,Scraped
United Kingdom,GB,2022-01-02,2118,Hub,Scraped
United Kingdom,GB,2022-01-01,2077,Hub,Scraped
United Kingdom,GB,2021-12-31,2108,Hub,Scraped
United Kingdom,GB,2021-12-30,2404,Hub,Scraped
United Kingdom,GB,2021-12-29,2637,Hub,Scraped
United Kingdom,GB,2021-12-28,2315,Hub,Scraped
United Kingdom,GB,2021-12-27,1974,Hub,Scraped
United Kingdom,GB,2021-12-26,1548,Hub,Scraped
United Kingdom,GB,2021-12-25,1420,Hub,Scraped
United Kingdom,GB,2021-12-24,1205,Hub,Scraped
United Kingdom,GB,2021-12-23,1405,Hub,Scraped
United Kingdom,GB,2021-12-22,1418,Hub,Scraped
United Kingdom,GB,2021-12-21,1265,Hub,Scraped
United Kingdom,GB,2021-12-20,1224,Hub,Scraped
United Kingdom,GB,2021-12-19,1018,Hub,Scraped
United Kingdom,GB,2021-12-18,840,Hub,Scraped
United Kingdom,GB,2021-12-17,881,Hub,Scraped
United Kingdom,GB,2021-12-16,924,Hub,Scraped
United Kingdom,GB,2021-12-15,954,Hub,Scraped
United Kingdom,GB,2021-12-14,957,Hub,Scraped
United Kingdom,GB,2021-12-13,929,Hub,Scraped
United Kingdom,GB,2021-12-12,869,Hub,Scraped
United Kingdom,GB,2021-12-11,793,Hub,Scraped
United Kingdom,GB,2021-12-10,831,Hub,Scraped
United Kingdom,GB,2021-12-09,953,Hub,Scraped
United Kingdom,GB,2021-12-08,888,Hub,Scraped
United Kingdom,GB,2021-12-07,946,Hub,Scraped
United Kingdom,GB,2021-12-06,871,Hub,Scraped
United Kingdom,GB,2021-12-05,845,Hub,Scraped
United Kingdom,GB,2021-12-04,752,Hub,Scraped
United Kingdom,GB,2021-12-03,736,Hub,Scraped
United Kingdom,GB,2021-12-02,842,Hub,Scraped
United Kingdom,GB,2021-12-01,828,Hub,Scraped
United Kingdom,GB,2021-11-30,841,Hub,Scraped
United Kingdom,GB,2021-11-29,809,Hub,Scraped
United Kingdom,GB,2021-11-28,715,Hub,Scraped
United Kingdom,GB,2021-11-27,717,Hub,Scraped
United Kingdom,GB,2021-11-26,734,Hub,Scraped
United Kingdom,GB,2021-11-25,776,Hub,Scraped
United Kingdom,GB,2021-11-24,911,Hub,Scraped
United Kingdom,GB,2021-11-23,786,Hub,Scraped
United Kingdom,GB,2021-11-22,743,Hub,Scraped
United Kingdom,GB,2021-11-21,758,Hub,Scraped
United Kingdom,GB,2021-11-20,735,Hub,Scraped
United Kingdom,GB,2021-11-19,775,Hub,Scraped
United Kingdom,GB,2021-11-18,843,Hub,Scraped
United Kingdom,GB,2021-11-17,867,Hub,Scraped
United Kingdom,GB,2021-11-16,905,Hub,Scraped
United Kingdom,GB,2021-11-15,839,Hub,Scraped
United Kingdom,GB,2021-11-14,808,Hub,Scraped
United Kingdom,GB,2021-11-13,778,Hub,Scraped
United Kingdom,GB,2021-11-12,892,Hub,Scraped
United Kingdom,GB,2021-11-11,965,Hub,Scraped
United Kingdom,GB,2021-11-10,989,Hub,Scraped
United Kingdom,GB,2021-11-09,996,Hub,Scraped
United Kingdom,GB,2021-11-08,1015,Hub,Scraped
United Kingdom,GB,2021-11-07,888,Hub,Scraped
United Kingdom,GB,2021-11-06,831,Hub,Scraped
United Kingdom,GB,2021-11-05,861,Hub,Scraped
United Kingdom,GB,2021-11-04,889,Hub,Scraped
United Kingdom,GB,2021-11-03,985,Hub,Scraped
United Kingdom,GB,2021-11-02,1084,Hub,Scraped
United Kingdom,GB,2021-11-01,1099,Hub,Scraped
United Kingdom,GB,2021-10-31,1009,Hub,Scraped
United Kingdom,GB,2021-10-30,905,Hub,Scraped
United Kingdom,GB,2021-10-29,1032,Hub,Scraped
United Kingdom,GB,2021-10-28,1087,Hub,Scraped
United Kingdom,GB,2021-10-27,1166,Hub,Scraped
United Kingdom,GB,2021-10-26,1123,Hub,Scraped
United Kingdom,GB,2021-10-25,1068,Hub,Scraped
United Kingdom,GB,2021-10-24,972,Hub,Scraped
United Kingdom,GB,2021-10-23,916,Hub,Scraped
United Kingdom,GB,2021-10-22,949,Hub,Scraped
United Kingdom,GB,2021-10-21,988,Hub,Scraped
United Kingdom,GB,2021-10-20,1113,Hub,Scraped
United Kingdom,GB,2021-10-19,1114,Hub,Scraped
United Kingdom,GB,2021-10-18,1089,Hub,Scraped
United Kingdom,GB,2021-10-17,974,Hub,Scraped
United Kingdom,GB,2021-10-16,886,Hub,Scraped
United Kingdom,GB,2021-10-15,958,Hub,Scraped
United Kingdom,GB,2021-10-14,915,Hub,Scraped
United Kingdom,GB,2021-10-13,932,Hub,Scraped
United Kingdom,GB,2021-10-12,946,Hub,Scraped
United Kingdom,GB,2021-10-11,850,Hub,Scraped
