location_name,location,date,value,source,type
Belgium,BE,2020-05-10,62,Public,Scraped
Belgium,BE,2020-05-11,48,Public,Scraped
Belgium,BE,2020-05-12,74,Public,Scraped
Belgium,BE,2020-05-13,83,Public,Scraped
Belgium,BE,2020-05-14,66,Public,Scraped
Belgium,BE,2020-05-15,65,Public,Scraped
Belgium,BE,2020-05-16,62,Public,Scraped
Belgium,BE,2020-05-17,45,Public,Scraped
Belgium,BE,2020-05-18,52,Public,Scraped
Belgium,BE,2020-05-19,59,Public,Scraped
Belgium,BE,2020-05-20,77,Public,Scraped
Belgium,BE,2020-05-21,63,Public,Scraped
Belgium,BE,2020-05-22,37,Public,Scraped
Belgium,BE,2020-05-23,56,Public,Scraped
Belgium,BE,2020-05-24,31,Public,Scraped
Belgium,BE,2020-05-25,39,Public,Scraped
Belgium,BE,2020-05-26,39,Public,Scraped
Belgium,BE,2020-05-27,53,Public,Scraped
Belgium,BE,2020-05-28,28,Public,Scraped
Belgium,BE,2020-05-29,28,Public,Scraped
Belgium,BE,2020-05-30,42,Public,Scraped
Belgium,BE,2020-05-31,26,Public,Scraped
Belgium,BE,2020-06-01,29,Public,Scraped
Belgium,BE,2020-06-02,36,Public,Scraped
Belgium,BE,2020-06-03,22,Public,Scraped
Belgium,BE,2020-06-04,34,Public,Scraped
Belgium,BE,2020-06-05,30,Public,Scraped
Belgium,BE,2020-06-06,23,Public,Scraped
Belgium,BE,2020-06-07,24,Public,Scraped
Belgium,BE,2020-06-08,18,Public,Scraped
Belgium,BE,2020-06-09,24,Public,Scraped
Belgium,BE,2020-06-10,20,Public,Scraped
Belgium,BE,2020-06-11,33,Public,Scraped
Belgium,BE,2020-06-12,25,Public,Scraped
Belgium,BE,2020-06-13,11,Public,Scraped
Belgium,BE,2020-06-14,16,Public,Scraped
Belgium,BE,2020-06-15,12,Public,Scraped
Belgium,BE,2020-06-16,27,Public,Scraped
Belgium,BE,2020-06-17,19,Public,Scraped
Belgium,BE,2020-06-18,21,Public,Scraped
Belgium,BE,2020-06-19,21,Public,Scraped
Belgium,BE,2020-06-20,18,Public,Scraped
Belgium,BE,2020-06-21,12,Public,Scraped
Belgium,BE,2020-06-22,14,Public,Scraped
Belgium,BE,2020-06-23,12,Public,Scraped
Belgium,BE,2020-06-24,16,Public,Scraped
Belgium,BE,2020-06-25,21,Public,Scraped
Belgium,BE,2020-06-26,18,Public,Scraped
Belgium,BE,2020-06-27,16,Public,Scraped
Belgium,BE,2020-06-28,7,Public,Scraped
Belgium,BE,2020-06-29,14,Public,Scraped
Belgium,BE,2020-06-30,17,Public,Scraped
Belgium,BE,2020-07-01,9,Public,Scraped
Belgium,BE,2020-09-29,91,Public,Scraped
Belgium,BE,2020-09-30,89,Public,Scraped
Belgium,BE,2020-10-01,90,Public,Scraped
Belgium,BE,2020-10-02,75,Public,Scraped
Belgium,BE,2020-10-03,79,Public,Scraped
Belgium,BE,2020-10-04,91,Public,Scraped
Belgium,BE,2020-10-05,91,Public,Scraped
Belgium,BE,2020-10-06,113,Public,Scraped
Belgium,BE,2020-10-07,145,Public,Scraped
Belgium,BE,2020-10-08,131,Public,Scraped
Belgium,BE,2020-10-09,151,Public,Scraped
Belgium,BE,2020-10-10,165,Public,Scraped
Belgium,BE,2020-10-11,141,Public,Scraped
Belgium,BE,2020-10-12,179,Public,Scraped
Belgium,BE,2020-10-13,224,Public,Scraped
Belgium,BE,2020-10-14,266,Public,Scraped
Belgium,BE,2020-10-15,292,Public,Scraped
Belgium,BE,2020-10-16,252,Public,Scraped
Belgium,BE,2020-10-17,365,Public,Scraped
Belgium,BE,2020-10-18,271,Public,Scraped
Belgium,BE,2020-10-19,274,Public,Scraped
Belgium,BE,2020-10-20,428,Public,Scraped
Belgium,BE,2020-10-21,437,Public,Scraped
Belgium,BE,2020-10-22,520,Public,Scraped
Belgium,BE,2020-10-23,617,Public,Scraped
Belgium,BE,2020-10-24,610,Public,Scraped
Belgium,BE,2020-10-25,529,Public,Scraped
Belgium,BE,2020-10-26,545,Public,Scraped
Belgium,BE,2020-10-27,707,Public,Scraped
Belgium,BE,2020-10-28,759,Public,Scraped
Belgium,BE,2020-10-29,688,Public,Scraped
Belgium,BE,2020-10-30,748,Public,Scraped
Belgium,BE,2020-10-31,707,Public,Scraped
Belgium,BE,2020-11-01,578,Public,Scraped
Belgium,BE,2020-11-02,612,Public,Scraped
Belgium,BE,2020-11-03,899,Public,Scraped
Belgium,BE,2020-11-04,675,Public,Scraped
Belgium,BE,2020-11-05,577,Public,Scraped
Belgium,BE,2020-11-06,606,Public,Scraped
Belgium,BE,2020-11-07,516,Public,Scraped
Belgium,BE,2020-11-08,415,Public,Scraped
Belgium,BE,2020-11-09,443,Public,Scraped
Belgium,BE,2020-11-10,618,Public,Scraped
Belgium,BE,2020-11-11,565,Public,Scraped
Belgium,BE,2020-11-12,414,Public,Scraped
Belgium,BE,2020-11-13,526,Public,Scraped
Belgium,BE,2020-11-14,461,Public,Scraped
Belgium,BE,2020-11-15,305,Public,Scraped
Belgium,BE,2020-11-16,285,Public,Scraped
Belgium,BE,2020-11-17,380,Public,Scraped
Belgium,BE,2020-11-18,358,Public,Scraped
Belgium,BE,2020-11-19,363,Public,Scraped
Belgium,BE,2020-11-20,323,Public,Scraped
Belgium,BE,2020-11-21,261,Public,Scraped
Belgium,BE,2020-11-22,215,Public,Scraped
Belgium,BE,2020-11-23,211,Public,Scraped
Belgium,BE,2020-11-24,305,Public,Scraped
Belgium,BE,2020-11-25,285,Public,Scraped
Belgium,BE,2020-11-26,257,Public,Scraped
Belgium,BE,2020-11-27,234,Public,Scraped
Belgium,BE,2020-11-28,225,Public,Scraped
Belgium,BE,2020-11-29,149,Public,Scraped
Belgium,BE,2020-11-30,123,Public,Scraped
Belgium,BE,2020-12-01,208,Public,Scraped
Belgium,BE,2020-12-02,238,Public,Scraped
Belgium,BE,2020-12-03,196,Public,Scraped
Belgium,BE,2020-12-04,219,Public,Scraped
Belgium,BE,2020-12-05,226,Public,Scraped
Belgium,BE,2020-12-06,151,Public,Scraped
Belgium,BE,2020-12-07,147,Public,Scraped
Belgium,BE,2020-12-08,215,Public,Scraped
Belgium,BE,2020-12-09,185,Public,Scraped
Belgium,BE,2020-12-10,207,Public,Scraped
Belgium,BE,2020-12-11,184,Public,Scraped
Belgium,BE,2020-12-12,185,Public,Scraped
Belgium,BE,2020-12-13,187,Public,Scraped
Belgium,BE,2020-12-14,125,Public,Scraped
Belgium,BE,2020-12-15,225,Public,Scraped
Belgium,BE,2020-12-16,201,Public,Scraped
Belgium,BE,2020-12-17,208,Public,Scraped
Belgium,BE,2020-12-18,201,Public,Scraped
Belgium,BE,2020-12-19,198,Public,Scraped
Belgium,BE,2020-12-20,133,Public,Scraped
Belgium,BE,2020-12-21,139,Public,Scraped
Belgium,BE,2020-12-22,219,Public,Scraped
Belgium,BE,2020-12-23,190,Public,Scraped
Belgium,BE,2020-12-24,211,Public,Scraped
Belgium,BE,2020-12-25,151,Public,Scraped
Belgium,BE,2020-12-26,95,Public,Scraped
Belgium,BE,2020-12-27,158,Public,Scraped
Belgium,BE,2020-12-28,150,Public,Scraped
Belgium,BE,2020-12-29,208,Public,Scraped
Belgium,BE,2020-12-30,159,Public,Scraped
Belgium,BE,2020-12-31,145,Public,Scraped
Belgium,BE,2021-01-01,150,Public,Scraped
Belgium,BE,2021-01-02,110,Public,Scraped
Belgium,BE,2021-01-03,137,Public,Scraped
Belgium,BE,2021-01-04,110,Public,Scraped
Belgium,BE,2021-01-05,149,Public,Scraped
Belgium,BE,2021-01-06,145,Public,Scraped
Belgium,BE,2021-01-07,156,Public,Scraped
Belgium,BE,2021-01-08,141,Public,Scraped
Belgium,BE,2021-01-09,137,Public,Scraped
Belgium,BE,2021-01-10,85,Public,Scraped
Belgium,BE,2021-01-11,94,Public,Scraped
Belgium,BE,2021-01-12,139,Public,Scraped
Belgium,BE,2021-01-13,142,Public,Scraped
Belgium,BE,2021-01-14,133,Public,Scraped
Belgium,BE,2021-01-15,142,Public,Scraped
Belgium,BE,2021-01-16,111,Public,Scraped
Belgium,BE,2021-01-17,79,Public,Scraped
Belgium,BE,2021-01-18,105,Public,Scraped
Belgium,BE,2021-01-19,187,Public,Scraped
Belgium,BE,2020-03-15,70,Public,Scraped
Belgium,BE,2020-03-16,88,Public,Scraped
Belgium,BE,2020-03-17,125,Public,Scraped
Belgium,BE,2020-03-18,179,Public,Scraped
Belgium,BE,2020-03-19,213,Public,Scraped
Belgium,BE,2020-03-20,294,Public,Scraped
Belgium,BE,2020-03-21,322,Public,Scraped
Belgium,BE,2020-03-22,278,Public,Scraped
Belgium,BE,2020-03-23,268,Public,Scraped
Belgium,BE,2020-03-24,420,Public,Scraped
Belgium,BE,2020-03-25,543,Public,Scraped
Belgium,BE,2020-03-26,494,Public,Scraped
Belgium,BE,2020-03-27,587,Public,Scraped
Belgium,BE,2020-03-28,642,Public,Scraped
Belgium,BE,2020-03-29,545,Public,Scraped
Belgium,BE,2020-03-30,486,Public,Scraped
Belgium,BE,2020-03-31,550,Public,Scraped
Belgium,BE,2020-04-01,599,Public,Scraped
Belgium,BE,2020-04-02,572,Public,Scraped
Belgium,BE,2020-04-03,502,Public,Scraped
Belgium,BE,2020-04-04,502,Public,Scraped
Belgium,BE,2020-04-05,360,Public,Scraped
Belgium,BE,2020-04-06,324,Public,Scraped
Belgium,BE,2020-04-07,475,Public,Scraped
Belgium,BE,2020-04-08,464,Public,Scraped
Belgium,BE,2020-04-09,467,Public,Scraped
Belgium,BE,2020-04-10,431,Public,Scraped
Belgium,BE,2020-04-11,392,Public,Scraped
Belgium,BE,2020-04-12,277,Public,Scraped
Belgium,BE,2020-04-13,244,Public,Scraped
