location_name,location,date,value,source,type
United Kingdom,GB,2021-09-13,942,Hub,Scraped
United Kingdom,GB,2021-09-12,866,Hub,Scraped
United Kingdom,GB,2021-09-11,850,Hub,Scraped
United Kingdom,GB,2021-09-10,925,Hub,Scraped
United Kingdom,GB,2021-09-09,1038,Hub,Scraped
United Kingdom,GB,2021-09-08,1168,Hub,Scraped
United Kingdom,GB,2021-09-07,1107,Hub,Scraped
United Kingdom,GB,2021-09-06,1081,Hub,Scraped
United Kingdom,GB,2021-09-05,878,Hub,Scraped
United Kingdom,GB,2021-09-04,953,Hub,Scraped
United Kingdom,GB,2021-09-03,929,Hub,Scraped
United Kingdom,GB,2021-09-02,1002,Hub,Scraped
United Kingdom,GB,2021-09-01,1083,Hub,Scraped
United Kingdom,GB,2021-08-31,1005,Hub,Scraped
United Kingdom,GB,2021-08-30,1006,Hub,Scraped
United Kingdom,GB,2021-08-29,858,Hub,Scraped
United Kingdom,GB,2021-08-28,863,Hub,Scraped
United Kingdom,GB,2021-08-27,944,Hub,Scraped
United Kingdom,GB,2021-08-26,960,Hub,Scraped
United Kingdom,GB,2021-08-25,1038,Hub,Scraped
United Kingdom,GB,2021-08-24,1001,Hub,Scraped
United Kingdom,GB,2021-08-23,971,Hub,Scraped
United Kingdom,GB,2021-08-22,833,Hub,Scraped
United Kingdom,GB,2021-08-21,877,Hub,Scraped
United Kingdom,GB,2021-08-20,873,Hub,Scraped
United Kingdom,GB,2021-08-19,948,Hub,Scraped
United Kingdom,GB,2021-08-18,913,Hub,Scraped
United Kingdom,GB,2021-08-17,977,Hub,Scraped
United Kingdom,GB,2021-08-16,874,Hub,Scraped
United Kingdom,GB,2021-08-15,810,Hub,Scraped
United Kingdom,GB,2021-08-14,791,Hub,Scraped
United Kingdom,GB,2021-08-13,793,Hub,Scraped
United Kingdom,GB,2021-08-12,861,Hub,Scraped
United Kingdom,GB,2021-08-11,851,Hub,Scraped
United Kingdom,GB,2021-08-10,894,Hub,Scraped
United Kingdom,GB,2021-08-09,759,Hub,Scraped
United Kingdom,GB,2021-08-08,744,Hub,Scraped
United Kingdom,GB,2021-08-07,731,Hub,Scraped
United Kingdom,GB,2021-08-06,783,Hub,Scraped
United Kingdom,GB,2021-08-05,820,Hub,Scraped
United Kingdom,GB,2021-08-04,838,Hub,Scraped
United Kingdom,GB,2021-08-03,764,Hub,Scraped
United Kingdom,GB,2021-08-02,789,Hub,Scraped
United Kingdom,GB,2021-08-01,740,Hub,Scraped
United Kingdom,GB,2021-07-31,677,Hub,Scraped
United Kingdom,GB,2021-07-30,750,Hub,Scraped
United Kingdom,GB,2021-07-29,840,Hub,Scraped
United Kingdom,GB,2021-07-28,853,Hub,Scraped
United Kingdom,GB,2021-07-27,921,Hub,Scraped
United Kingdom,GB,2021-07-26,939,Hub,Scraped
United Kingdom,GB,2021-07-25,944,Hub,Scraped
