location,target,type,quantile,forecast_date,target_end_date,value
AT,1 wk ahead inc case,point,NA,2021-09-06,2021-09-11,12130
BE,1 wk ahead inc case,point,NA,2021-09-06,2021-09-11,12650
BG,1 wk ahead inc case,point,NA,2021-09-06,2021-09-11,9578
CH,1 wk ahead inc case,point,NA,2021-09-06,2021-09-11,16171
CY,1 wk ahead inc case,point,NA,2021-09-06,2021-09-11,1504
CZ,1 wk ahead inc case,point,NA,2021-09-06,2021-09-11,1918
DE,1 wk ahead inc case,point,NA,2021-09-06,2021-09-11,72952
DK,1 wk ahead inc case,point,NA,2021-09-06,2021-09-11,3891
EE,1 wk ahead inc case,point,NA,2021-09-06,2021-09-11,2370
ES,1 wk ahead inc case,point,NA,2021-09-06,2021-09-11,22907
FI,1 wk ahead inc case,point,NA,2021-09-06,2021-09-11,5038
FR,1 wk ahead inc case,point,NA,2021-09-06,2021-09-11,83221
GB,1 wk ahead inc case,point,NA,2021-09-06,2021-09-11,261011
GR,1 wk ahead inc case,point,NA,2021-09-06,2021-09-11,15584
HR,1 wk ahead inc case,point,NA,2021-09-06,2021-09-11,5127
HU,1 wk ahead inc case,point,NA,2021-09-06,2021-09-11,1429
IE,1 wk ahead inc case,point,NA,2021-09-06,2021-09-11,8766
IS,1 wk ahead inc case,point,NA,2021-09-06,2021-09-11,221
IT,1 wk ahead inc case,point,NA,2021-09-06,2021-09-11,38637
LI,1 wk ahead inc case,point,NA,2021-09-06,2021-09-11,73
LT,1 wk ahead inc case,point,NA,2021-09-06,2021-09-11,5190
LU,1 wk ahead inc case,point,NA,2021-09-06,2021-09-11,509
LV,1 wk ahead inc case,point,NA,2021-09-06,2021-09-11,2745
MT,1 wk ahead inc case,point,NA,2021-09-06,2021-09-11,384
NL,1 wk ahead inc case,point,NA,2021-09-06,2021-09-11,17597
NO,1 wk ahead inc case,point,NA,2021-09-06,2021-09-11,11381
PL,1 wk ahead inc case,point,NA,2021-09-06,2021-09-11,2339
PT,1 wk ahead inc case,point,NA,2021-09-06,2021-09-11,9430
RO,1 wk ahead inc case,point,NA,2021-09-06,2021-09-11,11098
SE,1 wk ahead inc case,point,NA,2021-09-06,2021-09-11,7486
SI,1 wk ahead inc case,point,NA,2021-09-06,2021-09-11,4381
SK,1 wk ahead inc case,point,NA,2021-09-06,2021-09-11,1615
AT,1 wk ahead inc death,point,NA,2021-09-06,2021-09-11,40
BE,1 wk ahead inc death,point,NA,2021-09-06,2021-09-11,17
BG,1 wk ahead inc death,point,NA,2021-09-06,2021-09-11,450
CH,1 wk ahead inc death,point,NA,2021-09-06,2021-09-11,39
CY,1 wk ahead inc death,point,NA,2021-09-06,2021-09-11,13
CZ,1 wk ahead inc death,point,NA,2021-09-06,2021-09-11,4
DE,1 wk ahead inc death,point,NA,2021-09-06,2021-09-11,237
DK,1 wk ahead inc death,point,NA,2021-09-06,2021-09-11,4
EE,1 wk ahead inc death,point,NA,2021-09-06,2021-09-11,15
ES,1 wk ahead inc death,point,NA,2021-09-06,2021-09-11,658
FI,1 wk ahead inc death,point,NA,2021-09-06,2021-09-11,24
FR,1 wk ahead inc death,point,NA,2021-09-06,2021-09-11,690
GB,1 wk ahead inc death,point,NA,2021-09-06,2021-09-11,920
GR,1 wk ahead inc death,point,NA,2021-09-06,2021-09-11,285
HR,1 wk ahead inc death,point,NA,2021-09-06,2021-09-11,55
HU,1 wk ahead inc death,point,NA,2021-09-06,2021-09-11,2
IE,1 wk ahead inc death,point,NA,2021-09-06,2021-09-11,15
IS,1 wk ahead inc death,point,NA,2021-09-06,2021-09-11,0
IT,1 wk ahead inc death,point,NA,2021-09-06,2021-09-11,460
LI,1 wk ahead inc death,point,NA,2021-09-06,2021-09-11,0
LT,1 wk ahead inc death,point,NA,2021-09-06,2021-09-11,78
LU,1 wk ahead inc death,point,NA,2021-09-06,2021-09-11,0
LV,1 wk ahead inc death,point,NA,2021-09-06,2021-09-11,8
MT,1 wk ahead inc death,point,NA,2021-09-06,2021-09-11,5
NL,1 wk ahead inc death,point,NA,2021-09-06,2021-09-11,71
NO,1 wk ahead inc death,point,NA,2021-09-06,2021-09-11,0
PL,1 wk ahead inc death,point,NA,2021-09-06,2021-09-11,43
PT,1 wk ahead inc death,point,NA,2021-09-06,2021-09-11,91
RO,1 wk ahead inc death,point,NA,2021-09-06,2021-09-11,186
SE,1 wk ahead inc death,point,NA,2021-09-06,2021-09-11,0
SI,1 wk ahead inc death,point,NA,2021-09-06,2021-09-11,9
SK,1 wk ahead inc death,point,NA,2021-09-06,2021-09-11,3
