location,target,type,quantile,forecast_date,target_end_date,value
AT,1 wk ahead inc case,point,NA,2021-09-13,2021-09-18,14709
BE,1 wk ahead inc case,point,NA,2021-09-13,2021-09-18,11445
BG,1 wk ahead inc case,point,NA,2021-09-13,2021-09-18,9858
CH,1 wk ahead inc case,point,NA,2021-09-13,2021-09-18,18676
CY,1 wk ahead inc case,point,NA,2021-09-13,2021-09-18,887
CZ,1 wk ahead inc case,point,NA,2021-09-13,2021-09-18,2845
DE,1 wk ahead inc case,point,NA,2021-09-13,2021-09-18,79215
DK,1 wk ahead inc case,point,NA,2021-09-13,2021-09-18,2483
EE,1 wk ahead inc case,point,NA,2021-09-13,2021-09-18,3287
ES,1 wk ahead inc case,point,NA,2021-09-13,2021-09-18,13786
FI,1 wk ahead inc case,point,NA,2021-09-13,2021-09-18,3715
FR,1 wk ahead inc case,point,NA,2021-09-13,2021-09-18,45988
GB,1 wk ahead inc case,point,NA,2021-09-13,2021-09-18,233344
GR,1 wk ahead inc case,point,NA,2021-09-13,2021-09-18,12202
HR,1 wk ahead inc case,point,NA,2021-09-13,2021-09-18,6597
HU,1 wk ahead inc case,point,NA,2021-09-13,2021-09-18,1888
IE,1 wk ahead inc case,point,NA,2021-09-13,2021-09-18,8583
IS,1 wk ahead inc case,point,NA,2021-09-13,2021-09-18,115
IT,1 wk ahead inc case,point,NA,2021-09-13,2021-09-18,30424
LI,1 wk ahead inc case,point,NA,2021-09-13,2021-09-18,50
LT,1 wk ahead inc case,point,NA,2021-09-13,2021-09-18,6559
LU,1 wk ahead inc case,point,NA,2021-09-13,2021-09-18,510
LV,1 wk ahead inc case,point,NA,2021-09-13,2021-09-18,3254
MT,1 wk ahead inc case,point,NA,2021-09-13,2021-09-18,275
NL,1 wk ahead inc case,point,NA,2021-09-13,2021-09-18,14709
NO,1 wk ahead inc case,point,NA,2021-09-13,2021-09-18,7414
PL,1 wk ahead inc case,point,NA,2021-09-13,2021-09-18,3586
PT,1 wk ahead inc case,point,NA,2021-09-13,2021-09-18,6073
RO,1 wk ahead inc case,point,NA,2021-09-13,2021-09-18,18290
SE,1 wk ahead inc case,point,NA,2021-09-13,2021-09-18,5660
SI,1 wk ahead inc case,point,NA,2021-09-13,2021-09-18,6904
SK,1 wk ahead inc case,point,NA,2021-09-13,2021-09-18,3403
AT,1 wk ahead inc death,point,NA,2021-09-13,2021-09-18,46
BE,1 wk ahead inc death,point,NA,2021-09-13,2021-09-18,43
BG,1 wk ahead inc death,point,NA,2021-09-13,2021-09-18,490
CH,1 wk ahead inc death,point,NA,2021-09-13,2021-09-18,36
CY,1 wk ahead inc death,point,NA,2021-09-13,2021-09-18,14
CZ,1 wk ahead inc death,point,NA,2021-09-13,2021-09-18,0
DE,1 wk ahead inc death,point,NA,2021-09-13,2021-09-18,322
DK,1 wk ahead inc death,point,NA,2021-09-13,2021-09-18,23
EE,1 wk ahead inc death,point,NA,2021-09-13,2021-09-18,15
ES,1 wk ahead inc death,point,NA,2021-09-13,2021-09-18,372
FI,1 wk ahead inc death,point,NA,2021-09-13,2021-09-18,17
FR,1 wk ahead inc death,point,NA,2021-09-13,2021-09-18,589
GB,1 wk ahead inc death,point,NA,2021-09-13,2021-09-18,959
GR,1 wk ahead inc death,point,NA,2021-09-13,2021-09-18,294
HR,1 wk ahead inc death,point,NA,2021-09-13,2021-09-18,103
HU,1 wk ahead inc death,point,NA,2021-09-13,2021-09-18,26
IE,1 wk ahead inc death,point,NA,2021-09-13,2021-09-18,55
IS,1 wk ahead inc death,point,NA,2021-09-13,2021-09-18,0
IT,1 wk ahead inc death,point,NA,2021-09-13,2021-09-18,385
LI,1 wk ahead inc death,point,NA,2021-09-13,2021-09-18,0
LT,1 wk ahead inc death,point,NA,2021-09-13,2021-09-18,79
LU,1 wk ahead inc death,point,NA,2021-09-13,2021-09-18,2
LV,1 wk ahead inc death,point,NA,2021-09-13,2021-09-18,30
MT,1 wk ahead inc death,point,NA,2021-09-13,2021-09-18,6
NL,1 wk ahead inc death,point,NA,2021-09-13,2021-09-18,17
NO,1 wk ahead inc death,point,NA,2021-09-13,2021-09-18,5
PL,1 wk ahead inc death,point,NA,2021-09-13,2021-09-18,46
PT,1 wk ahead inc death,point,NA,2021-09-13,2021-09-18,53
RO,1 wk ahead inc death,point,NA,2021-09-13,2021-09-18,310
SE,1 wk ahead inc death,point,NA,2021-09-13,2021-09-18,2
SI,1 wk ahead inc death,point,NA,2021-09-13,2021-09-18,15
SK,1 wk ahead inc death,point,NA,2021-09-13,2021-09-18,6
