location,target,type,quantile,forecast_date,target_end_date,value
AT,1 wk ahead inc case,point,NA,2021-05-31,2021-06-05,2369
BE,1 wk ahead inc case,point,NA,2021-05-31,2021-06-05,10329
BG,1 wk ahead inc case,point,NA,2021-05-31,2021-06-05,837
CH,1 wk ahead inc case,point,NA,2021-05-31,2021-06-05,3710
CY,1 wk ahead inc case,point,NA,2021-05-31,2021-06-05,256
CZ,1 wk ahead inc case,point,NA,2021-05-31,2021-06-05,1592
DE,1 wk ahead inc case,point,NA,2021-05-31,2021-06-05,14659
DK,1 wk ahead inc case,point,NA,2021-05-31,2021-06-05,6743
EE,1 wk ahead inc case,point,NA,2021-05-31,2021-06-05,525
ES,1 wk ahead inc case,point,NA,2021-05-31,2021-06-05,24543
FI,1 wk ahead inc case,point,NA,2021-05-31,2021-06-05,796
FR,1 wk ahead inc case,point,NA,2021-05-31,2021-06-05,50975
GB,1 wk ahead inc case,point,NA,2021-05-31,2021-06-05,23657
GR,1 wk ahead inc case,point,NA,2021-05-31,2021-06-05,10207
HR,1 wk ahead inc case,point,NA,2021-05-31,2021-06-05,1202
HU,1 wk ahead inc case,point,NA,2021-05-31,2021-06-05,1435
IE,1 wk ahead inc case,point,NA,2021-05-31,2021-06-05,0
IS,1 wk ahead inc case,point,NA,2021-05-31,2021-06-05,1
IT,1 wk ahead inc case,point,NA,2021-05-31,2021-06-05,16704
LI,1 wk ahead inc case,point,NA,2021-05-31,2021-06-05,5
LT,1 wk ahead inc case,point,NA,2021-05-31,2021-06-05,2030
LU,1 wk ahead inc case,point,NA,2021-05-31,2021-06-05,24
LV,1 wk ahead inc case,point,NA,2021-05-31,2021-06-05,1411
MT,1 wk ahead inc case,point,NA,2021-05-31,2021-06-05,20
NL,1 wk ahead inc case,point,NA,2021-05-31,2021-06-05,17454
NO,1 wk ahead inc case,point,NA,2021-05-31,2021-06-05,2038
PL,1 wk ahead inc case,point,NA,2021-05-31,2021-06-05,2803
PT,1 wk ahead inc case,point,NA,2021-05-31,2021-06-05,3708
RO,1 wk ahead inc case,point,NA,2021-05-31,2021-06-05,826
SE,1 wk ahead inc case,point,NA,2021-05-31,2021-06-05,4474
SI,1 wk ahead inc case,point,NA,2021-05-31,2021-06-05,1460
SK,1 wk ahead inc case,point,NA,2021-05-31,2021-06-05,768
AT,1 wk ahead inc death,point,NA,2021-05-31,2021-06-05,48
BE,1 wk ahead inc death,point,NA,2021-05-31,2021-06-05,78
BG,1 wk ahead inc death,point,NA,2021-05-31,2021-06-05,98
CH,1 wk ahead inc death,point,NA,2021-05-31,2021-06-05,26
CY,1 wk ahead inc death,point,NA,2021-05-31,2021-06-05,6
CZ,1 wk ahead inc death,point,NA,2021-05-31,2021-06-05,45
DE,1 wk ahead inc death,point,NA,2021-05-31,2021-06-05,769
DK,1 wk ahead inc death,point,NA,2021-05-31,2021-06-05,4
EE,1 wk ahead inc death,point,NA,2021-05-31,2021-06-05,8
ES,1 wk ahead inc death,point,NA,2021-05-31,2021-06-05,180
FI,1 wk ahead inc death,point,NA,2021-05-31,2021-06-05,17
FR,1 wk ahead inc death,point,NA,2021-05-31,2021-06-05,703
GB,1 wk ahead inc death,point,NA,2021-05-31,2021-06-05,74
GR,1 wk ahead inc death,point,NA,2021-05-31,2021-06-05,214
HR,1 wk ahead inc death,point,NA,2021-05-31,2021-06-05,57
HU,1 wk ahead inc death,point,NA,2021-05-31,2021-06-05,125
IE,1 wk ahead inc death,point,NA,2021-05-31,2021-06-05,0
IS,1 wk ahead inc death,point,NA,2021-05-31,2021-06-05,0
IT,1 wk ahead inc death,point,NA,2021-05-31,2021-06-05,587
LI,1 wk ahead inc death,point,NA,2021-05-31,2021-06-05,0
LT,1 wk ahead inc death,point,NA,2021-05-31,2021-06-05,75
LU,1 wk ahead inc death,point,NA,2021-05-31,2021-06-05,4
LV,1 wk ahead inc death,point,NA,2021-05-31,2021-06-05,33
MT,1 wk ahead inc death,point,NA,2021-05-31,2021-06-05,1
NL,1 wk ahead inc death,point,NA,2021-05-31,2021-06-05,62
NO,1 wk ahead inc death,point,NA,2021-05-31,2021-06-05,1
PL,1 wk ahead inc death,point,NA,2021-05-31,2021-06-05,495
PT,1 wk ahead inc death,point,NA,2021-05-31,2021-06-05,2
RO,1 wk ahead inc death,point,NA,2021-05-31,2021-06-05,288
SE,1 wk ahead inc death,point,NA,2021-05-31,2021-06-05,81
SI,1 wk ahead inc death,point,NA,2021-05-31,2021-06-05,18
SK,1 wk ahead inc death,point,NA,2021-05-31,2021-06-05,33
