location,target,type,quantile,forecast_date,target_end_date,value
AT,1 wk ahead inc case,point,NA,2022-01-17,2022-01-22,130985
BE,1 wk ahead inc case,point,NA,2022-01-17,2022-01-22,198666
BG,1 wk ahead inc case,point,NA,2022-01-17,2022-01-22,39301
CH,1 wk ahead inc case,point,NA,2022-01-17,2022-01-22,228301
CY,1 wk ahead inc case,point,NA,2022-01-17,2022-01-22,20645
CZ,1 wk ahead inc case,point,NA,2022-01-17,2022-01-22,71436
DE,1 wk ahead inc case,point,NA,2022-01-17,2022-01-22,482284
DK,1 wk ahead inc case,point,NA,2022-01-17,2022-01-22,177411
EE,1 wk ahead inc case,point,NA,2022-01-17,2022-01-22,17578
ES,1 wk ahead inc case,point,NA,2022-01-17,2022-01-22,1061672
FI,1 wk ahead inc case,point,NA,2022-01-17,2022-01-22,71115
FR,1 wk ahead inc case,point,NA,2022-01-17,2022-01-22,2523795
GB,1 wk ahead inc case,point,NA,2022-01-17,2022-01-22,492371
GR,1 wk ahead inc case,point,NA,2022-01-17,2022-01-22,151657
HR,1 wk ahead inc case,point,NA,2022-01-17,2022-01-22,61575
HU,1 wk ahead inc case,point,NA,2022-01-17,2022-01-22,51443
IE,1 wk ahead inc case,point,NA,2022-01-17,2022-01-22,98375
IS,1 wk ahead inc case,point,NA,2022-01-17,2022-01-22,9372
IT,1 wk ahead inc case,point,NA,2022-01-17,2022-01-22,1409285
LI,1 wk ahead inc case,point,NA,2022-01-17,2022-01-22,610
LT,1 wk ahead inc case,point,NA,2022-01-17,2022-01-22,28188
LU,1 wk ahead inc case,point,NA,2022-01-17,2022-01-22,10750
LV,1 wk ahead inc case,point,NA,2022-01-17,2022-01-22,17250
MT,1 wk ahead inc case,point,NA,2022-01-17,2022-01-22,2188
NL,1 wk ahead inc case,point,NA,2022-01-17,2022-01-22,286531
NO,1 wk ahead inc case,point,NA,2022-01-17,2022-01-22,83118
PL,1 wk ahead inc case,point,NA,2022-01-17,2022-01-22,95399
PT,1 wk ahead inc case,point,NA,2022-01-17,2022-01-22,254706
RO,1 wk ahead inc case,point,NA,2022-01-17,2022-01-22,74011
SE,1 wk ahead inc case,point,NA,2022-01-17,2022-01-22,189925
SI,1 wk ahead inc case,point,NA,2022-01-17,2022-01-22,55543
SK,1 wk ahead inc case,point,NA,2022-01-17,2022-01-22,18432
AT,1 wk ahead inc death,point,NA,2022-01-17,2022-01-22,48
BE,1 wk ahead inc death,point,NA,2022-01-17,2022-01-22,95
BG,1 wk ahead inc death,point,NA,2022-01-17,2022-01-22,582
CH,1 wk ahead inc death,point,NA,2022-01-17,2022-01-22,113
CY,1 wk ahead inc death,point,NA,2022-01-17,2022-01-22,29
CZ,1 wk ahead inc death,point,NA,2022-01-17,2022-01-22,172
DE,1 wk ahead inc death,point,NA,2022-01-17,2022-01-22,1115
DK,1 wk ahead inc death,point,NA,2022-01-17,2022-01-22,153
EE,1 wk ahead inc death,point,NA,2022-01-17,2022-01-22,29
ES,1 wk ahead inc death,point,NA,2022-01-17,2022-01-22,916
FI,1 wk ahead inc death,point,NA,2022-01-17,2022-01-22,98
FR,1 wk ahead inc death,point,NA,2022-01-17,2022-01-22,1501
GB,1 wk ahead inc death,point,NA,2022-01-17,2022-01-22,1735
GR,1 wk ahead inc death,point,NA,2022-01-17,2022-01-22,645
HR,1 wk ahead inc death,point,NA,2022-01-17,2022-01-22,225
HU,1 wk ahead inc death,point,NA,2022-01-17,2022-01-22,313
IE,1 wk ahead inc death,point,NA,2022-01-17,2022-01-22,103
IS,1 wk ahead inc death,point,NA,2022-01-17,2022-01-22,5
IT,1 wk ahead inc death,point,NA,2022-01-17,2022-01-22,2619
LI,1 wk ahead inc death,point,NA,2022-01-17,2022-01-22,2
LT,1 wk ahead inc death,point,NA,2022-01-17,2022-01-22,78
LU,1 wk ahead inc death,point,NA,2022-01-17,2022-01-22,16
LV,1 wk ahead inc death,point,NA,2022-01-17,2022-01-22,88
MT,1 wk ahead inc death,point,NA,2022-01-17,2022-01-22,29
NL,1 wk ahead inc death,point,NA,2022-01-17,2022-01-22,110
NO,1 wk ahead inc death,point,NA,2022-01-17,2022-01-22,54
PL,1 wk ahead inc death,point,NA,2022-01-17,2022-01-22,2354
PT,1 wk ahead inc death,point,NA,2022-01-17,2022-01-22,236
RO,1 wk ahead inc death,point,NA,2022-01-17,2022-01-22,232
SE,1 wk ahead inc death,point,NA,2022-01-17,2022-01-22,116
SI,1 wk ahead inc death,point,NA,2022-01-17,2022-01-22,30
SK,1 wk ahead inc death,point,NA,2022-01-17,2022-01-22,408
