location,target,type,quantile,forecast_date,target_end_date,value
AT,1 wk ahead inc case,point,NA,2021-08-09,2021-08-14,3825
BE,1 wk ahead inc case,point,NA,2021-08-09,2021-08-14,10484
BG,1 wk ahead inc case,point,NA,2021-08-09,2021-08-14,3430
CH,1 wk ahead inc case,point,NA,2021-08-09,2021-08-14,6064
CY,1 wk ahead inc case,point,NA,2021-08-09,2021-08-14,2749
CZ,1 wk ahead inc case,point,NA,2021-08-09,2021-08-14,1154
DE,1 wk ahead inc case,point,NA,2021-08-09,2021-08-14,25808
DK,1 wk ahead inc case,point,NA,2021-08-09,2021-08-14,6957
EE,1 wk ahead inc case,point,NA,2021-08-09,2021-08-14,1544
ES,1 wk ahead inc case,point,NA,2021-08-09,2021-08-14,94972
FI,1 wk ahead inc case,point,NA,2021-08-09,2021-08-14,6421
FR,1 wk ahead inc case,point,NA,2021-08-09,2021-08-14,166274
GB,1 wk ahead inc case,point,NA,2021-08-09,2021-08-14,188868
GR,1 wk ahead inc case,point,NA,2021-08-09,2021-08-14,19209
HR,1 wk ahead inc case,point,NA,2021-08-09,2021-08-14,1569
HU,1 wk ahead inc case,point,NA,2021-08-09,2021-08-14,310
IE,1 wk ahead inc case,point,NA,2021-08-09,2021-08-14,12039
IS,1 wk ahead inc case,point,NA,2021-08-09,2021-08-14,794
IT,1 wk ahead inc case,point,NA,2021-08-09,2021-08-14,44403
LI,1 wk ahead inc case,point,NA,2021-08-09,2021-08-14,25
LT,1 wk ahead inc case,point,NA,2021-08-09,2021-08-14,3616
LU,1 wk ahead inc case,point,NA,2021-08-09,2021-08-14,273
LV,1 wk ahead inc case,point,NA,2021-08-09,2021-08-14,520
MT,1 wk ahead inc case,point,NA,2021-08-09,2021-08-14,308
NL,1 wk ahead inc case,point,NA,2021-08-09,2021-08-14,13659
NO,1 wk ahead inc case,point,NA,2021-08-09,2021-08-14,3535
PL,1 wk ahead inc case,point,NA,2021-08-09,2021-08-14,1095
PT,1 wk ahead inc case,point,NA,2021-08-09,2021-08-14,13828
RO,1 wk ahead inc case,point,NA,2021-08-09,2021-08-14,1821
SE,1 wk ahead inc case,point,NA,2021-08-09,2021-08-14,4692
SI,1 wk ahead inc case,point,NA,2021-08-09,2021-08-14,879
SK,1 wk ahead inc case,point,NA,2021-08-09,2021-08-14,336
AT,1 wk ahead inc death,point,NA,2021-08-09,2021-08-14,23
BE,1 wk ahead inc death,point,NA,2021-08-09,2021-08-14,30
BG,1 wk ahead inc death,point,NA,2021-08-09,2021-08-14,38
CH,1 wk ahead inc death,point,NA,2021-08-09,2021-08-14,17
CY,1 wk ahead inc death,point,NA,2021-08-09,2021-08-14,27
CZ,1 wk ahead inc death,point,NA,2021-08-09,2021-08-14,11
DE,1 wk ahead inc death,point,NA,2021-08-09,2021-08-14,75
DK,1 wk ahead inc death,point,NA,2021-08-09,2021-08-14,1
EE,1 wk ahead inc death,point,NA,2021-08-09,2021-08-14,3
ES,1 wk ahead inc death,point,NA,2021-08-09,2021-08-14,682
FI,1 wk ahead inc death,point,NA,2021-08-09,2021-08-14,11
FR,1 wk ahead inc death,point,NA,2021-08-09,2021-08-14,368
GB,1 wk ahead inc death,point,NA,2021-08-09,2021-08-14,687
GR,1 wk ahead inc death,point,NA,2021-08-09,2021-08-14,120
HR,1 wk ahead inc death,point,NA,2021-08-09,2021-08-14,12
HU,1 wk ahead inc death,point,NA,2021-08-09,2021-08-14,6
IE,1 wk ahead inc death,point,NA,2021-08-09,2021-08-14,1
IS,1 wk ahead inc death,point,NA,2021-08-09,2021-08-14,0
IT,1 wk ahead inc death,point,NA,2021-08-09,2021-08-14,166
LI,1 wk ahead inc death,point,NA,2021-08-09,2021-08-14,0
LT,1 wk ahead inc death,point,NA,2021-08-09,2021-08-14,15
LU,1 wk ahead inc death,point,NA,2021-08-09,2021-08-14,0
LV,1 wk ahead inc death,point,NA,2021-08-09,2021-08-14,3
MT,1 wk ahead inc death,point,NA,2021-08-09,2021-08-14,8
NL,1 wk ahead inc death,point,NA,2021-08-09,2021-08-14,50
NO,1 wk ahead inc death,point,NA,2021-08-09,2021-08-14,2
PL,1 wk ahead inc death,point,NA,2021-08-09,2021-08-14,27
PT,1 wk ahead inc death,point,NA,2021-08-09,2021-08-14,100
RO,1 wk ahead inc death,point,NA,2021-08-09,2021-08-14,29
SE,1 wk ahead inc death,point,NA,2021-08-09,2021-08-14,1
SI,1 wk ahead inc death,point,NA,2021-08-09,2021-08-14,6
SK,1 wk ahead inc death,point,NA,2021-08-09,2021-08-14,2
