location,target,type,quantile,forecast_date,target_end_date,value
AT,1 wk ahead inc case,point,NA,2021-08-02,2021-08-07,3843
BE,1 wk ahead inc case,point,NA,2021-08-02,2021-08-07,9720
BG,1 wk ahead inc case,point,NA,2021-08-02,2021-08-07,1510
CH,1 wk ahead inc case,point,NA,2021-08-02,2021-08-07,5316
CY,1 wk ahead inc case,point,NA,2021-08-02,2021-08-07,3643
CZ,1 wk ahead inc case,point,NA,2021-08-02,2021-08-07,1005
DE,1 wk ahead inc case,point,NA,2021-08-02,2021-08-07,19881
DK,1 wk ahead inc case,point,NA,2021-08-02,2021-08-07,6494
EE,1 wk ahead inc case,point,NA,2021-08-02,2021-08-07,1482
ES,1 wk ahead inc case,point,NA,2021-08-02,2021-08-07,134194
FI,1 wk ahead inc case,point,NA,2021-08-02,2021-08-07,5085
FR,1 wk ahead inc case,point,NA,2021-08-02,2021-08-07,176901
GB,1 wk ahead inc case,point,NA,2021-08-02,2021-08-07,150180
GR,1 wk ahead inc case,point,NA,2021-08-02,2021-08-07,18723
HR,1 wk ahead inc case,point,NA,2021-08-02,2021-08-07,1138
HU,1 wk ahead inc case,point,NA,2021-08-02,2021-08-07,371
IE,1 wk ahead inc case,point,NA,2021-08-02,2021-08-07,9613
IS,1 wk ahead inc case,point,NA,2021-08-02,2021-08-07,1009
IT,1 wk ahead inc case,point,NA,2021-08-02,2021-08-07,43672
LI,1 wk ahead inc case,point,NA,2021-08-02,2021-08-07,3
LT,1 wk ahead inc case,point,NA,2021-08-02,2021-08-07,2546
LU,1 wk ahead inc case,point,NA,2021-08-02,2021-08-07,214
LV,1 wk ahead inc case,point,NA,2021-08-02,2021-08-07,449
MT,1 wk ahead inc case,point,NA,2021-08-02,2021-08-07,464
NL,1 wk ahead inc case,point,NA,2021-08-02,2021-08-07,13857
NO,1 wk ahead inc case,point,NA,2021-08-02,2021-08-07,2356
PL,1 wk ahead inc case,point,NA,2021-08-02,2021-08-07,903
PT,1 wk ahead inc case,point,NA,2021-08-02,2021-08-07,14762
RO,1 wk ahead inc case,point,NA,2021-08-02,2021-08-07,1258
SE,1 wk ahead inc case,point,NA,2021-08-02,2021-08-07,3614
SI,1 wk ahead inc case,point,NA,2021-08-02,2021-08-07,699
SK,1 wk ahead inc case,point,NA,2021-08-02,2021-08-07,392
AT,1 wk ahead inc death,point,NA,2021-08-02,2021-08-07,7
BE,1 wk ahead inc death,point,NA,2021-08-02,2021-08-07,21
BG,1 wk ahead inc death,point,NA,2021-08-02,2021-08-07,18
CH,1 wk ahead inc death,point,NA,2021-08-02,2021-08-07,31
CY,1 wk ahead inc death,point,NA,2021-08-02,2021-08-07,26
CZ,1 wk ahead inc death,point,NA,2021-08-02,2021-08-07,12
DE,1 wk ahead inc death,point,NA,2021-08-02,2021-08-07,277
DK,1 wk ahead inc death,point,NA,2021-08-02,2021-08-07,7
EE,1 wk ahead inc death,point,NA,2021-08-02,2021-08-07,1
ES,1 wk ahead inc death,point,NA,2021-08-02,2021-08-07,293
FI,1 wk ahead inc death,point,NA,2021-08-02,2021-08-07,4
FR,1 wk ahead inc death,point,NA,2021-08-02,2021-08-07,327
GB,1 wk ahead inc death,point,NA,2021-08-02,2021-08-07,580
GR,1 wk ahead inc death,point,NA,2021-08-02,2021-08-07,91
HR,1 wk ahead inc death,point,NA,2021-08-02,2021-08-07,28
HU,1 wk ahead inc death,point,NA,2021-08-02,2021-08-07,4
IE,1 wk ahead inc death,point,NA,2021-08-02,2021-08-07,2
IS,1 wk ahead inc death,point,NA,2021-08-02,2021-08-07,0
IT,1 wk ahead inc death,point,NA,2021-08-02,2021-08-07,119
LI,1 wk ahead inc death,point,NA,2021-08-02,2021-08-07,0
LT,1 wk ahead inc death,point,NA,2021-08-02,2021-08-07,9
LU,1 wk ahead inc death,point,NA,2021-08-02,2021-08-07,1
LV,1 wk ahead inc death,point,NA,2021-08-02,2021-08-07,7
MT,1 wk ahead inc death,point,NA,2021-08-02,2021-08-07,2
NL,1 wk ahead inc death,point,NA,2021-08-02,2021-08-07,38
NO,1 wk ahead inc death,point,NA,2021-08-02,2021-08-07,1
PL,1 wk ahead inc death,point,NA,2021-08-02,2021-08-07,11
PT,1 wk ahead inc death,point,NA,2021-08-02,2021-08-07,78
RO,1 wk ahead inc death,point,NA,2021-08-02,2021-08-07,10
SE,1 wk ahead inc death,point,NA,2021-08-02,2021-08-07,0
SI,1 wk ahead inc death,point,NA,2021-08-02,2021-08-07,4
SK,1 wk ahead inc death,point,NA,2021-08-02,2021-08-07,17
