location,target,type,quantile,forecast_date,target_end_date,value
AT,1 wk ahead inc case,point,NA,2021-09-20,2021-09-25,14860
BE,1 wk ahead inc case,point,NA,2021-09-20,2021-09-25,12435
BG,1 wk ahead inc case,point,NA,2021-09-20,2021-09-25,10092
CH,1 wk ahead inc case,point,NA,2021-09-20,2021-09-25,11426
CY,1 wk ahead inc case,point,NA,2021-09-20,2021-09-25,401
CZ,1 wk ahead inc case,point,NA,2021-09-20,2021-09-25,3378
DE,1 wk ahead inc case,point,NA,2021-09-20,2021-09-25,60651
DK,1 wk ahead inc case,point,NA,2021-09-20,2021-09-25,1472
EE,1 wk ahead inc case,point,NA,2021-09-20,2021-09-25,3367
ES,1 wk ahead inc case,point,NA,2021-09-20,2021-09-25,12313
FI,1 wk ahead inc case,point,NA,2021-09-20,2021-09-25,2271
FR,1 wk ahead inc case,point,NA,2021-09-20,2021-09-25,40410
GB,1 wk ahead inc case,point,NA,2021-09-20,2021-09-25,181464
GR,1 wk ahead inc case,point,NA,2021-09-20,2021-09-25,14652
HR,1 wk ahead inc case,point,NA,2021-09-20,2021-09-25,8861
HU,1 wk ahead inc case,point,NA,2021-09-20,2021-09-25,2587
IE,1 wk ahead inc case,point,NA,2021-09-20,2021-09-25,8399
IS,1 wk ahead inc case,point,NA,2021-09-20,2021-09-25,174
IT,1 wk ahead inc case,point,NA,2021-09-20,2021-09-25,24849
LI,1 wk ahead inc case,point,NA,2021-09-20,2021-09-25,8
LT,1 wk ahead inc case,point,NA,2021-09-20,2021-09-25,8586
LU,1 wk ahead inc case,point,NA,2021-09-20,2021-09-25,575
LV,1 wk ahead inc case,point,NA,2021-09-20,2021-09-25,3659
MT,1 wk ahead inc case,point,NA,2021-09-20,2021-09-25,172
NL,1 wk ahead inc case,point,NA,2021-09-20,2021-09-25,12759
NO,1 wk ahead inc case,point,NA,2021-09-20,2021-09-25,3932
PL,1 wk ahead inc case,point,NA,2021-09-20,2021-09-25,4717
PT,1 wk ahead inc case,point,NA,2021-09-20,2021-09-25,4594
RO,1 wk ahead inc case,point,NA,2021-09-20,2021-09-25,34391
SE,1 wk ahead inc case,point,NA,2021-09-20,2021-09-25,7062
SI,1 wk ahead inc case,point,NA,2021-09-20,2021-09-25,7536
SK,1 wk ahead inc case,point,NA,2021-09-20,2021-09-25,5763
AT,1 wk ahead inc death,point,NA,2021-09-20,2021-09-25,76
BE,1 wk ahead inc death,point,NA,2021-09-20,2021-09-25,32
BG,1 wk ahead inc death,point,NA,2021-09-20,2021-09-25,494
CH,1 wk ahead inc death,point,NA,2021-09-20,2021-09-25,57
CY,1 wk ahead inc death,point,NA,2021-09-20,2021-09-25,0
CZ,1 wk ahead inc death,point,NA,2021-09-20,2021-09-25,18
DE,1 wk ahead inc death,point,NA,2021-09-20,2021-09-25,342
DK,1 wk ahead inc death,point,NA,2021-09-20,2021-09-25,18
EE,1 wk ahead inc death,point,NA,2021-09-20,2021-09-25,16
ES,1 wk ahead inc death,point,NA,2021-09-20,2021-09-25,290
FI,1 wk ahead inc death,point,NA,2021-09-20,2021-09-25,15
FR,1 wk ahead inc death,point,NA,2021-09-20,2021-09-25,442
GB,1 wk ahead inc death,point,NA,2021-09-20,2021-09-25,969
GR,1 wk ahead inc death,point,NA,2021-09-20,2021-09-25,294
HR,1 wk ahead inc death,point,NA,2021-09-20,2021-09-25,58
HU,1 wk ahead inc death,point,NA,2021-09-20,2021-09-25,34
IE,1 wk ahead inc death,point,NA,2021-09-20,2021-09-25,5
IS,1 wk ahead inc death,point,NA,2021-09-20,2021-09-25,0
IT,1 wk ahead inc death,point,NA,2021-09-20,2021-09-25,360
LI,1 wk ahead inc death,point,NA,2021-09-20,2021-09-25,0
LT,1 wk ahead inc death,point,NA,2021-09-20,2021-09-25,107
LU,1 wk ahead inc death,point,NA,2021-09-20,2021-09-25,0
LV,1 wk ahead inc death,point,NA,2021-09-20,2021-09-25,30
MT,1 wk ahead inc death,point,NA,2021-09-20,2021-09-25,3
NL,1 wk ahead inc death,point,NA,2021-09-20,2021-09-25,57
NO,1 wk ahead inc death,point,NA,2021-09-20,2021-09-25,7
PL,1 wk ahead inc death,point,NA,2021-09-20,2021-09-25,58
PT,1 wk ahead inc death,point,NA,2021-09-20,2021-09-25,32
RO,1 wk ahead inc death,point,NA,2021-09-20,2021-09-25,659
SE,1 wk ahead inc death,point,NA,2021-09-20,2021-09-25,78
SI,1 wk ahead inc death,point,NA,2021-09-20,2021-09-25,32
SK,1 wk ahead inc death,point,NA,2021-09-20,2021-09-25,1
