location,target,type,quantile,forecast_date,target_end_date,value
AT,1 wk ahead inc case,point,NA,2021-09-27,2021-10-02,9023
BE,1 wk ahead inc case,point,NA,2021-09-27,2021-10-02,13098
BG,1 wk ahead inc case,point,NA,2021-09-27,2021-10-02,10500
CH,1 wk ahead inc case,point,NA,2021-09-27,2021-10-02,5479
CY,1 wk ahead inc case,point,NA,2021-09-27,2021-10-02,795
CZ,1 wk ahead inc case,point,NA,2021-09-27,2021-10-02,3359
DE,1 wk ahead inc case,point,NA,2021-09-27,2021-10-02,47016
DK,1 wk ahead inc case,point,NA,2021-09-27,2021-10-02,2485
EE,1 wk ahead inc case,point,NA,2021-09-27,2021-10-02,3787
ES,1 wk ahead inc case,point,NA,2021-09-27,2021-10-02,9886
FI,1 wk ahead inc case,point,NA,2021-09-27,2021-10-02,3225
FR,1 wk ahead inc case,point,NA,2021-09-27,2021-10-02,30855
GB,1 wk ahead inc case,point,NA,2021-09-27,2021-10-02,249452
GR,1 wk ahead inc case,point,NA,2021-09-27,2021-10-02,13096
HR,1 wk ahead inc case,point,NA,2021-09-27,2021-10-02,7782
HU,1 wk ahead inc case,point,NA,2021-09-27,2021-10-02,3005
IE,1 wk ahead inc case,point,NA,2021-09-27,2021-10-02,9857
IS,1 wk ahead inc case,point,NA,2021-09-27,2021-10-02,227
IT,1 wk ahead inc case,point,NA,2021-09-27,2021-10-02,19635
LI,1 wk ahead inc case,point,NA,2021-09-27,2021-10-02,30
LT,1 wk ahead inc case,point,NA,2021-09-27,2021-10-02,10730
LU,1 wk ahead inc case,point,NA,2021-09-27,2021-10-02,531
LV,1 wk ahead inc case,point,NA,2021-09-27,2021-10-02,5060
MT,1 wk ahead inc case,point,NA,2021-09-27,2021-10-02,71
NL,1 wk ahead inc case,point,NA,2021-09-27,2021-10-02,10160
NO,1 wk ahead inc case,point,NA,2021-09-27,2021-10-02,3388
PL,1 wk ahead inc case,point,NA,2021-09-27,2021-10-02,5778
PT,1 wk ahead inc case,point,NA,2021-09-27,2021-10-02,3662
RO,1 wk ahead inc case,point,NA,2021-09-27,2021-10-02,56607
SE,1 wk ahead inc case,point,NA,2021-09-27,2021-10-02,2005
SI,1 wk ahead inc case,point,NA,2021-09-27,2021-10-02,4664
SK,1 wk ahead inc case,point,NA,2021-09-27,2021-10-02,6734
AT,1 wk ahead inc death,point,NA,2021-09-27,2021-10-02,79
BE,1 wk ahead inc death,point,NA,2021-09-27,2021-10-02,40
BG,1 wk ahead inc death,point,NA,2021-09-27,2021-10-02,344
CH,1 wk ahead inc death,point,NA,2021-09-27,2021-10-02,40
CY,1 wk ahead inc death,point,NA,2021-09-27,2021-10-02,5
CZ,1 wk ahead inc death,point,NA,2021-09-27,2021-10-02,18
DE,1 wk ahead inc death,point,NA,2021-09-27,2021-10-02,384
DK,1 wk ahead inc death,point,NA,2021-09-27,2021-10-02,12
EE,1 wk ahead inc death,point,NA,2021-09-27,2021-10-02,22
ES,1 wk ahead inc death,point,NA,2021-09-27,2021-10-02,322
FI,1 wk ahead inc death,point,NA,2021-09-27,2021-10-02,14
FR,1 wk ahead inc death,point,NA,2021-09-27,2021-10-02,371
GB,1 wk ahead inc death,point,NA,2021-09-27,2021-10-02,865
GR,1 wk ahead inc death,point,NA,2021-09-27,2021-10-02,159
HR,1 wk ahead inc death,point,NA,2021-09-27,2021-10-02,116
HU,1 wk ahead inc death,point,NA,2021-09-27,2021-10-02,30
IE,1 wk ahead inc death,point,NA,2021-09-27,2021-10-02,32
IS,1 wk ahead inc death,point,NA,2021-09-27,2021-10-02,0
IT,1 wk ahead inc death,point,NA,2021-09-27,2021-10-02,339
LI,1 wk ahead inc death,point,NA,2021-09-27,2021-10-02,0
LT,1 wk ahead inc death,point,NA,2021-09-27,2021-10-02,116
LU,1 wk ahead inc death,point,NA,2021-09-27,2021-10-02,2
LV,1 wk ahead inc death,point,NA,2021-09-27,2021-10-02,43
MT,1 wk ahead inc death,point,NA,2021-09-27,2021-10-02,0
NL,1 wk ahead inc death,point,NA,2021-09-27,2021-10-02,40
NO,1 wk ahead inc death,point,NA,2021-09-27,2021-10-02,1
PL,1 wk ahead inc death,point,NA,2021-09-27,2021-10-02,94
PT,1 wk ahead inc death,point,NA,2021-09-27,2021-10-02,32
RO,1 wk ahead inc death,point,NA,2021-09-27,2021-10-02,1023
SE,1 wk ahead inc death,point,NA,2021-09-27,2021-10-02,56
SI,1 wk ahead inc death,point,NA,2021-09-27,2021-10-02,47
SK,1 wk ahead inc death,point,NA,2021-09-27,2021-10-02,26
