location,target,type,quantile,forecast_date,target_end_date,value
AT,1 wk ahead inc case,point,NA,2021-05-03,2021-05-08,11359
BE,1 wk ahead inc case,point,NA,2021-05-03,2021-05-08,17898
BG,1 wk ahead inc case,point,NA,2021-05-03,2021-05-08,4338
CH,1 wk ahead inc case,point,NA,2021-05-03,2021-05-08,11632
CY,1 wk ahead inc case,point,NA,2021-05-03,2021-05-08,2942
CZ,1 wk ahead inc case,point,NA,2021-05-03,2021-05-08,11356
DE,1 wk ahead inc case,point,NA,2021-05-03,2021-05-08,95749
DK,1 wk ahead inc case,point,NA,2021-05-03,2021-05-08,4911
EE,1 wk ahead inc case,point,NA,2021-05-03,2021-05-08,2198
ES,1 wk ahead inc case,point,NA,2021-05-03,2021-05-08,42719
FI,1 wk ahead inc case,point,NA,2021-05-03,2021-05-08,1041
FR,1 wk ahead inc case,point,NA,2021-05-03,2021-05-08,128322
GB,1 wk ahead inc case,point,NA,2021-05-03,2021-05-08,13630
GR,1 wk ahead inc case,point,NA,2021-05-03,2021-05-08,11045
HR,1 wk ahead inc case,point,NA,2021-05-03,2021-05-08,9742
HU,1 wk ahead inc case,point,NA,2021-05-03,2021-05-08,9197
IE,1 wk ahead inc case,point,NA,2021-05-03,2021-05-08,3564
IS,1 wk ahead inc case,point,NA,2021-05-03,2021-05-08,69
IT,1 wk ahead inc case,point,NA,2021-05-03,2021-05-08,73044
LI,1 wk ahead inc case,point,NA,2021-05-03,2021-05-08,56
LT,1 wk ahead inc case,point,NA,2021-05-03,2021-05-08,8360
LU,1 wk ahead inc case,point,NA,2021-05-03,2021-05-08,979
LV,1 wk ahead inc case,point,NA,2021-05-03,2021-05-08,4617
MT,1 wk ahead inc case,point,NA,2021-05-03,2021-05-08,85
NL,1 wk ahead inc case,point,NA,2021-05-03,2021-05-08,38295
NO,1 wk ahead inc case,point,NA,2021-05-03,2021-05-08,2311
PL,1 wk ahead inc case,point,NA,2021-05-03,2021-05-08,26958
PT,1 wk ahead inc case,point,NA,2021-05-03,2021-05-08,2337
RO,1 wk ahead inc case,point,NA,2021-05-03,2021-05-08,7171
SE,1 wk ahead inc case,point,NA,2021-05-03,2021-05-08,28157
SI,1 wk ahead inc case,point,NA,2021-05-03,2021-05-08,4593
SK,1 wk ahead inc case,point,NA,2021-05-03,2021-05-08,2760
AT,1 wk ahead inc death,point,NA,2021-05-03,2021-05-08,123
BE,1 wk ahead inc death,point,NA,2021-05-03,2021-05-08,304
BG,1 wk ahead inc death,point,NA,2021-05-03,2021-05-08,520
CH,1 wk ahead inc death,point,NA,2021-05-03,2021-05-08,49
CY,1 wk ahead inc death,point,NA,2021-05-03,2021-05-08,23
CZ,1 wk ahead inc death,point,NA,2021-05-03,2021-05-08,280
DE,1 wk ahead inc death,point,NA,2021-05-03,2021-05-08,1505
DK,1 wk ahead inc death,point,NA,2021-05-03,2021-05-08,17
EE,1 wk ahead inc death,point,NA,2021-05-03,2021-05-08,6
ES,1 wk ahead inc death,point,NA,2021-05-03,2021-05-08,529
FI,1 wk ahead inc death,point,NA,2021-05-03,2021-05-08,7
FR,1 wk ahead inc death,point,NA,2021-05-03,2021-05-08,1712
GB,1 wk ahead inc death,point,NA,2021-05-03,2021-05-08,73
GR,1 wk ahead inc death,point,NA,2021-05-03,2021-05-08,417
HR,1 wk ahead inc death,point,NA,2021-05-03,2021-05-08,330
HU,1 wk ahead inc death,point,NA,2021-05-03,2021-05-08,972
IE,1 wk ahead inc death,point,NA,2021-05-03,2021-05-08,23
IS,1 wk ahead inc death,point,NA,2021-05-03,2021-05-08,0
IT,1 wk ahead inc death,point,NA,2021-05-03,2021-05-08,1533
LI,1 wk ahead inc death,point,NA,2021-05-03,2021-05-08,0
LT,1 wk ahead inc death,point,NA,2021-05-03,2021-05-08,121
LU,1 wk ahead inc death,point,NA,2021-05-03,2021-05-08,10
LV,1 wk ahead inc death,point,NA,2021-05-03,2021-05-08,46
MT,1 wk ahead inc death,point,NA,2021-05-03,2021-05-08,5
NL,1 wk ahead inc death,point,NA,2021-05-03,2021-05-08,127
NO,1 wk ahead inc death,point,NA,2021-05-03,2021-05-08,6
PL,1 wk ahead inc death,point,NA,2021-05-03,2021-05-08,1976
PT,1 wk ahead inc death,point,NA,2021-05-03,2021-05-08,6
RO,1 wk ahead inc death,point,NA,2021-05-03,2021-05-08,803
SE,1 wk ahead inc death,point,NA,2021-05-03,2021-05-08,143
SI,1 wk ahead inc death,point,NA,2021-05-03,2021-05-08,50
SK,1 wk ahead inc death,point,NA,2021-05-03,2021-05-08,202
