location,target,type,quantile,forecast_date,target_end_date,value
AT,1 wk ahead inc case,point,NA,2021-11-15,2021-11-20,89223
BE,1 wk ahead inc case,point,NA,2021-11-15,2021-11-20,61463
BG,1 wk ahead inc case,point,NA,2021-11-15,2021-11-20,15563
CH,1 wk ahead inc case,point,NA,2021-11-15,2021-11-20,22864
CY,1 wk ahead inc case,point,NA,2021-11-15,2021-11-20,1679
CZ,1 wk ahead inc case,point,NA,2021-11-15,2021-11-20,90227
DE,1 wk ahead inc case,point,NA,2021-11-15,2021-11-20,296699
DK,1 wk ahead inc case,point,NA,2021-11-15,2021-11-20,24486
EE,1 wk ahead inc case,point,NA,2021-11-15,2021-11-20,4457
ES,1 wk ahead inc case,point,NA,2021-11-15,2021-11-20,21806
FI,1 wk ahead inc case,point,NA,2021-11-15,2021-11-20,6062
FR,1 wk ahead inc case,point,NA,2021-11-15,2021-11-20,88630
GB,1 wk ahead inc case,point,NA,2021-11-15,2021-11-20,261897
GR,1 wk ahead inc case,point,NA,2021-11-15,2021-11-20,48953
HR,1 wk ahead inc case,point,NA,2021-11-15,2021-11-20,38544
HU,1 wk ahead inc case,point,NA,2021-11-15,2021-11-20,52654
IE,1 wk ahead inc case,point,NA,2021-11-15,2021-11-20,34630
IS,1 wk ahead inc case,point,NA,2021-11-15,2021-11-20,1116
IT,1 wk ahead inc case,point,NA,2021-11-15,2021-11-20,58399
LI,1 wk ahead inc case,point,NA,2021-11-15,2021-11-20,102
LT,1 wk ahead inc case,point,NA,2021-11-15,2021-11-20,12403
LU,1 wk ahead inc case,point,NA,2021-11-15,2021-11-20,1553
LV,1 wk ahead inc case,point,NA,2021-11-15,2021-11-20,5333
MT,1 wk ahead inc case,point,NA,2021-11-15,2021-11-20,313
NL,1 wk ahead inc case,point,NA,2021-11-15,2021-11-20,111459
NO,1 wk ahead inc case,point,NA,2021-11-15,2021-11-20,12672
PL,1 wk ahead inc case,point,NA,2021-11-15,2021-11-20,110820
PT,1 wk ahead inc case,point,NA,2021-11-15,2021-11-20,11923
RO,1 wk ahead inc case,point,NA,2021-11-15,2021-11-20,19236
SE,1 wk ahead inc case,point,NA,2021-11-15,2021-11-20,5577
SI,1 wk ahead inc case,point,NA,2021-11-15,2021-11-20,22083
SK,1 wk ahead inc case,point,NA,2021-11-15,2021-11-20,44928
AT,1 wk ahead inc death,point,NA,2021-11-15,2021-11-20,207
BE,1 wk ahead inc death,point,NA,2021-11-15,2021-11-20,86
BG,1 wk ahead inc death,point,NA,2021-11-15,2021-11-20,1162
CH,1 wk ahead inc death,point,NA,2021-11-15,2021-11-20,62
CY,1 wk ahead inc death,point,NA,2021-11-15,2021-11-20,7
CZ,1 wk ahead inc death,point,NA,2021-11-15,2021-11-20,530
DE,1 wk ahead inc death,point,NA,2021-11-15,2021-11-20,1123
DK,1 wk ahead inc death,point,NA,2021-11-15,2021-11-20,54
EE,1 wk ahead inc death,point,NA,2021-11-15,2021-11-20,63
ES,1 wk ahead inc death,point,NA,2021-11-15,2021-11-20,185
FI,1 wk ahead inc death,point,NA,2021-11-15,2021-11-20,27
FR,1 wk ahead inc death,point,NA,2021-11-15,2021-11-20,190
GB,1 wk ahead inc death,point,NA,2021-11-15,2021-11-20,935
GR,1 wk ahead inc death,point,NA,2021-11-15,2021-11-20,568
HR,1 wk ahead inc death,point,NA,2021-11-15,2021-11-20,451
HU,1 wk ahead inc death,point,NA,2021-11-15,2021-11-20,726
IE,1 wk ahead inc death,point,NA,2021-11-15,2021-11-20,81
IS,1 wk ahead inc death,point,NA,2021-11-15,2021-11-20,0
IT,1 wk ahead inc death,point,NA,2021-11-15,2021-11-20,395
LI,1 wk ahead inc death,point,NA,2021-11-15,2021-11-20,0
LT,1 wk ahead inc death,point,NA,2021-11-15,2021-11-20,170
LU,1 wk ahead inc death,point,NA,2021-11-15,2021-11-20,7
LV,1 wk ahead inc death,point,NA,2021-11-15,2021-11-20,273
MT,1 wk ahead inc death,point,NA,2021-11-15,2021-11-20,0
NL,1 wk ahead inc death,point,NA,2021-11-15,2021-11-20,206
NO,1 wk ahead inc death,point,NA,2021-11-15,2021-11-20,36
PL,1 wk ahead inc death,point,NA,2021-11-15,2021-11-20,1255
PT,1 wk ahead inc death,point,NA,2021-11-15,2021-11-20,86
RO,1 wk ahead inc death,point,NA,2021-11-15,2021-11-20,2014
SE,1 wk ahead inc death,point,NA,2021-11-15,2021-11-20,12
SI,1 wk ahead inc death,point,NA,2021-11-15,2021-11-20,138
SK,1 wk ahead inc death,point,NA,2021-11-15,2021-11-20,363
