location,target,type,quantile,forecast_date,target_end_date,value
AT,1 wk ahead inc case,point,NA,2022-01-24,2022-01-29,189899
BE,1 wk ahead inc case,point,NA,2022-01-24,2022-01-29,237120
BG,1 wk ahead inc case,point,NA,2022-01-24,2022-01-29,58108
CH,1 wk ahead inc case,point,NA,2022-01-24,2022-01-29,202493
CY,1 wk ahead inc case,point,NA,2022-01-24,2022-01-29,10657
CZ,1 wk ahead inc case,point,NA,2022-01-24,2022-01-29,192923
DE,1 wk ahead inc case,point,NA,2022-01-24,2022-01-29,898226
DK,1 wk ahead inc case,point,NA,2022-01-24,2022-01-29,330354
EE,1 wk ahead inc case,point,NA,2022-01-24,2022-01-29,30468
ES,1 wk ahead inc case,point,NA,2022-01-24,2022-01-29,843498
FI,1 wk ahead inc case,point,NA,2022-01-24,2022-01-29,5335
FR,1 wk ahead inc case,point,NA,2022-01-24,2022-01-29,2779353
GB,1 wk ahead inc case,point,NA,2022-01-24,2022-01-29,479313
GR,1 wk ahead inc case,point,NA,2022-01-24,2022-01-29,134378
HR,1 wk ahead inc case,point,NA,2022-01-24,2022-01-29,62868
HU,1 wk ahead inc case,point,NA,2022-01-24,2022-01-29,86472
IE,1 wk ahead inc case,point,NA,2022-01-24,2022-01-29,10241
IS,1 wk ahead inc case,point,NA,2022-01-24,2022-01-29,9688
IT,1 wk ahead inc case,point,NA,2022-01-24,2022-01-29,1135917
LI,1 wk ahead inc case,point,NA,2022-01-24,2022-01-29,761
LT,1 wk ahead inc case,point,NA,2022-01-24,2022-01-29,49954
LU,1 wk ahead inc case,point,NA,2022-01-24,2022-01-29,15237
LV,1 wk ahead inc case,point,NA,2022-01-24,2022-01-29,40250
MT,1 wk ahead inc case,point,NA,2022-01-24,2022-01-29,1159
NL,1 wk ahead inc case,point,NA,2022-01-24,2022-01-29,436346
NO,1 wk ahead inc case,point,NA,2022-01-24,2022-01-29,128055
PL,1 wk ahead inc case,point,NA,2022-01-24,2022-01-29,275005
PT,1 wk ahead inc case,point,NA,2022-01-24,2022-01-29,384137
RO,1 wk ahead inc case,point,NA,2022-01-24,2022-01-29,142459
SE,1 wk ahead inc case,point,NA,2022-01-24,2022-01-29,238268
SI,1 wk ahead inc case,point,NA,2022-01-24,2022-01-29,85482
SK,1 wk ahead inc case,point,NA,2022-01-24,2022-01-29,64228
AT,1 wk ahead inc death,point,NA,2022-01-24,2022-01-29,62
BE,1 wk ahead inc death,point,NA,2022-01-24,2022-01-29,154
BG,1 wk ahead inc death,point,NA,2022-01-24,2022-01-29,593
CH,1 wk ahead inc death,point,NA,2022-01-24,2022-01-29,110
CY,1 wk ahead inc death,point,NA,2022-01-24,2022-01-29,40
CZ,1 wk ahead inc death,point,NA,2022-01-24,2022-01-29,143
DE,1 wk ahead inc death,point,NA,2022-01-24,2022-01-29,741
DK,1 wk ahead inc death,point,NA,2022-01-24,2022-01-29,138
EE,1 wk ahead inc death,point,NA,2022-01-24,2022-01-29,19
ES,1 wk ahead inc death,point,NA,2022-01-24,2022-01-29,961
FI,1 wk ahead inc death,point,NA,2022-01-24,2022-01-29,0
FR,1 wk ahead inc death,point,NA,2022-01-24,2022-01-29,1744
GB,1 wk ahead inc death,point,NA,2022-01-24,2022-01-29,1672
GR,1 wk ahead inc death,point,NA,2022-01-24,2022-01-29,675
HR,1 wk ahead inc death,point,NA,2022-01-24,2022-01-29,278
HU,1 wk ahead inc death,point,NA,2022-01-24,2022-01-29,589
IE,1 wk ahead inc death,point,NA,2022-01-24,2022-01-29,20
IS,1 wk ahead inc death,point,NA,2022-01-24,2022-01-29,0
IT,1 wk ahead inc death,point,NA,2022-01-24,2022-01-29,2584
LI,1 wk ahead inc death,point,NA,2022-01-24,2022-01-29,2
LT,1 wk ahead inc death,point,NA,2022-01-24,2022-01-29,116
LU,1 wk ahead inc death,point,NA,2022-01-24,2022-01-29,5
LV,1 wk ahead inc death,point,NA,2022-01-24,2022-01-29,65
MT,1 wk ahead inc death,point,NA,2022-01-24,2022-01-29,36
NL,1 wk ahead inc death,point,NA,2022-01-24,2022-01-29,68
NO,1 wk ahead inc death,point,NA,2022-01-24,2022-01-29,35
PL,1 wk ahead inc death,point,NA,2022-01-24,2022-01-29,797
PT,1 wk ahead inc death,point,NA,2022-01-24,2022-01-29,317
RO,1 wk ahead inc death,point,NA,2022-01-24,2022-01-29,323
SE,1 wk ahead inc death,point,NA,2022-01-24,2022-01-29,145
SI,1 wk ahead inc death,point,NA,2022-01-24,2022-01-29,106
SK,1 wk ahead inc death,point,NA,2022-01-24,2022-01-29,318
