location,target,type,quantile,forecast_date,target_end_date,value
AT,1 wk ahead inc case,point,NA,2021-12-27,2022-01-01,10712
BE,1 wk ahead inc case,point,NA,2021-12-27,2022-01-01,21785
BG,1 wk ahead inc case,point,NA,2021-12-27,2022-01-01,8155
CH,1 wk ahead inc case,point,NA,2021-12-27,2022-01-01,47034
CY,1 wk ahead inc case,point,NA,2021-12-27,2022-01-01,6782
CZ,1 wk ahead inc case,point,NA,2021-12-27,2022-01-01,24099
DE,1 wk ahead inc case,point,NA,2021-12-27,2022-01-01,130801
DK,1 wk ahead inc case,point,NA,2021-12-27,2022-01-01,74101
EE,1 wk ahead inc case,point,NA,2021-12-27,2022-01-01,4576
ES,1 wk ahead inc case,point,NA,2021-12-27,2022-01-01,388344
FI,1 wk ahead inc case,point,NA,2021-12-27,2022-01-01,18246
FR,1 wk ahead inc case,point,NA,2021-12-27,2022-01-01,473936
GB,1 wk ahead inc case,point,NA,2021-12-27,2022-01-01,700439
GR,1 wk ahead inc case,point,NA,2021-12-27,2022-01-01,42184
HR,1 wk ahead inc case,point,NA,2021-12-27,2022-01-01,13632
HU,1 wk ahead inc case,point,NA,2021-12-27,2022-01-01,9092
IE,1 wk ahead inc case,point,NA,2021-12-27,2022-01-01,68741
IS,1 wk ahead inc case,point,NA,2021-12-27,2022-01-01,2082
IT,1 wk ahead inc case,point,NA,2021-12-27,2022-01-01,305312
LI,1 wk ahead inc case,point,NA,2021-12-27,2022-01-01,254
LT,1 wk ahead inc case,point,NA,2021-12-27,2022-01-01,7481
LU,1 wk ahead inc case,point,NA,2021-12-27,2022-01-01,2631
LV,1 wk ahead inc case,point,NA,2021-12-27,2022-01-01,3916
MT,1 wk ahead inc case,point,NA,2021-12-27,2022-01-01,5112
NL,1 wk ahead inc case,point,NA,2021-12-27,2022-01-01,73211
NO,1 wk ahead inc case,point,NA,2021-12-27,2022-01-01,19633
PL,1 wk ahead inc case,point,NA,2021-12-27,2022-01-01,58064
PT,1 wk ahead inc case,point,NA,2021-12-27,2022-01-01,57978
RO,1 wk ahead inc case,point,NA,2021-12-27,2022-01-01,3846
SE,1 wk ahead inc case,point,NA,2021-12-27,2022-01-01,29649
SI,1 wk ahead inc case,point,NA,2021-12-27,2022-01-01,6487
SK,1 wk ahead inc case,point,NA,2021-12-27,2022-01-01,12035
AT,1 wk ahead inc death,point,NA,2021-12-27,2022-01-01,62
BE,1 wk ahead inc death,point,NA,2021-12-27,2022-01-01,231
BG,1 wk ahead inc death,point,NA,2021-12-27,2022-01-01,420
CH,1 wk ahead inc death,point,NA,2021-12-27,2022-01-01,109
CY,1 wk ahead inc death,point,NA,2021-12-27,2022-01-01,5
CZ,1 wk ahead inc death,point,NA,2021-12-27,2022-01-01,364
DE,1 wk ahead inc death,point,NA,2021-12-27,2022-01-01,1676
DK,1 wk ahead inc death,point,NA,2021-12-27,2022-01-01,89
EE,1 wk ahead inc death,point,NA,2021-12-27,2022-01-01,38
ES,1 wk ahead inc death,point,NA,2021-12-27,2022-01-01,508
FI,1 wk ahead inc death,point,NA,2021-12-27,2022-01-01,74
FR,1 wk ahead inc death,point,NA,2021-12-27,2022-01-01,1185
GB,1 wk ahead inc death,point,NA,2021-12-27,2022-01-01,676
GR,1 wk ahead inc death,point,NA,2021-12-27,2022-01-01,509
HR,1 wk ahead inc death,point,NA,2021-12-27,2022-01-01,275
HU,1 wk ahead inc death,point,NA,2021-12-27,2022-01-01,583
IE,1 wk ahead inc death,point,NA,2021-12-27,2022-01-01,49
IS,1 wk ahead inc death,point,NA,2021-12-27,2022-01-01,1
IT,1 wk ahead inc death,point,NA,2021-12-27,2022-01-01,1026
LI,1 wk ahead inc death,point,NA,2021-12-27,2022-01-01,3
LT,1 wk ahead inc death,point,NA,2021-12-27,2022-01-01,192
LU,1 wk ahead inc death,point,NA,2021-12-27,2022-01-01,0
LV,1 wk ahead inc death,point,NA,2021-12-27,2022-01-01,42
MT,1 wk ahead inc death,point,NA,2021-12-27,2022-01-01,5
NL,1 wk ahead inc death,point,NA,2021-12-27,2022-01-01,162
NO,1 wk ahead inc death,point,NA,2021-12-27,2022-01-01,57
PL,1 wk ahead inc death,point,NA,2021-12-27,2022-01-01,2679
PT,1 wk ahead inc death,point,NA,2021-12-27,2022-01-01,96
RO,1 wk ahead inc death,point,NA,2021-12-27,2022-01-01,207
SE,1 wk ahead inc death,point,NA,2021-12-27,2022-01-01,40
SI,1 wk ahead inc death,point,NA,2021-12-27,2022-01-01,30
SK,1 wk ahead inc death,point,NA,2021-12-27,2022-01-01,248
