location,target,type,quantile,forecast_date,target_end_date,value
AT,1 wk ahead inc case,point,NA,2022-01-10,2022-01-15,67192
BE,1 wk ahead inc case,point,NA,2022-01-10,2022-01-15,91587
BG,1 wk ahead inc case,point,NA,2022-01-10,2022-01-15,32184
CH,1 wk ahead inc case,point,NA,2022-01-10,2022-01-15,145678
CY,1 wk ahead inc case,point,NA,2022-01-10,2022-01-15,37558
CZ,1 wk ahead inc case,point,NA,2022-01-10,2022-01-15,48348
DE,1 wk ahead inc case,point,NA,2022-01-10,2022-01-15,342305
DK,1 wk ahead inc case,point,NA,2022-01-10,2022-01-15,164424
EE,1 wk ahead inc case,point,NA,2022-01-10,2022-01-15,12246
ES,1 wk ahead inc case,point,NA,2022-01-10,2022-01-15,932055
FI,1 wk ahead inc case,point,NA,2022-01-10,2022-01-15,56427
FR,1 wk ahead inc case,point,NA,2022-01-10,2022-01-15,2185229
GB,1 wk ahead inc case,point,NA,2022-01-10,2022-01-15,1279556
GR,1 wk ahead inc case,point,NA,2022-01-10,2022-01-15,287909
HR,1 wk ahead inc case,point,NA,2022-01-10,2022-01-15,54429
HU,1 wk ahead inc case,point,NA,2022-01-10,2022-01-15,24148
IE,1 wk ahead inc case,point,NA,2022-01-10,2022-01-15,162558
IS,1 wk ahead inc case,point,NA,2022-01-10,2022-01-15,9998
IT,1 wk ahead inc case,point,NA,2022-01-10,2022-01-15,1514133
LI,1 wk ahead inc case,point,NA,2022-01-10,2022-01-15,483
LT,1 wk ahead inc case,point,NA,2022-01-10,2022-01-15,24074
LU,1 wk ahead inc case,point,NA,2022-01-10,2022-01-15,9378
LV,1 wk ahead inc case,point,NA,2022-01-10,2022-01-15,10910
MT,1 wk ahead inc case,point,NA,2022-01-10,2022-01-15,6300
NL,1 wk ahead inc case,point,NA,2022-01-10,2022-01-15,242882
NO,1 wk ahead inc case,point,NA,2022-01-10,2022-01-15,55067
PL,1 wk ahead inc case,point,NA,2022-01-10,2022-01-15,75775
PT,1 wk ahead inc case,point,NA,2022-01-10,2022-01-15,226565
RO,1 wk ahead inc case,point,NA,2022-01-10,2022-01-15,41544
SE,1 wk ahead inc case,point,NA,2022-01-10,2022-01-15,102870
SI,1 wk ahead inc case,point,NA,2022-01-10,2022-01-15,29526
SK,1 wk ahead inc case,point,NA,2022-01-10,2022-01-15,19612
AT,1 wk ahead inc death,point,NA,2022-01-10,2022-01-15,75
BE,1 wk ahead inc death,point,NA,2022-01-10,2022-01-15,71
BG,1 wk ahead inc death,point,NA,2022-01-10,2022-01-15,440
CH,1 wk ahead inc death,point,NA,2022-01-10,2022-01-15,139
CY,1 wk ahead inc death,point,NA,2022-01-10,2022-01-15,22
CZ,1 wk ahead inc death,point,NA,2022-01-10,2022-01-15,304
DE,1 wk ahead inc death,point,NA,2022-01-10,2022-01-15,1549
DK,1 wk ahead inc death,point,NA,2022-01-10,2022-01-15,99
EE,1 wk ahead inc death,point,NA,2022-01-10,2022-01-15,12
ES,1 wk ahead inc death,point,NA,2022-01-10,2022-01-15,486
FI,1 wk ahead inc death,point,NA,2022-01-10,2022-01-15,92
FR,1 wk ahead inc death,point,NA,2022-01-10,2022-01-15,1506
GB,1 wk ahead inc death,point,NA,2022-01-10,2022-01-15,1399
GR,1 wk ahead inc death,point,NA,2022-01-10,2022-01-15,471
HR,1 wk ahead inc death,point,NA,2022-01-10,2022-01-15,236
HU,1 wk ahead inc death,point,NA,2022-01-10,2022-01-15,321
IE,1 wk ahead inc death,point,NA,2022-01-10,2022-01-15,49
IS,1 wk ahead inc death,point,NA,2022-01-10,2022-01-15,1
IT,1 wk ahead inc death,point,NA,2022-01-10,2022-01-15,1501
LI,1 wk ahead inc death,point,NA,2022-01-10,2022-01-15,1
LT,1 wk ahead inc death,point,NA,2022-01-10,2022-01-15,123
LU,1 wk ahead inc death,point,NA,2022-01-10,2022-01-15,3
LV,1 wk ahead inc death,point,NA,2022-01-10,2022-01-15,97
MT,1 wk ahead inc death,point,NA,2022-01-10,2022-01-15,12
NL,1 wk ahead inc death,point,NA,2022-01-10,2022-01-15,72
NO,1 wk ahead inc death,point,NA,2022-01-10,2022-01-15,34
PL,1 wk ahead inc death,point,NA,2022-01-10,2022-01-15,2003
PT,1 wk ahead inc death,point,NA,2022-01-10,2022-01-15,92
RO,1 wk ahead inc death,point,NA,2022-01-10,2022-01-15,190
SE,1 wk ahead inc death,point,NA,2022-01-10,2022-01-15,39
SI,1 wk ahead inc death,point,NA,2022-01-10,2022-01-15,42
SK,1 wk ahead inc death,point,NA,2022-01-10,2022-01-15,207
