location,target,type,quantile,forecast_date,target_end_date,value
AT,1 wk ahead inc case,point,NA,2021-10-25,2021-10-30,28719
BE,1 wk ahead inc case,point,NA,2021-10-25,2021-10-30,27770
BG,1 wk ahead inc case,point,NA,2021-10-25,2021-10-30,32144
CH,1 wk ahead inc case,point,NA,2021-10-25,2021-10-30,6082
CY,1 wk ahead inc case,point,NA,2021-10-25,2021-10-30,806
CZ,1 wk ahead inc case,point,NA,2021-10-25,2021-10-30,26397
DE,1 wk ahead inc case,point,NA,2021-10-25,2021-10-30,96092
DK,1 wk ahead inc case,point,NA,2021-10-25,2021-10-30,9662
EE,1 wk ahead inc case,point,NA,2021-10-25,2021-10-30,11500
ES,1 wk ahead inc case,point,NA,2021-10-25,2021-10-30,12004
FI,1 wk ahead inc case,point,NA,2021-10-25,2021-10-30,2310
FR,1 wk ahead inc case,point,NA,2021-10-25,2021-10-30,41264
GB,1 wk ahead inc case,point,NA,2021-10-25,2021-10-30,344516
GR,1 wk ahead inc case,point,NA,2021-10-25,2021-10-30,24870
HR,1 wk ahead inc case,point,NA,2021-10-25,2021-10-30,21400
HU,1 wk ahead inc case,point,NA,2021-10-25,2021-10-30,11077
IE,1 wk ahead inc case,point,NA,2021-10-25,2021-10-30,15591
IS,1 wk ahead inc case,point,NA,2021-10-25,2021-10-30,438
IT,1 wk ahead inc case,point,NA,2021-10-25,2021-10-30,26631
LI,1 wk ahead inc case,point,NA,2021-10-25,2021-10-30,30
LT,1 wk ahead inc case,point,NA,2021-10-25,2021-10-30,20779
LU,1 wk ahead inc case,point,NA,2021-10-25,2021-10-30,940
LV,1 wk ahead inc case,point,NA,2021-10-25,2021-10-30,19777
MT,1 wk ahead inc case,point,NA,2021-10-25,2021-10-30,101
NL,1 wk ahead inc case,point,NA,2021-10-25,2021-10-30,44631
NO,1 wk ahead inc case,point,NA,2021-10-25,2021-10-30,4872
PL,1 wk ahead inc case,point,NA,2021-10-25,2021-10-30,40781
PT,1 wk ahead inc case,point,NA,2021-10-25,2021-10-30,5624
RO,1 wk ahead inc case,point,NA,2021-10-25,2021-10-30,108380
SE,1 wk ahead inc case,point,NA,2021-10-25,2021-10-30,3202
SI,1 wk ahead inc case,point,NA,2021-10-25,2021-10-30,14863
SK,1 wk ahead inc case,point,NA,2021-10-25,2021-10-30,24443
AT,1 wk ahead inc death,point,NA,2021-10-25,2021-10-30,83
BE,1 wk ahead inc death,point,NA,2021-10-25,2021-10-30,122
BG,1 wk ahead inc death,point,NA,2021-10-25,2021-10-30,757
CH,1 wk ahead inc death,point,NA,2021-10-25,2021-10-30,14
CY,1 wk ahead inc death,point,NA,2021-10-25,2021-10-30,8
CZ,1 wk ahead inc death,point,NA,2021-10-25,2021-10-30,83
DE,1 wk ahead inc death,point,NA,2021-10-25,2021-10-30,455
DK,1 wk ahead inc death,point,NA,2021-10-25,2021-10-30,13
EE,1 wk ahead inc death,point,NA,2021-10-25,2021-10-30,48
ES,1 wk ahead inc death,point,NA,2021-10-25,2021-10-30,174
FI,1 wk ahead inc death,point,NA,2021-10-25,2021-10-30,21
FR,1 wk ahead inc death,point,NA,2021-10-25,2021-10-30,164
GB,1 wk ahead inc death,point,NA,2021-10-25,2021-10-30,1022
GR,1 wk ahead inc death,point,NA,2021-10-25,2021-10-30,275
HR,1 wk ahead inc death,point,NA,2021-10-25,2021-10-30,171
HU,1 wk ahead inc death,point,NA,2021-10-25,2021-10-30,175
IE,1 wk ahead inc death,point,NA,2021-10-25,2021-10-30,88
IS,1 wk ahead inc death,point,NA,2021-10-25,2021-10-30,0
IT,1 wk ahead inc death,point,NA,2021-10-25,2021-10-30,255
LI,1 wk ahead inc death,point,NA,2021-10-25,2021-10-30,1
LT,1 wk ahead inc death,point,NA,2021-10-25,2021-10-30,200
LU,1 wk ahead inc death,point,NA,2021-10-25,2021-10-30,3
LV,1 wk ahead inc death,point,NA,2021-10-25,2021-10-30,163
MT,1 wk ahead inc death,point,NA,2021-10-25,2021-10-30,0
NL,1 wk ahead inc death,point,NA,2021-10-25,2021-10-30,72
NO,1 wk ahead inc death,point,NA,2021-10-25,2021-10-30,1
PL,1 wk ahead inc death,point,NA,2021-10-25,2021-10-30,417
PT,1 wk ahead inc death,point,NA,2021-10-25,2021-10-30,31
RO,1 wk ahead inc death,point,NA,2021-10-25,2021-10-30,3444
SE,1 wk ahead inc death,point,NA,2021-10-25,2021-10-30,28
SI,1 wk ahead inc death,point,NA,2021-10-25,2021-10-30,61
SK,1 wk ahead inc death,point,NA,2021-10-25,2021-10-30,24
