location,target,type,quantile,forecast_date,target_end_date,value
AT,1 wk ahead inc case,point,NA,2021-07-19,2021-07-24,2734
BE,1 wk ahead inc case,point,NA,2021-07-19,2021-07-24,12646
BG,1 wk ahead inc case,point,NA,2021-07-19,2021-07-24,541
CH,1 wk ahead inc case,point,NA,2021-07-19,2021-07-24,3228
CY,1 wk ahead inc case,point,NA,2021-07-19,2021-07-24,7565
CZ,1 wk ahead inc case,point,NA,2021-07-19,2021-07-24,1526
DE,1 wk ahead inc case,point,NA,2021-07-19,2021-07-24,10245
DK,1 wk ahead inc case,point,NA,2021-07-19,2021-07-24,8399
EE,1 wk ahead inc case,point,NA,2021-07-19,2021-07-24,422
ES,1 wk ahead inc case,point,NA,2021-07-19,2021-07-24,178541
FI,1 wk ahead inc case,point,NA,2021-07-19,2021-07-24,2338
FR,1 wk ahead inc case,point,NA,2021-07-19,2021-07-24,85187
GB,1 wk ahead inc case,point,NA,2021-07-19,2021-07-24,364760
GR,1 wk ahead inc case,point,NA,2021-07-19,2021-07-24,19648
HR,1 wk ahead inc case,point,NA,2021-07-19,2021-07-24,876
HU,1 wk ahead inc case,point,NA,2021-07-19,2021-07-24,275
IE,1 wk ahead inc case,point,NA,2021-07-19,2021-07-24,7934
IS,1 wk ahead inc case,point,NA,2021-07-19,2021-07-24,0
IT,1 wk ahead inc case,point,NA,2021-07-19,2021-07-24,22108
LI,1 wk ahead inc case,point,NA,2021-07-19,2021-07-24,0
LT,1 wk ahead inc case,point,NA,2021-07-19,2021-07-24,703
LU,1 wk ahead inc case,point,NA,2021-07-19,2021-07-24,696
LV,1 wk ahead inc case,point,NA,2021-07-19,2021-07-24,223
MT,1 wk ahead inc case,point,NA,2021-07-19,2021-07-24,1925
NL,1 wk ahead inc case,point,NA,2021-07-19,2021-07-24,99063
NO,1 wk ahead inc case,point,NA,2021-07-19,2021-07-24,1032
PL,1 wk ahead inc case,point,NA,2021-07-19,2021-07-24,579
PT,1 wk ahead inc case,point,NA,2021-07-19,2021-07-24,24641
RO,1 wk ahead inc case,point,NA,2021-07-19,2021-07-24,393
SE,1 wk ahead inc case,point,NA,2021-07-19,2021-07-24,1696
SI,1 wk ahead inc case,point,NA,2021-07-19,2021-07-24,280
SK,1 wk ahead inc case,point,NA,2021-07-19,2021-07-24,193
AT,1 wk ahead inc death,point,NA,2021-07-19,2021-07-24,4
BE,1 wk ahead inc death,point,NA,2021-07-19,2021-07-24,6
BG,1 wk ahead inc death,point,NA,2021-07-19,2021-07-24,51
CH,1 wk ahead inc death,point,NA,2021-07-19,2021-07-24,5
CY,1 wk ahead inc death,point,NA,2021-07-19,2021-07-24,12
CZ,1 wk ahead inc death,point,NA,2021-07-19,2021-07-24,12
DE,1 wk ahead inc death,point,NA,2021-07-19,2021-07-24,45
DK,1 wk ahead inc death,point,NA,2021-07-19,2021-07-24,4
EE,1 wk ahead inc death,point,NA,2021-07-19,2021-07-24,1
ES,1 wk ahead inc death,point,NA,2021-07-19,2021-07-24,69
FI,1 wk ahead inc death,point,NA,2021-07-19,2021-07-24,3
FR,1 wk ahead inc death,point,NA,2021-07-19,2021-07-24,105
GB,1 wk ahead inc death,point,NA,2021-07-19,2021-07-24,345
GR,1 wk ahead inc death,point,NA,2021-07-19,2021-07-24,56
HR,1 wk ahead inc death,point,NA,2021-07-19,2021-07-24,9
HU,1 wk ahead inc death,point,NA,2021-07-19,2021-07-24,7
IE,1 wk ahead inc death,point,NA,2021-07-19,2021-07-24,19
IS,1 wk ahead inc death,point,NA,2021-07-19,2021-07-24,0
IT,1 wk ahead inc death,point,NA,2021-07-19,2021-07-24,64
LI,1 wk ahead inc death,point,NA,2021-07-19,2021-07-24,0
LT,1 wk ahead inc death,point,NA,2021-07-19,2021-07-24,3
LU,1 wk ahead inc death,point,NA,2021-07-19,2021-07-24,1
LV,1 wk ahead inc death,point,NA,2021-07-19,2021-07-24,14
MT,1 wk ahead inc death,point,NA,2021-07-19,2021-07-24,0
NL,1 wk ahead inc death,point,NA,2021-07-19,2021-07-24,13
NO,1 wk ahead inc death,point,NA,2021-07-19,2021-07-24,1
PL,1 wk ahead inc death,point,NA,2021-07-19,2021-07-24,39
PT,1 wk ahead inc death,point,NA,2021-07-19,2021-07-24,48
RO,1 wk ahead inc death,point,NA,2021-07-19,2021-07-24,1
SE,1 wk ahead inc death,point,NA,2021-07-19,2021-07-24,14
SI,1 wk ahead inc death,point,NA,2021-07-19,2021-07-24,3
SK,1 wk ahead inc death,point,NA,2021-07-19,2021-07-24,0
