location,target,type,quantile,forecast_date,target_end_date,value
AT,1 wk ahead inc case,point,NA,2021-08-30,2021-09-04,10861
BE,1 wk ahead inc case,point,NA,2021-08-30,2021-09-04,12271
BG,1 wk ahead inc case,point,NA,2021-08-30,2021-09-04,10799
CH,1 wk ahead inc case,point,NA,2021-08-30,2021-09-04,17755
CY,1 wk ahead inc case,point,NA,2021-08-30,2021-09-04,1478
CZ,1 wk ahead inc case,point,NA,2021-08-30,2021-09-04,1305
DE,1 wk ahead inc case,point,NA,2021-08-30,2021-09-04,68384
DK,1 wk ahead inc case,point,NA,2021-08-30,2021-09-04,6499
EE,1 wk ahead inc case,point,NA,2021-08-30,2021-09-04,2592
ES,1 wk ahead inc case,point,NA,2021-08-30,2021-09-04,42300
FI,1 wk ahead inc case,point,NA,2021-08-30,2021-09-04,4048
FR,1 wk ahead inc case,point,NA,2021-08-30,2021-09-04,97966
GB,1 wk ahead inc case,point,NA,2021-08-30,2021-09-04,244147
GR,1 wk ahead inc case,point,NA,2021-08-30,2021-09-04,19985
HR,1 wk ahead inc case,point,NA,2021-08-30,2021-09-04,3716
HU,1 wk ahead inc case,point,NA,2021-08-30,2021-09-04,801
IE,1 wk ahead inc case,point,NA,2021-08-30,2021-09-04,12072
IS,1 wk ahead inc case,point,NA,2021-08-30,2021-09-04,557
IT,1 wk ahead inc case,point,NA,2021-08-30,2021-09-04,44961
LI,1 wk ahead inc case,point,NA,2021-08-30,2021-09-04,24
LT,1 wk ahead inc case,point,NA,2021-08-30,2021-09-04,3994
LU,1 wk ahead inc case,point,NA,2021-08-30,2021-09-04,568
LV,1 wk ahead inc case,point,NA,2021-08-30,2021-09-04,1571
MT,1 wk ahead inc case,point,NA,2021-08-30,2021-09-04,267
NL,1 wk ahead inc case,point,NA,2021-08-30,2021-09-04,18045
NO,1 wk ahead inc case,point,NA,2021-08-30,2021-09-04,9589
PL,1 wk ahead inc case,point,NA,2021-08-30,2021-09-04,1542
PT,1 wk ahead inc case,point,NA,2021-08-30,2021-09-04,14245
RO,1 wk ahead inc case,point,NA,2021-08-30,2021-09-04,7312
SE,1 wk ahead inc case,point,NA,2021-08-30,2021-09-04,6764
SI,1 wk ahead inc case,point,NA,2021-08-30,2021-09-04,3379
SK,1 wk ahead inc case,point,NA,2021-08-30,2021-09-04,760
AT,1 wk ahead inc death,point,NA,2021-08-30,2021-09-04,24
BE,1 wk ahead inc death,point,NA,2021-08-30,2021-09-04,65
BG,1 wk ahead inc death,point,NA,2021-08-30,2021-09-04,284
CH,1 wk ahead inc death,point,NA,2021-08-30,2021-09-04,35
CY,1 wk ahead inc death,point,NA,2021-08-30,2021-09-04,13
CZ,1 wk ahead inc death,point,NA,2021-08-30,2021-09-04,19
DE,1 wk ahead inc death,point,NA,2021-08-30,2021-09-04,167
DK,1 wk ahead inc death,point,NA,2021-08-30,2021-09-04,16
EE,1 wk ahead inc death,point,NA,2021-08-30,2021-09-04,5
ES,1 wk ahead inc death,point,NA,2021-08-30,2021-09-04,951
FI,1 wk ahead inc death,point,NA,2021-08-30,2021-09-04,8
FR,1 wk ahead inc death,point,NA,2021-08-30,2021-09-04,854
GB,1 wk ahead inc death,point,NA,2021-08-30,2021-09-04,830
GR,1 wk ahead inc death,point,NA,2021-08-30,2021-09-04,273
HR,1 wk ahead inc death,point,NA,2021-08-30,2021-09-04,30
HU,1 wk ahead inc death,point,NA,2021-08-30,2021-09-04,0
IE,1 wk ahead inc death,point,NA,2021-08-30,2021-09-04,22
IS,1 wk ahead inc death,point,NA,2021-08-30,2021-09-04,4
IT,1 wk ahead inc death,point,NA,2021-08-30,2021-09-04,393
LI,1 wk ahead inc death,point,NA,2021-08-30,2021-09-04,0
LT,1 wk ahead inc death,point,NA,2021-08-30,2021-09-04,61
LU,1 wk ahead inc death,point,NA,2021-08-30,2021-09-04,0
LV,1 wk ahead inc death,point,NA,2021-08-30,2021-09-04,3
MT,1 wk ahead inc death,point,NA,2021-08-30,2021-09-04,6
NL,1 wk ahead inc death,point,NA,2021-08-30,2021-09-04,58
NO,1 wk ahead inc death,point,NA,2021-08-30,2021-09-04,3
PL,1 wk ahead inc death,point,NA,2021-08-30,2021-09-04,22
PT,1 wk ahead inc death,point,NA,2021-08-30,2021-09-04,88
RO,1 wk ahead inc death,point,NA,2021-08-30,2021-09-04,169
SE,1 wk ahead inc death,point,NA,2021-08-30,2021-09-04,10
SI,1 wk ahead inc death,point,NA,2021-08-30,2021-09-04,10
SK,1 wk ahead inc death,point,NA,2021-08-30,2021-09-04,2
